actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId
82,PT05M13.00S,2023-01-15T18:23:52.7Z,1,REGULAR,3pt,Jump Shot,[],1630165,70.25295663600527,26.225490196078432,1610612765,10,18,2023-01-15T18:28:01Z,820000,False,-119.0,227.0,1,right,MISS K. Hayes 25' pullup 3PT,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
83,PT05M11.00S,2023-01-15T18:23:54.7Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,10,18,2023-01-15T18:23:56Z,830000,False,,,0,,M. Robinson REBOUND (Off:2 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,82.0,5.0,3.0,2.0,,
84,PT05M03.00S,2023-01-15T18:24:10.5Z,1,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612752,10,18,2023-01-15T18:25:10Z,840000,False,,,0,,S. Bey shooting personal FOUL (1 PF) (Randle 2 FT),"[1630180, 203944]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,203592.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,
86,PT05M03.00S,2023-01-15T18:24:36.4Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,10,19,2023-01-15T18:24:36Z,860000,False,,,0,,J. Randle Free Throw 1 of 2 (6 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
87,PT05M03.00S,2023-01-15T18:24:43.3Z,1,REGULAR,substitution,out,[],1630587,,,1610612752,10,19,2023-01-15T18:24:47Z,870000,False,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M03.00S,2023-01-15T18:24:43.3Z,1,REGULAR,substitution,out,[],1631093,,,1610612752,10,19,2023-01-15T18:24:47Z,880000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M03.00S,2023-01-15T18:24:43.3Z,1,REGULAR,substitution,in,[],1628977,,,1610612752,10,19,2023-01-15T18:24:47Z,890000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M03.00S,2023-01-15T18:24:43.3Z,1,REGULAR,substitution,in,[],202692,,,1610612752,10,19,2023-01-15T18:24:47Z,900000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M03.00S,2023-01-15T18:25:07.3Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,10,20,2023-01-15T18:25:07Z,910000,False,,,0,,J. Randle Free Throw 2 of 2 (7 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
92,PT04M50.00S,2023-01-15T18:25:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,93.11760840998686,44.85294117647059,1610612765,10,20,2023-01-15T18:30:15Z,920000,False,-26.0,12.0,1,right,MISS H. Diallo driving Layup - blocked,"[1628977, 1629011]",1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,Robinson,1629011.0,,,,,,
93,PT04M50.00S,2023-01-15T18:25:22.1Z,1,REGULAR,block,,[],1629011,,,1610612765,10,20,2023-01-15T18:25:24Z,930000,False,,,0,,M. Robinson BLOCK (3 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
94,PT04M47.00S,2023-01-15T18:25:25.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,10,20,2023-01-15T18:25:26Z,940000,False,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,92.0,3.0,2.0,1.0,,
95,PT04M42.00S,2023-01-15T18:25:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.703679369250986,44.85294117647059,1610612752,10,22,2023-01-15T18:25:38Z,950000,False,26.0,20.0,1,left,J. Brunson driving Layup (7 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.25,Made,7.0,,,,,,,,,,,,,,,,,
96,PT04M32.00S,2023-01-15T18:25:40.2Z,1,REGULAR,3pt,Jump Shot,[],1630180,82.47371879106439,6.61764705882353,1610612765,13,22,2023-01-15T18:30:51Z,960000,False,-217.0,112.0,1,right,S. Bey 24' 3PT pullup (8 PTS),[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,24.42,Made,8.0,,,,,,,,,,,,,,,,,
97,PT04M07.00S,2023-01-15T18:26:04.8Z,1,REGULAR,2pt,Jump Shot,[],1629656,21.632720105124836,44.36274509803921,1610612752,13,22,2023-01-15T18:31:12Z,970000,False,28.0,151.0,1,left,MISS Q. Grimes 15' Jump Shot,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Center,15.34,Missed,,,,,,,,,,,,,,,,,,
98,PT04M04.00S,2023-01-15T18:26:07.8Z,1,REGULAR,rebound,defensive,[],202692,,,1610612765,13,22,2023-01-15T18:35:44Z,980000,False,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,97.0,1.0,1.0,0.0,,
99,PT04M02.00S,2023-01-15T18:26:15.6Z,1,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612765,13,22,2023-01-15T18:26:25Z,990000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Knox II 2 FT),"[1628973, 1628995]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,,,,1627519.0,1.0,0.0,Knox II,1628995.0,,,,,,,,,,,,
101,PT04M02.00S,2023-01-15T18:26:39.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628995,,,1610612765,13,22,2023-01-15T18:26:39Z,1010000,False,,,0,,MISS K. Knox II Free Throw 1 of 2,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
102,PT04M02.00S,2023-01-15T18:26:39.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,13,22,2023-01-15T18:26:39Z,1020000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,,,,,
103,PT04M02.00S,2023-01-15T18:26:54.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628995,,,1610612765,14,22,2023-01-15T18:26:54Z,1030000,False,,,0,,K. Knox II Free Throw 2 of 2 (4 PTS),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
104,PT03M51.00S,2023-01-15T18:27:06.3Z,1,REGULAR,2pt,Jump Shot,[],1628973,14.14257555847569,85.29411764705883,1610612752,14,22,2023-01-15T18:27:10Z,1040000,False,-176.0,80.0,1,left,MISS J. Brunson 19' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left,19.39,Missed,,,,,,,,,,,,,,,,,,
105,PT03M49.00S,2023-01-15T18:27:08.3Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,14,22,2023-01-15T18:27:10Z,1050000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,104.0,1.0,1.0,0.0,,
106,PT03M45.00S,2023-01-15T18:27:12.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628995,88.51839684625493,95.09803921568627,1610612765,14,22,2023-01-15T18:36:40Z,1060000,False,225.0,55.0,1,right,MISS K. Knox II running 3PT,[1628995],1610612765.0,DET,running,,,Knox II,K. Knox II,,,,,Right Corner 3,24+ Right,23.22,Missed,,,,,,,,,,,,,,,,,,
107,PT03M42.00S,2023-01-15T18:27:15.9Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,14,22,2023-01-15T18:27:19Z,1070000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,106.0,1.0,1.0,0.0,,
108,PT03M36.00S,2023-01-15T18:27:22.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630193,6.258212877792378,44.11764705882353,1610612752,14,22,2023-01-15T18:37:30Z,1080000,False,29.0,6.0,1,left,MISS I. Quickley running Layup,[1630193],1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,,
109,PT03M33.00S,2023-01-15T18:27:25.0Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,14,22,2023-01-15T18:27:26Z,1090000,False,,,0,,M. Robinson REBOUND (Off:3 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,108.0,6.0,3.0,3.0,,
110,PT03M32.00S,2023-01-15T18:27:25.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629011,5.995400788436268,50.73529411764706,1610612752,14,24,2023-01-15T18:27:31Z,1100000,False,-4.0,4.0,1,left,M. Robinson putback DUNK (4 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.54,Made,4.0,,,,,,,,,,,,,,,,,
111,PT03M28.00S,2023-01-15T18:27:29.7Z,1,REGULAR,3pt,Jump Shot,[],202692,90.62089356110381,4.166666666666666,1610612765,14,24,2023-01-15T18:27:40Z,1110000,False,-229.0,36.0,1,right,MISS A. Burks 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
112,PT03M25.00S,2023-01-15T18:27:32.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,14,24,2023-01-15T18:27:40Z,1120000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,111.0,4.0,3.0,1.0,,
113,PT03M17.00S,2023-01-15T18:27:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.783837056504599,52.94117647058824,1610612752,14,26,2023-01-15T18:27:53Z,1130000,False,-15.0,11.0,1,left,J. Randle driving Layup (9 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.85,Made,9.0,,,,,,,,,,,,,,,,,
114,PT03M03.00S,2023-01-15T18:27:57.2Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612765,14,26,2023-01-15T18:28:09Z,1140000,False,,,0,,M. Robinson shooting personal FOUL (1 PF) (Bey 2 FT),"[1629011, 1630180]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,203592.0,1.0,0.0,Bey,1630180.0,,,,,,,,,,,,
116,PT03M03.00S,2023-01-15T18:28:20.7Z,1,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,15,26,2023-01-15T18:28:20Z,1160000,False,,,0,,S. Bey Free Throw 1 of 2 (9 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
117,PT03M03.00S,2023-01-15T18:28:32.6Z,1,REGULAR,substitution,out,[],1628995,,,1610612765,15,26,2023-01-15T18:28:36Z,1170000,False,,,0,,SUB out: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M03.00S,2023-01-15T18:28:32.6Z,1,REGULAR,substitution,in,[],1630587,,,1610612765,15,26,2023-01-15T18:28:36Z,1180000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M03.00S,2023-01-15T18:28:49.3Z,1,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,16,26,2023-01-15T18:28:49Z,1190000,False,,,0,,S. Bey Free Throw 2 of 2 (10 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
120,PT02M49.00S,2023-01-15T18:29:03.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203944,6.652431011826544,49.26470588235294,1610612752,16,28,2023-01-15T18:29:07Z,1200000,False,4.0,10.0,1,left,J. Randle driving DUNK (11 PTS) (J. Brunson 1 AST),"[203944, 1628973]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.07,Made,11.0,,,,,,,J. Brunson,1628973.0,1.0,,,,,,,,
122,PT02M26.00S,2023-01-15T18:29:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,81.2910643889619,44.85294117647059,1610612765,18,28,2023-01-15T18:29:32Z,1220000,False,-26.0,123.0,1,right,H. Diallo 12' step back Jump Shot (2 PTS) (I. Livers 1 AST),"[1628977, 1630587]",1610612765.0,DET,step back,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),8-16 Center,12.6,Made,2.0,,,,,,,I. Livers,1630587.0,1.0,,,,,,,,
124,PT01M59.00S,2023-01-15T18:29:53.8Z,1,REGULAR,3pt,Jump Shot,[],1629656,9.280551905387648,96.81372549019608,1610612752,18,31,2023-01-15T18:39:15Z,1240000,False,-234.0,35.0,1,left,Q. Grimes 3PT step back (8 PTS) (I. Quickley 1 AST),"[1629656, 1630193]",1610612752.0,NYK,step back,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,23.67,Made,8.0,,,,,,,I. Quickley,1630193.0,1.0,,,,,,,,
126,PT01M46.00S,2023-01-15T18:30:07.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202692,90.62089356110381,55.63725490196079,1610612765,20,31,2023-01-15T18:30:11Z,1260000,False,28.0,36.0,1,right,A. Burks driving Layup (2 PTS),[202692],1610612765.0,DET,driving,,,Burks,A. Burks,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,2.0,,,,,,,,,,,,,,,,,
127,PT01M36.00S,2023-01-15T18:30:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,5.995400788436268,37.745098039215684,1610612752,20,31,2023-01-15T18:39:45Z,1270000,False,61.0,4.0,1,left,MISS I. Quickley 6' driving Layup,[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,6.14,Missed,,,,,,,,,,,,,,,,,,
128,PT01M33.00S,2023-01-15T18:30:19.4Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,20,31,2023-01-15T18:30:21Z,1280000,False,,,0,,I. Livers REBOUND (Off:1 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,127.0,2.0,1.0,1.0,,
130,PT01M32.00S,2023-01-15T18:30:26.4Z,1,REGULAR,foul,offensive,[],1628977,,,1610612765,20,31,2023-01-15T18:40:26Z,1300000,False,,,0,,H. Diallo charge offensive FOUL (1 PF),"[1628977, 1628973]",1610612765.0,DET,charge,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,,,,1662.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,
132,PT01M32.00S,2023-01-15T18:30:26.4Z,1,REGULAR,turnover,offensive foul,[],1628977,,,1610612765,20,31,2023-01-15T18:40:26Z,1320000,False,,,0,,H. Diallo offensive foul TURNOVER (1 TO),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,,,,203592.0,,,,,1.0,,,,,,,,,,,
133,PT01M32.00S,2023-01-15T18:30:47.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,20,31,2023-01-15T18:30:47Z,1330000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M32.00S,2023-01-15T18:32:41.8Z,1,REGULAR,substitution,out,[],1630165,,,1610612752,20,31,2023-01-15T18:33:09Z,1340000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M32.00S,2023-01-15T18:32:41.8Z,1,REGULAR,substitution,out,[],1630180,,,1610612752,20,31,2023-01-15T18:33:09Z,1350000,False,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M32.00S,2023-01-15T18:32:41.8Z,1,REGULAR,substitution,out,[],1629656,,,1610612752,20,31,2023-01-15T18:33:09Z,1360000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M32.00S,2023-01-15T18:32:41.8Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,20,31,2023-01-15T18:33:09Z,1370000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M32.00S,2023-01-15T18:32:41.8Z,1,REGULAR,substitution,in,[],1628995,,,1610612752,20,31,2023-01-15T18:33:09Z,1380000,False,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M32.00S,2023-01-15T18:32:41.8Z,1,REGULAR,substitution,in,[],1631093,,,1610612752,20,31,2023-01-15T18:33:09Z,1390000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M32.00S,2023-01-15T18:32:41.8Z,1,REGULAR,substitution,in,[],1630167,,,1610612752,20,31,2023-01-15T18:33:09Z,1400000,False,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M32.00S,2023-01-15T18:32:41.8Z,1,REGULAR,substitution,in,[],1629628,,,1610612752,20,31,2023-01-15T18:33:09Z,1410000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M21.00S,2023-01-15T18:33:37.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631093,,,1610612752,20,31,2023-01-15T18:33:52Z,1420000,False,,,0,,J. Ivey personal FOUL (2 PF) (Barrett 2 FT),"[1631093, 1629628]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,203592.0,2.0,0.0,Barrett,1629628.0,,,,,,,,,,,,
146,PT01M21.00S,2023-01-15T18:33:57.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,20,32,2023-01-15T18:34:15Z,1440000,False,,,0,,R. Barrett Free Throw 1 of 2 (2 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
147,PT01M21.00S,2023-01-15T18:33:57.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,20,32,2023-01-15T18:34:15Z,1450000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
148,PT01M18.00S,2023-01-15T18:34:00.1Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612752,20,32,2023-01-15T18:34:15Z,1460000,False,,,0,,O. Toppin REBOUND (Off:1 Def:0),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,147.0,1.0,0.0,1.0,,
149,PT01M07.00S,2023-01-15T18:34:25.0Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203944,23.47240473061761,42.15686274509804,1610612752,20,34,2023-01-15T18:34:29Z,1470000,False,39.0,168.0,1,left,J. Randle 17' pullup Jump Shot (13 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,17.26,Made,13.0,,,,,,,,,,,,,,,,,
150,PT00M50.30S,2023-01-15T18:34:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,91.27792378449409,44.11764705882353,1610612765,22,34,2023-01-15T18:34:47Z,1480000,False,-29.0,29.0,1,right,H. Diallo driving Layup (4 PTS) (A. Burks 1 AST),"[1628977, 202692]",1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,4.16,Made,4.0,,,,,,,A. Burks,202692.0,1.0,,,,,,,,
152,PT00M37.10S,2023-01-15T18:35:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.835085413929041,56.86274509803921,1610612752,22,36,2023-01-15T18:35:09Z,1500000,False,-34.0,21.0,1,left,J. Brunson driving finger roll Layup (9 PTS),[1628973],1610612752.0,NYK,driving finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,4.03,Made,9.0,,,,,,,,,,,,,,,,,
153,PT00M37.10S,2023-01-15T18:35:04.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628995,,,1610612752,22,36,2023-01-15T18:35:24Z,1510000,False,,,0,,K. Knox II shooting personal FOUL (2 PF) (Brunson 1 FT),"[1628995, 1628973]",1610612765.0,DET,shooting,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,,,,1662.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,
155,PT00M37.10S,2023-01-15T18:35:50.6Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,22,37,2023-01-15T18:35:50Z,1530000,False,,,0,,J. Brunson Free Throw 1 of 1 (10 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
156,PT00M31.20S,2023-01-15T18:35:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,91.14651773981603,45.83333333333333,1610612765,22,37,2023-01-15T18:35:57Z,1540000,False,-21.0,31.0,1,right,MISS H. Diallo driving Layup,[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,3.71,Missed,,,,,,,,,,,,,,,,,,
157,PT00M29.70S,2023-01-15T18:35:55.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,22,37,2023-01-15T18:35:57Z,1550000,False,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,156.0,5.0,4.0,1.0,,
158,PT00M17.60S,2023-01-15T18:36:07.6Z,1,REGULAR,3pt,Jump Shot,[],1630167,28.465834428383708,19.852941176470587,1610612752,22,37,2023-01-15T18:36:14Z,1560000,False,151.0,215.0,1,left,MISS O. Toppin 26' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,26.26,Missed,,,,,,,,,,,,,,,,,,
159,PT00M14.10S,2023-01-15T18:36:11.1Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612752,22,37,2023-01-15T18:36:14Z,1570000,False,,,0,,I. Quickley REBOUND (Off:1 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,158.0,2.0,1.0,1.0,,
160,PT00M13.70S,2023-01-15T18:36:12.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630193,9.411957950065702,45.588235294117645,1610612752,22,39,2023-01-15T18:36:18Z,1580000,False,22.0,36.0,1,left,I. Quickley driving floating Jump Shot (2 PTS),[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,4.22,Made,2.0,,,,,,,,,,,,,,,,,
161,PT00M00.60S,2023-01-15T18:36:27.9Z,1,REGULAR,3pt,Jump Shot,[],1631093,67.09921156373193,58.333333333333336,1610612765,22,39,2023-01-15T18:37:14Z,1590000,False,42.0,257.0,1,right,MISS J. Ivey 26' step back 3PT,[1631093],1610612765.0,DET,step back,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
162,PT00M00.60S,2023-01-15T18:36:27.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,22,39,2023-01-15T18:36:35Z,1600000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,161.0,,,,,
163,PT00M00.00S,2023-01-15T18:36:40.3Z,1,REGULAR,period,end,[],0,,,1610612752,22,39,2023-01-15T18:36:40Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-01-15T18:38:38.0Z,2,REGULAR,substitution,out,['startperiod'],1628995,,,1610612752,22,39,2023-01-15T18:39:07Z,1620000,False,,,0,,SUB out: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-01-15T18:38:38.0Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612752,22,39,2023-01-15T18:39:07Z,1630000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-01-15T18:38:38.0Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612752,22,39,2023-01-15T18:39:07Z,1640000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
