actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
418,PT10M00.00S,2022-11-08T01:49:26.9Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,54,65,2022-11-08T01:49:29Z,4170000,,,0,,L. Dort REBOUND (Off:2 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Left,,,416.0,5.0,3.0,2.0,,,,,,,,,,,,,,
419,PT09M53.00S,2022-11-08T01:49:33.7Z,3,REGULAR,turnover,bad pass,[],1629652,,,1610612760,54,65,2022-11-08T01:49:39Z,4180000,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 1631093]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,1.0,Ivey,1631093.0,,,
420,PT09M53.00S,2022-11-08T01:49:33.7Z,3,REGULAR,steal,,[],1631093,,,1610612765,54,65,2022-11-08T01:49:35Z,4190000,,,0,,J. Ivey STEAL (2 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
421,PT09M50.00S,2022-11-08T01:49:36.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630180,5.732588699080158,50.49019607843137,1610612765,56,65,2022-11-08T01:49:43Z,4200000,-2.0,1.0,1,left,S. Bey running DUNK (11 PTS) (J. Ivey 4 AST),"[1630180, 1631093]",1610612765.0,DET,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,11.0,,,,,,,,,,,J. Ivey,1631093.0,4.0
423,PT09M30.00S,2022-11-08T01:49:56.3Z,3,REGULAR,3pt,Jump Shot,[],1630526,80.89684625492772,7.107843137254902,1610612760,56,65,2022-11-08T01:50:00Z,4220000,-214.0,127.0,1,right,MISS J. Robinson-Earl 24' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,,,,,,,,,,,,,,,,,
424,PT09M28.00S,2022-11-08T01:49:58.3Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,56,65,2022-11-08T01:50:00Z,4230000,,,0,,I. Stewart REBOUND (Off:3 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,423.0,7.0,4.0,3.0,,,,,,,,,,,,,,
425,PT09M18.00S,2022-11-08T01:50:09.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,5.995400788436268,47.30392156862745,1610612765,56,65,2022-11-08T01:50:29Z,4240000,13.0,4.0,1,left,MISS I. Stewart Layup - blocked,"[1630191, 1630581]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1.41,Missed,,,,,,Giddey,1630581.0,,,,,,,,,,,
426,PT09M18.00S,2022-11-08T01:50:09.5Z,3,REGULAR,block,,[],1630581,,,1610612765,56,65,2022-11-08T01:53:41Z,4250000,,,0,,J. Giddey BLOCK (1 BLK),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
427,PT09M15.00S,2022-11-08T01:50:12.5Z,3,REGULAR,rebound,offensive,[],1631093,,,1610612765,56,65,2022-11-08T01:50:29Z,4260000,,,0,,J. Ivey REBOUND (Off:3 Def:7),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,425.0,10.0,7.0,3.0,,,,,,,,,,,,,,
428,PT09M05.00S,2022-11-08T01:50:22.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630191,28.203022339027594,73.52941176470588,1610612765,56,65,2022-11-08T01:52:51Z,4270000,-118.0,213.0,1,left,MISS I. Stewart 24' step back 3PT,[1630191],1610612765.0,DET,step back,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,24.3,Missed,,,,,,,,,,,,,,,,,,
429,PT09M01.00S,2022-11-08T01:50:27.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,56,65,2022-11-08T01:50:27Z,4280000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,428.0,,,,,,,,,,,,,,,,,
432,PT08M48.00S,2022-11-08T01:51:01.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,7.178055190538765,51.470588235294116,1610612765,56,65,2022-11-08T01:51:12Z,4310000,-7.0,15.0,1,left,MISS S. Bey driving Layup,[1630180],1610612765.0,DET,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
434,PT08M48.00S,2022-11-08T01:51:01.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,56,65,2022-11-08T01:51:12Z,4330000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,432.0,,,,,,,,,,,,,,,,,
435,PT08M45.00S,2022-11-08T01:51:18.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630595,23.866622864651774,29.166666666666668,1610612765,56,65,2022-11-08T01:51:22Z,4340000,104.0,172.0,1,left,MISS C. Cunningham 20' Jump Shot,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,20.09,Missed,,,,,,,,,,,,,,,,,,
436,PT08M44.00S,2022-11-08T01:51:19.3Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612765,56,65,2022-11-08T01:51:54Z,4350000,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Right Center,,,435.0,3.0,2.0,1.0,,,,,,,,,,,,,,
437,PT08M43.00S,2022-11-08T01:51:21.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630180,5.590000152587891,50.0,1610612765,58,65,2022-11-08T01:51:50Z,4360000,0.0,0.0,1,left,S. Bey tip Layup (13 PTS),[1630180],1610612765.0,DET,tip,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,13.0,,,,,,,,,,,,,
438,PT08M42.00S,2022-11-08T01:51:26.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,58,65,2022-11-08T01:51:26Z,4370000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT08M33.00S,2022-11-08T01:52:56.6Z,3,REGULAR,turnover,out-of-bounds,[],1629652,,,1610612760,58,65,2022-11-08T01:55:07Z,4375000,,,0,,L. Dort lost ball out-of-bounds TURNOVER (2 TO),[1629652],1610612760.0,OKC,lost ball,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,201246.0,,,,,2.0,,,,,
442,PT08M17.00S,2022-11-08T01:54:45.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202711,6.521024967148489,96.81372549019608,1610612765,61,65,2022-11-08T01:55:15Z,4400000,-234.0,9.0,1,left,B. Bogdanovic 3PT  (9 PTS) (C. Cunningham 4 AST),"[202711, 1630595]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,23.43,Made,,,,,9.0,,,,,,,,,,,C. Cunningham,1630595.0,4.0
445,PT07M56.00S,2022-11-08T01:55:07.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630526,93.64323258869908,49.26470588235294,1610612760,61,67,2022-11-08T01:55:19Z,4420000,-4.0,7.0,1,right,J. Robinson-Earl cutting DUNK (7 PTS) (J. Giddey 2 AST),"[1630526, 1630581]",1610612760.0,OKC,cutting,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,7.0,,,,,,,,,,,J. Giddey,1630581.0,2.0
447,PT07M39.00S,2022-11-08T01:55:23.6Z,3,REGULAR,3pt,Jump Shot,[],1630595,26.363337713534822,16.42156862745098,1610612765,64,67,2022-11-08T01:55:29Z,4440000,168.0,195.0,1,left,C. Cunningham 25' 3PT  (11 PTS) (S. Bey 1 AST),"[1630595, 1630180]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,25.76,Made,,,,,11.0,,,,,,,,,,,S. Bey,1630180.0,1.0
449,PT07M23.00S,2022-11-08T01:55:40.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.11760840998686,48.77450980392157,1610612760,64,69,2022-11-08T01:57:13Z,4460000,-6.0,12.0,1,right,L. Dort cutting finger roll Layup (7 PTS) (J. Williams 1 AST),"[1629652, 1631114]",1610612760.0,OKC,cutting finger roll,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,7.0,,,,,,,,,,,J. Williams,1631114.0,1.0
451,PT07M17.00S,2022-11-08T01:55:46.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631093,5.732588699080158,49.50980392156863,1610612765,66,69,2022-11-08T01:58:27Z,4480000,2.0,1.0,1,left,J. Ivey running DUNK (12 PTS) (C. Cunningham 5 AST),"[1631093, 1630595]",1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,12.0,,,,,,,,,,,C. Cunningham,1630595.0,5.0
453,PT07M00.00S,2022-11-08T01:56:02.7Z,3,REGULAR,3pt,Jump Shot,[],1630526,92.72339027595268,4.6568627450980395,1610612760,66,69,2022-11-08T01:56:07Z,4500000,-227.0,16.0,1,right,MISS J. Robinson-Earl 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Left Corner 3,24+ Left,22.73,Missed,,,,,,,,,,,,,,,,,,
454,PT06M58.00S,2022-11-08T01:56:04.7Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,66,69,2022-11-08T01:56:07Z,4510000,,,0,,C. Cunningham REBOUND (Off:1 Def:7),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,,,453.0,8.0,7.0,1.0,,,,,,,,,,,,,,
455,PT06M52.00S,2022-11-08T01:56:11.9Z,3,REGULAR,3pt,Jump Shot,[],1630191,19.793035479632064,9.558823529411764,1610612765,69,69,2022-11-08T01:56:18Z,4520000,202.0,134.0,1,left,I. Stewart 24' 3PT  (8 PTS) (S. Bey 2 AST),"[1630191, 1630180]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,24.24,Made,,,,,8.0,,,,,,,,,,,S. Bey,1630180.0,2.0
457,PT06M51.00S,2022-11-08T01:56:21.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,69,69,2022-11-08T01:56:21Z,4540000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT06M51.00S,2022-11-08T01:58:41.1Z,3,REGULAR,substitution,out,[],1631114,,,1610612760,69,69,2022-11-08T01:59:01Z,4550000,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT06M51.00S,2022-11-08T01:58:41.1Z,3,REGULAR,substitution,out,[],1630526,,,1610612760,69,69,2022-11-08T01:59:01Z,4560000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT06M51.00S,2022-11-08T01:58:41.1Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,69,69,2022-11-08T01:59:01Z,4570000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT06M51.00S,2022-11-08T01:58:41.1Z,3,REGULAR,substitution,in,[],1629647,,,1610612760,69,69,2022-11-08T01:59:01Z,4580000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT06M42.00S,2022-11-08T01:59:14.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,86.28449408672799,63.23529411764706,1610612760,69,69,2022-11-08T01:59:20Z,4590000,66.0,76.0,1,right,MISS J. Giddey 10' pullup Shot,[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,10.11,Missed,,,,,,,,,,,,,,,,,,
463,PT06M38.00S,2022-11-08T01:59:18.1Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,69,69,2022-11-08T01:59:20Z,4600000,,,0,,J. Ivey REBOUND (Off:3 Def:8),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Right,,,462.0,11.0,8.0,3.0,,,,,,,,,,,,,,
464,PT06M31.00S,2022-11-08T01:59:24.3Z,3,REGULAR,3pt,Jump Shot,[],1631093,29.122864651773984,72.54901960784314,1610612765,72,69,2022-11-08T01:59:29Z,4610000,-113.0,221.0,1,left,J. Ivey 24' 3PT  (15 PTS) (C. Cunningham 6 AST),"[1631093, 1630595]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,24.83,Made,,,,,15.0,,,,,,,,,,,C. Cunningham,1630595.0,6.0
466,PT06M17.00S,2022-11-08T01:59:38.5Z,3,REGULAR,2pt,Jump Shot,[],1628983,90.88370565045992,28.186274509803923,1610612760,72,71,2022-11-08T01:59:42Z,4630000,-109.0,33.0,1,right,S. Gilgeous-Alexander 11' pullup Jump Shot (25 PTS) (D. Bazley 2 AST),"[1628983, 1629647]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,11.4,Made,,,,,25.0,,,,,,,,,,,D. Bazley,1629647.0,2.0
468,PT05M59.00S,2022-11-08T01:59:56.7Z,3,REGULAR,3pt,Jump Shot,[],1630180,17.0335085413929,93.87254901960785,1610612765,72,71,2022-11-08T02:00:01Z,4650000,-219.0,108.0,1,left,MISS S. Bey 24' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,24.44,Missed,,,,,,,,,,,,,,,,,,
469,PT05M55.00S,2022-11-08T02:00:00.7Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,72,71,2022-11-08T02:00:01Z,4660000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,468.0,4.0,3.0,1.0,,,,,,,,,,,,,,
470,PT05M51.00S,2022-11-08T02:00:06.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,90.88370565045992,50.49019607843137,1610612760,72,71,2022-11-08T02:00:13Z,4670000,2.0,33.0,1,right,MISS S. Gilgeous-Alexander driving Layup - blocked,"[1628983, 1630191]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,Stewart,1630191.0,,,,,,,,,,,
471,PT05M51.00S,2022-11-08T02:00:06.2Z,3,REGULAR,block,,[],1630191,,,1610612760,72,71,2022-11-08T02:00:09Z,4680000,,,0,,I. Stewart BLOCK (2 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
472,PT05M51.00S,2022-11-08T02:00:06.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,72,71,2022-11-08T02:00:13Z,4690000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,470.0,,,,,,,,,,,,,,,,,
474,PT05M51.00S,2022-11-08T02:00:12.1Z,3,REGULAR,substitution,out,[],1630581,,,1610612760,72,71,2022-11-08T02:00:16Z,4710000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT05M51.00S,2022-11-08T02:00:12.1Z,3,REGULAR,substitution,in,[],1630544,,,1610612760,72,71,2022-11-08T02:00:16Z,4720000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT05M47.00S,2022-11-08T02:00:31.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630544,87.99277266754271,95.83333333333334,1610612760,72,71,2022-11-08T02:00:35Z,4730000,229.0,60.0,1,right,MISS T. Mann 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,23.7,Missed,,,,,,,,,,,,,,,,,,
477,PT05M45.00S,2022-11-08T02:00:33.0Z,3,REGULAR,rebound,defensive,[],202711,,,1610612765,72,71,2022-11-08T02:00:35Z,4740000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,,,476.0,1.0,1.0,0.0,,,,,,,,,,,,,,
478,PT05M33.00S,2022-11-08T02:00:44.6Z,3,REGULAR,3pt,Jump Shot,[],1630595,5.256241787122208,2.7190563725490198,1610612765,75,71,2022-11-08T02:00:50Z,4750000,236.0,-3.0,1,left,C. Cunningham 3PT  (14 PTS) (J. Ivey 5 AST),"[1630595, 1631093]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,23.64,Made,,,,,14.0,,,,,,,,,,,J. Ivey,1631093.0,5.0
480,PT05M17.00S,2022-11-08T02:01:00.5Z,3,REGULAR,3pt,Jump Shot,[],1629652,68.15045992115637,30.392156862745097,1610612760,75,71,2022-11-08T02:01:06Z,4770000,-98.0,247.0,1,right,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,26.56,Missed,,,,,,,,,,,,,,,,,,
481,PT05M14.00S,2022-11-08T02:01:03.5Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,75,71,2022-11-08T02:01:06Z,4780000,,,0,,I. Stewart REBOUND (Off:3 Def:5),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,480.0,8.0,5.0,3.0,,,,,,,,,,,,,,
482,PT05M04.00S,2022-11-08T02:01:17.1Z,3,REGULAR,foul,personal,['2freethrow'],1629026,,,1610612765,75,71,2022-11-08T02:01:26Z,4790000,,,0,,K. Williams shooting personal FOUL (3 PF) (Cunningham 2 FT),"[1629026, 1630595]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203592.0,3.0,0.0,Cunningham,1630595.0,,,,,,
484,PT05M04.00S,2022-11-08T02:01:45.1Z,3,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,76,71,2022-11-08T02:01:45Z,4810000,,,0,,C. Cunningham Free Throw 1 of 2 (15 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
485,PT05M04.00S,2022-11-08T02:01:57.8Z,3,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,77,71,2022-11-08T02:01:57Z,4820000,,,0,,C. Cunningham Free Throw 2 of 2 (16 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
486,PT04M41.00S,2022-11-08T02:02:21.2Z,3,REGULAR,3pt,Jump Shot,[],1629647,82.47371879106439,95.09803921568627,1610612760,77,74,2022-11-08T02:02:26Z,4830000,225.0,112.0,1,right,D. Bazley 25' 3PT  (6 PTS) (T. Mann 1 AST),"[1629647, 1630544]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Right Center,25.19,Made,,,,,6.0,,,,,,,,,,,T. Mann,1630544.0,1.0
488,PT04M25.00S,2022-11-08T02:02:36.6Z,3,REGULAR,3pt,Jump Shot,[],202711,31.09395532194481,60.049019607843135,1610612765,80,74,2022-11-08T02:02:41Z,4850000,-50.0,240.0,1,left,B. Bogdanovic 24' 3PT  (12 PTS) (J. Ivey 6 AST),"[202711, 1631093]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,24.5,Made,,,,,12.0,,,,,,,,,,,J. Ivey,1631093.0,6.0
490,PT04M10.00S,2022-11-08T02:02:52.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,90.48948751642575,45.83333333333333,1610612760,80,76,2022-11-08T02:02:57Z,4870000,-21.0,37.0,1,right,D. Bazley driving Layup (8 PTS) (T. Mann 2 AST),"[1629647, 1630544]",1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,4.24,Made,,,,,8.0,,,,,,,,,,,T. Mann,1630544.0,2.0
492,PT03M57.00S,2022-11-08T02:03:04.8Z,3,REGULAR,3pt,Jump Shot,[],1630180,26.363337713534822,80.14705882352942,1610612765,80,76,2022-11-08T02:03:09Z,4890000,-151.0,195.0,1,left,MISS S. Bey 24' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,24.67,Missed,,,,,,,,,,,,,,,,,,
493,PT03M55.00S,2022-11-08T02:03:06.8Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,80,76,2022-11-08T02:03:09Z,4900000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,492.0,5.0,4.0,1.0,,,,,,,,,,,,,,
494,PT03M52.00S,2022-11-08T02:03:12.2Z,3,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612760,80,76,2022-11-08T02:03:26Z,4910000,,,0,,C. Cunningham shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1630595, 1628983]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,203592.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,
496,PT03M52.00S,2022-11-08T02:03:43.2Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,80,77,2022-11-08T02:03:43Z,4930000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (26 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
497,PT03M52.00S,2022-11-08T02:03:44.2Z,3,REGULAR,substitution,out,[],1630180,,,1610612760,80,77,2022-11-08T02:03:47Z,4940000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT03M52.00S,2022-11-08T02:03:44.2Z,3,REGULAR,substitution,in,[],1628977,,,1610612760,80,77,2022-11-08T02:03:47Z,4950000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT03M52.00S,2022-11-08T02:03:59.5Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,80,78,2022-11-08T02:03:59Z,4960000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (27 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,,
501,PT03M34.00S,2022-11-08T02:04:19.1Z,3,REGULAR,3pt,Jump Shot,[],202711,30.699737187910642,71.07843137254902,1610612765,80,78,2022-11-08T02:04:25Z,4980000,-105.0,236.0,1,left,MISS B. Bogdanovic 25' 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
502,PT03M32.00S,2022-11-08T02:04:21.3Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,80,78,2022-11-08T02:04:21Z,4990000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Left Center,,,501.0,2.0,2.0,0.0,,,,,,,,,,,,,,
504,PT03M18.00S,2022-11-08T02:04:50.6Z,3,REGULAR,2pt,Jump Shot,[],1629647,92.32917214191852,74.75490196078431,1610612760,80,78,2022-11-08T02:04:56Z,5010000,124.0,20.0,1,right,MISS D. Bazley 12' step back Shot,[1629647],1610612760.0,OKC,step back,,,Bazley,D. Bazley,,,,,Mid-Range,8-16 Right,12.53,Missed,,,,,,,,,,,,,,,,,,
505,PT03M15.00S,2022-11-08T02:04:53.6Z,3,REGULAR,rebound,offensive,[],1629026,,,1610612760,80,78,2022-11-08T02:04:56Z,5020000,,,0,,K. Williams REBOUND (Off:3 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Mid-Range,8-16 Right,,,504.0,4.0,1.0,3.0,,,,,,,,,,,,,,
506,PT03M11.00S,2022-11-08T02:04:57.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629647,91.40932982917214,51.9607843137255,1610612760,80,78,2022-11-08T02:05:02Z,5030000,10.0,28.0,1,right,MISS D. Bazley Hook,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
507,PT03M10.00S,2022-11-08T02:04:58.6Z,3,REGULAR,rebound,offensive,[],1629026,,,1610612760,80,78,2022-11-08T02:06:01Z,5040000,,,0,,K. Williams REBOUND (Off:4 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,506.0,5.0,1.0,4.0,,,,,,,,,,,,,,
508,PT03M09.00S,2022-11-08T02:05:02.2Z,3,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612760,80,78,2022-11-08T02:05:13Z,5050000,,,0,,I. Stewart shooting personal FOUL (4 PF) (Williams 2 FT),"[1630191, 1629026]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201246.0,4.0,0.0,Williams,1629026.0,,,,,,
510,PT03M09.00S,2022-11-08T02:05:31.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629026,,,1610612760,80,78,2022-11-08T02:05:31Z,5070000,,,0,,MISS K. Williams Free Throw 1 of 2,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
