actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
256,PT06M13.00S,2023-01-14T00:53:34.9Z,2,REGULAR,3pt,Jump Shot,[],1631093,18.610381077529567,5.392156862745098,1610612765,42,43,2023-01-14T00:53:40Z,2550000,False,223.0,122.0,1,left,MISS J. Ivey 25' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,,
257,PT06M11.00S,2023-01-14T00:53:36.9Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612740,42,43,2023-01-14T00:53:40Z,2560000,False,,,0,,D. Daniels REBOUND (Off:1 Def:3),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,256.0,4.0,3.0,1.0,,,,,,,,,,,,,
258,PT06M02.00S,2023-01-14T00:53:49.8Z,2,REGULAR,foul,personal,[],1631093,,,1610612740,42,43,2023-01-14T00:54:28Z,2570000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 1630230]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204058.0,,1.0,0.0,Marshall,1630230.0,,,,,,,
260,PT05M49.00S,2023-01-14T00:54:25.3Z,2,REGULAR,3pt,Jump Shot,[],1630230,67.36202365308804,65.68627450980392,1610612740,42,46,2023-01-14T00:54:33Z,2590000,False,78.0,254.0,1,right,N. Marshall 26' 3PT  (7 PTS) (T. Murphy III 1 AST),"[1630230, 1630530]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,26.61,Made,7.0,,,,,,,,,,,T. Murphy III,1630530.0,1.0,,,,
262,PT05M39.00S,2023-01-14T00:54:52.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630700,,,1610612765,42,46,2023-01-14T00:55:00Z,2610000,False,,,0,,D. Daniels personal FOUL (3 PF) (Bogdanovic 2 FT),"[1630700, 202711]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Center,,,,,,,,1627526.0,,3.0,0.0,Bogdanovic,202711.0,,,,,,,
264,PT05M39.00S,2023-01-14T00:55:30.9Z,2,REGULAR,freethrow,1 of 2,[],202711,,,1610612765,42,46,2023-01-14T00:55:55Z,2630000,False,,,0,,MISS B. Bogdanovic Free Throw 1 of 2,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
265,PT05M39.00S,2023-01-14T00:55:30.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,42,46,2023-01-14T00:55:55Z,2640000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,264.0,,,,,,,,,,,,,,,,
266,PT05M39.00S,2023-01-14T00:55:31.7Z,2,REGULAR,substitution,out,[],1630587,,,1610612765,42,46,2023-01-14T00:55:40Z,2650000,False,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M39.00S,2023-01-14T00:55:31.7Z,2,REGULAR,substitution,out,[],1630700,,,1610612765,42,46,2023-01-14T00:55:40Z,2660000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M39.00S,2023-01-14T00:55:31.7Z,2,REGULAR,substitution,in,[],1630165,,,1610612765,42,46,2023-01-14T00:55:40Z,2670000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M39.00S,2023-01-14T00:55:31.7Z,2,REGULAR,substitution,in,[],1630631,,,1610612765,42,46,2023-01-14T00:55:40Z,2680000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M39.00S,2023-01-14T00:55:30.9Z,2,REGULAR,freethrow,2 of 2,[],202711,,,1610612765,42,46,2023-01-14T00:55:55Z,2690000,False,,,0,,MISS B. Bogdanovic Free Throw 2 of 2,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
271,PT05M37.00S,2023-01-14T00:55:32.9Z,2,REGULAR,rebound,offensive,[],1631093,,,1610612765,42,46,2023-01-14T00:55:55Z,2700000,False,,,0,,J. Ivey REBOUND (Off:1 Def:3),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,270.0,4.0,3.0,1.0,,,,,,,,,,,,,
272,PT05M34.00S,2023-01-14T00:55:56.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631093,15.719448094612352,55.63725490196079,1610612765,42,46,2023-01-14T00:56:21Z,2710000,False,-28.0,95.0,1,left,MISS J. Ivey 9' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,9.94,Missed,,,,,,,,,,,,,,,,,,
273,PT05M32.00S,2023-01-14T00:55:58.4Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,42,46,2023-01-14T00:56:00Z,2720000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,272.0,4.0,3.0,1.0,,,,,,,,,,,,,
274,PT05M24.00S,2023-01-14T00:56:06.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,83.13074901445466,56.127450980392155,1610612740,42,48,2023-01-14T00:56:14Z,2730000,False,31.0,106.0,1,right,C. McCollum 11' driving floating Jump Shot (7 PTS) (J. Alvarado 2 AST),"[203468, 1630631]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,11.04,Made,7.0,,,,,,,,,,,J. Alvarado,1630631.0,2.0,,,,
276,PT05M24.00S,2023-01-14T00:56:17.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,42,48,2023-01-14T00:56:17Z,2750000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M24.00S,2023-01-14T00:58:16.3Z,2,REGULAR,substitution,out,[],1631093,,,1610612765,42,48,2023-01-14T00:58:54Z,2760000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M24.00S,2023-01-14T00:58:16.3Z,2,REGULAR,substitution,in,[],203585,,,1610612765,42,48,2023-01-14T00:58:54Z,2770000,False,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M11.00S,2023-01-14T00:59:12.8Z,2,REGULAR,3pt,Jump Shot,[],202711,32.670827858081466,28.186274509803923,1610612765,42,48,2023-01-14T00:59:20Z,2780000,False,109.0,255.0,1,left,MISS B. Bogdanovic 27' step back 3PT,[202711],1610612765.0,DET,step back,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,27.7,Missed,,,,,,,,,,,,,,,,,,
280,PT05M07.00S,2023-01-14T00:59:16.8Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,42,48,2023-01-14T00:59:20Z,2790000,False,,,0,,N. Marshall REBOUND (Off:1 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,279.0,3.0,2.0,1.0,,,,,,,,,,,,,
281,PT05M01.00S,2023-01-14T00:59:22.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,93.11760840998686,44.6078431372549,1610612740,42,50,2023-01-14T00:59:27Z,2800000,False,-27.0,12.0,1,right,J. Alvarado driving finger roll Layup (2 PTS),[1630631],1610612740.0,NOP,driving finger roll,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,2.96,Made,2.0,,,,,,,,,,,,,,,,,
282,PT04M46.00S,2023-01-14T00:59:36.7Z,2,REGULAR,3pt,Jump Shot,[],203585,11.908672798948752,96.32352941176471,1610612765,42,50,2023-01-14T00:59:40Z,2810000,False,-232.0,59.0,1,left,MISS R. McGruder 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Left Corner 3,24+ Left,23.91,Missed,,,,,,,,,,,,,,,,,,
283,PT04M44.00S,2023-01-14T00:59:38.7Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,42,50,2023-01-14T00:59:40Z,2820000,False,,,0,,N. Marshall REBOUND (Off:1 Def:3),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,,,,282.0,4.0,3.0,1.0,,,,,,,,,,,,,
284,PT04M25.00S,2023-01-14T00:59:58.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,87.07293035479631,42.15686274509804,1610612740,42,52,2023-01-14T01:00:02Z,2830000,False,-39.0,69.0,1,right,J. Valanciunas 7' floating Jump Shot (15 PTS) (J. Alvarado 3 AST),"[202685, 1630631]",1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,7.94,Made,15.0,,,,,,,,,,,J. Alvarado,1630631.0,3.0,,,,
286,PT04M11.00S,2023-01-14T01:00:13.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,8.754927726675426,40.68627450980392,1610612765,42,52,2023-01-14T01:00:24Z,2850000,False,47.0,30.0,1,left,MISS S. Bey driving Layup - blocked,"[1630180, 1630530]",1610612765.0,DET,driving,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,Murphy III,1630530.0
287,PT04M11.00S,2023-01-14T01:00:13.7Z,2,REGULAR,block,,[],1630530,,,1610612765,42,52,2023-01-14T01:00:17Z,2860000,False,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
288,PT04M11.00S,2023-01-14T01:00:13.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,42,52,2023-01-14T01:00:24Z,2870000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,286.0,,,,,,,,,,,,,,,,
290,PT04M02.00S,2023-01-14T01:00:44.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202711,5.601182654402102,46.32352941176471,1610612765,42,52,2023-01-14T01:00:49Z,2890000,False,18.0,0.0,1,left,MISS B. Bogdanovic driving Layup,[202711],1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
291,PT03M59.00S,2023-01-14T01:00:47.8Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,42,52,2023-01-14T01:00:49Z,2900000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,290.0,5.0,4.0,1.0,,,,,,,,,,,,,
292,PT03M55.00S,2023-01-14T01:00:51.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,71.43561103810775,16.666666666666664,1610612740,42,55,2023-01-14T01:03:59Z,2910000,False,-167.0,216.0,1,right,J. Alvarado 27' 3PT running (5 PTS) (N. Marshall 2 AST),"[1630631, 1630230]",1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,27.28,Made,5.0,,,,,,,,,,,N. Marshall,1630230.0,2.0,,,,
294,PT03M30.00S,2023-01-14T01:01:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,9.149145860709593,58.57843137254902,1610612765,44,55,2023-01-14T01:04:39Z,2930000,False,-43.0,34.0,1,left,B. Bogdanovic driving Layup (18 PTS) (K. Hayes 2 AST),"[202711, 1630165]",1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,5.44,Made,18.0,,,,,,,,,,,K. Hayes,1630165.0,2.0,,,,
296,PT03M08.00S,2023-01-14T01:01:38.8Z,2,REGULAR,2pt,Jump Shot,[],203468,75.90341655716163,23.03921568627451,1610612740,44,57,2023-01-14T01:01:44Z,2950000,False,-135.0,174.0,1,right,C. McCollum 22' Jump Shot (9 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,22.01,Made,9.0,,,,,,,,,,,,,,,,,
297,PT02M56.00S,2023-01-14T01:01:55.9Z,2,REGULAR,turnover,discontinued dribble,[],1630165,,,1610612765,44,57,2023-01-14T01:02:03Z,2960000,False,,,0,,K. Hayes discontinued dribble TURNOVER (2 TO),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,,,,,,,,2882.0,2.0,,,,,,,,,,,
298,PT02M47.00S,2023-01-14T01:02:13.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630631,91.14651773981603,52.94117647058824,1610612740,44,57,2023-01-14T01:02:18Z,2970000,False,15.0,31.0,1,right,MISS J. Alvarado driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,,,,,,,,
299,PT02M45.00S,2023-01-14T01:02:15.5Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,44,57,2023-01-14T01:02:18Z,2980000,False,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,298.0,3.0,2.0,1.0,,,,,,,,,,,,,
300,PT02M39.00S,2023-01-14T01:02:21.3Z,2,REGULAR,turnover,bad pass,[],1630180,,,1610612765,44,57,2023-01-14T01:02:25Z,2990000,False,,,0,,S. Bey bad pass TURNOVER (1 TO),"[1630180, 1630530]",1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,,,,,Murphy III,1630530.0,,
301,PT02M39.00S,2023-01-14T01:02:21.3Z,2,REGULAR,steal,,[],1630530,,,1610612740,44,57,2023-01-14T01:02:22Z,3000000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
302,PT02M34.00S,2023-01-14T01:02:25.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630530,92.06636005256242,42.8921568627451,1610612740,44,59,2023-01-14T01:02:33Z,3010000,False,-36.0,22.0,1,right,T. Murphy III running Layup (10 PTS),[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,4.18,Made,10.0,,,,,,,,,,,,,,,,,
303,PT02M21.00S,2023-01-14T01:02:38.7Z,2,REGULAR,3pt,Jump Shot,[],202711,26.231931668856767,79.16666666666666,1610612765,44,59,2023-01-14T01:02:43Z,3020000,False,-146.0,194.0,1,left,MISS B. Bogdanovic 24' 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,24.28,Missed,,,,,,,,,,,,,,,,,,
304,PT02M18.00S,2023-01-14T01:02:41.7Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,44,59,2023-01-14T01:02:43Z,3030000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,303.0,6.0,5.0,1.0,,,,,,,,,,,,,
305,PT02M11.00S,2023-01-14T01:02:49.6Z,2,REGULAR,2pt,Jump Shot,[],203468,85.49605781865965,86.51960784313727,1610612740,44,59,2023-01-14T01:02:59Z,3040000,False,183.0,84.0,1,right,MISS C. McCollum 20' step back Shot,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right,20.09,Missed,,,,,,,,,,,,,,,,,,
306,PT02M08.00S,2023-01-14T01:02:52.6Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,44,59,2023-01-14T01:02:59Z,3050000,False,,,0,,S. Bey REBOUND (Off:1 Def:3),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Right,,,,305.0,4.0,3.0,1.0,,,,,,,,,,,,,
307,PT01M54.00S,2023-01-14T01:03:06.0Z,2,REGULAR,2pt,Jump Shot,[],203585,6.652431011826544,31.127450980392158,1610612765,44,59,2023-01-14T01:06:17Z,3060000,False,94.0,10.0,1,left,MISS R. McGruder 9' driving floating Shot,[203585],1610612765.0,DET,driving floating,,,McGruder,R. McGruder,,,,,Mid-Range,8-16 Right,9.49,Missed,,,,,,,,,,,,,,,,,,
308,PT01M50.00S,2023-01-14T01:03:10.0Z,2,REGULAR,rebound,offensive,[],203457,,,1610612765,44,59,2023-01-14T01:03:12Z,3070000,False,,,0,,N. Noel REBOUND (Off:1 Def:0),[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,Mid-Range,8-16 Right,,,,307.0,1.0,0.0,1.0,,,,,,,,,,,,,
309,PT01M50.00S,2023-01-14T01:03:09.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203457,5.590000152587891,50.0,1610612765,46,59,2023-01-14T01:03:09Z,3080000,False,0.0,0.0,1,left,N. Noel tip Layup (2 PTS),[203457],1610612765.0,DET,tip,,,Noel,N. Noel,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
310,PT01M37.00S,2023-01-14T01:03:25.1Z,2,REGULAR,turnover,traveling,[],203468,,,1610612740,46,59,2023-01-14T01:03:31Z,3090000,False,,,0,,C. McCollum traveling TURNOVER (2 TO),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,,,,,204058.0,2.0,,,,,,,,,,,
311,PT01M27.00S,2023-01-14T01:03:49.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202711,32.933639947437584,63.970588235294116,1610612765,46,59,2023-01-14T01:03:55Z,3100000,False,-70.0,257.0,1,left,MISS B. Bogdanovic 26' 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,26.64,Missed,,,,,,,,,,,,,,,,,,
312,PT01M25.00S,2023-01-14T01:03:51.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,46,59,2023-01-14T01:03:55Z,3110000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,,311.0,,,,,,,,,,,,,,,,
314,PT01M05.00S,2023-01-14T01:04:20.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,84.97043363994744,42.64705882352941,1610612740,46,59,2023-01-14T01:04:24Z,3130000,False,-37.0,89.0,1,right,MISS N. Marshall 9' pullup Shot,[1630230],1610612740.0,NOP,pullup,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,9.61,Missed,,,,,,,,,,,,,,,,,,
315,PT01M02.00S,2023-01-14T01:04:23.3Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,46,59,2023-01-14T01:04:24Z,3140000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,314.0,1.0,1.0,0.0,,,,,,,,,,,,,
316,PT01M00.00S,2023-01-14T01:04:26.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630165,6.389618922470433,49.50980392156863,1610612765,48,59,2023-01-14T01:07:36Z,3150000,False,2.0,8.0,1,left,K. Hayes running finger roll Layup (9 PTS),[1630165],1610612765.0,DET,running finger roll,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,0.8,Made,9.0,,,,,,,,,,,,,,,,,
317,PT00M47.60S,2023-01-14T01:04:40.7Z,2,REGULAR,turnover,bad pass,[],1630230,,,1610612740,48,59,2023-01-14T01:04:47Z,3160000,False,,,0,,N. Marshall bad pass TURNOVER (2 TO),"[1630230, 1630180]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,,,,,,,,Bey,1630180.0,,
318,PT00M47.60S,2023-01-14T01:04:40.7Z,2,REGULAR,steal,,[],1630180,,,1610612765,48,59,2023-01-14T01:04:42Z,3170000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
320,PT00M41.20S,2023-01-14T01:04:50.7Z,2,REGULAR,turnover,offensive-kicked-ball,[],1630180,,,1610612765,48,59,2023-01-14T01:06:32Z,3190000,False,,,0,,S. Bey offensive-kicked-ball TURNOVER (2 TO),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,,,,,,,,,,,
321,PT00M41.20S,2023-01-14T01:05:02.5Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,48,59,2023-01-14T01:05:17Z,3200000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M41.20S,2023-01-14T01:05:02.5Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,48,59,2023-01-14T01:05:17Z,3210000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M41.20S,2023-01-14T01:05:02.5Z,2,REGULAR,substitution,in,[],1629637,,,1610612740,48,59,2023-01-14T01:05:17Z,3220000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M41.20S,2023-01-14T01:05:02.5Z,2,REGULAR,substitution,in,[],1628984,,,1610612740,48,59,2023-01-14T01:05:17Z,3230000,False,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M31.10S,2023-01-14T01:05:39.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,73.53810775295663,84.55882352941177,1610612740,48,59,2023-01-14T01:06:40Z,3240000,False,173.0,196.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,,,,,,,,,,,,,,,,,
326,PT00M26.90S,2023-01-14T01:05:43.5Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,48,59,2023-01-14T01:05:43Z,3250000,False,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,325.0,2.0,2.0,0.0,,,,,,,,,,,,,
327,PT00M24.90S,2023-01-14T01:05:45.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202711,21.369908015768726,9.803921568627452,1610612765,48,59,2023-01-14T01:09:22Z,3260000,False,201.0,148.0,1,left,MISS B. Bogdanovic 24' running 3PT,[202711],1610612765.0,DET,running,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,,,,,,,,,,,,,,,,,
328,PT00M21.80S,2023-01-14T01:05:49.6Z,2,REGULAR,rebound,offensive,[],1630180,,,1610612765,48,59,2023-01-14T01:05:49Z,3270000,False,,,0,,S. Bey REBOUND (Off:2 Def:3),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,327.0,5.0,3.0,2.0,,,,,,,,,,,,,
329,PT00M21.80S,2023-01-14T01:05:51.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612765,48,59,2023-01-14T01:06:02Z,3280000,False,,,0,,J. Hayes shooting personal FOUL (2 PF) (Bey 2 FT),"[1629637, 1630180]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,1627526.0,,2.0,0.0,Bey,1630180.0,,,,,,,
331,PT00M21.80S,2023-01-14T01:06:22.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630180,,,1610612765,49,59,2023-01-14T01:06:22Z,3300000,False,,,0,,S. Bey Free Throw 1 of 2 (8 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
332,PT00M21.80S,2023-01-14T01:06:35.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630180,,,1610612765,50,59,2023-01-14T01:06:35Z,3310000,False,,,0,,S. Bey Free Throw 2 of 2 (9 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
333,PT00M14.20S,2023-01-14T01:06:49.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,50,59,2023-01-14T01:06:49Z,3320000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M14.20S,2023-01-14T01:07:40.1Z,2,REGULAR,substitution,out,[],202685,,,1610612740,50,59,2023-01-14T01:08:12Z,3330000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M14.20S,2023-01-14T01:07:40.1Z,2,REGULAR,substitution,in,[],1626204,,,1610612740,50,59,2023-01-14T01:08:12Z,3340000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M01.00S,2023-01-14T01:08:37.5Z,2,REGULAR,3pt,Jump Shot,[],1630530,71.69842312746385,81.37254901960785,1610612740,50,59,2023-01-14T01:08:47Z,3350000,False,157.0,214.0,1,right,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,26.5,Missed,,,,,,,,,,,,,,,,,,
