actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-19T22:10:41.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-19T22:10:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-19T22:10:44.6Z,1,REGULAR,jumpball,recovered,[],203585,,,1610612765,0,0,2023-03-19T22:10:44Z,40000,False,,,0,,Jump Ball J. Wiseman vs. B. Adebayo: Tip to R. McGruder,"[203585, 1630164, 1628389]",1610612765.0,DET,startperiod,R. McGruder,203585.0,McGruder,R. McGruder,Wiseman,1630164.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-03-19T22:10:59.1Z,1,REGULAR,turnover,lost ball,[],203585,,,1610612765,0,0,2023-03-19T22:11:02Z,70000,False,,,0,,R. McGruder lost ball TURNOVER (1 TO),"[203585, 202710]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Mid-Range,8-16 Center,1.0,Butler,202710.0,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-03-19T22:10:59.1Z,1,REGULAR,steal,,[],202710,,,1610612748,0,0,2023-03-19T22:11:01Z,80000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M32.00S,2023-03-19T22:11:09.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,88.61695137976346,48.28431372549019,1610612748,0,2,2023-03-19T22:11:17Z,90000,False,-9.0,55.0,1,right,T. Herro pullup Jump Shot (2 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,5.52,Made,2.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,
10,PT11M15.00S,2023-03-19T22:11:25.6Z,1,REGULAR,3pt,Jump Shot,[],1628963,6.750985545335084,96.81372549019608,1610612765,0,2,2023-03-19T22:11:29Z,100000,False,-234.0,11.0,1,left,MISS M. Bagley III 3PT,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Left Corner 3,24+ Left,,,,23.44,Missed,,,,,,,,,,,,,,,
11,PT11M14.00S,2023-03-19T22:11:27.6Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,0,2,2023-03-19T22:11:27Z,110000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Left Corner 3,24+ Left,,,,,,,,,,10.0,1.0,0.0,1.0,,,,,,,
12,PT11M14.00S,2023-03-19T22:11:29.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628963,5.831143232588701,59.55882352941176,1610612765,2,2,2023-03-19T22:11:38Z,120000,False,-48.0,2.0,1,left,M. Bagley III driving floating Jump Shot (2 PTS),[1628963],1610612765.0,DET,driving floating,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,4.79,Made,2.0,,,,,,,,,,,,,,
13,PT11M14.00S,2023-03-19T22:11:32.1Z,1,REGULAR,foul,personal,['1freethrow'],1629639,,,1610612765,2,2,2023-03-19T22:11:45Z,130000,False,,,0,,T. Herro shooting personal FOUL (1 PF) (Bagley III 1 FT),"[1629639, 1628963]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1628172.0,1.0,0.0,Bagley III,1628963.0,,
15,PT11M14.00S,2023-03-19T22:11:58.5Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1628963,,,1610612765,2,2,2023-03-19T22:12:02Z,150000,False,,,0,,MISS M. Bagley III Free Throw 1 of 1,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
16,PT11M11.00S,2023-03-19T22:12:01.5Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,2,2,2023-03-19T22:12:02Z,160000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
17,PT10M56.00S,2023-03-19T22:12:14.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,91.77069645203679,58.088235294117645,1610612748,2,4,2023-03-19T22:12:18Z,170000,False,40.0,25.0,1,right,B. Adebayo Hook (2 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,4.75,Made,2.0,T. Herro,1629639.0,1.0,,,,,,,,,,,
18,PT10M41.00S,2023-03-19T22:12:33.3Z,1,REGULAR,turnover,out-of-bounds,[],1631093,,,1610612765,2,4,2023-03-19T22:12:39Z,180000,False,,,0,,J. Ivey bad pass out-of-bounds TURNOVER (1 TO),[1631093],1610612765.0,DET,bad pass,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,2004.0,,,,,,
19,PT10M36.00S,2023-03-19T22:12:46.6Z,1,REGULAR,foul,personal,[],1630165,,,1610612748,2,4,2023-03-19T22:13:00Z,190000,False,,,0,,K. Hayes personal FOUL (1 PF),"[1630165, 1629639]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1628172.0,1.0,0.0,Herro,1629639.0,,
21,PT10M18.00S,2023-03-19T22:13:15.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,94.79303547963207,40.19607843137255,1610612748,2,4,2023-03-19T22:13:23Z,210000,False,-49.0,-4.0,1,right,MISS T. Herro cutting Layup,[1629639],1610612748.0,MIA,cutting,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,4.91,Missed,,,,,,,,,,,,,,,
23,PT10M15.00S,2023-03-19T22:13:18.9Z,1,REGULAR,rebound,defensive,[],203585,,,1610612765,2,4,2023-03-19T22:13:23Z,230000,False,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,
24,PT09M57.00S,2023-03-19T22:13:37.9Z,1,REGULAR,2pt,Jump Shot,[],1630165,5.174113009198422,27.696078431372555,1610612765,2,4,2023-03-19T22:19:54Z,240000,False,112.0,-4.0,1,left,MISS K. Hayes 11' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Right,,,,11.16,Missed,,,,,,,,,,,,,,,
25,PT09M55.00S,2023-03-19T22:13:39.9Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,2,4,2023-03-19T22:13:43Z,250000,False,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,8-16 Right,,,,,,,,,,24.0,2.0,2.0,0.0,,,,,,,
26,PT09M47.00S,2023-03-19T22:13:47.1Z,1,REGULAR,3pt,Jump Shot,[],201567,67.19776609724047,22.303921568627445,1610612748,2,4,2023-03-19T22:13:51Z,260000,False,-138.0,256.0,1,right,MISS K. Love 29' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,29.09,Missed,,,,,,,,,,,,,,,
27,PT09M44.00S,2023-03-19T22:13:50.1Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,2,4,2023-03-19T22:13:51Z,270000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,
