actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-04T23:10:52.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-04T23:10:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-12-04T23:10:56.0Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2022-12-04T23:10:56Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. M. Bagley III: Tip to J. Morant,"[1629630, 1628991, 1628963]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Jackson Jr.,1628991.0,Bagley III,1628963.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-12-04T23:11:07.1Z,1,REGULAR,3pt,Jump Shot,[],1628415,67.7562417871222,34.55882352941176,1610612763,0,0,2022-12-04T23:11:12Z,70000,False,-77.0,251.0,1,right,MISS D. Brooks 26' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2022-12-04T23:11:10.1Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,0,0,2022-12-04T23:11:12Z,80000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2022-12-04T23:11:29.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,18.347568988173457,44.85294117647059,1610612765,0,0,2022-12-04T23:11:34Z,90000,False,26.0,120.0,1,left,MISS B. Bogdanovic 12' pullup Shot,[202711],1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,12.27,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2022-12-04T23:11:32.2Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,0,0,2022-12-04T23:11:32Z,100000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M12.00S,2022-12-04T23:11:41.5Z,1,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612763,0,0,2022-12-04T23:11:53Z,110000,False,,,0,,M. Bagley III shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1628963, 1628991]",1610612765.0,DET,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
13,PT11M12.00S,2022-12-04T23:12:02.5Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,0,1,2022-12-04T23:12:02Z,130000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
14,PT11M12.00S,2022-12-04T23:12:13.9Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,0,2,2022-12-04T23:12:13Z,140000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (2 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
15,PT10M55.00S,2022-12-04T23:12:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,6.915243101182654,53.18627450980392,1610612765,0,2,2022-12-04T23:12:40Z,150000,False,-16.0,13.0,1,left,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
16,PT10M53.00S,2022-12-04T23:12:33.1Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,0,2,2022-12-04T23:12:40Z,160000,False,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT10M41.00S,2022-12-04T23:12:46.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,88.78120893561103,45.34313725490196,1610612763,0,4,2022-12-04T23:12:57Z,170000,False,-23.0,53.0,1,right,B. Clarke floating Jump Shot (2 PTS) (J. Morant 1 AST),"[1629634, 1629630]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,5.79,Made,,,,,,,,,,2.0,J. Morant,1629630.0,1.0,,,,,
