actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
512,PT00M56.10S,2023-03-12T01:48:06.2Z,3,REGULAR,steal,,[],1629670,,,1610612754,88,90,2023-03-12T01:49:07Z,5060000,False,,,0,,J. Nwora STEAL (1 STL),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
513,PT00M51.90S,2023-03-12T01:48:10.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629670,92.19776609724047,46.81372549019608,1610612754,88,90,2023-03-12T01:57:46Z,5070000,False,-16.0,21.0,1,right,MISS J. Nwora running finger roll Layup,[1629670],1610612754.0,IND,running finger roll,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
514,PT00M48.90S,2023-03-12T01:48:13.5Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,88,90,2023-03-12T01:48:16Z,5080000,False,,,0,,J. Duren REBOUND (Off:4 Def:6),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,513.0,10.0,6.0,4.0,,,,
515,PT00M45.20S,2023-03-12T01:48:17.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630647,7.046649145860711,45.83333333333333,1610612765,90,90,2023-03-12T01:58:11Z,5090000,False,21.0,14.0,1,left,E. Omoruyi running Layup (9 PTS) (C. Joseph 5 AST),"[1630647, 202709]",1610612765.0,DET,running,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,2.49,Made,9.0,,,,,,,C. Joseph,202709.0,5.0,,,,,,,,
517,PT00M23.20S,2023-03-12T01:48:43.1Z,3,REGULAR,3pt,Jump Shot,[],201949,89.56964520367937,97.79411764705883,1610612754,90,90,2023-03-12T01:48:59Z,5110000,False,239.0,46.0,1,right,MISS J. Johnson 24' 3PT,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,24.33,Missed,,,,,,,,,,,,,,,,,,
518,PT00M20.40S,2023-03-12T01:48:45.9Z,3,REGULAR,rebound,offensive,[],201588,,,1610612754,90,90,2023-03-12T01:48:59Z,5120000,False,,,0,,G. Hill REBOUND (Off:1 Def:2),[201588],1610612754.0,IND,,,,Hill,G. Hill,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,517.0,3.0,2.0,1.0,,,,
519,PT00M17.80S,2023-03-12T01:48:48.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629670,65.91655716162943,56.86274509803921,1610612754,90,90,2023-03-12T01:49:02Z,5130000,False,34.0,268.0,1,right,MISS J. Nwora 27' 3PT,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Center,27.01,Missed,,,,,,,,,,,,,,,,,,
520,PT00M16.10S,2023-03-12T01:48:50.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,90,90,2023-03-12T01:49:02Z,5140000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,519.0,,,,,,,
522,PT00M14.20S,2023-03-12T01:49:11.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201949,90.22667542706965,96.81372549019608,1610612754,90,90,2023-03-12T01:49:15Z,5160000,False,234.0,39.0,1,right,MISS J. Johnson 3PT,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,23.74,Missed,,,,,,,,,,,,,,,,,,
523,PT00M11.40S,2023-03-12T01:49:14.0Z,3,REGULAR,rebound,defensive,[],1630181,,,1610612765,90,90,2023-03-12T01:49:14Z,5170000,False,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,522.0,1.0,1.0,0.0,,,,
524,PT00M00.30S,2023-03-12T01:49:25.7Z,3,REGULAR,2pt,Jump Shot,[],1630587,17.427726675427067,25.49019607843137,1610612765,90,90,2023-03-12T01:49:38Z,5180000,False,123.0,111.0,1,left,MISS I. Livers 16' fadeaway Shot,[1630587],1610612765.0,DET,fadeaway,,,Livers,I. Livers,,,,,Mid-Range,16-24 Right Center,16.55,Missed,,,,,,,,,,,,,,,,,,
525,PT00M00.10S,2023-03-12T01:49:25.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,90,90,2023-03-12T01:49:38Z,5190000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,524.0,,,,,,,
526,PT00M00.00S,2023-03-12T01:49:30.9Z,3,REGULAR,period,end,[],0,,,1610612765,90,90,2023-03-12T01:49:30Z,5200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2023-03-12T01:51:42.5Z,4,REGULAR,substitution,out,['startperiod'],1630587,,,1610612765,90,90,2023-03-12T01:52:06Z,5210000,False,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2023-03-12T01:51:42.5Z,4,REGULAR,substitution,out,['startperiod'],1630537,,,1610612765,90,90,2023-03-12T01:52:06Z,5220000,False,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2023-03-12T01:51:42.5Z,4,REGULAR,substitution,in,['startperiod'],203585,,,1610612765,90,90,2023-03-12T01:52:06Z,5230000,False,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2023-03-12T01:51:42.5Z,4,REGULAR,substitution,in,['startperiod'],1629052,,,1610612765,90,90,2023-03-12T01:52:06Z,5240000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2023-03-12T01:52:08.3Z,4,REGULAR,period,start,[],0,,,1610612754,90,90,2023-03-12T01:52:08Z,5250000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT11M49.00S,2023-03-12T01:52:19.3Z,4,REGULAR,3pt,Jump Shot,[],1630188,68.41327201051249,29.411764705882355,1610612754,90,90,2023-03-12T01:52:24Z,5260000,False,-103.0,244.0,1,right,MISS J. Smith 26' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,26.52,Missed,,,,,,,,,,,,,,,,,,
533,PT11M44.00S,2023-03-12T01:52:24.3Z,4,REGULAR,rebound,defensive,[],203585,,,1610612765,90,90,2023-03-12T01:52:24Z,5270000,False,,,0,,R. McGruder REBOUND (Off:0 Def:3),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,532.0,3.0,3.0,0.0,,,,
534,PT11M28.00S,2023-03-12T01:52:39.9Z,4,REGULAR,turnover,lost ball,[],1630647,,,1610612765,90,90,2023-03-12T01:52:44Z,5280000,False,,,0,,E. Omoruyi lost ball TURNOVER (1 TO),"[1630647, 201588]",1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,,,Hill,201588.0
535,PT11M28.00S,2023-03-12T01:52:39.9Z,4,REGULAR,steal,,[],201588,,,1610612754,90,90,2023-03-12T02:07:17Z,5290000,False,,,0,,G. Hill STEAL (1 STL),[201588],1610612754.0,IND,,,,Hill,G. Hill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
536,PT11M25.00S,2023-03-12T01:52:44.1Z,4,REGULAR,turnover,out-of-bounds,[],201588,,,1610612754,90,90,2023-03-12T01:52:49Z,5300000,False,,,0,,G. Hill bad pass out-of-bounds TURNOVER (3 TO),[201588],1610612754.0,IND,bad pass,,,Hill,G. Hill,,,,,Restricted Area,0-8 Center,,,,203592.0,,,,,3.0,,,,,,,,,,,
537,PT11M03.00S,2023-03-12T01:53:10.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202709,8.623521681997373,70.83333333333334,1610612765,92,90,2023-03-12T02:01:22Z,5310000,False,-104.0,29.0,1,left,C. Joseph 10' turnaround fadeaway Jump Shot (8 PTS),[202709],1610612765.0,DET,turnaround fadeaway,,,Joseph,C. Joseph,,,,,Mid-Range,8-16 Left,10.81,Made,8.0,,,,,,,,,,,,,,,,,
538,PT10M50.00S,2023-03-12T01:53:24.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,93.11760840998686,58.82352941176471,1610612754,92,92,2023-03-12T01:53:33Z,5320000,False,44.0,12.0,1,right,J. Smith driving Layup (11 PTS) (G. Hill 3 AST),"[1630188, 201588]",1610612754.0,IND,driving,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,4.58,Made,11.0,,,,,,,G. Hill,201588.0,3.0,,,,,,,,
540,PT10M39.00S,2023-03-12T01:53:35.2Z,4,REGULAR,2pt,Jump Shot,[],202709,15.588042049934298,21.813725490196077,1610612765,94,92,2023-03-12T01:53:39Z,5340000,False,141.0,94.0,1,left,C. Joseph 16' pullup Jump Shot (10 PTS),[202709],1610612765.0,DET,pullup,,,Joseph,C. Joseph,,,,,Mid-Range,16-24 Right,16.94,Made,10.0,,,,,,,,,,,,,,,,,
541,PT10M20.00S,2023-03-12T01:53:56.7Z,4,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612754,94,92,2023-03-12T01:54:06Z,5350000,False,,,0,,J. Duren shooting personal FOUL (2 PF) (Brissett 2 FT),"[1631105, 1629052]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,203592.0,2.0,0.0,Brissett,1629052.0,,,,,,,,,,,,
543,PT10M20.00S,2023-03-12T01:54:17.6Z,4,REGULAR,freethrow,1 of 2,[],1629052,,,1610612754,94,93,2023-03-12T01:54:17Z,5370000,False,,,0,,O. Brissett Free Throw 1 of 2 (6 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
544,PT10M20.00S,2023-03-12T01:54:32.2Z,4,REGULAR,freethrow,2 of 2,[],1629052,,,1610612754,94,94,2023-03-12T01:54:32Z,5380000,False,,,0,,O. Brissett Free Throw 2 of 2 (7 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
545,PT10M12.00S,2023-03-12T01:54:44.4Z,4,REGULAR,3pt,Jump Shot,[],1630647,26.757555847568987,81.12745098039215,1610612765,94,94,2023-03-12T01:54:50Z,5390000,False,-156.0,199.0,1,left,MISS E. Omoruyi 25' 3PT,[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
546,PT10M07.00S,2023-03-12T01:54:49.4Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,94,94,2023-03-12T01:54:50Z,5400000,False,,,0,,J. Smith REBOUND (Off:1 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,545.0,6.0,5.0,1.0,,,,
547,PT10M05.00S,2023-03-12T01:54:57.6Z,4,REGULAR,foul,personal,['2freethrow'],1630181,,,1610612754,94,94,2023-03-12T01:55:02Z,5410000,False,,,0,,R. Hampton shooting personal FOUL (2 PF) (Smith 2 FT),"[1630181, 1630188]",1610612765.0,DET,shooting,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,,,,2715.0,2.0,0.0,Smith,1630188.0,,,,,,,,,,,,
549,PT10M05.00S,2023-03-12T01:55:22.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1630188,,,1610612754,94,95,2023-03-12T01:55:21Z,5430000,False,,,0,,J. Smith Free Throw 1 of 2 (12 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
550,PT10M05.00S,2023-03-12T01:55:36.7Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1630188,,,1610612754,94,96,2023-03-12T01:55:36Z,5440000,False,,,0,,J. Smith Free Throw 2 of 2 (13 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
551,PT09M57.00S,2023-03-12T01:55:47.5Z,4,REGULAR,3pt,Jump Shot,[],203585,9.411957950065702,96.32352941176471,1610612765,97,96,2023-03-12T01:55:54Z,5450000,False,-232.0,36.0,1,left,R. McGruder 3PT  (11 PTS) (C. Joseph 6 AST),"[203585, 202709]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Left Corner 3,24+ Left,23.44,Made,11.0,,,,,,,C. Joseph,202709.0,6.0,,,,,,,,
553,PT09M39.00S,2023-03-12T01:56:04.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201949,91.5407358738502,54.166666666666664,1610612754,97,96,2023-03-12T02:05:18Z,5470000,False,21.0,27.0,1,right,MISS J. Johnson driving Layup - blocked,"[201949, 1631105]",1610612754.0,IND,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,Duren,1631105.0,,
554,PT09M39.00S,2023-03-12T01:56:04.7Z,4,REGULAR,block,,[],1631105,,,1610612754,97,96,2023-03-12T01:56:06Z,5480000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
555,PT09M37.00S,2023-03-12T01:56:06.7Z,4,REGULAR,rebound,offensive,[],1630188,,,1610612754,97,96,2023-03-12T01:56:08Z,5490000,False,,,0,,J. Smith REBOUND (Off:2 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,553.0,7.0,5.0,2.0,,,,
556,PT09M36.00S,2023-03-12T01:56:08.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,92.72339027595268,51.470588235294116,1610612754,97,98,2023-03-12T02:06:28Z,5500000,False,7.0,16.0,1,right,J. Smith putback Layup (15 PTS),[1630188],1610612754.0,IND,putback,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.75,Made,15.0,,,,,,,,,,,,,,,,,
557,PT09M26.00S,2023-03-12T01:56:18.7Z,4,REGULAR,3pt,Jump Shot,[],1630181,24.26084099868594,87.74509803921569,1610612765,97,98,2023-03-12T01:56:24Z,5510000,False,-189.0,176.0,1,left,MISS R. Hampton 25' 3PT,[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
558,PT09M22.00S,2023-03-12T01:56:22.7Z,4,REGULAR,rebound,defensive,[],1629052,,,1610612754,97,98,2023-03-12T01:56:24Z,5520000,False,,,0,,O. Brissett REBOUND (Off:3 Def:3),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,557.0,6.0,3.0,3.0,,,,
559,PT09M20.00S,2023-03-12T01:56:26.9Z,4,REGULAR,foul,personal,['2freethrow'],203585,,,1610612754,97,98,2023-03-12T01:56:37Z,5530000,False,,,0,,R. McGruder shooting personal FOUL (4 PF) (Brissett 2 FT),"[203585, 1629052]",1610612765.0,DET,shooting,,,McGruder,R. McGruder,,,,,Restricted Area,0-8 Center,,,,203593.0,4.0,0.0,Brissett,1629052.0,,,,,,,,,,,,
561,PT09M20.00S,2023-03-12T01:56:45.7Z,4,REGULAR,freethrow,1 of 2,[],1629052,,,1610612754,97,99,2023-03-12T01:56:45Z,5550000,False,,,0,,O. Brissett Free Throw 1 of 2 (8 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
562,PT09M20.00S,2023-03-12T01:57:01.3Z,4,REGULAR,freethrow,2 of 2,[],1629052,,,1610612754,97,100,2023-03-12T01:57:01Z,5560000,False,,,0,,O. Brissett Free Throw 2 of 2 (9 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
563,PT08M55.00S,2023-03-12T01:57:28.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630181,13.222733245729303,50.98039215686274,1610612765,99,100,2023-03-12T01:57:36Z,5570000,False,-5.0,72.0,1,left,R. Hampton 7' driving Hook (8 PTS) (J. Duren 1 AST),"[1630181, 1631105]",1610612765.0,DET,driving,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,7.2,Made,8.0,,,,,,,J. Duren,1631105.0,1.0,,,,,,,,
565,PT08M27.00S,2023-03-12T01:57:57.0Z,4,REGULAR,3pt,Jump Shot,[],1629670,76.69185282522996,9.558823529411764,1610612754,99,103,2023-03-12T01:58:01Z,5590000,False,-202.0,167.0,1,right,J. Nwora 26' 3PT  (11 PTS) (J. Johnson 3 AST),"[1629670, 201949]",1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,26.2,Made,11.0,,,,,,,J. Johnson,201949.0,3.0,,,,,,,,
567,PT08M14.00S,2023-03-12T01:58:09.6Z,4,REGULAR,3pt,Jump Shot,[],203585,7.178055190538765,96.56862745098039,1610612765,99,103,2023-03-12T01:58:14Z,5610000,False,-233.0,15.0,1,left,MISS R. McGruder 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Left Corner 3,24+ Left,23.33,Missed,,,,,,,,,,,,,,,,,,
568,PT08M12.00S,2023-03-12T01:58:11.6Z,4,REGULAR,rebound,offensive,[],1631105,,,1610612765,99,103,2023-03-12T01:59:49Z,5620000,False,,,0,,J. Duren REBOUND (Off:5 Def:6),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,567.0,11.0,6.0,5.0,,,,
569,PT08M12.00S,2023-03-12T01:58:15.5Z,4,REGULAR,foul,personal,['2freethrow'],201588,,,1610612765,99,103,2023-03-12T01:58:43Z,5630000,False,,,0,,G. Hill shooting personal FOUL (1 PF) (Duren 2 FT),"[201588, 1631105]",1610612754.0,IND,shooting,,,Hill,G. Hill,,,,,Mid-Range,8-16 Right,,,,2715.0,1.0,0.0,Duren,1631105.0,,,,,,,,,,,,
571,PT08M12.00S,2023-03-12T01:58:57.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,100,103,2023-03-12T01:58:57Z,5650000,False,,,0,,J. Duren Free Throw 1 of 2 (15 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
572,PT08M12.00S,2023-03-12T01:59:22.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,101,103,2023-03-12T01:59:22Z,5660000,False,,,0,,J. Duren Free Throw 2 of 2 (16 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
573,PT07M53.00S,2023-03-12T01:59:45.8Z,4,REGULAR,foul,offensive,[],1629670,,,1610612754,101,103,2023-03-12T02:00:17Z,5670000,False,,,0,,J. Nwora charge offensive FOUL (3 PF),"[1629670, 1630647]",1610612754.0,IND,charge,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Right,,,,2715.0,3.0,0.0,Omoruyi,1630647.0,,,,,,,,,,,,
575,PT07M53.00S,2023-03-12T01:59:45.8Z,4,REGULAR,turnover,offensive foul,[],1629670,,,1610612754,101,103,2023-03-12T01:59:45Z,5690000,False,,,0,,J. Nwora offensive foul TURNOVER (3 TO),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Right,,,,2715.0,,,,,3.0,,,,,,,,,,,
576,PT07M42.00S,2023-03-12T02:00:15.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202709,12.697109067017081,55.392156862745104,1610612765,101,103,2023-03-12T02:00:22Z,5700000,False,-27.0,67.0,1,left,MISS C. Joseph 7' driving floating Shot,[202709],1610612765.0,DET,driving floating,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
577,PT07M39.00S,2023-03-12T02:00:18.4Z,4,REGULAR,rebound,defensive,[],201588,,,1610612754,101,103,2023-03-12T02:00:22Z,5710000,False,,,0,,G. Hill REBOUND (Off:1 Def:3),[201588],1610612754.0,IND,,,,Hill,G. Hill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,576.0,4.0,3.0,1.0,,,,
578,PT07M36.00S,2023-03-12T02:00:22.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201588,92.32917214191852,46.81372549019608,1610612754,101,103,2023-03-12T02:09:28Z,5720000,False,-16.0,20.0,1,right,MISS G. Hill running Layup - blocked,"[201588, 1631105]",1610612754.0,IND,running,,,Hill,G. Hill,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,Duren,1631105.0,,
579,PT07M36.00S,2023-03-12T02:00:22.0Z,4,REGULAR,block,,[],1631105,,,1610612754,101,103,2023-03-12T02:00:23Z,5730000,False,,,0,,J. Duren BLOCK (2 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
580,PT07M33.00S,2023-03-12T02:00:25.0Z,4,REGULAR,rebound,offensive,[],1630188,,,1610612754,101,103,2023-03-12T02:00:31Z,5740000,False,,,0,,J. Smith REBOUND (Off:3 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,578.0,8.0,5.0,3.0,,,,
581,PT07M33.00S,2023-03-12T02:00:25.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630188,93.51182654402102,49.754901960784316,1610612754,101,105,2023-03-12T02:00:49Z,5750000,False,-1.0,8.0,1,right,J. Smith putback DUNK (17 PTS),[1630188],1610612754.0,IND,putback,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,0.86,Made,17.0,,,,,,,,,,,,,,,,,
582,PT07M24.00S,2023-03-12T02:00:34.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,7.046649145860711,50.98039215686274,1610612765,101,105,2023-03-12T02:00:42Z,5760000,False,-5.0,14.0,1,left,MISS J. Duren cutting Layup,[1631105],1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.45,Missed,,,,,,,,,,,,,,,,,,
583,PT07M24.00S,2023-03-12T02:00:34.4Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,101,105,2023-03-12T02:00:42Z,5770000,False,,,0,,J. Smith REBOUND (Off:3 Def:6),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,582.0,9.0,6.0,3.0,,,,
584,PT07M15.00S,2023-03-12T02:00:49.9Z,4,REGULAR,foul,personal,[],1631105,,,1610612754,101,105,2023-03-12T02:01:09Z,5780000,False,,,0,,J. Duren personal FOUL (3 PF),"[1631105, 201588]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Right,,,,203593.0,3.0,0.0,Hill,201588.0,,,,,,,,,,,,
586,PT07M08.00S,2023-03-12T02:01:13.9Z,4,REGULAR,3pt,Jump Shot,[],1630188,67.49342969776609,61.029411764705884,1610612754,101,108,2023-03-12T02:01:20Z,5800000,False,55.0,253.0,1,right,J. Smith 25' 3PT  (20 PTS) (G. Hill 4 AST),"[1630188, 201588]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,25.9,Made,20.0,,,,,,,G. Hill,201588.0,4.0,,,,,,,,
588,PT07M06.00S,2023-03-12T02:01:21.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,101,108,2023-03-12T02:01:21Z,5820000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT07M06.00S,2023-03-12T02:03:45.0Z,4,REGULAR,substitution,out,[],1631105,,,1610612765,101,108,2023-03-12T02:04:08Z,5830000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT07M06.00S,2023-03-12T02:03:45.0Z,4,REGULAR,substitution,out,[],1630181,,,1610612765,101,108,2023-03-12T02:04:08Z,5840000,False,,,0,,SUB out: R. Hampton,[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT07M06.00S,2023-03-12T02:03:45.0Z,4,REGULAR,substitution,out,[],203585,,,1610612765,101,108,2023-03-12T02:04:08Z,5850000,False,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT07M06.00S,2023-03-12T02:03:45.0Z,4,REGULAR,substitution,out,[],1630188,,,1610612765,101,108,2023-03-12T02:04:08Z,5860000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT07M06.00S,2023-03-12T02:03:45.0Z,4,REGULAR,substitution,in,[],1630587,,,1610612765,101,108,2023-03-12T02:04:08Z,5870000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT07M06.00S,2023-03-12T02:03:45.0Z,4,REGULAR,substitution,in,[],1630164,,,1610612765,101,108,2023-03-12T02:04:08Z,5880000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT07M06.00S,2023-03-12T02:03:45.0Z,4,REGULAR,substitution,in,[],1630165,,,1610612765,101,108,2023-03-12T02:04:08Z,5890000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
