shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-11T23:11:48.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-11T23:11:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:57,4,PT11M57.00S,2022-12-11T23:11:50.9Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2022-12-11T23:11:50Z,40000,False,,,0,,Jump Ball A. Davis vs. J. Duren: Tip to L. James,"[2544, 203076, 1631105]",6,1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Davis,203076.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
11:36,7,PT11M36.00S,2022-12-11T23:12:11.1Z,1,REGULAR,2pt,Jump Shot,[],2544,13.84691195795007,31.617647058823522,1610612747,0,0,2022-12-11T23:12:15Z,70000,False,92.0,78.0,1,left,MISS L. James 12' turnaround fadeaway Shot,[2544],6,1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Right,12.03,Missed,,,,,,,,,,,,,,,,,,
11:34,8,PT11M34.00S,2022-12-11T23:12:13.1Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2022-12-11T23:12:15Z,80000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],0,1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11:17,9,PT11M17.00S,2022-12-11T23:12:30.5Z,1,REGULAR,turnover,bad pass,[],1631093,,,1610612765,0,0,2022-12-11T23:12:34Z,90000,False,,,0,,J. Ivey bad pass TURNOVER (1 TO),"[1631093, 203076]",23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,,,,,,,1.0,Davis,203076.0,,,,,,,,,,,
11:17,10,PT11M17.00S,2022-12-11T23:12:30.5Z,1,REGULAR,steal,,[],203076,,,1610612747,0,0,2022-12-11T23:12:32Z,100000,False,,,0,,A. Davis STEAL (1 STL),[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
11:08,11,PT11M08.00S,2022-12-11T23:12:39.4Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612747,0,0,2022-12-11T23:12:43Z,110000,False,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 1631105]",17,1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Duren,1631105.0,,,,,,,,,,,
11:08,12,PT11M08.00S,2022-12-11T23:12:39.4Z,1,REGULAR,steal,,[],1631105,,,1610612765,0,0,2022-12-11T23:12:41Z,120000,False,,,0,,J. Duren STEAL (1 STL),[1631105],0,1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11:01,13,PT11M01.00S,2022-12-11T23:12:46.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202711,68.24901445466492,30.637254901960787,1610612765,0,0,2022-12-11T23:13:42Z,130000,False,-97.0,246.0,1,right,MISS B. Bogdanovic 26' running 3PT,[202711],44,1610612765.0,DET,running,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.44,Missed,,,,,,,,,,,,,,,,,,
11:01,14,PT11M01.00S,2022-12-11T23:12:49.2Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,0,0,2022-12-11T23:12:49Z,140000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],0,1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,
