actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
86,PT04M44.00S,2022-11-04T23:25:53.6Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,13,14,2022-11-04T23:25:55Z,830000,,,0,,J. Ivey REBOUND (Off:0 Def:2),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Right Corner 3,24+ Right,,,,,,,,85.0,2.0,2.0,0.0,,,,,,,,,
87,PT04M37.00S,2022-11-04T23:26:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,8.065045992115643,44.11764705882353,1610612765,13,14,2022-11-04T23:26:05Z,840000,29.0,23.0,1,left,MISS J. Ivey driving Layup - blocked,"[1631093, 1629731]",1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.75,Wade,1629731.0,,,,,,
88,PT04M37.00S,2022-11-04T23:26:00.2Z,1,REGULAR,block,,[],1629731,,,1610612765,13,14,2022-11-04T23:28:53Z,850000,,,0,,D. Wade BLOCK (1 BLK),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
89,PT04M34.00S,2022-11-04T23:26:03.2Z,1,REGULAR,rebound,offensive,[],1631093,,,1610612765,13,14,2022-11-04T23:26:05Z,860000,,,0,,J. Ivey REBOUND (Off:1 Def:2),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,87.0,3.0,2.0,1.0,,,,,,,,,
90,PT04M32.00S,2022-11-04T23:26:05.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631093,7.227332457293031,97.28094362745098,1610612765,13,14,2022-11-04T23:26:11Z,870000,-236.0,15.0,1,left,MISS J. Ivey 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,23.69,,,,,,,,
91,PT04M29.00S,2022-11-04T23:26:08.7Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,13,14,2022-11-04T23:26:11Z,880000,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,,,,,,90.0,2.0,2.0,0.0,,,,,,,,,
92,PT04M24.00S,2022-11-04T23:26:13.3Z,1,REGULAR,3pt,Jump Shot,[],201567,82.04664914586071,4.901960784313729,1610612739,13,14,2022-11-04T23:26:18Z,890000,-225.0,116.0,1,right,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.37,,,,,,,,
93,PT04M20.00S,2022-11-04T23:26:17.3Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,13,14,2022-11-04T23:26:18Z,900000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,92.0,2.0,1.0,1.0,,,,,,,,,
94,PT04M08.00S,2022-11-04T23:26:28.6Z,1,REGULAR,2pt,Jump Shot,[],202711,10.167542706964511,78.92156862745098,1610612765,13,14,2022-11-04T23:26:33Z,910000,-145.0,43.0,1,left,MISS B. Bogdanovic 15' fadeaway Shot,[202711],1610612765.0,DET,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,,15.09,,,,,,,,
95,PT04M06.00S,2022-11-04T23:26:30.6Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,13,14,2022-11-04T23:26:33Z,920000,,,0,,C. LeVert REBOUND (Off:0 Def:3),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,,,,,,,,94.0,3.0,3.0,0.0,,,,,,,,,
96,PT04M04.00S,2022-11-04T23:26:41.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,13,14,2022-11-04T23:26:41Z,930000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M04.00S,2022-11-04T23:27:53.2Z,1,REGULAR,substitution,out,[],1631093,,,1610612739,13,14,2022-11-04T23:29:23Z,940000,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M04.00S,2022-11-04T23:27:53.2Z,1,REGULAR,substitution,out,[],1627747,,,1610612739,13,14,2022-11-04T23:29:23Z,950000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M04.00S,2022-11-04T23:27:53.2Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,13,14,2022-11-04T23:29:23Z,960000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M04.00S,2022-11-04T23:27:53.2Z,1,REGULAR,substitution,in,[],1630165,,,1610612739,13,14,2022-11-04T23:29:23Z,970000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M04.00S,2022-11-04T23:27:53.2Z,1,REGULAR,substitution,in,[],203526,,,1610612739,13,14,2022-11-04T23:29:23Z,980000,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M04.00S,2022-11-04T23:27:53.2Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,13,14,2022-11-04T23:29:23Z,990000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M55.00S,2022-11-04T23:29:45.5Z,1,REGULAR,turnover,bad pass,[],1626224,,,1610612739,13,14,2022-11-04T23:29:50Z,1000000,,,0,,C. Osman bad pass TURNOVER (1 TO),"[1626224, 203457]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,1.0,,,,Noel,203457.0
104,PT03M55.00S,2022-11-04T23:29:45.5Z,1,REGULAR,steal,,[],203457,,,1610612765,13,14,2022-11-04T23:29:48Z,1010000,,,0,,N. Noel STEAL (1 STL),[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
105,PT03M50.00S,2022-11-04T23:29:51.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630595,33.6892247043364,44.36274509803921,1610612765,16,14,2022-11-04T23:30:00Z,1020000,28.0,264.0,1,left,C. Cunningham 26' 3PT step back (5 PTS),[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,,,,,26.57,,,,,,,,
106,PT03M30.00S,2022-11-04T23:30:11.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626224,88.74835742444152,51.96078431372549,1610612739,16,14,2022-11-04T23:30:15Z,1030000,10.0,53.0,1,right,MISS C. Osman driving Hook,[1626224],1610612739.0,CLE,driving,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,5.42,,,,,,,,
107,PT03M27.00S,2022-11-04T23:30:13.2Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,16,14,2022-11-04T23:30:13Z,1040000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,106.0,2.0,2.0,0.0,,,,,,,,,
108,PT03M12.00S,2022-11-04T23:30:28.1Z,1,REGULAR,3pt,Jump Shot,[],1630180,33.295006570302235,37.254901960784316,1610612765,16,14,2022-11-04T23:30:33Z,1050000,64.0,260.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.82,,,,,,,,
109,PT03M09.00S,2022-11-04T23:30:31.1Z,1,REGULAR,rebound,offensive,[],1630165,,,1610612765,16,14,2022-11-04T23:30:33Z,1060000,,,0,,K. Hayes REBOUND (Off:1 Def:0),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Center,,,,,,,,108.0,1.0,0.0,1.0,,,,,,,,,
110,PT03M02.00S,2022-11-04T23:30:37.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,29.48423127463863,21.568627450980387,1610612765,19,14,2022-11-04T23:30:42Z,1070000,142.0,225.0,1,left,S. Bey 26' 3PT  (6 PTS) (C. Cunningham 2 AST),"[1630180, 1630595]",1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,,Made,6.0,,,,,26.59,,,,C. Cunningham,1630595.0,2.0,,
112,PT02M43.00S,2022-11-04T23:30:57.8Z,1,REGULAR,2pt,Jump Shot,[],201567,90.98226018396846,9.558823529411768,1610612739,19,16,2022-11-04T23:31:02Z,1090000,-202.0,32.0,1,right,K. Love 20' Jump Shot (2 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Mid-Range,16-24 Left,,,,,,Made,2.0,,,,,20.48,,,,,,,,
113,PT02M22.00S,2022-11-04T23:31:18.0Z,1,REGULAR,turnover,lost ball,[],202711,,,1610612765,19,16,2022-11-04T23:31:22Z,1100000,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[202711, 1629731]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1.0,,,,Wade,1629731.0
114,PT02M22.00S,2022-11-04T23:31:18.0Z,1,REGULAR,steal,,[],1629731,,,1610612739,19,16,2022-11-04T23:31:20Z,1110000,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
115,PT02M17.00S,2022-11-04T23:31:23.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201567,64.43823915900131,42.64705882352941,1610612739,19,19,2022-11-04T23:31:29Z,1120000,-37.0,282.0,1,right,K. Love 28' 3PT  (5 PTS) (D. Wade 1 AST),"[201567, 1629731]",1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,,,,,28.42,,,,D. Wade,1629731.0,1.0,,
117,PT01M58.00S,2022-11-04T23:31:42.7Z,1,REGULAR,2pt,Jump Shot,[],1630595,15.292378449408673,30.392156862745097,1610612765,21,19,2022-11-04T23:31:47Z,1140000,98.0,91.0,1,left,C. Cunningham 13' pullup Jump Shot (7 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,,,,,,Made,7.0,,,,,13.39,,,,,,,,
118,PT01M46.00S,2022-11-04T23:31:54.3Z,1,REGULAR,3pt,Jump Shot,[],1629731,87.30289093298292,97.79411764705883,1610612739,21,19,2022-11-04T23:31:58Z,1150000,239.0,67.0,1,right,MISS D. Wade 24' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,24.82,,,,,,,,
119,PT01M43.00S,2022-11-04T23:31:57.3Z,1,REGULAR,rebound,defensive,[],203457,,,1610612765,21,19,2022-11-04T23:31:58Z,1160000,,,0,,N. Noel REBOUND (Off:0 Def:2),[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,Right Corner 3,24+ Right,,,,,,,,118.0,2.0,2.0,0.0,,,,,,,,,
120,PT01M29.00S,2022-11-04T23:32:11.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203457,12.746386333771355,50.02297794117647,1610612765,21,19,2022-11-04T23:32:19Z,1170000,0.0,67.0,1,left,MISS N. Noel 6' Hook - blocked,"[203457, 1630596]",1610612765.0,DET,,,,Noel,N. Noel,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,6.73,Mobley,1630596.0,,,,,,
121,PT01M29.00S,2022-11-04T23:32:11.6Z,1,REGULAR,block,,[],1630596,,,1610612765,21,19,2022-11-04T23:32:15Z,1180000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT01M26.00S,2022-11-04T23:32:14.6Z,1,REGULAR,rebound,defensive,[],203526,,,1610612739,21,19,2022-11-04T23:32:19Z,1190000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,
123,PT01M26.00S,2022-11-04T23:32:18.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626224,91.90210249671485,47.30392156862745,1610612739,21,21,2022-11-04T23:35:49Z,1200000,-13.0,24.0,1,right,C. Osman running Layup (2 PTS) (R. Neto 1 AST),"[1626224, 203526]",1610612739.0,CLE,running,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.72,,,,R. Neto,203526.0,1.0,,
124,PT01M26.00S,2022-11-04T23:32:29.4Z,1,REGULAR,foul,personal,['1freethrow'],1630595,,,1610612739,21,21,2022-11-04T23:32:36Z,1210000,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Osman 1 FT),"[1630595, 1626224]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1204.0,1.0,0.0,Osman,1626224.0,,,,,,,,,,,,,,,
126,PT01M26.00S,2022-11-04T23:32:38.0Z,1,REGULAR,substitution,out,[],1630180,,,1610612739,21,21,2022-11-04T23:33:27Z,1230000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M26.00S,2022-11-04T23:32:38.0Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,21,21,2022-11-04T23:33:27Z,1240000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M26.00S,2022-11-04T23:32:38.0Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,21,21,2022-11-04T23:33:27Z,1250000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M26.00S,2022-11-04T23:32:38.0Z,1,REGULAR,substitution,in,[],1628977,,,1610612739,21,21,2022-11-04T23:33:27Z,1260000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M26.00S,2022-11-04T23:32:38.0Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,21,21,2022-11-04T23:33:27Z,1270000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M26.00S,2022-11-04T23:32:38.0Z,1,REGULAR,substitution,in,[],1628386,,,1610612739,21,21,2022-11-04T23:33:27Z,1280000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M26.00S,2022-11-04T23:32:56.1Z,1,REGULAR,freethrow,1 of 1,[],1626224,,,1610612739,21,22,2022-11-04T23:32:56Z,1290000,,,0,,C. Osman Free Throw 1 of 1 (3 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
134,PT01M03.00S,2022-11-04T23:33:25.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203457,18.922470433639944,52.36672794117647,1610612765,21,22,2022-11-04T23:33:31Z,1300000,-12.0,125.0,1,left,MISS N. Noel 12' fadeaway Shot,[203457],1610612765.0,DET,fadeaway,,,Noel,N. Noel,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,12.6,,,,,,,,
135,PT01M00.00S,2022-11-04T23:33:28.1Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,21,22,2022-11-04T23:33:31Z,1310000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,
136,PT00M54.20S,2022-11-04T23:33:34.2Z,1,REGULAR,3pt,Jump Shot,[],201567,82.9664914586071,6.617647058823522,1610612739,21,22,2022-11-04T23:33:49Z,1320000,-217.0,108.0,1,right,MISS K. Love 24' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,24.21,,,,,,,,
137,PT00M51.90S,2022-11-04T23:33:37.4Z,1,REGULAR,rebound,offensive,[],201567,,,1610612739,21,22,2022-11-04T23:33:37Z,1330000,,,0,,K. Love REBOUND (Off:1 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,,,,136.0,2.0,1.0,1.0,,,,,,,,,
138,PT00M46.20S,2022-11-04T23:33:43.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,92.16491458607096,51.470588235294116,1610612739,21,22,2022-11-04T23:33:51Z,1340000,7.0,21.0,1,right,MISS J. Allen Layup - blocked,"[1628386, 1628977]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.24,Diallo,1628977.0,,,,,,
139,PT00M46.20S,2022-11-04T23:33:43.1Z,1,REGULAR,block,,[],1628977,,,1610612739,21,22,2022-11-04T23:33:46Z,1350000,,,0,,H. Diallo BLOCK (1 BLK),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
140,PT00M42.40S,2022-11-04T23:33:46.9Z,1,REGULAR,rebound,defensive,[],203457,,,1610612765,21,22,2022-11-04T23:33:51Z,1360000,,,0,,N. Noel REBOUND (Off:0 Def:3),[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,Restricted Area,0-8 Center,,,,,,,,138.0,3.0,3.0,0.0,,,,,,,,,
141,PT00M39.50S,2022-11-04T23:33:52.1Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,21,22,2022-11-04T23:38:11Z,1370000,,,0,,K. Hayes bad pass TURNOVER (1 TO),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,1204.0,,,,,,,,,,,,,,1.0,,,,,
143,PT00M39.50S,2022-11-04T23:34:04.4Z,1,REGULAR,substitution,out,[],202711,,,1610612739,21,22,2022-11-04T23:34:14Z,1390000,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M39.50S,2022-11-04T23:34:04.4Z,1,REGULAR,substitution,in,[],1630587,,,1610612739,21,22,2022-11-04T23:34:14Z,1400000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M33.80S,2022-11-04T23:34:16.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612739,21,22,2022-11-04T23:34:29Z,1410000,,,0,,K. Hayes shooting personal FOUL (1 PF) (Neto 2 FT),"[1630165, 203526]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,1148.0,1.0,0.0,Neto,203526.0,,,,,,,,,,,,,,,
147,PT00M33.80S,2022-11-04T23:34:46.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203526,,,1610612739,21,23,2022-11-04T23:34:46Z,1430000,,,0,,R. Neto Free Throw 1 of 2 (1 PTS),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
148,PT00M33.80S,2022-11-04T23:34:47.8Z,1,REGULAR,substitution,out,[],201567,,,1610612739,21,23,2022-11-04T23:34:52Z,1440000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M33.80S,2022-11-04T23:34:47.8Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,21,23,2022-11-04T23:34:52Z,1450000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M33.80S,2022-11-04T23:35:07.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203526,,,1610612739,21,24,2022-11-04T23:35:07Z,1460000,,,0,,R. Neto Free Throw 2 of 2 (2 PTS),[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
151,PT00M13.70S,2022-11-04T23:35:29.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628977,8.196452036793687,44.607843137254896,1610612765,21,24,2022-11-04T23:37:07Z,1470000,27.0,25.0,1,left,MISS H. Diallo cutting DUNK - blocked,"[1628977, 1628386]",1610612765.0,DET,cutting,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.65,Allen,1628386.0,,,,,,
152,PT00M13.70S,2022-11-04T23:35:29.6Z,1,REGULAR,block,,[],1628386,,,1610612765,21,24,2022-11-04T23:35:32Z,1480000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
153,PT00M09.90S,2022-11-04T23:35:33.4Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,21,24,2022-11-04T23:35:36Z,1490000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,
154,PT00M05.30S,2022-11-04T23:35:37.9Z,1,REGULAR,3pt,Jump Shot,[],1627747,81.38961892247043,8.333333333333343,1610612739,21,24,2022-11-04T23:36:04Z,1500000,-208.0,122.0,1,right,MISS C. LeVert 24' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,24.16,,,,,,,,
155,PT00M02.10S,2022-11-04T23:35:41.1Z,1,REGULAR,rebound,defensive,[],203457,,,1610612765,21,24,2022-11-04T23:35:41Z,1510000,,,0,,N. Noel REBOUND (Off:0 Def:4),[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,Above the Break 3,24+ Left Center,,,,,,,,154.0,4.0,4.0,0.0,,,,,,,,,
156,PT00M00.70S,2022-11-04T23:35:48.1Z,1,REGULAR,3pt,Jump Shot,[],1630595,38.14060446780552,52.57352941176471,1610612765,21,24,2022-11-04T23:36:48Z,1520000,-13.0,306.0,1,left,MISS C. Cunningham 30' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,30.63,,,,,,,,
157,PT00M00.10S,2022-11-04T23:35:48.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,21,24,2022-11-04T23:36:48Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,156.0,,,,,,,,,,,,
158,PT00M00.00S,2022-11-04T23:37:08.4Z,1,REGULAR,period,end,[],0,,,1610612765,21,24,2022-11-04T23:37:08Z,1540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-11-04T23:37:21.4Z,2,REGULAR,substitution,out,['startperiod'],1630595,,,1610612765,21,24,2022-11-04T23:38:29Z,1550000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-11-04T23:37:21.4Z,2,REGULAR,substitution,out,['startperiod'],203457,,,1610612765,21,24,2022-11-04T23:38:29Z,1560000,,,0,,SUB out: N. Noel,[203457],1610612765.0,DET,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-11-04T23:37:21.4Z,2,REGULAR,substitution,out,['startperiod'],203526,,,1610612765,21,24,2022-11-04T23:38:29Z,1570000,,,0,,SUB out: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-11-04T23:37:21.4Z,2,REGULAR,substitution,out,['startperiod'],1629731,,,1610612765,21,24,2022-11-04T23:38:29Z,1580000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-11-04T23:37:21.4Z,2,REGULAR,substitution,in,['startperiod'],1631093,,,1610612765,21,24,2022-11-04T23:38:29Z,1590000,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-11-04T23:37:21.4Z,2,REGULAR,substitution,in,['startperiod'],1630191,,,1610612765,21,24,2022-11-04T23:38:29Z,1600000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-11-04T23:37:21.4Z,2,REGULAR,substitution,in,['startperiod'],201567,,,1610612765,21,24,2022-11-04T23:38:29Z,1610000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-11-04T23:37:21.4Z,2,REGULAR,substitution,in,['startperiod'],1630205,,,1610612765,21,24,2022-11-04T23:38:29Z,1620000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
