actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT10M31.00S,2022-11-15T00:12:58.0Z,1,REGULAR,3pt,Jump Shot,[],202711,6.4881734559789805,4.166666666666657,1610612765,3,4,2022-11-15T00:13:03Z,190000,False,229.0,8.0,1,left,MISS B. Bogdanovic 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,,,,22.94,Missed,,,,,,,,,,,,,,,
20,PT10M27.00S,2022-11-15T00:13:02.0Z,1,REGULAR,rebound,offensive,[],1630165,,,1610612765,3,4,2022-11-15T00:13:03Z,200000,False,,,0,,K. Hayes REBOUND (Off:1 Def:0),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Right Corner 3,24+ Right,,,,,,,,,,,19.0,1.0,0.0,1.0,,,,,,
21,PT10M25.00S,2022-11-15T00:13:04.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630191,17.789093298291732,95.09803921568627,1610612765,6,4,2022-11-15T00:13:09Z,210000,False,-225.0,115.0,1,left,I. Stewart 25' 3PT  (3 PTS) (K. Hayes 2 AST),"[1630191, 1630165]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,25.3,Made,3.0,K. Hayes,1630165.0,2.0,,,,,,,,,,,
23,PT10M13.00S,2022-11-15T00:13:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,91.11366622864652,53.92156862745098,1610612761,6,6,2022-11-15T00:13:21Z,230000,False,20.0,31.0,1,right,S. Barnes driving Layup (4 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,3.67,Made,4.0,,,,,,,,,,,,,,
24,PT10M04.00S,2022-11-15T00:13:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,7.670827858081481,48.529411764705884,1610612765,8,6,2022-11-15T00:13:36Z,240000,False,7.0,20.0,1,left,J. Ivey driving finger roll Layup (2 PTS),[1631093],1610612765.0,DET,driving finger roll,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,2.1,Made,2.0,,,,,,,,,,,,,,
25,PT09M50.00S,2022-11-15T00:13:39.5Z,1,REGULAR,2pt,Jump Shot,[],1630567,84.28055190538765,80.63725490196079,1610612761,8,6,2022-11-15T00:13:44Z,250000,False,153.0,95.0,1,right,MISS S. Barnes 18' step back Shot,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right,,,,18.04,Missed,,,,,,,,,,,,,,,
26,PT09M47.00S,2022-11-15T00:13:42.5Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,8,6,2022-11-15T00:13:44Z,260000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Right,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,
27,PT09M29.00S,2022-11-15T00:14:02.9Z,1,REGULAR,foul,offensive,[],1630191,,,1610612765,8,6,2022-11-15T00:14:13Z,270000,False,,,0,,I. Stewart offensive FOUL (1 PF),"[1630191, 203490]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628159.0,,,,,1.0,0.0,Porter Jr.,203490.0,,
29,PT09M29.00S,2022-11-15T00:14:02.9Z,1,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,8,6,2022-11-15T00:14:02Z,290000,False,,,0,,I. Stewart offensive foul TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,1628159.0,,,,,,,,,,
30,PT09M16.00S,2022-11-15T00:14:28.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630567,90.98226018396846,40.931372549019606,1610612761,8,6,2022-11-15T00:14:36Z,300000,False,-45.0,32.0,1,right,MISS S. Barnes fadeaway bank Shot,[1630567],1610612761.0,TOR,fadeaway bank,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,5.56,Missed,,,,,,,,,,,,,,,
31,PT09M13.00S,2022-11-15T00:14:31.0Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,8,6,2022-11-15T00:14:36Z,310000,False,,,0,,K. Hayes REBOUND (Off:1 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,30.0,2.0,1.0,1.0,,,,,,
32,PT09M07.00S,2022-11-15T00:14:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,9.904730617608408,52.69607843137255,1610612765,8,6,2022-11-15T00:15:53Z,320000,False,-13.0,41.0,1,left,MISS I. Stewart driving finger roll Layup,[1630191],1610612765.0,DET,driving finger roll,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,4.28,Missed,,,,,,,,,,,,,,,
33,PT09M04.00S,2022-11-15T00:14:39.7Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,8,6,2022-11-15T00:19:40Z,330000,False,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,32.0,1.0,0.0,1.0,,,,,,
34,PT09M03.00S,2022-11-15T00:14:42.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,9.379106438896187,54.16666666666667,1610612765,8,6,2022-11-15T00:14:47Z,340000,False,-21.0,36.0,1,left,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,4.13,Missed,,,,,,,,,,,,,,,
35,PT09M03.00S,2022-11-15T00:14:42.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,8,6,2022-11-15T00:14:47Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,34.0,,,,,,,,,
37,PT09M02.00S,2022-11-15T00:15:31.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,8,6,2022-11-15T00:15:31Z,370000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M52.00S,2022-11-15T00:18:42.8Z,1,REGULAR,foul,personal,['2freethrow'],1630625,,,1610612765,8,6,2022-11-15T00:18:59Z,380000,False,,,0,,D. Banton shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1630625, 202711]",1610612761.0,TOR,shooting,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628159.0,,,,,1.0,0.0,Bogdanovic,202711.0,,
40,PT08M52.00S,2022-11-15T00:19:09.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202711,,,1610612765,9,6,2022-11-15T00:19:09Z,400000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (1 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
41,PT08M52.00S,2022-11-15T00:19:22.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202711,,,1610612765,10,6,2022-11-15T00:19:22Z,410000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (2 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
42,PT08M35.00S,2022-11-15T00:19:41.5Z,1,REGULAR,3pt,Jump Shot,[],1630625,69.82588699080158,76.7156862745098,1610612761,10,6,2022-11-15T00:19:46Z,420000,False,134.0,231.0,1,right,MISS D. Banton 26' 3PT,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,,,,26.69,Missed,,,,,,,,,,,,,,,
43,PT08M31.00S,2022-11-15T00:19:45.5Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,10,6,2022-11-15T00:19:46Z,430000,False,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,42.0,2.0,1.0,1.0,,,,,,
44,PT08M22.00S,2022-11-15T00:19:53.9Z,1,REGULAR,3pt,Jump Shot,[],202711,7.276609724047319,4.166666666666657,1610612765,10,6,2022-11-15T00:20:00Z,440000,False,229.0,16.0,1,left,MISS B. Bogdanovic 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,,,,22.98,Missed,,,,,,,,,,,,,,,
45,PT08M19.00S,2022-11-15T00:19:56.9Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612761,10,6,2022-11-15T00:20:00Z,450000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Right Corner 3,24+ Right,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,
46,PT08M16.00S,2022-11-15T00:20:00.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630625,91.77069645203679,55.88235294117647,1610612761,10,8,2022-11-15T00:20:07Z,460000,False,29.0,25.0,1,right,D. Banton running Layup (2 PTS),[1630625],1610612761.0,TOR,running,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,3.85,Made,2.0,,,,,,,,,,,,,,
47,PT08M05.00S,2022-11-15T00:20:13.9Z,1,REGULAR,turnover,backcourt,[],202711,,,1610612765,10,8,2022-11-15T00:20:23Z,470000,False,,,0,,B. Bogdanovic backcourt TURNOVER (2 TO),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,2.0,,,,,,,,,1628159.0,,,,,,,,,,
48,PT07M59.00S,2022-11-15T00:20:39.0Z,1,REGULAR,foul,personal,['3freethrow'],1631093,,,1610612761,10,8,2022-11-15T00:27:22Z,480000,False,,,0,,J. Ivey flagrant-type-1 personal FOUL (1 PF) (Anunoby 3 FT),"[1631093, 1628384]",1610612765.0,DET,flagrant-type-1,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,2003.0,,,,,1.0,0.0,Anunoby,1628384.0,,
51,PT07M59.00S,2022-11-15T00:22:28.5Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],1628384,,,1610612761,10,9,2022-11-15T00:27:36Z,510000,False,,,0,,O. Anunoby flagrant Free Throw 1 of 3 (1 PTS),[1628384],1610612761.0,TOR,flagrant,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
53,PT07M59.00S,2022-11-15T00:22:28.5Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],1628384,,,1610612761,10,10,2022-11-15T00:27:36Z,530000,False,,,0,,O. Anunoby flagrant Free Throw 2 of 3 (2 PTS),[1628384],1610612761.0,TOR,flagrant,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
54,PT07M59.00S,2022-11-15T00:22:28.5Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],1628384,,,1610612761,10,10,2022-11-15T00:27:36Z,540000,False,,,0,,MISS O. Anunoby flagrant Free Throw 3 of 3,[1628384],1610612761.0,TOR,flagrant,,,Anunoby,O. Anunoby,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
62,PT07M59.00S,2022-11-15T00:22:28.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,10,10,2022-11-15T00:27:36Z,545000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,
55,PT07M50.00S,2022-11-15T00:23:05.9Z,1,REGULAR,turnover,out-of-bounds,[],1630625,,,1610612761,10,10,2022-11-15T00:25:00Z,550000,False,,,0,,D. Banton bad pass out-of-bounds TURNOVER (1 TO),[1630625],1610612761.0,TOR,bad pass,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,,,,,
60,PT07M40.00S,2022-11-15T00:23:39.1Z,1,REGULAR,turnover,bad pass,[],1631093,,,1610612765,10,10,2022-11-15T00:39:51Z,562500,False,,,0,,J. Ivey bad pass TURNOVER (2 TO),"[1631093, 201152]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left Center,2.0,Young,201152.0,,,,,,,,,,,,,,,,,
61,PT07M40.00S,2022-11-15T00:23:39.1Z,1,REGULAR,steal,,[],201152,,,1610612761,10,10,2022-11-15T00:35:53Z,563750,False,,,0,,T. Young STEAL (2 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
63,PT07M37.00S,2022-11-15T00:23:42.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630625,89.93101182654402,52.94117647058824,1610612761,10,10,2022-11-15T00:39:51Z,565000,False,15.0,42.0,1,right,MISS D. Banton running Layup - blocked,"[1630625, 1630191]",1610612761.0,TOR,running,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,4.46,Missed,,,,,,,,,,,,,,Stewart,1630191.0
64,PT07M37.00S,2022-11-15T00:23:42.9Z,1,REGULAR,block,,[],1630191,,,1610612761,10,10,2022-11-15T00:23:50Z,567500,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT07M36.00S,2022-11-15T00:23:43.9Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,10,10,2022-11-15T00:38:20Z,568750,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,
66,PT07M20.00S,2022-11-15T00:23:54.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,11.744415243101187,48.28431372549019,1610612765,10,10,2022-11-15T00:40:43Z,620000,False,9.0,58.0,1,left,MISS I. Stewart driving Hook,[1630191],1610612765.0,DET,driving,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,5.85,Missed,,,,,,,,,,,,,,,
67,PT07M15.00S,2022-11-15T00:23:58.8Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,10,10,2022-11-15T00:23:58Z,630000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,66.0,1.0,0.0,1.0,,,,,,
68,PT07M15.00S,2022-11-15T00:23:58.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,5.590000152587891,50.0,1610612765,10,10,2022-11-15T00:23:58Z,640000,False,0.0,0.0,1,left,MISS M. Bagley III tip Layup,[1628963],1610612765.0,DET,tip,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
69,PT07M13.00S,2022-11-15T00:24:00.7Z,1,REGULAR,rebound,defensive,[],203490,,,1610612761,10,10,2022-11-15T00:24:00Z,650000,False,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,
70,PT07M13.00S,2022-11-15T00:24:05.7Z,1,REGULAR,turnover,palming,[],1630625,,,1610612761,10,10,2022-11-15T00:41:56Z,660000,False,,,0,,D. Banton palming TURNOVER (2 TO),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Mid-Range,8-16 Right,2.0,,,,,,,,,101283.0,,,,,,,,,,
71,PT07M00.00S,2022-11-15T00:24:28.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628963,8.065045992115643,46.81372549019608,1610612765,12,10,2022-11-15T00:42:42Z,670000,False,16.0,23.0,1,left,M. Bagley III reverse DUNK (5 PTS) (B. Bogdanovic 1 AST),"[1628963, 202711]",1610612765.0,DET,reverse,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,2.82,Made,5.0,B. Bogdanovic,202711.0,1.0,,,,,,,,,,,
73,PT06M50.00S,2022-11-15T00:24:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,93.61038107752957,48.529411764705884,1610612761,12,12,2022-11-15T00:43:09Z,690000,False,-7.0,8.0,1,right,D. Banton cutting Layup (4 PTS) (T. Young 1 AST),"[1630625, 201152]",1610612761.0,TOR,cutting,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,1.06,Made,4.0,T. Young,201152.0,1.0,,,,,,,,,,,
75,PT06M36.00S,2022-11-15T00:24:53.8Z,1,REGULAR,foul,personal,['2freethrow'],1630625,,,1610612765,12,12,2022-11-15T00:25:09Z,710000,False,,,0,,D. Banton shooting personal FOUL (2 PF) (Ivey 2 FT),"[1630625, 1631093]",1610612761.0,TOR,shooting,,,Banton,D. Banton,,,,,Mid-Range,8-16 Right,,,,,,,,,,101283.0,,,,,2.0,0.0,Ivey,1631093.0,,
77,PT06M36.00S,2022-11-15T00:25:26.3Z,1,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,13,12,2022-11-15T00:25:26Z,730000,False,,,0,,J. Ivey Free Throw 1 of 2 (3 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
78,PT06M36.00S,2022-11-15T00:25:39.3Z,1,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,14,12,2022-11-15T00:25:39Z,740000,False,,,0,,J. Ivey Free Throw 2 of 2 (4 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
79,PT06M16.00S,2022-11-15T00:26:01.2Z,1,REGULAR,3pt,Jump Shot,[],1630625,72.7168199737188,83.57843137254902,1610612761,14,15,2022-11-15T00:26:08Z,750000,False,168.0,204.0,1,right,D. Banton 26' 3PT  (7 PTS) (S. Barnes 1 AST),"[1630625, 1630567]",1610612761.0,TOR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,,,,26.42,Made,7.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,
81,PT06M04.00S,2022-11-15T00:26:19.1Z,1,REGULAR,foul,offensive,[],1628963,,,1610612765,14,15,2022-11-15T00:44:49Z,770000,False,,,0,,M. Bagley III offensive FOUL (1 PF),"[1628963, 201152]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628159.0,,,,,1.0,0.0,Young,201152.0,,
83,PT06M04.00S,2022-11-15T00:26:19.1Z,1,REGULAR,turnover,offensive foul,[],1628963,,,1610612765,14,15,2022-11-15T00:26:19Z,790000,False,,,0,,M. Bagley III offensive foul TURNOVER (1 TO),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,1628159.0,,,,,,,,,,
84,PT05M52.00S,2022-11-15T00:26:39.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628384,77.84165571616295,44.85294117647059,1610612761,14,15,2022-11-15T00:26:45Z,800000,False,-26.0,156.0,1,right,MISS O. Anunoby 15' step back Shot,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Center,,,,15.79,Missed,,,,,,,,,,,,,,,
85,PT05M49.00S,2022-11-15T00:26:42.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,14,15,2022-11-15T00:26:45Z,810000,False,,,0,,I. Stewart REBOUND (Off:1 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Center,,,,,,,,,,,84.0,3.0,2.0,1.0,,,,,,
86,PT05M43.00S,2022-11-15T00:26:49.0Z,1,REGULAR,3pt,Jump Shot,[],1631093,27.644546649145866,82.84313725490196,1610612765,14,15,2022-11-15T00:26:56Z,820000,False,-164.0,207.0,1,left,MISS J. Ivey 26' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,,26.45,Missed,,,,,,,,,,,,,,,
87,PT05M40.00S,2022-11-15T00:26:52.0Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,14,15,2022-11-15T00:26:56Z,830000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,
88,PT05M33.00S,2022-11-15T00:26:59.4Z,1,REGULAR,3pt,Jump Shot,[],1628384,92.42772667542707,5.14705882352942,1610612761,14,15,2022-11-15T00:27:04Z,840000,False,-224.0,19.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,22.51,Missed,,,,,,,,,,,,,,,
89,PT05M29.00S,2022-11-15T00:27:03.4Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,14,15,2022-11-15T00:27:04Z,850000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,,,,,,,,,,,88.0,2.0,2.0,0.0,,,,,,
