actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
86,PT04M29.00S,2023-03-07T00:24:16.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630587,6.093955321944804,54.65686274509804,1610612765,11,17,2023-03-07T00:24:21Z,840000,False,-23.0,5.0,1,left,I. Livers driving DUNK (2 PTS) (A. Burks 2 AST),"[1630587, 202692]",1610612765.0,DET,driving,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,,,2.0,A. Burks,202692.0,2.0,,,,,,,,
87,PT04M04.00S,2023-03-07T00:24:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,94.00459921156373,45.833333333333336,1610612757,11,19,2023-03-07T00:24:48Z,850000,False,-21.0,4.0,1,right,N. Little driving Layup (2 PTS) (D. Lillard 2 AST),"[1629642, 203081]",1610612757.0,POR,driving,,,Little,N. Little,,,,,Restricted Area,0-8 Center,2.12,Made,,,,,,,2.0,D. Lillard,203081.0,2.0,,,,,,,,
89,PT03M56.00S,2023-03-07T00:24:54.3Z,1,REGULAR,turnover,out-of-bounds,[],202692,,,1610612765,11,19,2023-03-07T00:25:02Z,870000,False,,,0,,A. Burks lost ball out-of-bounds TURNOVER (1 TO),[202692],1610612765.0,DET,lost ball,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,1.0,101284.0,,,,,,
90,PT03M56.00S,2023-03-07T00:24:57.4Z,1,REGULAR,substitution,out,[],202692,,,1610612757,11,19,2023-03-07T00:25:08Z,880000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M56.00S,2023-03-07T00:24:57.4Z,1,REGULAR,substitution,out,[],1630164,,,1610612757,11,19,2023-03-07T00:25:08Z,890000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M56.00S,2023-03-07T00:24:57.4Z,1,REGULAR,substitution,in,[],202709,,,1610612757,11,19,2023-03-07T00:25:08Z,900000,False,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M56.00S,2023-03-07T00:24:57.4Z,1,REGULAR,substitution,in,[],1628963,,,1610612757,11,19,2023-03-07T00:25:08Z,910000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M40.00S,2023-03-07T00:25:24.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,93.74178712220763,45.34313725490197,1610612757,11,21,2023-03-07T00:26:24Z,920000,False,-23.0,6.0,1,right,D. Lillard driving Layup (13 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.41,Made,,,,,,,13.0,,,,,,,,,,,
95,PT03M23.00S,2023-03-07T00:25:45.2Z,1,REGULAR,turnover,out-of-bounds,[],1628963,,,1610612765,11,21,2023-03-07T00:25:51Z,930000,False,,,0,,M. Bagley III bad pass out-of-bounds TURNOVER (1 TO),[1628963],1610612765.0,DET,bad pass,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,1627961.0,,,,,,
96,PT03M07.00S,2023-03-07T00:26:09.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203081,68.51182654402103,27.450980392156865,1610612757,11,24,2023-03-07T00:26:16Z,940000,False,-113.0,243.0,1,right,D. Lillard 26' 3PT pullup (16 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.83,Made,,,,,,,16.0,,,,,,,,,,,
97,PT02M50.00S,2023-03-07T00:26:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,9.247700394218143,49.26470588235294,1610612765,13,24,2023-03-07T00:26:31Z,950000,False,4.0,34.0,1,left,H. Diallo driving Layup (2 PTS) (C. Joseph 1 AST),"[1628977, 202709]",1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,3.46,Made,,,,,,,2.0,C. Joseph,202709.0,1.0,,,,,,,,
99,PT02M34.00S,2023-03-07T00:26:42.4Z,1,REGULAR,3pt,Jump Shot,[],203081,73.242444152431,16.42156862745098,1610612757,13,24,2023-03-07T00:26:46Z,970000,False,-168.0,199.0,1,right,MISS D. Lillard 26' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
100,PT02M31.00S,2023-03-07T00:26:44.8Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,13,24,2023-03-07T00:26:44Z,980000,False,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,
101,PT02M21.00S,2023-03-07T00:26:55.6Z,1,REGULAR,3pt,Jump Shot,[],202709,16.606438896189218,3.9215686274509807,1610612765,16,24,2023-03-07T00:27:10Z,990000,False,230.0,104.0,1,left,C. Joseph 25' 3PT  (3 PTS) (H. Diallo 1 AST),"[202709, 1628977]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Right Center,25.26,Made,,,,,,,3.0,H. Diallo,1628977.0,1.0,,,,,,,,
103,PT02M21.00S,2023-03-07T00:27:02.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,16,24,2023-03-07T00:27:02Z,1010000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M21.00S,2023-03-07T00:27:02.9Z,1,REGULAR,substitution,out,[],1631093,,,1610612757,16,24,2023-03-07T00:29:52Z,1020000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M21.00S,2023-03-07T00:27:02.9Z,1,REGULAR,substitution,out,[],1629680,,,1610612757,16,24,2023-03-07T00:29:52Z,1040000,False,,,0,,SUB out: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M21.00S,2023-03-07T00:27:02.9Z,1,REGULAR,substitution,in,[],1630181,,,1610612757,16,24,2023-03-07T00:29:52Z,1050000,False,,,0,,SUB in: R. Hampton,[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M21.00S,2023-03-07T00:27:02.9Z,1,REGULAR,substitution,in,[],203924,,,1610612757,16,24,2023-03-07T00:29:52Z,1070000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M21.00S,2023-03-07T00:27:02.9Z,1,REGULAR,substitution,out,[],203081,,,1610612757,16,24,2023-03-07T00:32:21Z,1075000,False,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M21.00S,2023-03-07T00:27:02.9Z,1,REGULAR,substitution,in,[],1629629,,,1610612757,16,24,2023-03-07T00:32:21Z,1077500,False,,,0,,SUB in: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M59.00S,2023-03-07T00:30:15.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,90.19382391590013,58.82352941176471,1610612757,16,26,2023-03-07T00:30:24Z,1080000,False,44.0,40.0,1,right,T. Watford floating Jump Shot (2 PTS),[1630570],1610612757.0,POR,floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,5.93,Made,,,,,,,2.0,,,,,,,,,,,
114,PT01M35.00S,2023-03-07T00:30:38.8Z,1,REGULAR,3pt,Jump Shot,[],202709,37.89421813403416,37.99019607843137,1610612765,16,26,2023-03-07T00:33:18Z,1110000,False,60.0,304.0,1,left,MISS C. Joseph 30' pullup 3PT,[202709],1610612765.0,DET,pullup,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Center,30.96,Missed,,,,,,,,,,,,,,,,,,
115,PT01M33.00S,2023-03-07T00:30:41.8Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,16,26,2023-03-07T00:30:41Z,1120000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,
116,PT01M15.00S,2023-03-07T00:30:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,86.64586070959264,60.049019607843135,1610612757,16,28,2023-03-07T00:33:52Z,1130000,False,50.0,73.0,1,right,J. Grant 8' fadeaway Jump Shot (4 PTS),[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Right,8.86,Made,,,,,,,4.0,,,,,,,,,,,
117,PT01M02.00S,2023-03-07T00:31:14.6Z,1,REGULAR,foul,personal,[],203924,,,1610612765,16,28,2023-03-07T00:34:01Z,1140000,False,,,0,,J. Grant personal FOUL (1 PF),"[203924, 1630181]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627961.0,1.0,0.0,Hampton,1630181.0,,
119,PT00M51.70S,2023-03-07T00:31:48.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,15.292378449408673,40.44117647058824,1610612765,16,28,2023-03-07T00:32:00Z,1160000,False,48.0,91.0,1,left,MISS R. Hampton 10' pullup Shot,[1630181],1610612765.0,DET,pullup,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),8-16 Center,10.3,Missed,,,,,,,,,,,,,,,,,,
120,PT00M49.50S,2023-03-07T00:31:50.4Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,16,28,2023-03-07T00:31:50Z,1170000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,119.0,2.0,2.0,0.0,,,,,,,,,,,,,,
121,PT00M46.70S,2023-03-07T00:31:55.1Z,1,REGULAR,foul,personal,['2freethrow'],1630181,,,1610612757,16,28,2023-03-07T00:32:06Z,1180000,False,,,0,,R. Hampton shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1630181, 1631101]",1610612765.0,DET,shooting,,,Hampton,R. Hampton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627961.0,1.0,0.0,Sharpe,1631101.0,,
123,PT00M46.70S,2023-03-07T00:32:17.9Z,1,REGULAR,freethrow,1 of 2,[],1631101,,,1610612757,16,29,2023-03-07T00:32:18Z,1200000,False,,,0,,S. Sharpe Free Throw 1 of 2 (3 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
126,PT00M46.70S,2023-03-07T00:32:18.7Z,1,REGULAR,substitution,out,[],1630587,,,1610612757,16,29,2023-03-07T00:32:23Z,1210000,False,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT00M46.70S,2023-03-07T00:32:18.7Z,1,REGULAR,substitution,in,[],1631197,,,1610612757,16,29,2023-03-07T00:32:23Z,1220000,False,,,0,,SUB in: J. Rhoden,[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT00M46.70S,2023-03-07T00:32:36.0Z,1,REGULAR,freethrow,2 of 2,[],1631101,,,1610612757,16,30,2023-03-07T00:32:36Z,1230000,False,,,0,,S. Sharpe Free Throw 2 of 2 (4 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
129,PT00M27.60S,2023-03-07T00:33:01.1Z,1,REGULAR,turnover,bad pass,[],1630181,,,1610612765,16,30,2023-03-07T00:33:05Z,1240000,False,,,0,,R. Hampton bad pass TURNOVER (1 TO),"[1630181, 1629629]",1610612765.0,DET,,,,Hampton,R. Hampton,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1.0,,,,,,Reddish,1629629.0
130,PT00M27.60S,2023-03-07T00:33:01.1Z,1,REGULAR,steal,,[],1629629,,,1610612757,16,30,2023-03-07T00:33:03Z,1250000,False,,,0,,C. Reddish STEAL (1 STL),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
131,PT00M24.50S,2023-03-07T00:33:06.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202709,,,1610612757,16,30,2023-03-07T00:33:19Z,1260000,False,,,0,,C. Joseph shooting personal FOUL (1 PF) (Reddish 2 FT),"[202709, 1629629]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201245.0,1.0,0.0,Reddish,1629629.0,,
133,PT00M24.50S,2023-03-07T00:33:30.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629629,,,1610612757,16,31,2023-03-07T00:33:54Z,1280000,False,,,0,,C. Reddish Free Throw 1 of 2 (3 PTS),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
134,PT00M24.50S,2023-03-07T00:33:30.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629629,,,1610612757,16,31,2023-03-07T00:33:54Z,1290000,False,,,0,,MISS C. Reddish Free Throw 2 of 2,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
135,PT00M22.30S,2023-03-07T00:33:32.4Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,16,31,2023-03-07T00:33:54Z,1300000,False,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,
136,PT00M00.30S,2023-03-07T00:34:06.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,6.750985545335084,43.38235294117647,1610612765,16,31,2023-03-07T00:36:13Z,1310000,False,33.0,11.0,1,left,MISS H. Diallo driving floating bank Shot,[1628977],1610612765.0,DET,driving floating bank,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,,
137,PT00M00.30S,2023-03-07T00:34:06.4Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,16,31,2023-03-07T00:34:11Z,1320000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,136.0,2.0,1.0,1.0,,,,,,,,,,,,,,
138,PT00M00.00S,2023-03-07T00:34:10.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628963,5.590000152587891,50.0,1610612765,16,31,2023-03-07T00:34:30Z,1330000,False,0.0,0.0,1,left,MISS M. Bagley III tip Layup,[1628963],1610612765.0,DET,tip,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
139,PT00M00.00S,2023-03-07T00:34:10.1Z,1,REGULAR,rebound,offensive,[],1631197,,,1610612765,16,31,2023-03-07T00:34:30Z,1340000,False,,,0,,J. Rhoden REBOUND (Off:1 Def:0),[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,Restricted Area,0-8 Center,,,138.0,1.0,0.0,1.0,,,,,,,,,,,,,,
140,PT00M00.00S,2023-03-07T00:34:20.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631197,5.590000152587891,50.0,1610612765,18,31,2023-03-07T00:34:20Z,1350000,False,0.0,0.0,1,left,J. Rhoden tip Layup (2 PTS),[1631197],1610612765.0,DET,tip,,,Rhoden,J. Rhoden,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
142,PT00M00.00S,2023-03-07T00:35:02.7Z,1,REGULAR,period,end,[],0,,,1610612757,18,31,2023-03-07T00:35:02Z,1370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2023-03-07T00:36:47.7Z,2,REGULAR,period,start,[],0,,,1610612765,18,31,2023-03-07T00:36:47Z,1380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT11M44.00S,2023-03-07T00:37:05.0Z,2,REGULAR,turnover,out-of-bounds,[],1630181,,,1610612765,18,31,2023-03-07T00:37:12Z,1390000,False,,,0,,R. Hampton bad pass out-of-bounds TURNOVER (2 TO),[1630181],1610612765.0,DET,bad pass,,,Hampton,R. Hampton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,101284.0,,,,,,
145,PT11M24.00S,2023-03-07T00:37:33.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,93.2161629434954,44.36274509803921,1610612757,18,31,2023-03-07T00:37:38Z,1400000,False,-28.0,11.0,1,right,MISS J. Grant driving Layup,[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
146,PT11M19.00S,2023-03-07T00:37:38.4Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612765,18,31,2023-03-07T00:37:46Z,1410000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,145.0,3.0,2.0,1.0,,,,,,,,,,,,,,
147,PT11M03.00S,2023-03-07T00:37:53.0Z,2,REGULAR,3pt,Jump Shot,[],1628963,22.913929040735866,7.843137254901961,1610612765,18,31,2023-03-07T00:37:56Z,1420000,False,211.0,163.0,1,left,MISS M. Bagley III 26' 3PT,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,,
148,PT11M01.00S,2023-03-07T00:37:55.0Z,2,REGULAR,rebound,defensive,[],1629629,,,1610612757,18,31,2023-03-07T00:37:56Z,1430000,False,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,
149,PT10M52.00S,2023-03-07T00:38:06.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,92.29632063074901,56.86274509803921,1610612757,18,33,2023-03-07T00:38:12Z,1440000,False,34.0,20.0,1,right,T. Watford driving floating Jump Shot (4 PTS) (N. Little 1 AST),"[1630570, 1629642]",1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,3.97,Made,,,,,,,4.0,N. Little,1629642.0,1.0,,,,,,,,
151,PT10M52.00S,2023-03-07T00:38:11.6Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612765,18,33,2023-03-07T00:38:17Z,1460000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,101284.0,,,,,,
152,PT10M36.00S,2023-03-07T00:38:29.5Z,2,REGULAR,turnover,lost ball,[],1628963,,,1610612765,18,33,2023-03-07T00:38:33Z,1470000,False,,,0,,M. Bagley III lost ball TURNOVER (2 TO),"[1628963, 1629629]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,,,,,,Reddish,1629629.0
153,PT10M36.00S,2023-03-07T00:38:29.5Z,2,REGULAR,steal,,[],1629629,,,1610612757,18,33,2023-03-07T00:38:32Z,1480000,False,,,0,,C. Reddish STEAL (2 STL),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
154,PT10M30.00S,2023-03-07T00:38:35.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629642,93.08475689881735,56.61764705882353,1610612757,18,33,2023-03-07T00:41:04Z,1490000,False,33.0,13.0,1,right,MISS N. Little running Layup,[1629642],1610612757.0,POR,running,,,Little,N. Little,,,,,Restricted Area,0-8 Center,3.54,Missed,,,,,,,,,,,,,,,,,,
155,PT10M27.00S,2023-03-07T00:38:38.4Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612765,18,33,2023-03-07T00:38:41Z,1500000,False,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,,
156,PT10M18.00S,2023-03-07T00:38:47.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202709,6.356767411300922,45.833333333333336,1610612765,20,33,2023-03-07T00:38:51Z,1510000,False,21.0,7.0,1,left,C. Joseph driving Layup (5 PTS) (R. Hampton 1 AST),"[202709, 1630181]",1610612765.0,DET,driving,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,5.0,R. Hampton,1630181.0,1.0,,,,,,,,
158,PT09M56.00S,2023-03-07T00:39:09.3Z,2,REGULAR,turnover,bad pass,[],1630570,,,1610612757,20,33,2023-03-07T00:39:13Z,1530000,False,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 1630181]",1610612757.0,POR,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,,,,,,Hampton,1630181.0
159,PT09M56.00S,2023-03-07T00:39:09.3Z,2,REGULAR,steal,,[],1630181,,,1610612765,20,33,2023-03-07T00:39:11Z,1540000,False,,,0,,R. Hampton STEAL (1 STL),[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
160,PT09M52.00S,2023-03-07T00:39:12.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630181,8.065045992115643,45.833333333333336,1610612765,22,33,2023-03-07T00:39:20Z,1550000,False,21.0,23.0,1,left,R. Hampton running DUNK (2 PTS),[1630181],1610612765.0,DET,running,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,,,2.0,,,,,,,,,,,
161,PT09M29.00S,2023-03-07T00:39:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,93.34756898817345,45.34313725490197,1610612757,22,33,2023-03-07T00:39:40Z,1560000,False,-23.0,10.0,1,right,MISS C. Reddish driving Layup,[1629629],1610612757.0,POR,driving,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,,,,,,,,,,
162,PT09M29.00S,2023-03-07T00:39:39.2Z,2,REGULAR,rebound,offensive,[],1629629,,,1610612757,22,33,2023-03-07T00:39:39Z,1570000,False,,,0,,C. Reddish REBOUND (Off:1 Def:1),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,161.0,2.0,1.0,1.0,,,,,,,,,,,,,,
163,PT09M29.00S,2023-03-07T00:39:40.1Z,2,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612757,22,33,2023-03-07T00:39:51Z,1580000,False,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Reddish 2 FT),"[1628963, 1629629]",1610612765.0,DET,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627961.0,2.0,0.0,Reddish,1629629.0,,
165,PT09M29.00S,2023-03-07T00:40:07.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629629,,,1610612757,22,34,2023-03-07T00:40:28Z,1600000,False,,,0,,C. Reddish Free Throw 1 of 2 (4 PTS),[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
166,PT09M29.00S,2023-03-07T00:40:09.5Z,2,REGULAR,substitution,out,[],1628963,,,1610612757,22,34,2023-03-07T00:40:14Z,1610000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT09M29.00S,2023-03-07T00:40:09.5Z,2,REGULAR,substitution,in,[],1630164,,,1610612757,22,34,2023-03-07T00:40:14Z,1620000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT09M29.00S,2023-03-07T00:40:07.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629629,,,1610612757,22,34,2023-03-07T00:40:28Z,1630000,False,,,0,,MISS C. Reddish Free Throw 2 of 2,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
169,PT09M25.00S,2023-03-07T00:40:11.9Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,22,34,2023-03-07T00:40:28Z,1640000,False,,,0,,H. Diallo REBOUND (Off:0 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT09M14.00S,2023-03-07T00:40:40.0Z,2,REGULAR,foul,personal,[],1629642,,,1610612765,22,34,2023-03-07T00:41:06Z,1650000,False,,,0,,N. Little personal FOUL (1 PF),"[1629642, 1630164]",1610612757.0,POR,,,,Little,N. Little,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627961.0,1.0,0.0,Wiseman,1630164.0,,
172,PT09M01.00S,2023-03-07T00:41:14.4Z,2,REGULAR,3pt,Jump Shot,[],202709,27.90735873850197,84.31372549019608,1610612765,22,34,2023-03-07T00:43:24Z,1670000,False,-172.0,210.0,1,left,MISS C. Joseph 27' pullup 3PT,[202709],1610612765.0,DET,pullup,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Left Center,27.1,Missed,,,,,,,,,,,,,,,,,,
