actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
259,PT05M57.00S,2022-10-28T23:56:34.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,9.641918528252305,42.892156862745104,1610612765,46,50,2022-10-28T23:57:59Z,2590000,36.0,38.0,1,left,C. Cunningham driving floating Jump Shot (19 PTS),[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,19.0,,,,,,,,,,,,,,,,,
260,PT05M48.00S,2022-10-28T23:56:44.7Z,2,REGULAR,2pt,Jump Shot,[],1629027,80.73258869908015,69.6078431372549,1610612737,46,50,2022-10-28T23:58:42Z,2600000,98.0,129.0,1,right,MISS T. Young 16' fadeaway Shot,[1629027],1610612737.0,ATL,fadeaway,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,16.17,Missed,,,,,,,,,,,,,,,,,,
261,PT05M47.00S,2022-10-28T23:56:45.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,46,50,2022-10-28T23:58:42Z,2610000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,260.0,,,,,,,,,,,,,,
263,PT05M47.00S,2022-10-28T23:56:52.2Z,2,REGULAR,substitution,out,[],1628977,,,1610612737,46,50,2022-10-28T23:56:58Z,2630000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M47.00S,2022-10-28T23:56:52.2Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,46,50,2022-10-28T23:56:58Z,2640000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M47.00S,2022-10-28T23:56:52.2Z,2,REGULAR,substitution,in,[],202711,,,1610612737,46,50,2022-10-28T23:56:58Z,2650000,,,0,,SUB in: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M47.00S,2022-10-28T23:56:52.2Z,2,REGULAR,substitution,in,[],203991,,,1610612737,46,50,2022-10-28T23:56:58Z,2660000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M37.00S,2022-10-28T23:57:23.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631100,74.29369250985545,13.970588235294116,1610612737,46,53,2022-10-28T23:57:28Z,2670000,-180.0,189.0,1,right,A. Griffin 26' 3PT step back (5 PTS),[1631100],1610612737.0,ATL,step back,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Left Center,26.11,Made,5.0,,,,,,,,,,,,,,,,,
268,PT05M20.00S,2022-10-28T23:57:40.2Z,2,REGULAR,3pt,Jump Shot,[],1630191,29.747043363994734,22.058823529411768,1610612765,49,53,2022-10-28T23:57:44Z,2680000,140.0,227.0,1,left,I. Stewart 26' 3PT  (5 PTS) (C. Joseph 1 AST),"[1630191, 202709]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,26.66,Made,5.0,,,,,,,C. Joseph,202709.0,1.0,,,,,,,,
270,PT05M08.00S,2022-10-28T23:57:52.8Z,2,REGULAR,2pt,Jump Shot,[],1629027,83.22930354796321,65.93137254901961,1610612737,49,55,2022-10-28T23:57:57Z,2700000,80.0,105.0,1,right,T. Young 13' fadeaway Jump Shot (13 PTS),[1629027],1610612737.0,ATL,fadeaway,,,Young,T. Young,,,,,Mid-Range,8-16 Right,13.19,Made,13.0,,,,,,,,,,,,,,,,,
271,PT04M53.00S,2022-10-28T23:58:07.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,5.568331143232584,41.666666666666664,1610612765,51,55,2022-10-28T23:58:15Z,2710000,42.0,0.0,1,left,C. Cunningham driving finger roll Layup (21 PTS),[1630595],1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,4.17,Made,21.0,,,,,,,,,,,,,,,,,
272,PT04M47.00S,2022-10-28T23:58:19.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,51,55,2022-10-28T23:58:19Z,2720000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M47.00S,2022-10-28T23:58:20.6Z,2,REGULAR,substitution,out,[],202709,,,1610612737,51,55,2022-10-29T00:01:16Z,2730000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M47.00S,2022-10-28T23:58:20.6Z,2,REGULAR,substitution,out,[],1631100,,,1610612737,51,55,2022-10-29T00:01:16Z,2740000,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M47.00S,2022-10-28T23:58:20.6Z,2,REGULAR,substitution,in,[],1631093,,,1610612737,51,55,2022-10-29T00:01:16Z,2750000,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M47.00S,2022-10-28T23:58:20.6Z,2,REGULAR,substitution,in,[],1627749,,,1610612737,51,55,2022-10-29T00:01:16Z,2760000,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M39.00S,2022-10-29T00:01:37.2Z,2,REGULAR,foul,offensive,['inpenalty'],1628381,,,1610612737,51,55,2022-10-29T00:01:46Z,2770000,,,0,,J. Collins offensive FOUL (2 PF),"[1628381, 1631093]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202035.0,2.0,0.0,Ivey,1631093.0,,,
279,PT04M39.00S,2022-10-29T00:01:37.2Z,2,REGULAR,turnover,offensive foul,[],1628381,,,1610612737,51,55,2022-10-29T00:01:37Z,2790000,,,0,,J. Collins offensive foul TURNOVER (2 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202035.0,,,,,2.0,,
280,PT04M39.00S,2022-10-29T00:02:09.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612765,51,55,2022-10-29T00:02:09Z,2800000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M26.00S,2022-10-29T00:04:13.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630191,10.82457293035479,50.98039215686275,1610612765,53,55,2022-10-29T00:04:23Z,2820000,-5.0,49.0,1,left,I. Stewart cutting DUNK (7 PTS) (C. Cunningham 4 AST),"[1630191, 1630595]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,4.95,Made,7.0,,,,,,,C. Cunningham,1630595.0,4.0,,,,,,,,
284,PT04M14.00S,2022-10-29T00:04:25.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,94.66162943495401,53.431372549019606,1610612737,53,57,2022-10-29T00:04:33Z,2840000,17.0,-2.0,1,right,D. Murray cutting Layup (14 PTS) (T. Young 6 AST),"[1627749, 1629027]",1610612737.0,ATL,cutting,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.74,Made,14.0,,,,,,,T. Young,1629027.0,6.0,,,,,,,,
286,PT04M02.00S,2022-10-29T00:04:37.9Z,2,REGULAR,3pt,Jump Shot,[],1631093,29.61563731931669,81.61764705882354,1610612765,53,57,2022-10-29T00:05:51Z,2860000,-158.0,226.0,1,left,MISS J. Ivey 27' step back 3PT,[1631093],1610612765.0,DET,step back,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,27.57,Missed,,,,,,,,,,,,,,,,,,
287,PT04M00.00S,2022-10-29T00:04:39.8Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,53,57,2022-10-29T00:04:39Z,2870000,,,0,,I. Stewart REBOUND (Off:1 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,,286.0,3.0,2.0,1.0,,,,,,,,,,,
288,PT03M52.00S,2022-10-29T00:04:51.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629631,,,1610612765,53,57,2022-10-29T00:05:02Z,2880000,,,0,,D. Hunter personal FOUL (3 PF) (Bogdanovic 2 FT),"[1629631, 202711]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202035.0,3.0,0.0,Bogdanovic,202711.0,,,
290,PT03M52.00S,2022-10-29T00:05:18.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202711,,,1610612765,54,57,2022-10-29T00:05:18Z,2900000,,,0,,B. Bogdanovic Free Throw 1 of 2 (6 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
291,PT03M52.00S,2022-10-29T00:05:19.1Z,2,REGULAR,substitution,out,[],1629631,,,1610612765,54,57,2022-10-29T00:05:24Z,2910000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M52.00S,2022-10-29T00:05:19.1Z,2,REGULAR,substitution,in,[],203200,,,1610612765,54,57,2022-10-29T00:05:24Z,2920000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M52.00S,2022-10-29T00:05:38.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202711,,,1610612765,55,57,2022-10-29T00:05:38Z,2930000,,,0,,B. Bogdanovic Free Throw 2 of 2 (7 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
294,PT03M43.00S,2022-10-29T00:05:54.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631093,,,1610612737,55,57,2022-10-29T00:06:01Z,2940000,,,0,,J. Ivey personal FOUL (1 PF) (Young 2 FT),"[1631093, 1629027]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,201638.0,1.0,0.0,Young,1629027.0,,,
296,PT03M43.00S,2022-10-29T00:06:21.3Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,55,58,2022-10-29T00:06:21Z,2960000,,,0,,T. Young Free Throw 1 of 2 (14 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
297,PT03M43.00S,2022-10-29T00:06:37.2Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,55,58,2022-10-29T00:06:37Z,2970000,,,0,,MISS T. Young Free Throw 2 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
298,PT03M41.00S,2022-10-29T00:06:37.8Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,55,58,2022-10-29T00:06:37Z,2980000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,297.0,1.0,1.0,0.0,,,,,,,,,,,
299,PT03M26.00S,2022-10-29T00:06:52.1Z,2,REGULAR,2pt,Jump Shot,[],1630595,23.702365308804204,46.81372549019608,1610612765,57,58,2022-10-29T00:06:55Z,2990000,16.0,170.0,1,left,C. Cunningham 17' pullup Jump Shot (23 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,17.1,Made,23.0,,,,,,,,,,,,,,,,,
300,PT03M13.00S,2022-10-29T00:07:04.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,89.6681997371879,56.127450980392155,1610612737,57,60,2022-10-29T00:16:00Z,3000000,31.0,45.0,1,right,T. Young driving floating Jump Shot (16 PTS) (C. Capela 1 AST),"[1629027, 203991]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.41,Made,16.0,,,,,,,C. Capela,203991.0,1.0,,,,,,,,
301,PT02M59.00S,2022-10-29T00:07:18.3Z,2,REGULAR,3pt,Jump Shot,[],1630595,33.295006570302235,60.294117647058826,1610612765,57,60,2022-10-29T00:07:22Z,3010000,-51.0,260.0,1,left,MISS C. Cunningham 26' step back 3PT,[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,26.55,Missed,,,,,,,,,,,,,,,,,,
302,PT02M57.00S,2022-10-29T00:07:20.3Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,57,60,2022-10-29T00:07:22Z,3020000,,,0,,J. Collins REBOUND (Off:0 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,301.0,4.0,4.0,0.0,,,,,,,,,,,
303,PT02M51.00S,2022-10-29T00:07:27.1Z,2,REGULAR,3pt,Jump Shot,[],1629027,66.80354796320631,39.950980392156865,1610612737,57,63,2022-10-29T00:07:33Z,3030000,-50.0,260.0,1,right,T. Young 26' 3PT step back (19 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,26.43,Made,19.0,,,,,,,,,,,,,,,,,
304,PT02M34.00S,2022-10-29T00:07:44.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,6.619579500657039,46.32352941176471,1610612765,57,63,2022-10-29T00:07:49Z,3040000,18.0,10.0,1,left,MISS B. Bogdanovic driving Layup - blocked,"[202711, 203991]",1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,2.08,Missed,,Capela,203991.0,,,,,,,,,,,,,,,
305,PT02M34.00S,2022-10-29T00:07:44.7Z,2,REGULAR,block,,[],203991,,,1610612765,57,63,2022-10-29T00:07:47Z,3050000,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
306,PT02M31.00S,2022-10-29T00:07:47.7Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,57,63,2022-10-29T00:07:49Z,3060000,,,0,,C. Capela REBOUND (Off:1 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,304.0,7.0,6.0,1.0,,,,,,,,,,,
307,PT02M27.00S,2022-10-29T00:07:51.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627749,71.27135348226018,21.32352941176471,1610612737,57,63,2022-10-29T00:07:55Z,3070000,-143.0,218.0,1,right,MISS D. Murray 26' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
308,PT02M25.00S,2022-10-29T00:07:53.6Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,57,63,2022-10-29T00:07:55Z,3080000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,307.0,2.0,2.0,0.0,,,,,,,,,,,
309,PT02M11.00S,2022-10-29T00:08:13.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203991,,,1610612765,57,63,2022-10-29T00:08:19Z,3090000,,,0,,C. Capela shooting personal FOUL (1 PF) (Cunningham 2 FT),"[203991, 1630595]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,1.0,0.0,Cunningham,1630595.0,,,
311,PT02M11.00S,2022-10-29T00:08:33.0Z,2,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,58,63,2022-10-29T00:08:33Z,3110000,,,0,,C. Cunningham Free Throw 1 of 2 (24 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
312,PT02M11.00S,2022-10-29T00:08:46.7Z,2,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,59,63,2022-10-29T00:08:46Z,3120000,,,0,,C. Cunningham Free Throw 2 of 2 (25 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
313,PT01M50.00S,2022-10-29T00:09:10.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203991,92.16491458607096,54.411764705882355,1610612737,59,63,2022-10-29T00:09:14Z,3130000,22.0,21.0,1,right,MISS C. Capela Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
314,PT01M49.00S,2022-10-29T00:09:11.1Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,59,63,2022-10-29T00:09:14Z,3140000,,,0,,C. Capela REBOUND (Off:2 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,313.0,8.0,6.0,2.0,,,,,,,,,,,
315,PT01M48.00S,2022-10-29T00:09:12.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203991,93.5611038107753,61.90640318627451,1610612737,59,63,2022-10-29T00:09:18Z,3150000,60.0,8.0,1,right,MISS C. Capela 6' turnaround Hook,[203991],1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,,,,
316,PT01M48.00S,2022-10-29T00:09:12.2Z,2,REGULAR,rebound,defensive,[],202711,,,1610612765,59,63,2022-10-29T00:09:18Z,3160000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,315.0,2.0,1.0,1.0,,,,,,,,,,,
317,PT01M45.00S,2022-10-29T00:09:20.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612765,59,63,2022-10-29T00:09:34Z,3170000,,,0,,J. Holiday personal FOUL (4 PF) (Bogdanovic 2 FT),"[203200, 202711]",1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,202035.0,4.0,0.0,Bogdanovic,202711.0,,,
319,PT01M45.00S,2022-10-29T00:09:49.9Z,2,REGULAR,freethrow,1 of 2,[],202711,,,1610612765,60,63,2022-10-29T00:09:49Z,3190000,,,0,,B. Bogdanovic Free Throw 1 of 2 (8 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
320,PT01M45.00S,2022-10-29T00:09:50.6Z,2,REGULAR,substitution,out,[],203200,,,1610612765,60,63,2022-10-29T00:09:53Z,3200000,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M45.00S,2022-10-29T00:09:50.6Z,2,REGULAR,substitution,in,[],1628988,,,1610612765,60,63,2022-10-29T00:09:53Z,3210000,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M45.00S,2022-10-29T00:10:08.0Z,2,REGULAR,freethrow,2 of 2,[],202711,,,1610612765,61,63,2022-10-29T00:10:08Z,3220000,,,0,,B. Bogdanovic Free Throw 2 of 2 (9 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
323,PT01M36.00S,2022-10-29T00:10:21.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,94.00459921156373,52.94117647058824,1610612737,61,65,2022-10-29T00:10:26Z,3230000,15.0,4.0,1,right,T. Young reverse Layup (21 PTS),[1629027],1610612737.0,ATL,reverse,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.52,Made,21.0,,,,,,,,,,,,,,,,,
324,PT01M15.00S,2022-10-29T00:10:41.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.093955321944804,44.36274509803921,1610612765,63,65,2022-10-29T00:10:45Z,3240000,28.0,5.0,1,left,C. Cunningham driving Layup (27 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.86,Made,27.0,,,,,,,,,,,,,,,,,
325,PT01M04.00S,2022-10-29T00:10:53.6Z,2,REGULAR,3pt,Jump Shot,[],1627749,71.66557161629436,23.039215686274503,1610612737,63,65,2022-10-29T00:10:57Z,3250000,-135.0,214.0,1,right,MISS D. Murray 25' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
326,PT01M00.00S,2022-10-29T00:10:57.6Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,63,65,2022-10-29T00:10:57Z,3260000,,,0,,I. Stewart REBOUND (Off:1 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,,325.0,4.0,3.0,1.0,,,,,,,,,,,
327,PT00M41.40S,2022-10-29T00:11:17.2Z,2,REGULAR,2pt,Jump Shot,[],1630595,21.0742444152431,68.13725490196079,1610612765,63,65,2022-10-29T00:11:22Z,3270000,-91.0,146.0,1,left,MISS C. Cunningham 17' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Left Center,17.15,Missed,,,,,,,,,,,,,,,,,,
328,PT00M39.40S,2022-10-29T00:11:19.2Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,63,65,2022-10-29T00:11:19Z,3280000,,,0,,I. Stewart REBOUND (Off:2 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Left Center,,,,,,327.0,5.0,3.0,2.0,,,,,,,,,,,
329,PT00M38.80S,2022-10-29T00:11:20.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202711,30.66688567674113,27.450980392156865,1610612765,66,65,2022-10-29T00:11:24Z,3290000,113.0,236.0,1,left,B. Bogdanovic 26' 3PT  (12 PTS) (I. Stewart 1 AST),"[202711, 1630191]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,26.13,Made,12.0,,,,,,,I. Stewart,1630191.0,1.0,,,,,,,,
331,PT00M29.20S,2022-10-29T00:11:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.87319316688567,53.67647058823529,1610612737,66,67,2022-10-29T00:12:11Z,3310000,18.0,5.0,1,right,C. Capela cutting Layup (3 PTS) (T. Young 7 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.91,Made,3.0,,,,,,,T. Young,1629027.0,7.0,,,,,,,,
333,PT00M29.20S,2022-10-29T00:11:38.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630595,,,1610612737,66,67,2022-10-29T00:11:47Z,3330000,,,0,,C. Cunningham shooting personal FOUL (3 PF) (Capela 1 FT),"[1630595, 203991]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202035.0,3.0,0.0,Capela,203991.0,,,
335,PT00M29.20S,2022-10-29T00:11:48.8Z,2,REGULAR,substitution,out,[],1630595,,,1610612737,66,67,2022-10-29T00:12:18Z,3350000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M29.20S,2022-10-29T00:11:48.8Z,2,REGULAR,substitution,out,[],1628381,,,1610612737,66,67,2022-10-29T00:12:18Z,3360000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M29.20S,2022-10-29T00:11:48.8Z,2,REGULAR,substitution,in,[],1630165,,,1610612737,66,67,2022-10-29T00:12:18Z,3370000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M29.20S,2022-10-29T00:11:48.8Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,66,67,2022-10-29T00:12:18Z,3380000,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M29.20S,2022-10-29T00:12:15.5Z,2,REGULAR,freethrow,1 of 1,[],203991,,,1610612737,66,67,2022-10-29T00:12:19Z,3390000,,,0,,MISS C. Capela Free Throw 1 of 1,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
340,PT00M26.00S,2022-10-29T00:12:18.7Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,66,67,2022-10-29T00:12:19Z,3400000,,,0,,S. Bey REBOUND (Off:0 Def:3),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,339.0,3.0,3.0,0.0,,,,,,,,,,,
341,PT00M09.70S,2022-10-29T00:12:34.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,9.379106438896187,39.4607843137255,1610612765,66,67,2022-10-29T00:12:41Z,3410000,53.0,36.0,1,left,MISS K. Hayes 6' driving floating Shot,[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,6.37,Missed,,,,,,,,,,,,,,,,,,
342,PT00M08.10S,2022-10-29T00:12:36.0Z,2,REGULAR,rebound,offensive,[],1630165,,,1610612765,66,67,2022-10-29T00:12:36Z,3420000,,,0,,K. Hayes REBOUND (Off:1 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,341.0,2.0,1.0,1.0,,,,,,,,,,,
