actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
88,PT06M53.00S,2023-03-10T00:22:34.2Z,1,REGULAR,substitution,in,[],1630550,,,1610612766,11,13,2023-03-10T00:22:49Z,880000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M43.00S,2023-03-10T00:23:15.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626162,12.302890932982917,40.44117647058824,1610612766,11,13,2023-03-10T00:23:20Z,890000,False,48.0,63.0,1,left,MISS K. Oubre Jr. 7' pullup Shot,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,,,,,,,,,,,,,,,,,,
90,PT06M42.00S,2023-03-10T00:23:16.1Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612766,11,13,2023-03-10T00:23:16Z,900000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,89.0,,,,,,1.0,0.0,1.0,,,,,,,,,
91,PT06M42.00S,2023-03-10T00:23:17.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626162,6.915243101182654,49.01960784313725,1610612766,11,13,2023-03-10T00:23:23Z,910000,False,5.0,13.0,1,left,MISS K. Oubre Jr. floating Shot,[1626162],1610612766.0,CHA,floating,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.34,Missed,,,,,,,,,,,,,,,,,,
92,PT06M40.00S,2023-03-10T00:23:18.7Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612766,11,13,2023-03-10T00:23:18Z,920000,False,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:0),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,91.0,,,,,,2.0,0.0,2.0,,,,,,,,,
93,PT06M32.00S,2023-03-10T00:23:26.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",202330,14.536793692509855,43.872549019607845,1610612766,11,13,2023-03-10T00:23:31Z,930000,False,31.0,84.0,1,left,MISS G. Hayward 8' turnaround Shot,[202330],1610612766.0,CHA,turnaround,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,8.95,Missed,,,,,,,,,,,,,,,,,,
94,PT06M28.00S,2023-03-10T00:23:30.1Z,1,REGULAR,rebound,defensive,[],203585,,,1610612765,11,13,2023-03-10T00:23:31Z,940000,False,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,In The Paint (Non-RA),8-16 Center,,,93.0,,,,,,1.0,1.0,0.0,,,,,,,,,
95,PT06M25.00S,2023-03-10T00:23:33.0Z,1,REGULAR,turnover,bad pass,[],203585,,,1610612765,11,13,2023-03-10T00:23:37Z,950000,False,,,0,,R. McGruder bad pass TURNOVER (1 TO),"[203585, 1630550]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Thor,1630550.0,,
96,PT06M25.00S,2023-03-10T00:23:33.0Z,1,REGULAR,steal,,[],1630550,,,1610612766,11,13,2023-03-10T00:23:34Z,960000,False,,,0,,J. Thor STEAL (1 STL),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT06M21.00S,2023-03-10T00:23:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,7.703679369250986,45.588235294117645,1610612766,11,15,2023-03-10T00:23:43Z,970000,False,22.0,20.0,1,left,K. Oubre Jr. running Layup (2 PTS) (G. Hayward 2 AST),"[1626162, 202330]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.97,Made,,,,,,,,,,2.0,G. Hayward,202330.0,2.0,,,,,
99,PT06M04.00S,2023-03-10T00:23:53.5Z,1,REGULAR,3pt,Jump Shot,[],203585,77.21747700394218,11.029411764705882,1610612765,11,15,2023-03-10T00:24:00Z,990000,False,-195.0,162.0,1,right,MISS R. McGruder 25' 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
100,PT06M03.00S,2023-03-10T00:23:54.5Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,11,15,2023-03-10T00:24:00Z,1000000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,99.0,,,,,,1.0,0.0,1.0,,,,,,,,,
101,PT06M01.00S,2023-03-10T00:23:57.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,93.9060446780552,50.73529411764706,1610612765,13,15,2023-03-10T00:29:19Z,1010000,False,4.0,5.0,1,right,J. Duren putback DUNK (2 PTS),[1631105],1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,2.0,,,,,,,,
102,PT05M48.00S,2023-03-10T00:24:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,7.440867279894875,48.529411764705884,1610612766,13,15,2023-03-10T00:24:16Z,1020000,False,7.0,17.0,1,left,MISS T. Rozier Layup,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,,,
103,PT05M44.00S,2023-03-10T00:24:13.4Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,13,15,2023-03-10T00:24:16Z,1030000,False,,,0,,I. Livers REBOUND (Off:0 Def:2),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,,,102.0,,,,,,2.0,2.0,0.0,,,,,,,,,
105,PT05M41.00S,2023-03-10T00:24:33.3Z,1,REGULAR,turnover,bad pass,[],1631093,,,1610612765,13,15,2023-03-10T00:24:38Z,1050000,False,,,0,,J. Ivey bad pass TURNOVER (3 TO),"[1631093, 1626162]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,3.0,Oubre Jr.,1626162.0,,
106,PT05M41.00S,2023-03-10T00:24:33.3Z,1,REGULAR,steal,,[],1626162,,,1610612766,13,15,2023-03-10T00:24:35Z,1060000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
107,PT05M30.00S,2023-03-10T00:24:44.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202330,15.850854139290407,47.30392156862745,1610612766,13,15,2023-03-10T00:24:49Z,1070000,False,13.0,96.0,1,left,MISS G. Hayward 9' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,9.74,Missed,,,,,,,,,,,,,,,,,,
108,PT05M27.00S,2023-03-10T00:24:47.1Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,13,15,2023-03-10T00:24:49Z,1080000,False,,,0,,I. Livers REBOUND (Off:0 Def:3),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),8-16 Center,,,107.0,,,,,,3.0,3.0,0.0,,,,,,,,,
109,PT05M21.00S,2023-03-10T00:24:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,92.06636005256242,47.794117647058826,1610612765,15,15,2023-03-10T00:25:00Z,1090000,False,-11.0,22.0,1,right,J. Ivey running Layup (7 PTS),[1631093],1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.47,Made,,,,,,,,,,7.0,,,,,,,,
110,PT05M05.00S,2023-03-10T00:25:08.7Z,1,REGULAR,3pt,Jump Shot,[],1626162,6.521024967148489,2.941176470588235,1610612766,15,18,2023-03-10T00:25:13Z,1100000,False,235.0,9.0,1,left,K. Oubre Jr. 3PT  (5 PTS) (G. Hayward 3 AST),"[1626162, 202330]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,23.55,Made,,,,,,,,,,5.0,G. Hayward,202330.0,3.0,,,,,
112,PT04M49.00S,2023-03-10T00:25:27.4Z,1,REGULAR,foul,personal,['2freethrow'],1630550,,,1610612765,15,18,2023-03-10T00:25:39Z,1120000,False,,,0,,J. Thor shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1630550, 1628963]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,1.0,0.0,Bagley III,1628963.0,,,,,,,,,,,,
114,PT04M49.00S,2023-03-10T00:26:04.3Z,1,REGULAR,freethrow,1 of 2,[],1628963,,,1610612765,16,18,2023-03-10T00:26:04Z,1140000,False,,,0,,M. Bagley III Free Throw 1 of 2 (1 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
115,PT04M49.00S,2023-03-10T00:26:05.1Z,1,REGULAR,substitution,out,[],203585,,,1610612765,16,18,2023-03-10T00:26:30Z,1150000,False,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M49.00S,2023-03-10T00:26:05.1Z,1,REGULAR,substitution,out,[],1626162,,,1610612765,16,18,2023-03-10T00:26:30Z,1160000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M49.00S,2023-03-10T00:26:05.1Z,1,REGULAR,substitution,in,[],1630165,,,1610612765,16,18,2023-03-10T00:26:30Z,1170000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M49.00S,2023-03-10T00:26:05.1Z,1,REGULAR,substitution,in,[],1628372,,,1610612765,16,18,2023-03-10T00:26:30Z,1180000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M49.00S,2023-03-10T00:26:31.1Z,1,REGULAR,freethrow,2 of 2,[],1628963,,,1610612765,17,18,2023-03-10T00:26:31Z,1190000,False,,,0,,M. Bagley III Free Throw 2 of 2 (2 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
120,PT04M36.00S,2023-03-10T00:26:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,9.674770039421814,44.85294117647059,1610612766,17,20,2023-03-10T00:26:50Z,1200000,False,26.0,38.0,1,left,G. Hayward driving finger roll Layup (2 PTS),[202330],1610612766.0,CHA,driving finger roll,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,,,,,,,,,,2.0,,,,,,,,
121,PT04M22.00S,2023-03-10T00:26:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,94.1688567674113,46.07843137254902,1610612765,19,20,2023-03-10T00:27:04Z,1210000,False,-20.0,2.0,1,right,M. Bagley III driving reverse Layup (4 PTS) (J. Duren 1 AST),"[1628963, 1631105]",1610612765.0,DET,driving reverse,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,,,,,,4.0,J. Duren,1631105.0,1.0,,,,,
123,PT04M07.00S,2023-03-10T00:27:11.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,13.485545335085414,44.36274509803921,1610612766,19,22,2023-03-10T00:27:19Z,1230000,False,28.0,74.0,1,left,T. Rozier 7' driving floating Jump Shot (4 PTS),[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,7.95,Made,,,,,,,,,,4.0,,,,,,,,
124,PT03M51.00S,2023-03-10T00:27:26.7Z,1,REGULAR,turnover,bad pass,[],1631105,,,1610612765,19,22,2023-03-10T00:27:30Z,1240000,False,,,0,,J. Duren bad pass TURNOVER (2 TO),"[1631105, 1628372]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Smith Jr.,1628372.0,,
125,PT03M51.00S,2023-03-10T00:27:26.7Z,1,REGULAR,steal,,[],1628372,,,1610612766,19,22,2023-03-10T00:27:28Z,1250000,False,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT03M47.00S,2023-03-10T00:27:30.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626179,21.23850197109067,88.72549019607843,1610612766,19,22,2023-03-10T00:27:36Z,1260000,False,-194.0,147.0,1,left,MISS T. Rozier 24' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,24.31,Missed,,,,,,,,,,,,,,,,,,
127,PT03M45.00S,2023-03-10T00:27:32.7Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,19,22,2023-03-10T00:27:36Z,1270000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,126.0,,,,,,2.0,1.0,1.0,,,,,,,,,
128,PT03M33.00S,2023-03-10T00:27:45.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,86.81011826544021,59.55882352941176,1610612765,19,22,2023-03-10T00:27:57Z,1280000,False,48.0,71.0,1,right,MISS K. Hayes 8' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Right,8.6,Missed,,,,,,,,,,,,,,,,,,
129,PT03M30.00S,2023-03-10T00:27:48.1Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,19,22,2023-03-10T00:27:57Z,1290000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Right,,,128.0,,,,,,1.0,0.0,1.0,,,,,,,,,
130,PT03M29.00S,2023-03-10T00:27:50.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628963,86.94152431011827,53.67647058823529,1610612765,19,22,2023-03-10T00:28:00Z,1300000,False,18.0,70.0,1,right,MISS M. Bagley III 7' turnaround Hook,[1628963],1610612765.0,DET,turnaround,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,7.26,Missed,,,,,,,,,,,,,,,,,,
131,PT03M27.00S,2023-03-10T00:27:52.3Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,19,22,2023-03-10T00:28:00Z,1310000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,130.0,,,,,,1.0,1.0,0.0,,,,,,,,,
132,PT03M20.00S,2023-03-10T00:28:03.1Z,1,REGULAR,foul,personal,[],1631093,,,1610612766,19,22,2023-03-10T00:28:34Z,1320000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 1628372]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,200834.0,1.0,0.0,Smith Jr.,1628372.0,,,,,,,,,,,,
134,PT03M20.00S,2023-03-10T00:28:07.8Z,1,REGULAR,substitution,out,[],202330,,,1610612766,19,22,2023-03-10T00:28:11Z,1340000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M20.00S,2023-03-10T00:28:07.8Z,1,REGULAR,substitution,in,[],1631121,,,1610612766,19,22,2023-03-10T00:28:11Z,1350000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M20.00S,2023-03-10T00:28:07.8Z,1,REGULAR,substitution,out,[],1628963,,,1610612766,19,22,2023-03-10T00:28:25Z,1360000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M20.00S,2023-03-10T00:28:07.8Z,1,REGULAR,substitution,in,[],1630647,,,1610612766,19,22,2023-03-10T00:28:25Z,1370000,False,,,0,,SUB in: E. Omoruyi,[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M07.00S,2023-03-10T00:28:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,15.719448094612352,44.85294117647059,1610612766,19,22,2023-03-10T00:28:53Z,1380000,False,26.0,95.0,1,left,MISS D. Smith Jr. 9' pullup Shot,[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.87,Missed,,,,,,,,,,,,,,,,,,
139,PT03M04.00S,2023-03-10T00:28:51.6Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,19,22,2023-03-10T00:28:53Z,1390000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,138.0,,,,,,3.0,2.0,1.0,,,,,,,,,
140,PT02M54.00S,2023-03-10T00:29:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,91.93495400788436,44.85294117647059,1610612765,21,22,2023-03-10T00:30:18Z,1400000,False,-26.0,23.0,1,right,J. Duren cutting Layup (4 PTS) (K. Hayes 1 AST),"[1631105, 1630165]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.47,Made,,,,,,,,,,4.0,K. Hayes,1630165.0,1.0,,,,,
142,PT02M45.00S,2023-03-10T00:29:09.2Z,1,REGULAR,2pt,Jump Shot,[],1630550,9.149145860709593,9.068627450980392,1610612766,21,24,2023-03-10T00:31:32Z,1420000,False,205.0,34.0,1,left,J. Thor 20' Jump Shot (2 PTS) (T. Rozier 4 AST),"[1630550, 1626179]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Mid-Range,16-24 Right,20.74,Made,,,,,,,,,,2.0,T. Rozier,1626179.0,4.0,,,,,
144,PT02M32.00S,2023-03-10T00:29:24.1Z,1,REGULAR,2pt,Jump Shot,[],1630587,89.17542706964521,84.06862745098039,1610612765,23,24,2023-03-10T00:29:31Z,1440000,False,170.0,49.0,1,right,I. Livers 17' Jump Shot (2 PTS) (J. Ivey 2 AST),"[1630587, 1631093]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Mid-Range,16-24 Right,17.73,Made,,,,,,,,,,2.0,J. Ivey,1631093.0,2.0,,,,,
146,PT02M12.00S,2023-03-10T00:29:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,9.017739816031538,48.77450980392157,1610612766,23,26,2023-03-10T00:29:47Z,1460000,False,6.0,32.0,1,left,T. Rozier floating Jump Shot (6 PTS),[1626179],1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.29,Made,,,,,,,,,,6.0,,,,,,,,
147,PT01M54.00S,2023-03-10T00:30:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,91.40932982917214,51.225490196078425,1610612765,23,26,2023-03-10T00:36:01Z,1470000,False,6.0,28.0,1,right,MISS J. Duren Layup - blocked,"[1631105, 1626179]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,Rozier,1626179.0
148,PT01M54.00S,2023-03-10T00:30:03.2Z,1,REGULAR,block,,[],1626179,,,1610612765,23,26,2023-03-10T00:30:05Z,1480000,False,,,0,,T. Rozier BLOCK (2 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
149,PT01M53.00S,2023-03-10T00:30:04.2Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,23,26,2023-03-10T00:36:01Z,1490000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,147.0,,,,,,4.0,2.0,2.0,,,,,,,,,
150,PT01M48.00S,2023-03-10T00:30:07.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,93.11760840998686,47.794117647058826,1610612765,23,26,2023-03-10T00:30:12Z,1500000,False,-11.0,12.0,1,right,MISS J. Duren DUNK - blocked,"[1631105, 1630208]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,Richards,1630208.0
182,PT01M48.00S,2023-03-10T00:30:07.5Z,1,REGULAR,block,,[],1630208,,,1610612765,23,26,2023-03-10T00:38:01Z,1505000,False,,,0,,N. Richards BLOCK (1 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
151,PT01M48.00S,2023-03-10T00:30:07.5Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,23,26,2023-03-10T00:30:12Z,1510000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,150.0,,,,,,2.0,2.0,0.0,,,,,,,,,
152,PT01M40.00S,2023-03-10T00:30:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,6.389618922470433,48.28431372549019,1610612766,23,28,2023-03-10T00:30:21Z,1520000,False,9.0,8.0,1,left,T. Rozier Layup (8 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,,,,8.0,,,,,,,,
153,PT01M27.00S,2023-03-10T00:30:28.5Z,1,REGULAR,3pt,Jump Shot,[],1630165,81.02825229960578,3.6764705882352944,1610612765,23,28,2023-03-10T00:30:34Z,1530000,False,-232.0,126.0,1,right,MISS K. Hayes 26' step back 3PT,[1630165],1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
154,PT01M23.00S,2023-03-10T00:30:32.5Z,1,REGULAR,rebound,defensive,[],1631121,,,1610612766,23,28,2023-03-10T00:30:34Z,1540000,False,,,0,,B. McGowens REBOUND (Off:0 Def:1),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,,,153.0,,,,,,1.0,1.0,0.0,,,,,,,,,
155,PT01M17.00S,2023-03-10T00:30:38.4Z,1,REGULAR,2pt,Jump Shot,[],1630550,10.33180026281209,9.313725490196079,1610612766,23,28,2023-03-10T00:30:43Z,1550000,False,203.0,45.0,1,left,MISS J. Thor 20' Jump Shot,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Mid-Range,16-24 Right,20.82,Missed,,,,,,,,,,,,,,,,,,
156,PT01M13.00S,2023-03-10T00:30:42.1Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,23,28,2023-03-10T00:30:42Z,1560000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Right,,,155.0,,,,,,1.0,1.0,0.0,,,,,,,,,
157,PT01M07.00S,2023-03-10T00:30:56.9Z,1,REGULAR,foul,personal,[],1630550,,,1610612765,23,28,2023-03-10T00:31:07Z,1570000,False,,,0,,J. Thor personal FOUL (2 PF),"[1630550, 1630165]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,,203591.0,2.0,0.0,Hayes,1630165.0,,,,,,,,,,,,
160,PT01M07.00S,2023-03-10T00:33:16.3Z,1,REGULAR,substitution,out,[],1630587,,,1610612765,23,28,2023-03-10T00:33:37Z,1600000,False,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M07.00S,2023-03-10T00:33:16.3Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,23,28,2023-03-10T00:33:37Z,1610000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M07.00S,2023-03-10T00:33:16.3Z,1,REGULAR,substitution,out,[],1626179,,,1610612765,23,28,2023-03-10T00:33:37Z,1620000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M07.00S,2023-03-10T00:33:16.3Z,1,REGULAR,substitution,out,[],1630550,,,1610612765,23,28,2023-03-10T00:33:37Z,1630000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M07.00S,2023-03-10T00:33:16.3Z,1,REGULAR,substitution,in,[],1630181,,,1610612765,23,28,2023-03-10T00:33:37Z,1640000,False,,,0,,SUB in: R. Hampton,[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT01M07.00S,2023-03-10T00:33:16.3Z,1,REGULAR,substitution,in,[],202709,,,1610612765,23,28,2023-03-10T00:33:37Z,1650000,False,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT01M07.00S,2023-03-10T00:33:16.3Z,1,REGULAR,substitution,in,[],1626162,,,1610612765,23,28,2023-03-10T00:33:37Z,1660000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
