actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-12-17T00:10:42.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-17T00:10:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-12-17T00:10:45.1Z,1,REGULAR,jumpball,recovered,[],1628368,,,1610612758,0,0,2022-12-17T00:10:45Z,40000,False,,,0,,Jump Ball D. Sabonis vs. J. Duren: Tip to D. Fox,"[1628368, 1627734, 1631105]",1610612758.0,SAC,startperiod,D. Fox,1628368.0,Fox,D. Fox,Sabonis,1627734.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2022-12-17T00:10:58.7Z,1,REGULAR,3pt,Jump Shot,[],1628368,66.67214191852825,54.65686274509804,1610612758,0,0,2022-12-17T00:11:30Z,70000,False,23.0,261.0,1,right,MISS D. Fox 26' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,26.18,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2022-12-17T00:10:59.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,0,0,2022-12-17T00:11:03Z,80000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Center,,,7.0,,,,,,,,,,,,,,,,,
10,PT11M32.00S,2022-12-17T00:11:13.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,10.036136662286467,36.029411764705884,1610612765,0,0,2022-12-17T01:14:45Z,100000,False,70.0,42.0,1,left,MISS B. Bogdanovic 8' driving Layup,[202711],1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Right,8.14,Missed,,,,,,,,,,,,,,,,,,
11,PT11M26.00S,2022-12-17T00:11:19.9Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,0,0,2022-12-17T00:11:21Z,110000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Right,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT11M26.00S,2022-12-17T00:11:20.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631105,5.590000152587891,50.0,1610612765,0,0,2022-12-17T00:11:22Z,120000,False,0.0,0.0,1,left,MISS J. Duren tip Layup,[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
13,PT11M26.00S,2022-12-17T00:11:20.5Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,0,0,2022-12-17T00:11:22Z,130000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M11.00S,2022-12-17T00:11:36.1Z,1,REGULAR,3pt,Jump Shot,[],1631099,72.7168199737188,21.813725490196077,1610612758,0,3,2022-12-17T00:11:43Z,140000,False,-141.0,204.0,1,right,K. Murray 24' 3PT  (3 PTS) (D. Sabonis 1 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,24.79,Made,,,,,3.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,
16,PT10M51.00S,2022-12-17T00:11:54.7Z,1,REGULAR,3pt,Jump Shot,[],1631093,34.346254927726676,68.38235294117646,1610612765,3,3,2022-12-17T00:11:59Z,160000,False,-92.0,270.0,1,left,J. Ivey 28' 3PT  (3 PTS) (B. Bogdanovic 1 AST),"[1631093, 202711]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,28.56,Made,,,,,3.0,B. Bogdanovic,202711.0,1.0,,,,,,,,,,
18,PT10M35.00S,2022-12-17T00:12:11.2Z,1,REGULAR,3pt,Jump Shot,[],203084,93.42969776609723,96.30055147058823,1610612758,3,6,2022-12-17T00:12:16Z,180000,False,232.0,9.0,1,right,H. Barnes 3PT  (3 PTS) (D. Fox 1 AST),"[203084, 1628368]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,23.17,Made,,,,,3.0,D. Fox,1628368.0,1.0,,,,,,,,,,
20,PT10M17.00S,2022-12-17T00:12:29.0Z,1,REGULAR,3pt,Jump Shot,[],1630191,31.19866951379764,32.084865196078425,1610612765,6,6,2022-12-17T00:12:35Z,200000,False,90.0,241.0,1,left,I. Stewart 25' 3PT  (3 PTS) (B. Bogdanovic 2 AST),"[1630191, 202711]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,25.69,Made,,,,,3.0,B. Bogdanovic,202711.0,2.0,,,,,,,,,,
22,PT09M56.00S,2022-12-17T00:12:50.7Z,1,REGULAR,2pt,Jump Shot,[],1628989,81.52102496714849,21.32352941176471,1610612758,6,6,2022-12-17T00:13:21Z,220000,False,-143.0,121.0,1,right,MISS K. Huerter 18' step back Shot,[1628989],1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Left Center,18.78,Missed,,,,,,,,,,,,,,,,,,
23,PT09M50.00S,2022-12-17T00:12:56.7Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,6,6,2022-12-17T00:12:58Z,230000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M48.00S,2022-12-17T00:12:58.6Z,1,REGULAR,turnover,bad pass,[],1631093,,,1610612765,6,6,2022-12-17T00:13:03Z,240000,False,,,0,,J. Ivey bad pass TURNOVER (1 TO),"[1631093, 1627734]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Sabonis,1627734.0,,,,,,,
25,PT09M48.00S,2022-12-17T00:12:58.6Z,1,REGULAR,steal,,[],1627734,,,1610612758,6,6,2022-12-17T00:13:00Z,250000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M39.00S,2022-12-17T00:13:07.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631099,91.45860709592641,56.533394607843135,1610612758,6,6,2022-12-17T00:13:12Z,260000,False,33.0,28.0,1,right,MISS K. Murray driving Layup - blocked,"[1631099, 1631105]",1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,,,,,,,,Duren,1631105.0,,,,,
27,PT09M39.00S,2022-12-17T00:13:07.2Z,1,REGULAR,block,,[],1631105,,,1610612758,6,6,2022-12-17T00:13:10Z,270000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M36.00S,2022-12-17T00:13:10.2Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,6,6,2022-12-17T00:13:12Z,280000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M28.00S,2022-12-17T00:13:18.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,15.686596583442835,62.99019607843137,1610612765,8,6,2022-12-17T00:13:23Z,290000,False,-65.0,95.0,1,left,K. Hayes 11' driving floating Jump Shot (2 PTS),[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Left,11.51,Made,,,,,2.0,,,,,,,,,,,,,
30,PT09M20.00S,2022-12-17T00:13:26.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,93.47897503285151,43.13725490196079,1610612758,8,8,2022-12-17T00:15:54Z,300000,False,-34.0,9.0,1,right,K. Murray Layup (5 PTS) (D. Fox 2 AST),"[1631099, 1628368]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,3.54,Made,,,,,5.0,D. Fox,1628368.0,2.0,,,,,,,,,,
32,PT09M15.00S,2022-12-17T00:13:38.8Z,1,REGULAR,foul,personal,[],1628368,,,1610612765,8,8,2022-12-17T00:13:45Z,320000,False,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1631093]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Ivey,1631093.0
34,PT09M06.00S,2022-12-17T00:14:03.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,18.31471747700394,63.72549019607843,1610612765,10,8,2022-12-17T00:14:07Z,340000,False,-69.0,120.0,1,left,K. Hayes 13' Jump Shot (4 PTS) (J. Ivey 1 AST),"[1630165, 1631093]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,13.8,Made,,,,,4.0,J. Ivey,1631093.0,1.0,,,,,,,,,,
36,PT08M57.00S,2022-12-17T00:14:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,94.79303547963207,43.872549019607845,1610612758,10,10,2022-12-17T00:16:44Z,360000,False,-31.0,-4.0,1,right,H. Barnes driving Layup (5 PTS) (D. Fox 3 AST),"[203084, 1628368]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,3.08,Made,,,,,5.0,D. Fox,1628368.0,3.0,,,,,,,,,,
38,PT08M40.00S,2022-12-17T00:14:29.1Z,1,REGULAR,3pt,Jump Shot,[],1631093,7.276609724047319,5.392156862745097,1610612765,10,10,2022-12-17T00:14:33Z,380000,False,223.0,16.0,1,left,MISS J. Ivey 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Right Corner 3,24+ Right,22.36,Missed,,,,,,,,,,,,,,,,,,
39,PT08M38.00S,2022-12-17T00:14:31.1Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,10,10,2022-12-17T00:14:33Z,390000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M32.00S,2022-12-17T00:14:36.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628368,92.0335085413929,45.833333333333336,1610612758,10,12,2022-12-17T00:17:27Z,400000,False,-21.0,22.0,1,right,D. Fox running finger roll Layup (2 PTS),[1628368],1610612758.0,SAC,running finger roll,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,2.0,,,,,,,,,,,,,
41,PT08M14.00S,2022-12-17T00:14:54.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,9.904730617608408,59.31372549019608,1610612765,10,12,2022-12-17T01:17:27Z,410000,False,-47.0,41.0,1,left,MISS J. Ivey 6' driving floating bank Shot,[1631093],1610612765.0,DET,driving floating bank,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,6.18,Missed,,,,,,,,,,,,,,,,,,
42,PT08M12.00S,2022-12-17T00:14:56.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,10,12,2022-12-17T00:14:59Z,420000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT08M04.00S,2022-12-17T00:15:05.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,89.01116951379764,40.19607843137255,1610612758,10,14,2022-12-17T00:18:03Z,430000,False,-49.0,51.0,1,right,D. Fox 7' fadeaway Jump Shot (4 PTS),[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,7.06,Made,,,,,4.0,,,,,,,,,,,,,
44,PT07M46.00S,2022-12-17T00:15:23.3Z,1,REGULAR,2pt,Jump Shot,[],202711,24.6222076215506,50.245098039215684,1610612765,10,14,2022-12-17T00:15:29Z,440000,False,-1.0,179.0,1,left,MISS B. Bogdanovic 17' turnaround Shot,[202711],1610612765.0,DET,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Center,17.89,Missed,,,,,,,,,,,,,,,,,,
45,PT07M41.00S,2022-12-17T00:15:28.3Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,10,14,2022-12-17T00:15:29Z,450000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT07M34.00S,2022-12-17T00:15:35.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,88.87976346911958,46.32352941176471,1610612758,10,14,2022-12-17T00:15:42Z,460000,False,-18.0,52.0,1,right,MISS H. Barnes floating Shot,[203084],1610612758.0,SAC,floating,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,,,,,,,,,,,,,,,,,
47,PT07M30.00S,2022-12-17T00:15:39.3Z,1,REGULAR,rebound,offensive,[],1628989,,,1610612758,10,14,2022-12-17T00:15:39Z,470000,False,,,0,,K. Huerter REBOUND (Off:1 Def:0),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,46.0,1.0,0.0,1.0,,,,,,,,,,,,,,
48,PT07M26.00S,2022-12-17T00:15:44.1Z,1,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612758,10,14,2022-12-17T00:16:02Z,480000,False,,,0,,J. Ivey shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1631093, 1627734]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Sabonis,1627734.0
50,PT07M26.00S,2022-12-17T00:16:23.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612758,10,15,2022-12-17T00:16:23Z,500000,False,,,0,,D. Sabonis Free Throw 1 of 2 (1 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
51,PT07M26.00S,2022-12-17T00:16:48.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612758,10,15,2022-12-17T00:16:48Z,510000,False,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
52,PT07M23.00S,2022-12-17T00:16:49.6Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,10,15,2022-12-17T00:16:49Z,520000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,51.0,2.0,1.0,1.0,,,,,,,,,,,,,,
53,PT07M20.00S,2022-12-17T00:16:57.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,10,15,2022-12-17T00:16:57Z,530000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M06.00S,2022-12-17T00:20:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,10.430354796320628,55.3921568627451,1610612765,10,15,2022-12-17T00:20:19Z,540000,False,-27.0,46.0,1,left,MISS J. Duren Layup - blocked,"[1631105, 1627734]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,Sabonis,1627734.0,,,,,
55,PT07M06.00S,2022-12-17T00:20:15.0Z,1,REGULAR,block,,[],1627734,,,1610612765,10,15,2022-12-17T00:20:18Z,550000,False,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
