actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
86,PT04M35.00S,2022-10-26T23:25:54.7Z,1,REGULAR,substitution,in,[],203200,,,1610612737,16,26,2022-10-26T23:26:12Z,860000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M35.00S,2022-10-26T23:25:54.7Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,16,26,2022-10-26T23:26:12Z,870000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M35.00S,2022-10-26T23:26:19.7Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,16,27,2022-10-26T23:26:19Z,880000,,,0,,T. Young Free Throw 2 of 2 (11 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
89,PT04M25.00S,2022-10-26T23:26:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.72339027595268,53.431372549019606,1610612765,18,27,2022-10-26T23:27:20Z,890000,17.0,16.0,1,right,C. Cunningham driving Layup (7 PTS) (K. Hayes 2 AST),"[1630595, 1630165]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,7.0,K. Hayes,1630165.0,2.0,,,,,,,,,,
91,PT04M11.00S,2022-10-26T23:26:48.7Z,1,REGULAR,foul,personal,[],1630165,,,1610612737,18,27,2022-10-26T23:27:05Z,910000,,,0,,K. Hayes personal FOUL (2 PF),"[1630165, 1628381]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628480.0,2.0,0.0,Collins,1628381.0,,,,,
93,PT04M00.00S,2022-10-26T23:27:17.2Z,1,REGULAR,3pt,Jump Shot,[],1629027,35.29894875164258,15.686274509803921,1610612737,18,27,2022-10-26T23:27:21Z,930000,172.0,279.0,1,left,MISS T. Young 32' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,32.78,Missed,,,,,,,,,,,,,,,,,,
94,PT03M57.00S,2022-10-26T23:27:20.2Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,18,27,2022-10-26T23:27:21Z,940000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,93.0,2.0,2.0,0.0,,,,,,,,,,,,,,
95,PT03M36.00S,2022-10-26T23:27:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,89.43823915900131,41.42156862745098,1610612765,20,27,2022-10-26T23:27:45Z,950000,-43.0,47.0,1,right,C. Cunningham 6' driving Layup (9 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,6.35,Made,,,,,9.0,,,,,,,,,,,,,
96,PT03M30.00S,2022-10-26T23:27:47.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,5.601182654402102,50.98039215686274,1610612737,20,29,2022-10-26T23:31:05Z,960000,-5.0,0.0,1,left,O. Okongwu alley-oop DUNK (2 PTS) (T. Young 2 AST),"[1630168, 1629027]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,2.0,T. Young,1629027.0,2.0,,,,,,,,,,
98,PT03M18.00S,2022-10-26T23:27:59.0Z,1,REGULAR,3pt,Jump Shot,[],1630587,74.06373193166885,17.647058823529413,1610612765,23,29,2022-10-26T23:28:03Z,980000,-162.0,191.0,1,right,I. Livers 25' 3PT  (3 PTS) (C. Cunningham 2 AST),"[1630587, 1630595]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,25.05,Made,,,,,3.0,C. Cunningham,1630595.0,2.0,,,,,,,,,,
100,PT03M09.00S,2022-10-26T23:28:13.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,23,29,2022-10-26T23:28:13Z,1000000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M09.00S,2022-10-26T23:30:30.0Z,1,REGULAR,substitution,out,[],1630165,,,1610612737,23,29,2022-10-26T23:31:06Z,1010000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M09.00S,2022-10-26T23:30:30.0Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,23,29,2022-10-26T23:31:06Z,1020000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M09.00S,2022-10-26T23:30:30.0Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,23,29,2022-10-26T23:31:06Z,1030000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M09.00S,2022-10-26T23:30:30.0Z,1,REGULAR,substitution,in,[],1628977,,,1610612737,23,29,2022-10-26T23:31:06Z,1040000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M09.00S,2022-10-26T23:30:30.0Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,23,29,2022-10-26T23:31:06Z,1050000,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M09.00S,2022-10-26T23:30:30.0Z,1,REGULAR,substitution,in,[],1628988,,,1610612737,23,29,2022-10-26T23:31:06Z,1060000,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M54.00S,2022-10-26T23:31:29.0Z,1,REGULAR,2pt,Jump Shot,[],1629027,28.07161629434954,39.21568627450981,1610612737,23,29,2022-10-26T23:31:35Z,1070000,54.0,211.0,1,left,MISS T. Young 21' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Center,21.82,Missed,,,,,,,,,,,,,,,,,,
109,PT02M52.00S,2022-10-26T23:31:31.0Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,23,29,2022-10-26T23:31:35Z,1080000,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Center,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT02M33.00S,2022-10-26T23:31:49.2Z,1,REGULAR,3pt,Jump Shot,[],202711,67.62483574244416,60.5392156862745,1610612765,26,29,2022-10-26T23:31:54Z,1090000,53.0,252.0,1,right,B. Bogdanovic 25' 3PT step back (10 PTS),[202711],1610612765.0,DET,step back,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,25.73,Made,,,,,10.0,,,,,,,,,,,,,
111,PT02M17.00S,2022-10-26T23:32:05.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,11.383048620236531,50.98039215686274,1610612737,26,29,2022-10-26T23:32:09Z,1100000,-5.0,55.0,1,left,MISS T. Young driving Layup - blocked,"[1629027, 1630587]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,Livers,1630587.0,,,
112,PT02M17.00S,2022-10-26T23:32:05.5Z,1,REGULAR,block,,[],1630587,,,1610612737,26,29,2022-10-26T23:43:41Z,1110000,,,0,,I. Livers BLOCK (1 BLK),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT02M14.00S,2022-10-26T23:32:08.5Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,26,29,2022-10-26T23:32:09Z,1120000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT02M11.00S,2022-10-26T23:32:11.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630587,74.45795006570303,14.215686274509803,1610612765,26,29,2022-10-26T23:33:16Z,1130000,-179.0,188.0,1,right,MISS I. Livers 25' running 3PT,[1630587],1610612765.0,DET,running,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
115,PT02M08.00S,2022-10-26T23:32:14.9Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,26,29,2022-10-26T23:32:16Z,1140000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT01M57.00S,2022-10-26T23:32:25.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629027,6.521024967148489,51.71568627450981,1610612737,26,29,2022-10-26T23:32:39Z,1160000,-9.0,9.0,1,left,MISS T. Young running reverse Layup,[1629027],1610612737.0,ATL,running reverse,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
118,PT01M57.00S,2022-10-26T23:32:25.0Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,26,29,2022-10-26T23:32:47Z,1170000,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,117.0,2.0,2.0,0.0,,,,,,,,,,,,,,
119,PT01M45.00S,2022-10-26T23:32:37.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,84.1819973718791,57.107843137254896,1610612765,28,29,2022-10-26T23:32:52Z,1180000,36.0,96.0,1,right,C. Cunningham 10' floating Jump Shot (11 PTS),[1630595],1610612765.0,DET,floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,10.25,Made,,,,,11.0,,,,,,,,,,,,,
120,PT01M29.00S,2022-10-26T23:32:53.9Z,1,REGULAR,2pt,Jump Shot,[],1628988,24.655059132720105,38.48039215686275,1610612737,28,31,2022-10-26T23:33:00Z,1190000,58.0,179.0,1,left,A. Holiday 18' pullup Jump Shot (2 PTS),[1628988],1610612737.0,ATL,pullup,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Center,18.83,Made,,,,,2.0,,,,,,,,,,,,,
121,PT01M14.00S,2022-10-26T23:33:08.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.46057818659659,42.8921568627451,1610612765,28,31,2022-10-26T23:33:12Z,1200000,-36.0,18.0,1,right,MISS C. Cunningham Layup - blocked,"[1630595, 1628988]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,Holiday,1628988.0,,,
122,PT01M14.00S,2022-10-26T23:33:08.8Z,1,REGULAR,block,,[],1628988,,,1610612765,28,31,2022-10-26T23:36:30Z,1210000,,,0,,A. Holiday BLOCK (1 BLK),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
123,PT01M11.00S,2022-10-26T23:33:11.8Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,28,31,2022-10-26T23:33:12Z,1220000,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,121.0,2.0,1.0,1.0,,,,,,,,,,,,,,
124,PT01M10.00S,2022-10-26T23:33:14.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202711,90.48948751642575,49.26470588235294,1610612765,30,31,2022-10-26T23:33:21Z,1230000,-4.0,37.0,1,right,B. Bogdanovic driving Layup (12 PTS),[202711],1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,3.71,Made,,,,,12.0,,,,,,,,,,,,,
125,PT01M10.00S,2022-10-26T23:33:18.2Z,1,REGULAR,foul,personal,['1freethrow'],1630168,,,1610612765,30,31,2022-10-26T23:33:28Z,1240000,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Bogdanovic 1 FT),"[1630168, 202711]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202049.0,1.0,0.0,Bogdanovic,202711.0,,,,,
127,PT01M10.00S,2022-10-26T23:33:45.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],202711,,,1610612765,30,31,2022-10-26T23:33:45Z,1260000,,,0,,MISS B. Bogdanovic Free Throw 1 of 1,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
128,PT01M07.00S,2022-10-26T23:33:47.1Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,30,31,2022-10-26T23:33:47Z,1270000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT00M50.50S,2022-10-26T23:34:07.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631105,,,1610612737,30,31,2022-10-26T23:34:19Z,1280000,,,0,,J. Duren personal FOUL (1 PF) (Young 2 FT),"[1631105, 1629027]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202049.0,1.0,0.0,Young,1629027.0,,,,,
132,PT00M50.50S,2022-10-26T23:35:30.5Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,30,32,2022-10-26T23:35:30Z,1310000,,,0,,T. Young Free Throw 1 of 2 (12 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
133,PT00M50.50S,2022-10-26T23:35:44.3Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,30,33,2022-10-26T23:35:44Z,1320000,,,0,,T. Young Free Throw 2 of 2 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
134,PT00M34.70S,2022-10-26T23:36:02.5Z,1,REGULAR,3pt,Jump Shot,[],202711,66.83639947437582,58.08823529411765,1610612765,30,33,2022-10-26T23:36:08Z,1330000,40.0,259.0,1,right,MISS B. Bogdanovic 26' 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,26.23,Missed,,,,,,,,,,,,,,,,,,
135,PT00M29.30S,2022-10-26T23:36:07.9Z,1,REGULAR,rebound,offensive,[],1628977,,,1610612765,30,33,2022-10-26T23:36:08Z,1340000,,,0,,H. Diallo REBOUND (Off:1 Def:0),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Center,,,134.0,1.0,0.0,1.0,,,,,,,,,,,,,,
136,PT00M29.30S,2022-10-26T23:36:07.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628977,94.40999984741211,50.0,1610612765,30,33,2022-10-26T23:36:13Z,1350000,0.0,0.0,1,right,MISS H. Diallo tip Layup,[1628977],1610612765.0,DET,tip,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
137,PT00M29.30S,2022-10-26T23:36:07.9Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,30,33,2022-10-26T23:36:13Z,1360000,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,136.0,3.0,1.0,2.0,,,,,,,,,,,,,,
138,PT00M25.40S,2022-10-26T23:36:12.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,94.40999984741211,50.0,1610612765,30,33,2022-10-26T23:36:12Z,1370000,0.0,0.0,1,right,MISS J. Duren putback DUNK,[1631105],1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
139,PT00M25.40S,2022-10-26T23:36:13.6Z,1,REGULAR,rebound,defensive,[],203200,,,1610612737,30,33,2022-10-26T23:36:13Z,1380000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT00M25.40S,2022-10-26T23:36:17.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1629027,7.835085413929041,51.225490196078425,1610612737,30,35,2022-10-26T23:37:56Z,1390000,-6.0,21.0,1,left,T. Young running Layup (15 PTS) (J. Holiday 1 AST),"[1629027, 203200]",1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,15.0,J. Holiday,203200.0,1.0,,,,,,,,,,
148,PT00M25.40S,2022-10-26T23:36:20.3Z,1,REGULAR,violation,defensive goaltending,[],1631105,,,1610612737,30,35,2022-10-26T23:37:56Z,1395000,,,0,,J. Duren defensive goaltending VIOLATION,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M25.40S,2022-10-26T23:36:23.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202711,,,1610612737,30,35,2022-10-26T23:36:45Z,1400000,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Young 1 FT),"[202711, 1629027]",1610612765.0,DET,shooting,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202049.0,1.0,1.0,Young,1629027.0,,,,,
143,PT00M25.40S,2022-10-26T23:36:52.9Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629027,,,1610612737,30,36,2022-10-26T23:36:52Z,1420000,,,0,,T. Young Free Throw 1 of 1 (16 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
144,PT00M01.90S,2022-10-26T23:37:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,79.84559789750328,40.931372549019606,1610612765,32,36,2022-10-26T23:38:33Z,1430000,-45.0,137.0,1,right,C. Cunningham 14' pullup Jump Shot (13 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,14.43,Made,,,,,13.0,,,,,,,,,,,,,
145,PT00M00.90S,2022-10-26T23:37:26.8Z,1,REGULAR,3pt,Jump Shot,[],1630552,40.55519053876478,13.23529411764706,1610612737,32,36,2022-10-26T23:38:40Z,1440000,184.0,329.0,1,left,MISS J. Johnson 37' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,37.66,Missed,,,,,,,,,,,,,,,,,,
146,PT00M00.10S,2022-10-26T23:37:27.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,32,36,2022-10-26T23:38:40Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,145.0,,,,,,,,,,,,,,,,,
147,PT00M00.00S,2022-10-26T23:37:32.8Z,1,REGULAR,period,end,[],0,,,1610612737,32,36,2022-10-26T23:37:32Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-10-26T23:39:48.6Z,2,REGULAR,substitution,out,['startperiod'],1630595,,,1610612737,32,36,2022-10-26T23:40:07Z,1470000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-10-26T23:39:48.6Z,2,REGULAR,substitution,out,['startperiod'],202711,,,1610612737,32,36,2022-10-26T23:40:07Z,1480000,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-10-26T23:39:48.6Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612737,32,36,2022-10-26T23:40:07Z,1490000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-10-26T23:39:48.6Z,2,REGULAR,substitution,in,['startperiod'],202709,,,1610612737,32,36,2022-10-26T23:40:07Z,1500000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-10-26T23:39:48.6Z,2,REGULAR,substitution,in,['startperiod'],1628995,,,1610612737,32,36,2022-10-26T23:40:07Z,1510000,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-10-26T23:39:48.6Z,2,REGULAR,substitution,in,['startperiod'],1627749,,,1610612737,32,36,2022-10-26T23:40:07Z,1520000,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-10-26T23:40:12.1Z,2,REGULAR,period,start,[],0,,,1610612737,32,36,2022-10-26T23:40:12Z,1530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M47.00S,2022-10-26T23:40:23.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,7.046649145860711,47.549019607843135,1610612737,32,36,2022-10-26T23:40:28Z,1540000,12.0,14.0,1,left,MISS A. Holiday cutting Layup,[1628988],1610612737.0,ATL,cutting,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
157,PT11M45.00S,2022-10-26T23:40:25.5Z,2,REGULAR,rebound,defensive,[],202709,,,1610612765,32,36,2022-10-26T23:40:28Z,1550000,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT11M36.00S,2022-10-26T23:40:34.6Z,2,REGULAR,3pt,Jump Shot,[],202709,68.41327201051249,64.2156862745098,1610612765,32,36,2022-10-26T23:40:39Z,1560000,71.0,244.0,1,right,MISS C. Joseph 25' 3PT,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Center,25.45,Missed,,,,,,,,,,,,,,,,,,
159,PT11M33.00S,2022-10-26T23:40:37.6Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,32,36,2022-10-26T23:40:40Z,1570000,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,158.0,2.0,2.0,0.0,,,,,,,,,,,,,,
160,PT11M13.00S,2022-10-26T23:40:58.1Z,2,REGULAR,3pt,Jump Shot,[],1628988,17.0335085413929,95.34313725490196,1610612737,32,39,2022-10-26T23:41:02Z,1580000,-227.0,108.0,1,left,A. Holiday 25' 3PT  (5 PTS),[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,25.09,Made,,,,,5.0,,,,,,,,,,,,,
161,PT10M57.00S,2022-10-26T23:41:13.7Z,2,REGULAR,3pt,Jump Shot,[],1630587,93.11760840998686,3.9215686274509802,1610612765,32,39,2022-10-26T23:41:20Z,1590000,-230.0,12.0,1,right,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Left Corner 3,24+ Left,23.07,Missed,,,,,,,,,,,,,,,,,,
162,PT10M53.00S,2022-10-26T23:41:17.7Z,2,REGULAR,rebound,offensive,[],1630587,,,1610612765,32,39,2022-10-26T23:41:20Z,1600000,,,0,,I. Livers REBOUND (Off:1 Def:0),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Left Corner 3,24+ Left,,,161.0,1.0,0.0,1.0,,,,,,,,,,,,,,
163,PT10M45.00S,2022-10-26T23:41:25.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630587,75.50919842312747,13.970588235294118,1610612765,35,39,2022-10-26T23:41:31Z,1610000,-180.0,178.0,1,right,I. Livers 25' 3PT  (6 PTS),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,25.3,Made,,,,,6.0,,,,,,,,,,,,,
164,PT10M25.00S,2022-10-26T23:41:45.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,14.454664914586072,60.19454656862745,1610612737,35,39,2022-10-26T23:41:53Z,1620000,-51.0,83.0,1,left,MISS J. Johnson 9' turnaround Shot,[1630552],1610612737.0,ATL,turnaround,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,9.78,Missed,,,,,,,,,,,,,,,,,,
165,PT10M22.00S,2022-10-26T23:41:48.6Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,35,39,2022-10-26T23:41:53Z,1630000,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,164.0,4.0,2.0,2.0,,,,,,,,,,,,,,
173,PT10M12.00S,2022-10-26T23:41:54.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,91.40932982917214,49.26470588235294,1610612765,37,39,2022-10-26T23:45:12Z,1635000,-4.0,28.0,1,right,J. Duren Layup (2 PTS) (C. Joseph 1 AST),"[1631105, 202709]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.85,Made,,,,,2.0,C. Joseph,202709.0,1.0,,,,,,,,,,
