actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-24T00:13:31.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-24T00:13:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-24T00:13:33.8Z,1,REGULAR,jumpball,recovered,[],1630595,,,1610612765,0,0,2026-01-24T00:13:33Z,40000,False,,,0,,Jump Ball J. Duren vs. A. Sengun: Tip to C. Cunningham,"[1630595, 1631105, 1630578]",1610612765.0,DET,startperiod,C. Cunningham,1630595.0,Cunningham,C. Cunningham,Duren,1631105.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-01-24T00:13:51.1Z,1,REGULAR,turnover,lost ball,[],1631105,,,1610612765,0,0,2026-01-24T00:13:57Z,70000,False,,,0,,J. Duren lost ball TURNOVER (1 TO),"[1631105, 1630578]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,1.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2026-01-24T00:13:51.1Z,1,REGULAR,steal,,[],1630578,,,1610612745,0,0,2026-01-24T00:13:53Z,80000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M21.00S,2026-01-24T00:14:09.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641708,86.67871222076215,42.15686274509804,1610612745,0,0,2026-01-24T00:15:04Z,90000,False,-39.0,73.0,1,right,MISS A. Thompson 8' turnaround fadeaway bank Shot,[1641708],1610612745.0,HOU,turnaround fadeaway bank,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,8.26,Missed,,,,,,,,,,,,,,,
10,PT11M20.00S,2026-01-24T00:14:10.3Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,0,0,2026-01-24T00:14:23Z,100000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
12,PT11M06.00S,2026-01-24T00:14:43.1Z,1,REGULAR,foul,personal,[],201142,,,1610612765,0,0,2026-01-24T00:14:53Z,120000,False,,,0,,K. Durant personal FOUL (1 PF),"[201142, 1630595]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,,,,,,,,,,1626301.0,1.0,0.0,Cunningham,1630595.0,,,,,,
14,PT10M57.00S,2026-01-24T00:15:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,9.017739816031538,43.627450980392155,1610612765,0,0,2026-01-24T00:15:11Z,140000,False,32.0,32.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,4.54,Missed,,,,,,,,,,,,,,,
15,PT10M55.00S,2026-01-24T00:15:08.7Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,0,0,2026-01-24T00:15:11Z,150000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
16,PT10M45.00S,2026-01-24T00:15:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,85.49605781865965,39.950980392156865,1610612745,0,2,2026-01-24T00:15:32Z,160000,False,-50.0,84.0,1,right,K. Durant 9' fadeaway Jump Shot (2 PTS),[201142],1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,9.77,Made,,,,,,,,,,2.0,,,,,
