actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
352,PT02M53.00S,2026-03-27T00:05:27.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630180,,,1610612740,61,50,2026-03-27T00:05:50Z,3440000,False,,,0,,MISS S. Bey Free Throw 2 of 2,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
353,PT02M49.00S,2026-03-27T00:05:31.1Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,61,50,2026-03-27T00:05:50Z,3450000,False,,,0,,J. Duren REBOUND (Off:3 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,352.0,7.0,4.0,3.0,,,,,,,,
354,PT02M40.00S,2026-03-27T00:05:57.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,7.539421813403408,52.205882352941174,1610612765,63,50,2026-03-27T00:06:02Z,3460000,False,-11.0,18.0,1,left,T. Harris cutting DUNK (7 PTS) (J. Duren 3 AST),"[202699, 1631105]",1610612765.0,DET,cutting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,2.14,Made,7.0,J. Duren,1631105.0,3.0,,,,,,,,,,,,
357,PT02M24.00S,2026-03-27T00:06:14.1Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612740,63,50,2026-03-27T00:06:18Z,3480000,False,,,0,,D. Murray bad pass TURNOVER (4 TO),"[1627749, 1641709]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,,4.0,,,,,,,,,,,,,Thompson,1641709.0,,,,
358,PT02M24.00S,2026-03-27T00:06:14.1Z,2,REGULAR,steal,,[],1641709,,,1610612765,63,50,2026-03-27T00:06:16Z,3490000,False,,,0,,A. Thompson STEAL (3 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
359,PT02M09.00S,2026-03-27T00:06:30.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642450,30.66688567674113,24.019607843137265,1610612765,63,50,2026-03-27T00:06:40Z,3500000,False,130.0,236.0,1,left,MISS D. Jenkins 26' 3PT,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Right Center,,,26.92,Missed,,,,,,,,,,,,,,,,
360,PT02M08.00S,2026-03-27T00:06:31.3Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,63,50,2026-03-27T00:06:40Z,3510000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,359.0,3.0,2.0,1.0,,,,,,,,
361,PT01M56.00S,2026-03-27T00:06:43.3Z,2,REGULAR,3pt,Jump Shot,[],1630180,75.08212877792378,10.784313725490193,1610612740,63,50,2026-03-27T00:06:51Z,3520000,False,-196.0,182.0,1,right,MISS S. Bey 26' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,26.73,Missed,,,,,,,,,,,,,,,,
362,PT01M55.00S,2026-03-27T00:06:44.3Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612765,63,50,2026-03-27T00:06:51Z,3530000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,361.0,1.0,1.0,0.0,,,,,,,,
363,PT01M50.00S,2026-03-27T00:06:49.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202699,6.093955321944804,38.725490196078425,1610612765,63,50,2026-03-27T00:19:10Z,3540000,False,56.0,5.0,1,left,MISS T. Harris running Layup,[202699],1610612765.0,DET,running,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,5.66,Missed,,,,,,,,,,,,,,,,
364,PT01M49.00S,2026-03-27T00:06:50.8Z,2,REGULAR,rebound,offensive,[],202699,,,1610612765,63,50,2026-03-27T00:19:10Z,3550000,False,,,0,,T. Harris REBOUND (Off:1 Def:6),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,363.0,7.0,6.0,1.0,,,,,,,,
365,PT01M45.00S,2026-03-27T00:06:53.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202699,6.8823915900131425,75.0,1610612765,63,50,2026-03-27T00:06:57Z,3560000,False,-125.0,12.0,1,left,MISS T. Harris 12' Jump Shot,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,,,12.56,Missed,,,,,,,,,,,,,,,,
366,PT01M43.00S,2026-03-27T00:06:55.3Z,2,REGULAR,rebound,defensive,[],201599,,,1610612740,63,50,2026-03-27T00:06:57Z,3570000,False,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,,,,,,,,,365.0,3.0,2.0,1.0,,,,,,,,
367,PT01M33.00S,2026-03-27T00:07:05.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,80.99540078843627,40.68627450980392,1610612740,63,52,2026-03-27T00:07:10Z,3580000,False,-47.0,126.0,1,right,D. Murray 13' pullup Jump Shot (8 PTS),[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,13.44,Made,8.0,,,,,,,,,,,,,,,
368,PT01M16.00S,2026-03-27T00:07:22.2Z,2,REGULAR,turnover,bad pass,[],1642450,,,1610612765,63,52,2026-03-27T00:07:26Z,3590000,False,,,0,,D. Jenkins bad pass TURNOVER (2 TO),"[1642450, 1627749]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,,2.0,,,,,,,,,,,,,Murray,1627749.0,,,,
369,PT01M16.00S,2026-03-27T00:07:22.2Z,2,REGULAR,steal,,[],1627749,,,1610612740,63,52,2026-03-27T00:07:24Z,3600000,False,,,0,,D. Murray STEAL (2 STL),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
370,PT01M12.00S,2026-03-27T00:07:29.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627749,92.16491458607096,61.51960784313725,1610612740,63,54,2026-03-27T00:20:17Z,3610000,False,58.0,21.0,1,right,D. Murray 6' running Layup (10 PTS),[1627749],1610612740.0,NOP,running,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,6.13,Made,10.0,,,,,,,,,,,,,,,
397,PT01M06.00S,2026-03-27T00:07:36.6Z,2,REGULAR,turnover,lost ball,[],1631105,,,1610612765,63,54,2026-03-27T00:26:26Z,3620000,False,,,0,,J. Duren lost ball TURNOVER (3 TO),"[1631105, 1627749]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,3.0,,,,,,,,,,,,,Murray,1627749.0,,,,
398,PT01M06.00S,2026-03-27T00:07:36.6Z,2,REGULAR,steal,,[],1627749,,,1610612740,63,54,2026-03-27T00:26:26Z,3625000,False,,,0,,D. Murray STEAL (3 STL),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
404,PT01M04.00S,2026-03-27T00:07:40.2Z,2,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612740,63,54,2026-03-27T00:27:08Z,3627500,False,,,0,,D. Murray step out-of-bounds TURNOVER (5 TO),[1627749],1610612740.0,NOP,step,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1628953.0,5.0,,,,,,,,,,,,,,,,,,
372,PT01M04.00S,2026-03-27T00:07:43.8Z,2,REGULAR,substitution,out,[],1627749,,,1610612765,63,54,2026-03-27T00:27:08Z,3630000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT01M04.00S,2026-03-27T00:07:43.8Z,2,REGULAR,substitution,in,[],1642847,,,1610612765,63,54,2026-03-27T00:27:08Z,3640000,False,,,0,,SUB in: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT00M45.40S,2026-03-27T00:08:10.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631105,18.84034165571616,58.57843137254902,1610612765,65,54,2026-03-27T00:27:08Z,3650000,False,-43.0,125.0,1,left,J. Duren 13' step back Jump Shot (17 PTS),[1631105],1610612765.0,DET,step back,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,13.18,Made,17.0,,,,,,,,,,,,,,,
375,PT00M28.90S,2026-03-27T00:08:29.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630180,89.27398160315374,50.0,1610612740,65,56,2026-03-27T00:08:33Z,3660000,False,0.0,48.0,1,right,S. Bey turnaround Hook (12 PTS),[1630180],1610612740.0,NOP,turnaround,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,4.83,Made,12.0,,,,,,,,,,,,,,,
376,PT00M04.90S,2026-03-27T00:08:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,10.298948751642584,52.69607843137255,1610612765,65,56,2026-03-27T00:09:10Z,3670000,False,-13.0,44.0,1,left,MISS K. Huerter floating Shot - blocked,"[1628989, 1629627]",1610612765.0,DET,floating,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,4.63,Missed,,,,,,,,,Williamson,1629627.0,,,,,,
377,PT00M04.90S,2026-03-27T00:08:56.8Z,2,REGULAR,block,,[],1629627,,,1610612765,65,56,2026-03-27T00:08:59Z,3680000,False,,,0,,Z. Williamson BLOCK (1 BLK),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
378,PT00M04.80S,2026-03-27T00:08:56.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,65,56,2026-03-27T00:09:10Z,3690000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,376.0,,,,,,,,,,,
379,PT00M04.80S,2026-03-27T00:09:04.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612765,65,56,2026-03-27T00:09:13Z,3700000,False,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,1627526.0,,,,,,,,,,,,,,,,,,,
380,PT00M01.90S,2026-03-27T00:09:13.4Z,2,REGULAR,turnover,lost ball,[],1642847,,,1610612740,65,56,2026-03-27T00:32:07Z,3710000,False,,,0,,J. Fears lost ball TURNOVER (2 TO),"[1642847, 1628989]",1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,,,,,,,Huerter,1628989.0,,,,
381,PT00M01.90S,2026-03-27T00:09:13.4Z,2,REGULAR,steal,,[],1628989,,,1610612765,65,56,2026-03-27T00:32:07Z,3720000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
382,PT00M00.00S,2026-03-27T00:09:24.1Z,2,REGULAR,period,end,[],0,,,1610612765,65,56,2026-03-27T00:09:24Z,3730000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT12M00.00S,2026-03-27T00:23:21.9Z,3,REGULAR,substitution,out,['startperiod'],1642847,,,1610612765,65,56,2026-03-27T00:24:33Z,3740000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT12M00.00S,2026-03-27T00:23:21.9Z,3,REGULAR,substitution,in,['startperiod'],1627749,,,1610612765,65,56,2026-03-27T00:24:33Z,3750000,False,,,0,,SUB in: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT12M00.00S,2026-03-27T00:24:40.3Z,3,REGULAR,period,start,[],0,,,1610612765,65,56,2026-03-27T00:24:40Z,3760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT11M42.00S,2026-03-27T00:24:57.3Z,3,REGULAR,3pt,Jump Shot,[],1628989,67.46057818659658,60.78431372549019,1610612765,65,56,2026-03-27T00:25:20Z,3770000,False,54.0,253.0,1,right,MISS K. Huerter 25' 3PT,[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,25.91,Missed,,,,,,,,,,,,,,,,
389,PT11M42.00S,2026-03-27T00:25:00.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,65,56,2026-03-27T00:25:00Z,3780000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,388.0,,,,,,,,,,,
391,PT11M26.00S,2026-03-27T00:25:22.4Z,3,REGULAR,3pt,Jump Shot,[],1627749,9.247700394218143,96.56862745098039,1610612740,65,56,2026-03-27T00:26:18Z,3800000,False,-233.0,34.0,1,left,MISS D. Murray 3PT,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,,,23.53,Missed,,,,,,,,,,,,,,,,
392,PT11M25.00S,2026-03-27T00:25:23.4Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,65,56,2026-03-27T00:26:18Z,3810000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,391.0,2.0,2.0,0.0,,,,,,,,
393,PT11M17.00S,2026-03-27T00:25:32.0Z,3,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612765,65,56,2026-03-27T00:25:46Z,3820000,False,,,0,,Z. Williamson shooting personal FOUL (1 PF) (Thompson 2 FT),"[1629627, 1641709]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,204059.0,,,,,,,,,,,,,,,,1.0,0.0,Thompson,1641709.0
395,PT11M17.00S,2026-03-27T00:25:57.2Z,3,REGULAR,freethrow,1 of 2,[],1641709,,,1610612765,66,56,2026-03-27T00:25:57Z,3840000,False,,,0,,A. Thompson Free Throw 1 of 2 (7 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
396,PT11M17.00S,2026-03-27T00:26:15.7Z,3,REGULAR,freethrow,2 of 2,[],1641709,,,1610612765,67,56,2026-03-27T00:26:15Z,3850000,False,,,0,,A. Thompson Free Throw 2 of 2 (8 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
399,PT10M59.00S,2026-03-27T00:26:35.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,12.13863337713535,54.90196078431372,1610612740,67,56,2026-03-27T00:32:47Z,3860000,False,-25.0,62.0,1,left,MISS S. Bey 6' driving floating Shot,[1630180],1610612740.0,NOP,driving floating,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,6.63,Missed,,,,,,,,,,,,,,,,
400,PT10M56.00S,2026-03-27T00:26:38.1Z,3,REGULAR,rebound,offensive,[],1629627,,,1610612740,67,56,2026-03-27T00:32:47Z,3870000,False,,,0,,Z. Williamson REBOUND (Off:2 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,399.0,4.0,2.0,2.0,,,,,,,,
401,PT10M52.00S,2026-03-27T00:26:41.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,8.196452036793687,42.892156862745104,1610612740,67,58,2026-03-27T00:26:46Z,3880000,False,36.0,25.0,1,left,D. Jordan alley-oop Layup (4 PTS) (D. Murray 4 AST),"[201599, 1627749]",1610612740.0,NOP,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,4.31,Made,4.0,D. Murray,1627749.0,4.0,,,,,,,,,,,,
403,PT10M33.00S,2026-03-27T00:27:04.4Z,3,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612765,67,58,2026-03-27T00:27:18Z,3900000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Duren 2 FT),"[1630529, 1631105]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,,,,,,,,,,,,,,,,1.0,0.0,Duren,1631105.0
406,PT10M33.00S,2026-03-27T00:27:27.3Z,3,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,68,58,2026-03-27T00:27:27Z,3920000,False,,,0,,J. Duren Free Throw 1 of 2 (18 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
407,PT10M33.00S,2026-03-27T00:27:46.2Z,3,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,69,58,2026-03-27T00:27:46Z,3930000,False,,,0,,J. Duren Free Throw 2 of 2 (19 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Made,19.0,,,,,,,,,,,,,,,
408,PT10M15.00S,2026-03-27T00:28:05.3Z,3,REGULAR,turnover,bad pass,[],1629627,,,1610612740,69,58,2026-03-27T00:28:09Z,3940000,False,,,0,,Z. Williamson bad pass TURNOVER (2 TO),"[1629627, 1631105]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,Duren,1631105.0,,,,
409,PT10M15.00S,2026-03-27T00:28:05.3Z,3,REGULAR,steal,,[],1631105,,,1610612765,69,58,2026-03-27T00:28:07Z,3950000,False,,,0,,J. Duren STEAL (1 STL),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
410,PT10M12.00S,2026-03-27T00:28:08.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,93.47897503285151,59.068627450980394,1610612765,71,58,2026-03-27T00:28:15Z,3960000,False,45.0,9.0,1,right,T. Harris running alley-oop DUNK (9 PTS) (J. Duren 4 AST),"[202699, 1631105]",1610612765.0,DET,running alley-oop,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,4.61,Made,9.0,J. Duren,1631105.0,4.0,,,,,,,,,,,,
412,PT09M45.00S,2026-03-27T00:28:34.8Z,3,REGULAR,3pt,Jump Shot,[],1630529,26.72470433639947,17.15686274509804,1610612740,71,61,2026-03-27T00:28:38Z,3980000,False,164.0,199.0,1,left,H. Jones 25' 3PT  (6 PTS) (S. Bey 1 AST),"[1630529, 1630180]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,25.78,Made,6.0,S. Bey,1630180.0,1.0,,,,,,,,,,,,
414,PT09M23.00S,2026-03-27T00:28:57.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,92.42772667542707,37.5,1610612765,73,61,2026-03-27T00:29:02Z,4000000,False,-62.0,19.0,1,right,K. Huerter 6' driving floating bank Jump Shot (12 PTS) (T. Harris 5 AST),"[1628989, 202699]",1610612765.0,DET,driving floating bank,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,6.52,Made,12.0,T. Harris,202699.0,5.0,,,,,,,,,,,,
417,PT08M55.00S,2026-03-27T00:29:40.1Z,3,REGULAR,2pt,Jump Shot,[],1627749,26.19908015768725,32.35294117647058,1610612740,73,61,2026-03-27T00:34:36Z,4030000,False,88.0,194.0,1,left,MISS D. Murray 21' pullup Shot,[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,,,21.29,Missed,,,,,,,,,,,,,,,,
418,PT08M53.00S,2026-03-27T00:29:42.1Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,73,61,2026-03-27T00:29:47Z,4040000,False,,,0,,J. Duren REBOUND (Off:3 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Right Center,,,,,,,,,417.0,8.0,5.0,3.0,,,,,,,,
419,PT08M49.00S,2026-03-27T00:29:44.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641709,92.42772667542707,56.372549019607845,1610612765,75,61,2026-03-27T00:29:51Z,4050000,False,32.0,19.0,1,right,A. Thompson running DUNK (10 PTS) (J. Duren 5 AST),"[1641709, 1631105]",1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,3.7,Made,10.0,J. Duren,1631105.0,5.0,,,,,,,,,,,,
421,PT08M29.00S,2026-03-27T00:30:05.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,5.831143232588701,58.33333333333333,1610612740,75,63,2026-03-27T00:30:10Z,4070000,False,-42.0,2.0,1,left,H. Jones cutting Layup (8 PTS) (D. Jordan 2 AST),"[1630529, 201599]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,4.18,Made,8.0,D. Jordan,201599.0,2.0,,,,,,,,,,,,
423,PT08M12.00S,2026-03-27T00:30:25.7Z,3,REGULAR,foul,personal,['2freethrow'],201599,,,1610612765,75,63,2026-03-27T00:30:34Z,4090000,False,,,0,,D. Jordan shooting personal FOUL (1 PF) (Duren 2 FT),"[201599, 1631105]",1610612740.0,NOP,shooting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,204059.0,,,,,,,,,,,,,,,,1.0,0.0,Duren,1631105.0
425,PT08M12.00S,2026-03-27T00:30:51.1Z,3,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,76,63,2026-03-27T00:31:10Z,4110000,False,,,0,,J. Duren Free Throw 1 of 2 (20 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
426,PT08M12.00S,2026-03-27T00:30:51.1Z,3,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,76,63,2026-03-27T00:31:10Z,4120000,False,,,0,,MISS J. Duren Free Throw 2 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
427,PT08M11.00S,2026-03-27T00:30:52.1Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612740,76,63,2026-03-27T00:31:14Z,4130000,False,,,0,,D. Murray REBOUND (Off:0 Def:7),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,426.0,7.0,7.0,0.0,,,,,,,,
428,PT07M50.00S,2026-03-27T00:31:32.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,8.196452036793687,49.754901960784316,1610612740,76,63,2026-03-27T00:38:14Z,4140000,False,1.0,25.0,1,left,MISS Z. Williamson driving Layup - blocked,"[1629627, 1641709]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,2.45,Missed,,,,,,,,,Thompson,1641709.0,,,,,,
429,PT07M50.00S,2026-03-27T00:31:32.1Z,3,REGULAR,block,,[],1641709,,,1610612740,76,63,2026-03-27T00:41:39Z,4150000,False,,,0,,A. Thompson BLOCK (2 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
430,PT07M48.00S,2026-03-27T00:31:34.1Z,3,REGULAR,rebound,offensive,[],1629627,,,1610612740,76,63,2026-03-27T00:38:14Z,4160000,False,,,0,,Z. Williamson REBOUND (Off:3 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,428.0,5.0,2.0,3.0,,,,,,,,
431,PT07M48.00S,2026-03-27T00:31:36.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,5.962549277266746,51.96078431372549,1610612740,76,65,2026-03-27T00:38:20Z,4170000,False,-10.0,4.0,1,left,Z. Williamson putback Layup (15 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,1.04,Made,15.0,,,,,,,,,,,,,,,
432,PT07M33.00S,2026-03-27T00:31:44.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,93.08475689881735,41.666666666666664,1610612765,78,65,2026-03-27T00:31:48Z,4180000,False,-42.0,13.0,1,right,J. Duren driving Layup (22 PTS),[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,4.35,Made,22.0,,,,,,,,,,,,,,,
433,PT07M16.00S,2026-03-27T00:32:01.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,11.218791064388967,58.57843137254902,1610612740,78,67,2026-03-27T00:38:48Z,4190000,False,-43.0,53.0,1,left,D. Murray 6' driving floating Jump Shot (12 PTS),[1627749],1610612740.0,NOP,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,6.82,Made,12.0,,,,,,,,,,,,,,,
434,PT07M02.00S,2026-03-27T00:32:15.4Z,3,REGULAR,2pt,Jump Shot,[],1628989,88.35413929040736,78.43137254901961,1610612765,80,67,2026-03-27T00:39:04Z,4200000,False,142.0,57.0,1,right,K. Huerter 15' driving floating bank Jump Shot (14 PTS) (J. Duren 6 AST),"[1628989, 1631105]",1610612765.0,DET,driving floating bank,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,,,15.32,Made,14.0,J. Duren,1631105.0,6.0,,,,,,,,,,,,
436,PT06M45.00S,2026-03-27T00:32:32.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629627,9.247700394218143,51.96078431372549,1610612740,80,69,2026-03-27T00:40:50Z,4220000,False,-10.0,34.0,1,left,Z. Williamson Hook (17 PTS) (D. Jordan 3 AST),"[1629627, 201599]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,3.58,Made,17.0,D. Jordan,201599.0,3.0,,,,,,,,,,,,
438,PT06M44.00S,2026-03-27T00:32:45.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,80,69,2026-03-27T00:32:45Z,4240000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
