actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,shotResult,pointsTotal,playerName,playerNameI,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
90,PT05M02.00S,2026-02-01T23:29:47.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,91.27792378449409,50.49019607843137,1610612765,20,17,2026-02-01T23:30:13Z,850000,False,2.0,29.0,1,right,I. Stewart Hook (2 PTS) (C. Cunningham 5 AST),"[1630191, 1630595]",1610612765.0,DET,,,Made,2.0,Stewart,I. Stewart,,,,,,Restricted Area,0-8 Center,,,,,2.96,,,,,,,C. Cunningham,1630595.0,5.0,,,
92,PT04M50.00S,2026-02-01T23:30:01.2Z,1,REGULAR,turnover,lost ball,[],1642856,,,1610612751,20,17,2026-02-01T23:30:39Z,870000,False,,,0,,E. Dëmin lost ball TURNOVER (1 TO),"[1642856, 1641709]",1610612751.0,BKN,,,,,Dëmin,E. Dëmin,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1.0,Thompson,1641709.0
93,PT04M50.00S,2026-02-01T23:30:01.2Z,1,REGULAR,steal,,[],1641709,,,1610612765,20,17,2026-02-01T23:30:03Z,880000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,,Thompson,A. Thompson,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,
95,PT04M48.00S,2026-02-01T23:30:09.1Z,1,REGULAR,substitution,out,[],1629130,,,1610612765,20,17,2026-02-01T23:30:36Z,900000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M48.00S,2026-02-01T23:30:09.1Z,1,REGULAR,substitution,out,[],1642856,,,1610612765,20,17,2026-02-01T23:30:36Z,910000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M48.00S,2026-02-01T23:30:09.1Z,1,REGULAR,substitution,out,[],1629611,,,1610612765,20,17,2026-02-01T23:30:36Z,920000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M48.00S,2026-02-01T23:30:09.1Z,1,REGULAR,substitution,out,[],1629651,,,1610612765,20,17,2026-02-01T23:30:36Z,930000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M48.00S,2026-02-01T23:30:09.1Z,1,REGULAR,substitution,in,[],1631093,,,1610612765,20,17,2026-02-01T23:30:36Z,940000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M48.00S,2026-02-01T23:30:09.1Z,1,REGULAR,substitution,in,[],1630549,,,1610612765,20,17,2026-02-01T23:30:36Z,950000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M48.00S,2026-02-01T23:30:09.1Z,1,REGULAR,substitution,in,[],1642962,,,1610612765,20,17,2026-02-01T23:30:36Z,960000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M48.00S,2026-02-01T23:30:09.1Z,1,REGULAR,substitution,in,[],1630560,,,1610612765,20,17,2026-02-01T23:30:36Z,970000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M36.00S,2026-02-01T23:30:44.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631093,85.49605781865965,58.82352941176471,1610612765,20,17,2026-02-01T23:30:49Z,980000,False,44.0,84.0,1,right,MISS J. Ivey 9' pullup Shot,[1631093],1610612765.0,DET,,pullup,Missed,,Ivey,J. Ivey,,,,,,In The Paint (Non-RA),8-16 Center,,,,,9.47,,,,,,,,,,,,
104,PT04M34.00S,2026-02-01T23:30:47.4Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,20,17,2026-02-01T23:30:47Z,990000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,,Duren,J. Duren,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,103.0,2.0,1.0,1.0,,,,,,,,
105,PT04M31.00S,2026-02-01T23:30:50.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630595,68.80749014454665,23.03921568627451,1610612765,20,17,2026-02-01T23:30:56Z,1000000,False,-135.0,241.0,1,right,MISS C. Cunningham 27' 3PT,[1630595],1610612765.0,DET,,,Missed,,Cunningham,C. Cunningham,,,,,,Above the Break 3,24+ Left Center,,,,,27.59,,,,,,,,,,,,
106,PT04M29.00S,2026-02-01T23:30:52.2Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,20,17,2026-02-01T23:30:56Z,1010000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,,Thomas,C. Thomas,,,,,,Above the Break 3,24+ Left Center,,,,,,105.0,1.0,1.0,0.0,,,,,,,,
107,PT04M23.00S,2026-02-01T23:30:57.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642874,10.068988173455978,51.470588235294116,1610612751,20,19,2026-02-01T23:31:03Z,1020000,False,-7.0,42.0,1,left,D. Wolf running Layup (4 PTS),[1642874],1610612751.0,BKN,,running,Made,4.0,Wolf,D. Wolf,,,,,,Restricted Area,0-8 Center,,,,,4.27,,,,,,,,,,,,
108,PT04M16.00S,2026-02-01T23:31:05.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,90.62089356110381,50.98039215686274,1610612765,22,19,2026-02-01T23:31:11Z,1030000,False,5.0,36.0,1,right,I. Stewart cutting DUNK (4 PTS) (A. Thompson 1 AST),"[1630191, 1641709]",1610612765.0,DET,,cutting,Made,4.0,Stewart,I. Stewart,,,,,,Restricted Area,0-8 Center,,,,,3.6,,,,,,,A. Thompson,1641709.0,1.0,,,
110,PT04M16.00S,2026-02-01T23:31:12.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,22,19,2026-02-01T23:31:12Z,1050000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M16.00S,2026-02-01T23:31:13.7Z,1,REGULAR,substitution,out,[],1641709,,,1610612751,22,19,2026-02-01T23:34:06Z,1060000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M16.00S,2026-02-01T23:31:13.7Z,1,REGULAR,substitution,out,[],1642849,,,1610612751,22,19,2026-02-01T23:34:06Z,1070000,False,,,0,,SUB out: N. Traore,[1642849],1610612751.0,BKN,,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M16.00S,2026-02-01T23:31:13.7Z,1,REGULAR,substitution,in,[],1641842,,,1610612751,22,19,2026-02-01T23:34:06Z,1080000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M16.00S,2026-02-01T23:31:13.7Z,1,REGULAR,substitution,in,[],1642879,,,1610612751,22,19,2026-02-01T23:34:06Z,1090000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M52.00S,2026-02-01T23:34:26.8Z,1,REGULAR,3pt,Jump Shot,[],1642879,37.79566360052563,42.8921568627451,1610612751,22,19,2026-02-01T23:35:23Z,1100000,False,36.0,303.0,1,left,MISS B. Saraf 30' pullup 3PT,[1642879],1610612751.0,BKN,,pullup,Missed,,Saraf,B. Saraf,,,,,,Above the Break 3,24+ Center,,,,,30.49,,,,,,,,,,,,
118,PT03M52.00S,2026-02-01T23:34:26.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,22,19,2026-02-01T23:34:42Z,1110000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,117.0,,,,,,,,,,,
119,PT03M52.00S,2026-02-01T23:34:34.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,22,19,2026-02-01T23:34:46Z,1120000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,1830.0,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,
120,PT03M36.00S,2026-02-01T23:34:56.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630191,72.35545335085413,16.666666666666664,1610612765,22,19,2026-02-01T23:35:01Z,1130000,False,-167.0,207.0,1,right,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,Missed,,Stewart,I. Stewart,,,,,,Above the Break 3,24+ Left Center,,,,,26.61,,,,,,,,,,,,
121,PT03M33.00S,2026-02-01T23:34:59.5Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,22,19,2026-02-01T23:34:59Z,1140000,False,,,0,,D. Wolf REBOUND (Off:0 Def:4),[1642874],1610612751.0,BKN,,,,,Wolf,D. Wolf,,,,,,Above the Break 3,24+ Left Center,,,,,,120.0,4.0,4.0,0.0,,,,,,,,
122,PT03M21.00S,2026-02-01T23:35:11.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630549,11.777266754270697,42.40196078431372,1610612751,22,19,2026-02-01T23:36:01Z,1150000,False,38.0,58.0,1,left,MISS D. Sharpe 6' turnaround Hook,[1630549],1610612751.0,BKN,,turnaround,Missed,,Sharpe,D. Sharpe,,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.95,,,,,,,,,,,,
123,PT03M20.00S,2026-02-01T23:35:12.7Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,22,19,2026-02-01T23:35:18Z,1160000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,122.0,1.0,1.0,0.0,,,,,,,,
124,PT03M12.00S,2026-02-01T23:35:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641842,93.64323258869908,58.57843137254902,1610612765,24,19,2026-02-01T23:36:15Z,1170000,False,43.0,7.0,1,right,R. Holland II driving finger roll Layup (2 PTS) (C. Cunningham 6 AST),"[1641842, 1630595]",1610612765.0,DET,,driving finger roll,Made,2.0,Holland II,R. Holland II,,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.35,,,,,,,C. Cunningham,1630595.0,6.0,,,
126,PT03M00.00S,2026-02-01T23:35:40.1Z,1,REGULAR,foul,personal,[],1641842,,,1610612751,24,19,2026-02-01T23:35:46Z,1190000,False,,,0,,R. Holland II personal FOUL (1 PF),"[1641842, 1630560]",1610612765.0,DET,2002.0,,,,Holland II,R. Holland II,,,,,,Mid-Range,16-24 Right Center,1.0,0.0,Thomas,1630560.0,,,,,,,,,,,,,
128,PT03M00.00S,2026-02-01T23:35:45.8Z,1,REGULAR,substitution,out,[],1631105,,,1610612751,24,19,2026-02-01T23:36:08Z,1210000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M00.00S,2026-02-01T23:35:45.8Z,1,REGULAR,substitution,out,[],1630595,,,1610612751,24,19,2026-02-01T23:36:08Z,1220000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M00.00S,2026-02-01T23:35:45.8Z,1,REGULAR,substitution,out,[],1642874,,,1610612751,24,19,2026-02-01T23:36:08Z,1230000,False,,,0,,SUB out: D. Wolf,[1642874],1610612751.0,BKN,,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M00.00S,2026-02-01T23:35:45.8Z,1,REGULAR,substitution,in,[],202699,,,1610612751,24,19,2026-02-01T23:36:08Z,1240000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M00.00S,2026-02-01T23:35:45.8Z,1,REGULAR,substitution,in,[],1642450,,,1610612751,24,19,2026-02-01T23:36:08Z,1250000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M00.00S,2026-02-01T23:35:45.8Z,1,REGULAR,substitution,in,[],1630592,,,1610612751,24,19,2026-02-01T23:36:08Z,1260000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M52.00S,2026-02-01T23:36:13.8Z,1,REGULAR,turnover,lost ball,[],1630560,,,1610612751,24,19,2026-02-01T23:36:19Z,1270000,False,,,0,,C. Thomas lost ball TURNOVER (1 TO),"[1630560, 202699]",1610612751.0,BKN,,,,,Thomas,C. Thomas,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Harris,202699.0
135,PT02M52.00S,2026-02-01T23:36:13.8Z,1,REGULAR,steal,,[],202699,,,1610612765,24,19,2026-02-01T23:36:16Z,1280000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612765.0,DET,,,,,Harris,T. Harris,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,
136,PT02M43.00S,2026-02-01T23:36:26.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630592,,,1610612765,24,19,2026-02-01T23:36:35Z,1290000,False,,,0,,J. Wilson personal FOUL (1 PF) (Stewart 2 FT),"[1630592, 1630191]",1610612751.0,BKN,1627964.0,,,,Wilson,J. Wilson,,,,,,In The Paint (Non-RA),0-8 Center,1.0,0.0,Stewart,1630191.0,,,,,,,,,,,,,
138,PT02M43.00S,2026-02-01T23:37:02.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630191,,,1610612765,25,19,2026-02-01T23:37:02Z,1310000,False,,,0,,I. Stewart Free Throw 1 of 2 (5 PTS),[1630191],1610612765.0,DET,,,Made,5.0,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M43.00S,2026-02-01T23:37:15.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630191,,,1610612765,26,19,2026-02-01T23:37:15Z,1320000,False,,,0,,I. Stewart Free Throw 2 of 2 (6 PTS),[1630191],1610612765.0,DET,,,Made,6.0,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M19.00S,2026-02-01T23:37:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,6.1268068331143235,59.55882352941176,1610612751,26,19,2026-02-01T23:38:46Z,1330000,False,-48.0,5.0,1,left,MISS J. Wilson driving Layup - blocked,"[1630592, 1630191]",1610612751.0,BKN,,driving,Missed,,Wilson,J. Wilson,,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.81,,,,,Stewart,1630191.0,,,,,,
141,PT02M19.00S,2026-02-01T23:37:40.1Z,1,REGULAR,block,,[],1630191,,,1610612751,26,19,2026-02-01T23:37:43Z,1340000,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,,Stewart,I. Stewart,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,
142,PT02M16.00S,2026-02-01T23:37:43.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,26,19,2026-02-01T23:37:45Z,1350000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,,Harris,T. Harris,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,140.0,1.0,1.0,0.0,,,,,,,,
143,PT02M13.00S,2026-02-01T23:37:46.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642450,94.03745072273325,58.08823529411765,1610612765,28,19,2026-02-01T23:37:51Z,1360000,False,40.0,4.0,1,right,D. Jenkins running Layup (2 PTS),[1642450],1610612765.0,DET,,running,Made,2.0,Jenkins,D. Jenkins,,,,,,Restricted Area,0-8 Center,,,,,4.06,,,,,,,,,,,,
144,PT01M57.00S,2026-02-01T23:38:01.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630549,10.85742444152431,53.67647058823529,1610612751,28,19,2026-02-01T23:38:05Z,1370000,False,-18.0,50.0,1,left,MISS D. Sharpe Hook,[1630549],1610612751.0,BKN,,,Missed,,Sharpe,D. Sharpe,,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.29,,,,,,,,,,,,
145,PT01M55.00S,2026-02-01T23:38:03.8Z,1,REGULAR,rebound,offensive,[],1630592,,,1610612751,28,19,2026-02-01T23:38:03Z,1380000,False,,,0,,J. Wilson REBOUND (Off:1 Def:0),[1630592],1610612751.0,BKN,,,,,Wilson,J. Wilson,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,144.0,1.0,0.0,1.0,,,,,,,,
146,PT01M44.00S,2026-02-01T23:38:14.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,7.30946123521682,44.6078431372549,1610612751,28,21,2026-02-01T23:38:18Z,1390000,False,27.0,16.0,1,left,D. Sharpe Layup (2 PTS) (B. Saraf 1 AST),"[1630549, 1642879]",1610612751.0,BKN,,,Made,2.0,Sharpe,D. Sharpe,,,,,,Restricted Area,0-8 Center,,,,,3.15,,,,,,,B. Saraf,1642879.0,1.0,,,
148,PT01M26.00S,2026-02-01T23:38:33.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,94.30026281208936,42.8921568627451,1610612765,28,21,2026-02-01T23:38:38Z,1410000,False,-36.0,1.0,1,right,MISS J. Ivey reverse Layup,[1631093],1610612765.0,DET,,reverse,Missed,,Ivey,J. Ivey,,,,,,Restricted Area,0-8 Center,,,,,3.55,,,,,,,,,,,,
149,PT01M23.00S,2026-02-01T23:38:36.1Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,28,21,2026-02-01T23:38:38Z,1420000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,,Sharpe,D. Sharpe,,,,,,Restricted Area,0-8 Center,,,,,,148.0,1.0,1.0,0.0,,,,,,,,
150,PT01M13.00S,2026-02-01T23:38:45.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,12.828515111695138,48.03921568627451,1610612751,28,23,2026-02-01T23:38:51Z,1430000,False,10.0,68.0,1,left,C. Thomas 6' floating Jump Shot (2 PTS),[1630560],1610612751.0,BKN,,floating,Made,2.0,Thomas,C. Thomas,,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.88,,,,,,,,,,,,
151,PT00M52.50S,2026-02-01T23:39:07.6Z,1,REGULAR,3pt,Jump Shot,[],1641842,71.82982917214193,83.08823529411765,1610612765,28,23,2026-02-01T23:39:14Z,1440000,False,165.0,212.0,1,right,MISS R. Holland II 26' 3PT,[1641842],1610612765.0,DET,,,Missed,,Holland II,R. Holland II,,,,,,Above the Break 3,24+ Right Center,,,,,26.91,,,,,,,,,,,,
152,PT00M51.90S,2026-02-01T23:39:08.2Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,28,23,2026-02-01T23:39:14Z,1450000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:2),[1630549],1610612751.0,BKN,,,,,Sharpe,D. Sharpe,,,,,,Above the Break 3,24+ Right Center,,,,,,151.0,2.0,2.0,0.0,,,,,,,,
153,PT00M37.60S,2026-02-01T23:39:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642879,10.068988173455978,53.18627450980392,1610612751,28,23,2026-02-01T23:40:24Z,1460000,False,-16.0,42.0,1,left,MISS B. Saraf driving floating Shot,[1642879],1610612751.0,BKN,,driving floating,Missed,,Saraf,B. Saraf,,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.5,,,,,,,,,,,,
154,PT00M35.40S,2026-02-01T23:39:24.7Z,1,REGULAR,rebound,defensive,[],1642450,,,1610612765,28,23,2026-02-01T23:39:24Z,1470000,False,,,0,,D. Jenkins REBOUND (Off:0 Def:1),[1642450],1610612765.0,DET,,,,,Jenkins,D. Jenkins,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,153.0,1.0,1.0,0.0,,,,,,,,
155,PT00M33.20S,2026-02-01T23:39:29.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642962,,,1610612765,28,23,2026-02-01T23:39:37Z,1480000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Harris 2 FT),"[1642962, 202699]",1610612751.0,BKN,1830.0,shooting,,,Powell,D. Powell,,,,,,Restricted Area,0-8 Center,1.0,0.0,Harris,202699.0,,,,,,,,,,,,,
157,PT00M33.20S,2026-02-01T23:40:00.6Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203759,,,1610612765,28,23,2026-02-01T23:40:30Z,1500000,False,,,0,,TEAM foul technical,[203759],1610612751.0,BKN,1830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M33.20S,2026-02-01T23:40:31.7Z,1,REGULAR,freethrow,1 of 1,[],202699,,,1610612765,29,23,2026-02-01T23:40:31Z,1510000,False,,,0,,T. Harris technical Free Throw 1 of 1 (6 PTS),[202699],1610612765.0,DET,,technical,Made,6.0,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M33.20S,2026-02-01T23:40:42.6Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612765,30,23,2026-02-01T23:40:42Z,1520000,False,,,0,,T. Harris Free Throw 1 of 2 (7 PTS),[202699],1610612765.0,DET,,,Made,7.0,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M33.20S,2026-02-01T23:40:59.7Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612765,31,23,2026-02-01T23:40:59Z,1530000,False,,,0,,T. Harris Free Throw 2 of 2 (8 PTS),[202699],1610612765.0,DET,,,Made,8.0,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M23.60S,2026-02-01T23:41:17.8Z,1,REGULAR,foul,personal,[],1641842,,,1610612751,31,23,2026-02-01T23:41:33Z,1540000,False,,,0,,R. Holland II personal FOUL (2 PF),"[1641842, 1630560]",1610612765.0,DET,1830.0,,,,Holland II,R. Holland II,,,,,,Above the Break 3,24+ Left Center,2.0,0.0,Thomas,1630560.0,,,,,,,,,,,,,
163,PT00M23.60S,2026-02-01T23:41:31.1Z,1,REGULAR,substitution,out,[],1631093,,,1610612751,31,23,2026-02-01T23:41:44Z,1560000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M23.60S,2026-02-01T23:41:31.1Z,1,REGULAR,substitution,in,[],1641709,,,1610612751,31,23,2026-02-01T23:41:44Z,1570000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M10.30S,2026-02-01T23:42:09.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641842,,,1610612751,31,23,2026-02-01T23:42:16Z,1580000,False,,,0,,R. Holland II shooting personal FOUL (3 PF) (Saraf 2 FT),"[1641842, 1642879]",1610612765.0,DET,2002.0,shooting,,,Holland II,R. Holland II,,,,,,Restricted Area,0-8 Center,3.0,0.0,Saraf,1642879.0,,,,,,,,,,,,,
167,PT00M10.30S,2026-02-01T23:42:40.8Z,1,REGULAR,freethrow,1 of 2,[],1642879,,,1610612751,31,24,2026-02-01T23:42:40Z,1600000,False,,,0,,B. Saraf Free Throw 1 of 2 (1 PTS),[1642879],1610612751.0,BKN,,,Made,1.0,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M10.30S,2026-02-01T23:42:41.6Z,1,REGULAR,substitution,out,[],1641842,,,1610612751,31,24,2026-02-01T23:42:51Z,1610000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M10.30S,2026-02-01T23:42:41.6Z,1,REGULAR,substitution,out,[],1641709,,,1610612751,31,24,2026-02-01T23:42:51Z,1620000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M10.30S,2026-02-01T23:42:41.6Z,1,REGULAR,substitution,in,[],1630595,,,1610612751,31,24,2026-02-01T23:42:51Z,1630000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M10.30S,2026-02-01T23:42:41.6Z,1,REGULAR,substitution,in,[],1629130,,,1610612751,31,24,2026-02-01T23:42:51Z,1640000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M10.30S,2026-02-01T23:42:40.8Z,1,REGULAR,freethrow,2 of 2,[],1642879,,,1610612751,31,24,2026-02-01T23:43:12Z,1650000,False,,,0,,MISS B. Saraf Free Throw 2 of 2,[1642879],1610612751.0,BKN,,,Missed,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M07.70S,2026-02-01T23:42:43.4Z,1,REGULAR,rebound,offensive,[],1642962,,,1610612751,31,24,2026-02-01T23:43:12Z,1660000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[1642962],1610612751.0,BKN,,,,,Powell,D. Powell,,,,,,,,,,,,,172.0,1.0,0.0,1.0,,,,,,,,
174,PT00M05.70S,2026-02-01T23:43:11.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642962,7.178055190538765,57.35294117647059,1610612751,31,24,2026-02-01T23:43:46Z,1670000,False,-37.0,15.0,1,left,MISS D. Powell driving Layup,[1642962],1610612751.0,BKN,,driving,Missed,,Powell,D. Powell,,,,,,Restricted Area,0-8 Center,,,,,3.97,,,,,,,,,,,,
176,PT00M05.40S,2026-02-01T23:43:11.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,31,24,2026-02-01T23:55:50Z,1690000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,174.0,,,,,,,,,,,
