actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
598,PT08M45.00S,2025-11-13T01:59:02.2Z,4,REGULAR,substitution,in,[],1641842,,,1610612741,97,93,2025-11-13T01:59:09Z,5830000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT08M45.00S,2025-11-13T01:59:22.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630200,,,1610612741,97,94,2025-11-13T01:59:22Z,5840000,False,,,0,,T. Jones Free Throw 2 of 2 (9 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
600,PT08M28.00S,2025-11-13T01:59:40.4Z,4,REGULAR,turnover,bad pass,[],1641842,,,1610612765,97,94,2025-11-13T01:59:44Z,5850000,False,,,0,,R. Holland II bad pass TURNOVER (2 TO),"[1641842, 1630200]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Right,,2.0,,,,,,,,,,,,,Jones,1630200.0,,,,
601,PT08M28.00S,2025-11-13T01:59:40.4Z,4,REGULAR,steal,,[],1630200,,,1610612741,97,94,2025-11-13T01:59:42Z,5860000,False,,,0,,T. Jones STEAL (3 STL),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
602,PT08M26.00S,2025-11-13T01:59:46.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627747,,,1610612741,97,94,2025-11-13T01:59:55Z,5870000,False,,,0,,C. LeVert shooting personal FOUL (2 PF) (Okoro 2 FT),"[1627747, 1630171]",1610612765.0,DET,shooting,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,,,,,,,,,,,,,,,,2.0,0.0,Okoro,1630171.0
604,PT08M26.00S,2025-11-13T02:00:17.7Z,4,REGULAR,substitution,out,[],1630200,,,1610612741,97,94,2025-11-13T02:00:19Z,5890000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT08M26.00S,2025-11-13T02:00:17.7Z,4,REGULAR,substitution,in,[],1630245,,,1610612741,97,94,2025-11-13T02:00:19Z,5900000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT08M26.00S,2025-11-13T02:00:30.8Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630171,,,1610612741,97,95,2025-11-13T02:02:14Z,5910000,False,,,0,,I. Okoro Free Throw 1 of 2 (14 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
607,PT08M26.00S,2025-11-13T02:00:30.8Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630171,,,1610612741,97,96,2025-11-13T02:02:14Z,5920000,False,,,0,,I. Okoro Free Throw 2 of 2 (15 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
608,PT08M17.00S,2025-11-13T02:00:45.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,93.64323258869908,46.81372549019608,1610612765,99,96,2025-11-13T02:00:51Z,5930000,False,-16.0,7.0,1,right,P. Reed Layup (19 PTS) (C. LeVert 4 AST),"[1630194, 1627747]",1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,1.75,Made,19.0,C. LeVert,1627747.0,4.0,,,,,,,,,,,,
610,PT08M17.00S,2025-11-13T02:00:47.6Z,4,REGULAR,foul,personal,['1freethrow'],1628989,,,1610612765,99,96,2025-11-13T02:00:59Z,5950000,False,,,0,,K. Huerter shooting personal FOUL (4 PF) (Reed 1 FT),"[1628989, 1630194]",1610612741.0,CHI,shooting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,,,,,,,,,4.0,0.0,Reed,1630194.0
612,PT08M17.00S,2025-11-13T02:01:12.9Z,4,REGULAR,freethrow,1 of 1,[],1630194,,,1610612765,100,96,2025-11-13T02:01:12Z,5970000,False,,,0,,P. Reed Free Throw 1 of 1 (20 PTS),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
613,PT08M06.00S,2025-11-13T02:01:25.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,8.754927726675426,46.32352941176471,1610612741,100,96,2025-11-13T02:01:30Z,5980000,False,18.0,30.0,1,left,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,3.5,Missed,,,,,,,,,,,,,,,,
614,PT08M05.00S,2025-11-13T02:01:26.7Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,100,96,2025-11-13T02:14:47Z,5990000,False,,,0,,R. Holland II REBOUND (Off:0 Def:5),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,,,,613.0,5.0,5.0,0.0,,,,,,,,
615,PT08M02.00S,2025-11-13T02:01:30.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641842,94.1688567674113,47.549019607843135,1610612765,102,96,2025-11-13T02:01:35Z,6000000,False,-12.0,2.0,1,right,R. Holland II running DUNK (9 PTS),[1641842],1610612765.0,DET,running,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,1.25,Made,9.0,,,,,,,,,,,,,,,
617,PT07M44.00S,2025-11-13T02:01:47.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,7.046649145860711,51.71568627450981,1610612741,102,96,2025-11-13T02:01:52Z,6020000,False,-9.0,14.0,1,left,MISS M. Buzelis driving Layup,[1641824],1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,1.62,Missed,,,,,,,,,,,,,,,,
618,PT07M43.00S,2025-11-13T02:01:48.9Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,102,96,2025-11-13T02:01:52Z,6030000,False,,,0,,R. Holland II REBOUND (Off:0 Def:6),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,,,,617.0,6.0,6.0,0.0,,,,,,,,
619,PT07M43.00S,2025-11-13T02:01:54.4Z,4,REGULAR,foul,personal,[],1628989,,,1610612765,102,96,2025-11-13T02:02:48Z,6040000,False,,,0,,K. Huerter personal FOUL (5 PF),"[1628989, 1641842]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,1627519.0,,,,,,,,,,,,,,,,5.0,0.0,Holland II,1641842.0
621,PT07M43.00S,2025-11-13T02:02:06.8Z,4,REGULAR,substitution,out,[],1628989,,,1610612765,102,96,2025-11-13T02:02:16Z,6060000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT07M43.00S,2025-11-13T02:02:06.8Z,4,REGULAR,substitution,in,[],1630200,,,1610612765,102,96,2025-11-13T02:02:16Z,6070000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT07M43.00S,2025-11-13T02:02:06.8Z,4,REGULAR,substitution,out,[],1630171,,,1610612765,102,96,2025-11-13T02:02:49Z,6080000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT07M43.00S,2025-11-13T02:02:06.8Z,4,REGULAR,substitution,in,[],202696,,,1610612765,102,96,2025-11-13T02:02:49Z,6090000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT07M33.00S,2025-11-13T02:03:16.2Z,4,REGULAR,foul,offensive,['inpenalty'],1630194,,,1610612765,102,96,2025-11-13T02:03:21Z,6100000,False,,,0,,P. Reed offensive FOUL (2 PF),"[1630194, 1630200]",1610612765.0,DET,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Left Center,1626300.0,,,,,,,,,,,,,,,,2.0,0.0,Jones,1630200.0
627,PT07M33.00S,2025-11-13T02:03:16.2Z,4,REGULAR,turnover,offensive foul,[],1630194,,,1610612765,102,96,2025-11-13T02:03:16Z,6120000,False,,,0,,P. Reed offensive foul TURNOVER (3 TO),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Mid-Range,16-24 Left Center,1626300.0,3.0,,,,,,,,,,,,,,,,,,
628,PT07M22.00S,2025-11-13T02:03:36.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641824,32.013797634691194,21.323529411764707,1610612741,102,96,2025-11-13T02:03:43Z,6130000,False,143.0,248.0,1,left,MISS M. Buzelis 28' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Right Center,,,28.68,Missed,,,,,,,,,,,,,,,,
629,PT07M20.00S,2025-11-13T02:03:38.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,102,96,2025-11-13T02:03:54Z,6140000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,628.0,,,,,,,,,,,
631,PT07M14.00S,2025-11-13T02:04:03.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630172,8.09789750328515,48.03921568627451,1610612741,102,98,2025-11-13T02:04:07Z,6160000,False,10.0,24.0,1,left,P. Williams DUNK (7 PTS) (N. Vučević 3 AST),"[1630172, 202696]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,2.56,Made,7.0,N. Vučević,202696.0,3.0,,,,,,,,,,,,
633,PT06M57.00S,2025-11-13T02:04:20.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642450,93.11760840998686,57.107843137254896,1610612765,102,98,2025-11-13T02:05:26Z,6180000,False,36.0,12.0,1,right,MISS D. Jenkins driving floating bank Shot,[1642450],1610612765.0,DET,driving floating bank,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,,,3.75,Missed,,,,,,,,,,,,,,,,
634,PT06M54.00S,2025-11-13T02:04:23.1Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612765,102,98,2025-11-13T02:05:26Z,6190000,False,,,0,,P. Reed REBOUND (Off:6 Def:4),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,633.0,10.0,4.0,6.0,,,,,,,,
635,PT06M53.00S,2025-11-13T02:04:22.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,94.95729303547962,51.225490196078425,1610612765,104,98,2025-11-13T02:05:57Z,6200000,False,6.0,-5.0,1,right,P. Reed putback Layup (22 PTS),[1630194],1610612765.0,DET,putback,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,0.8,Made,22.0,,,,,,,,,,,,,,,
652,PT06M53.00S,2025-11-13T02:04:33.0Z,4,REGULAR,turnover,bad pass,[],1630172,,,1610612741,104,98,2025-11-13T02:09:00Z,6205000,False,,,0,,P. Williams bad pass TURNOVER (2 TO),"[1630172, 1641842]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Center,,2.0,,,,,,,,,,,,,Holland II,1641842.0,,,,
653,PT06M53.00S,2025-11-13T02:04:33.0Z,4,REGULAR,steal,,[],1641842,,,1610612765,104,98,2025-11-13T02:09:00Z,6207500,False,,,0,,R. Holland II STEAL (3 STL),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
636,PT06M40.00S,2025-11-13T02:04:43.2Z,4,REGULAR,foul,personal,[],1641824,,,1610612765,104,98,2025-11-13T02:09:00Z,6210000,False,,,0,,M. Buzelis loose ball personal FOUL (2 PF),"[1641824, 1641842]",1610612741.0,CHI,loose ball,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,2534.0,,,,,,,,,,,,,,,,2.0,0.0,Holland II,1641842.0
639,PT06M40.00S,2025-11-13T02:05:03.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,104,98,2025-11-13T02:05:03Z,6240000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT06M40.00S,2025-11-13T02:07:10.5Z,4,REGULAR,substitution,out,[],1627747,,,1610612765,104,98,2025-11-13T02:07:24Z,6250000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT06M40.00S,2025-11-13T02:07:10.5Z,4,REGULAR,substitution,out,[],1630172,,,1610612765,104,98,2025-11-13T02:07:24Z,6260000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT06M40.00S,2025-11-13T02:07:10.5Z,4,REGULAR,substitution,in,[],1629130,,,1610612765,104,98,2025-11-13T02:07:24Z,6270000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT06M40.00S,2025-11-13T02:07:10.5Z,4,REGULAR,substitution,in,[],1630171,,,1610612765,104,98,2025-11-13T02:07:24Z,6280000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT06M21.00S,2025-11-13T02:08:07.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1642450,79.05716162943496,44.11764705882353,1610612765,106,98,2025-11-13T02:08:14Z,6290000,False,-29.0,144.0,1,right,D. Jenkins 14' Jump Shot (18 PTS) (P. Reed 6 AST),"[1642450, 1630194]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Mid-Range,8-16 Center,,,14.74,Made,18.0,P. Reed,1630194.0,6.0,,,,,,,,,,,,
646,PT06M07.00S,2025-11-13T02:08:22.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,7.966491458607096,59.068627450980394,1610612741,106,100,2025-11-13T02:08:26Z,6310000,False,-45.0,22.0,1,left,T. Jones driving Layup (11 PTS),[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,5.05,Made,11.0,,,,,,,,,,,,,,,
647,PT05M48.00S,2025-11-13T02:08:41.8Z,4,REGULAR,turnover,bad pass,[],1629750,,,1610612765,106,100,2025-11-13T02:08:45Z,6320000,False,,,0,,J. Green bad pass TURNOVER (2 TO),"[1629750, 1630245]",1610612765.0,DET,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,Dosunmu,1630245.0,,,,
648,PT05M48.00S,2025-11-13T02:08:41.8Z,4,REGULAR,steal,,[],1630245,,,1610612741,106,100,2025-11-13T02:15:25Z,6330000,False,,,0,,A. Dosunmu STEAL (2 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
649,PT05M44.00S,2025-11-13T02:08:46.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641824,8.754927726675426,51.470588235294116,1610612741,106,102,2025-11-13T02:08:53Z,6340000,False,-7.0,30.0,1,left,M. Buzelis running Layup (16 PTS) (I. Okoro 2 AST),"[1641824, 1630171]",1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,3.07,Made,16.0,I. Okoro,1630171.0,2.0,,,,,,,,,,,,
650,PT05M33.00S,2025-11-13T02:08:55.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641842,92.72339027595268,52.69607843137255,1610612765,106,102,2025-11-13T02:13:30Z,6350000,False,13.0,16.0,1,right,MISS R. Holland II driving Layup,[1641842],1610612765.0,DET,driving,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,2.09,Missed,,,,,,,,,,,,,,,,
651,PT05M31.00S,2025-11-13T02:08:57.7Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,106,102,2025-11-13T02:13:30Z,6360000,False,,,0,,N. Vučević REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,650.0,6.0,5.0,1.0,,,,,,,,
655,PT05M15.00S,2025-11-13T02:09:18.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,106,102,2025-11-13T02:09:18Z,6370000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT05M15.00S,2025-11-13T02:11:27.0Z,4,REGULAR,substitution,out,[],1641842,,,1610612741,106,102,2025-11-13T02:11:49Z,6380000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT05M15.00S,2025-11-13T02:11:27.0Z,4,REGULAR,substitution,in,[],1627747,,,1610612741,106,102,2025-11-13T02:11:49Z,6390000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT05M10.00S,2025-11-13T02:12:24.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.521024967148489,54.65686274509803,1610612741,106,102,2025-11-13T02:12:33Z,6400000,False,-23.0,9.0,1,left,MISS A. Dosunmu reverse Layup,[1630245],1610612741.0,CHI,reverse,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,2.49,Missed,,,,,,,,,,,,,,,,
659,PT05M07.00S,2025-11-13T02:12:27.8Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612765,106,102,2025-11-13T02:12:33Z,6410000,False,,,0,,P. Reed REBOUND (Off:6 Def:5),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,658.0,11.0,5.0,6.0,,,,,,,,
660,PT04M50.00S,2025-11-13T02:12:45.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,91.80354796320631,45.09803921568628,1610612765,108,102,2025-11-13T02:16:17Z,6420000,False,-25.0,25.0,1,right,P. Reed cutting Layup (24 PTS) (D. Jenkins 9 AST),"[1630194, 1642450]",1610612765.0,DET,cutting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,3.46,Made,24.0,D. Jenkins,1642450.0,9.0,,,,,,,,,,,,
662,PT04M44.00S,2025-11-13T02:12:52.2Z,4,REGULAR,3pt,Jump Shot,[],1630245,20.318659658344284,5.88235294117647,1610612741,108,102,2025-11-13T02:12:55Z,6440000,False,221.0,138.0,1,left,MISS A. Dosunmu 26' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,26.05,Missed,,,,,,,,,,,,,,,,
663,PT04M42.00S,2025-11-13T02:12:54.2Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612765,108,102,2025-11-13T02:12:55Z,6450000,False,,,0,,P. Reed REBOUND (Off:6 Def:6),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,662.0,12.0,6.0,6.0,,,,,,,,
664,PT04M34.00S,2025-11-13T02:13:01.7Z,4,REGULAR,3pt,Jump Shot,[],1629130,72.61826544021025,17.647058823529413,1610612765,111,102,2025-11-13T02:13:05Z,6460000,False,-162.0,205.0,1,right,D. Robinson 26' 3PT  (20 PTS) (C. LeVert 5 AST),"[1629130, 1627747]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,26.11,Made,20.0,C. LeVert,1627747.0,5.0,,,,,,,,,,,,
666,PT04M33.00S,2025-11-13T02:13:10.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,111,102,2025-11-13T02:13:10Z,6480000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT04M33.00S,2025-11-13T02:14:20.2Z,4,REGULAR,substitution,out,[],1630245,,,1610612741,111,102,2025-11-13T02:14:37Z,6490000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT04M33.00S,2025-11-13T02:14:20.2Z,4,REGULAR,substitution,in,[],1628989,,,1610612741,111,102,2025-11-13T02:14:37Z,6500000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT04M19.00S,2025-11-13T02:14:52.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,9.149145860709593,40.19607843137255,1610612741,111,104,2025-11-13T02:14:56Z,6510000,False,49.0,34.0,1,left,N. Vučević turnaround Hook (6 PTS) (T. Jones 5 AST),"[202696, 1630200]",1610612741.0,CHI,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,5.94,Made,6.0,T. Jones,1630200.0,5.0,,,,,,,,,,,,
671,PT04M04.00S,2025-11-13T02:15:07.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630194,86.28449408672799,41.17647058823529,1610612765,113,104,2025-11-13T02:15:13Z,6530000,False,-44.0,76.0,1,right,P. Reed 8' turnaround Hook (26 PTS) (D. Jenkins 10 AST),"[1630194, 1642450]",1610612765.0,DET,turnaround,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,8.82,Made,26.0,D. Jenkins,1642450.0,10.0,,,,,,,,,,,,
672,PT03M44.00S,2025-11-13T02:15:27.3Z,4,REGULAR,3pt,Jump Shot,[],202696,30.436925098554536,73.2843137254902,1610612741,113,104,2025-11-13T02:15:32Z,6540000,False,-116.0,234.0,1,left,MISS N. Vučević 26' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,26.1,Missed,,,,,,,,,,,,,,,,
674,PT03M44.00S,2025-11-13T02:15:27.3Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612765,113,104,2025-11-13T02:15:32Z,6550000,False,,,0,,J. Green REBOUND (Off:1 Def:3),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,672.0,4.0,3.0,1.0,,,,,,,,
675,PT03M35.00S,2025-11-13T02:15:36.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.64323258869908,46.07843137254902,1610612765,115,104,2025-11-13T02:15:41Z,6560000,False,-20.0,7.0,1,right,C. LeVert driving Layup (17 PTS) (D. Robinson 1 AST),"[1627747, 1629130]",1610612765.0,DET,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,2.09,Made,17.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,
677,PT03M26.00S,2025-11-13T02:15:46.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,7.440867279894875,54.166666666666664,1610612741,115,106,2025-11-13T02:16:56Z,6580000,False,-21.0,17.0,1,left,K. Huerter driving reverse Layup (18 PTS),[1628989],1610612741.0,CHI,driving reverse,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,2.71,Made,18.0,,,,,,,,,,,,,,,
679,PT03M26.00S,2025-11-13T02:17:08.2Z,4,REGULAR,substitution,out,[],1627747,,,1610612765,115,106,2025-11-13T02:17:19Z,6600000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT03M26.00S,2025-11-13T02:17:08.2Z,4,REGULAR,substitution,out,[],202696,,,1610612765,115,106,2025-11-13T02:17:19Z,6610000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT03M26.00S,2025-11-13T02:17:08.2Z,4,REGULAR,substitution,in,[],1642404,,,1610612765,115,106,2025-11-13T02:17:19Z,6620000,False,,,0,,SUB in: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT03M26.00S,2025-11-13T02:17:08.2Z,4,REGULAR,substitution,in,[],1630172,,,1610612765,115,106,2025-11-13T02:17:19Z,6630000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT03M26.00S,2025-11-13T02:17:08.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,115,106,2025-11-13T02:18:48Z,6640000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT03M11.00S,2025-11-13T02:17:38.0Z,4,REGULAR,3pt,Jump Shot,[],1629130,71.82982917214193,21.07843137254902,1610612765,118,106,2025-11-13T02:17:42Z,6650000,False,-145.0,212.0,1,right,D. Robinson 25' 3PT  (23 PTS) (D. Jenkins 11 AST),"[1629130, 1642450]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,25.69,Made,23.0,D. Jenkins,1642450.0,11.0,,,,,,,,,,,,
686,PT02M57.00S,2025-11-13T02:17:52.4Z,4,REGULAR,turnover,lost ball,[],1641824,,,1610612741,118,106,2025-11-13T02:17:56Z,6670000,False,,,0,,M. Buzelis lost ball TURNOVER (3 TO),"[1641824, 1629750]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,,3.0,,,,,,,,,,,,,Green,1629750.0,,,,
687,PT02M57.00S,2025-11-13T02:17:52.4Z,4,REGULAR,steal,,[],1629750,,,1610612765,118,106,2025-11-13T02:17:54Z,6680000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
