actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
169,PT00M26.10S,2025-11-06T00:38:36.0Z,1,REGULAR,substitution,in,[],1629130,,,1610612762,28,27,2025-11-06T00:38:57Z,1690000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M26.10S,2025-11-06T00:38:36.0Z,1,REGULAR,substitution,in,[],1630595,,,1610612762,28,27,2025-11-06T00:38:57Z,1700000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M26.10S,2025-11-06T00:38:36.0Z,1,REGULAR,substitution,in,[],1641707,,,1610612762,28,27,2025-11-06T00:38:57Z,1710000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M26.10S,2025-11-06T00:39:10.1Z,1,REGULAR,freethrow,2 of 2,[],1642271,,,1610612762,28,28,2025-11-06T00:39:10Z,1720000,False,,,0,,K. Filipowski Free Throw 2 of 2 (2 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
173,PT00M07.00S,2025-11-06T00:39:33.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642383,,,1610612765,28,28,2025-11-06T00:39:42Z,1730000,False,,,0,,W. Clayton Jr. personal FOUL (2 PF) (Robinson 2 FT),"[1642383, 1629130]",1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628480.0,,,,2.0,0.0,Robinson,1629130.0
175,PT00M07.00S,2025-11-06T00:40:03.6Z,1,REGULAR,freethrow,1 of 2,[],1629130,,,1610612765,28,28,2025-11-06T00:40:03Z,1750000,False,,,0,,MISS D. Robinson Free Throw 1 of 2,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
176,PT00M07.00S,2025-11-06T00:40:03.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,28,28,2025-11-06T00:40:03Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,
177,PT00M07.00S,2025-11-06T00:40:04.6Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,28,28,2025-11-06T00:40:10Z,1770000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M07.00S,2025-11-06T00:40:04.6Z,1,REGULAR,substitution,out,[],1641989,,,1610612765,28,28,2025-11-06T00:40:10Z,1780000,False,,,0,,SUB out: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT00M07.00S,2025-11-06T00:40:04.6Z,1,REGULAR,substitution,in,[],1641709,,,1610612765,28,28,2025-11-06T00:40:10Z,1790000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT00M07.00S,2025-11-06T00:40:04.6Z,1,REGULAR,substitution,in,[],1641718,,,1610612765,28,28,2025-11-06T00:40:10Z,1800000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT00M07.00S,2025-11-06T00:40:13.1Z,1,REGULAR,substitution,out,[],1641707,,,1610612765,28,28,2025-11-06T00:40:25Z,1810000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT00M07.00S,2025-11-06T00:40:13.1Z,1,REGULAR,substitution,in,[],1641729,,,1610612765,28,28,2025-11-06T00:40:25Z,1820000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT00M07.00S,2025-11-06T00:40:35.4Z,1,REGULAR,freethrow,2 of 2,[],1629130,,,1610612765,28,28,2025-11-06T00:40:35Z,1830000,False,,,0,,MISS D. Robinson Free Throw 2 of 2,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
184,PT00M04.90S,2025-11-06T00:40:36.3Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,28,28,2025-11-06T00:40:36Z,1840000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,
185,PT00M00.00S,2025-11-06T00:40:42.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,5.962549277266746,58.088235294117645,1610612762,28,30,2025-11-06T00:48:31Z,1850000,False,-40.0,4.0,1,left,L. Markkanen cutting Layup (4 PTS) (W. Clayton Jr. 2 AST),"[1628374, 1642383]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,4.06,Made,4.0,W. Clayton Jr.,1642383.0,2.0,,,,,,,,,,,,,,
187,PT00M00.00S,2025-11-06T00:40:52.8Z,1,REGULAR,period,end,[],0,,,1610612765,28,30,2025-11-06T00:40:52Z,1870000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2025-11-06T00:43:20.7Z,2,REGULAR,substitution,out,['startperiod'],1630194,,,1610612765,28,30,2025-11-06T00:43:45Z,1880000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2025-11-06T00:43:20.7Z,2,REGULAR,substitution,out,['startperiod'],1629130,,,1610612765,28,30,2025-11-06T00:43:45Z,1890000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2025-11-06T00:43:20.7Z,2,REGULAR,substitution,out,['startperiod'],1641718,,,1610612765,28,30,2025-11-06T00:43:45Z,1900000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2025-11-06T00:43:20.7Z,2,REGULAR,substitution,out,['startperiod'],1641729,,,1610612765,28,30,2025-11-06T00:43:45Z,1910000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2025-11-06T00:43:20.7Z,2,REGULAR,substitution,in,['startperiod'],1630191,,,1610612765,28,30,2025-11-06T00:43:45Z,1920000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2025-11-06T00:43:20.7Z,2,REGULAR,substitution,in,['startperiod'],1641842,,,1610612765,28,30,2025-11-06T00:43:45Z,1930000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2025-11-06T00:43:20.7Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612765,28,30,2025-11-06T00:43:45Z,1940000,False,,,0,,SUB in: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2025-11-06T00:43:20.7Z,2,REGULAR,substitution,in,['startperiod'],1629004,,,1610612765,28,30,2025-11-06T00:43:45Z,1950000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2025-11-06T00:43:39.3Z,2,REGULAR,period,start,[],0,,,1610612762,28,30,2025-11-06T00:43:46Z,1960000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT11M38.00S,2025-11-06T00:43:59.9Z,2,REGULAR,3pt,Jump Shot,[],1642271,18.183311432325894,97.05882352941177,1610612762,28,30,2025-11-06T00:44:31Z,1970000,False,-235.0,118.0,1,left,MISS K. Filipowski 26' 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
198,PT11M35.00S,2025-11-06T00:44:02.9Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,28,30,2025-11-06T00:44:02Z,1980000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,,,197.0,2.0,2.0,0.0,,,,,,,,,,
199,PT11M30.00S,2025-11-06T00:44:08.5Z,2,REGULAR,turnover,bad pass,[],1627747,,,1610612765,28,30,2025-11-06T00:44:34Z,1990000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 203994]",1610612765.0,DET,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Nurkić,203994.0,,,,
200,PT11M30.00S,2025-11-06T00:44:08.5Z,2,REGULAR,steal,,[],203994,,,1610612762,28,30,2025-11-06T00:44:10Z,2000000,False,,,0,,J. Nurkić STEAL (2 STL),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
201,PT11M24.00S,2025-11-06T00:44:15.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629004,19.8915900131406,96.07843137254902,1610612762,28,33,2025-11-06T00:44:41Z,2010000,False,-230.0,134.0,1,left,S. Mykhailiuk 26' 3PT running (13 PTS) (W. Clayton Jr. 3 AST),"[1629004, 1642383]",1610612762.0,UTA,running,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,26.68,Made,13.0,W. Clayton Jr.,1642383.0,3.0,,,,,,,,,,,,,,
203,PT11M03.00S,2025-11-06T00:44:35.1Z,2,REGULAR,3pt,Jump Shot,[],1627747,71.53416557161628,18.382352941176478,1610612765,31,33,2025-11-06T00:44:44Z,2030000,False,-158.0,215.0,1,right,C. LeVert 26' 3PT pullup (7 PTS),[1627747],1610612765.0,DET,pullup,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,26.7,Made,7.0,,,,,,,,,,,,,,,,,
204,PT10M46.00S,2025-11-06T00:44:51.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,13.452693823915894,53.18627450980392,1610612762,31,33,2025-11-06T00:44:58Z,2040000,False,-16.0,74.0,1,left,MISS L. Markkanen 7' fadeaway Shot,[1628374],1610612762.0,UTA,fadeaway,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,7.57,Missed,,,,,,,,,,,,,,,,,,
205,PT10M46.00S,2025-11-06T00:44:54.4Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612765,31,33,2025-11-06T00:44:54Z,2050000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204.0,1.0,1.0,0.0,,,,,,,,,,
206,PT10M41.00S,2025-11-06T00:44:58.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627747,77.84165571616295,93.62745098039215,1610612765,34,33,2025-11-06T00:45:04Z,2060000,False,218.0,156.0,1,right,C. LeVert 26' 3PT running (10 PTS) (J. Green 1 AST),"[1627747, 1629750]",1610612765.0,DET,running,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,26.8,Made,10.0,J. Green,1629750.0,1.0,,,,,,,,,,,,,,
207,PT10M28.00S,2025-11-06T00:45:11.7Z,2,REGULAR,turnover,out-of-bounds,[],1642383,,,1610612762,34,33,2025-11-06T00:45:20Z,2070000,False,,,0,,W. Clayton Jr. bad pass out-of-bounds TURNOVER (2 TO),[1642383],1610612762.0,UTA,bad pass,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1151.0,2.0,,,,,,
208,PT10M28.00S,2025-11-06T00:45:15.2Z,2,REGULAR,substitution,out,[],1642271,,,1610612765,34,33,2025-11-06T00:45:22Z,2080000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M28.00S,2025-11-06T00:45:15.2Z,2,REGULAR,substitution,in,[],1641707,,,1610612765,34,33,2025-11-06T00:45:22Z,2090000,False,,,0,,SUB in: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT10M09.00S,2025-11-06T00:45:48.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627747,97.42115637319317,36.51960784313726,1610612765,34,33,2025-11-06T00:53:23Z,2100000,False,-67.0,-28.0,1,right,MISS C. LeVert 7' driving floating Shot,[1627747],1610612765.0,DET,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,7.31,Missed,,,,,,,,,,,,,,,,,,
211,PT10M06.00S,2025-11-06T00:45:50.9Z,2,REGULAR,rebound,defensive,[],1641707,,,1610612762,34,33,2025-11-06T00:45:50Z,2110000,False,,,0,,T. Hendricks REBOUND (Off:1 Def:3),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,210.0,4.0,3.0,1.0,,,,,,,,,,
212,PT10M02.00S,2025-11-06T00:45:55.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203994,5.962549277266746,58.82352941176471,1610612762,34,33,2025-11-06T00:54:34Z,2120000,False,-44.0,4.0,1,left,MISS J. Nurkić driving reverse Layup,[203994],1610612762.0,UTA,driving reverse,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,4.42,Missed,,,,,,,,,,,,,,,,,,
214,PT09M59.00S,2025-11-06T00:45:58.5Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,34,33,2025-11-06T00:54:34Z,2130000,False,,,0,,R. Holland II REBOUND (Off:1 Def:1),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,212.0,2.0,1.0,1.0,,,,,,,,,,
215,PT09M54.00S,2025-11-06T00:46:03.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641842,93.74178712220763,43.38235294117647,1610612765,34,33,2025-11-06T00:55:39Z,2140000,False,-33.0,6.0,1,right,MISS R. Holland II driving Layup,[1641842],1610612765.0,DET,driving,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,3.37,Missed,,,,,,,,,,,,,,,,,,
216,PT09M54.00S,2025-11-06T00:46:05.7Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,34,33,2025-11-06T00:46:05Z,2150000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:6),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,215.0,7.0,6.0,1.0,,,,,,,,,,
217,PT09M54.00S,2025-11-06T00:46:06.5Z,2,REGULAR,turnover,lost ball,[],203994,,,1610612762,34,33,2025-11-06T00:46:17Z,2160000,False,,,0,,J. Nurkić lost ball TURNOVER (2 TO),"[203994, 1641842]",1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,2.0,Holland II,1641842.0,,,,
218,PT09M54.00S,2025-11-06T00:46:06.5Z,2,REGULAR,steal,,[],1641842,,,1610612765,34,33,2025-11-06T00:46:08Z,2170000,False,,,0,,R. Holland II STEAL (1 STL),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
219,PT09M48.00S,2025-11-06T00:46:09.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641842,92.69053876478318,53.67647058823529,1610612765,34,33,2025-11-06T00:56:50Z,2180000,False,18.0,16.0,1,right,MISS R. Holland II driving Layup,[1641842],1610612765.0,DET,driving,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
220,PT09M46.00S,2025-11-06T00:46:11.6Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,34,33,2025-11-06T00:46:11Z,2190000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:7),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,219.0,8.0,7.0,1.0,,,,,,,,,,
221,PT09M43.00S,2025-11-06T00:46:14.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,5.699737187910642,97.05882352941177,1610612762,34,36,2025-11-06T00:46:47Z,2200000,False,-235.0,1.0,1,left,L. Markkanen 3PT running (7 PTS) (S. Mykhailiuk 1 AST),"[1628374, 1629004]",1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,23.53,Made,7.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,,,,,,,
223,PT09M25.00S,2025-11-06T00:46:32.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,94.26741130091985,44.36274509803921,1610612765,34,36,2025-11-06T00:57:41Z,2220000,False,-28.0,1.0,1,right,MISS A. Thompson driving reverse Layup,[1641709],1610612765.0,DET,driving reverse,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.82,Missed,,,,,,,,,,,,,,,,,,
224,PT09M22.00S,2025-11-06T00:46:35.4Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,34,36,2025-11-06T00:57:41Z,2230000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:8),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,223.0,9.0,8.0,1.0,,,,,,,,,,
225,PT09M19.00S,2025-11-06T00:46:42.0Z,2,REGULAR,turnover,out-of-bounds,[],1642383,,,1610612762,34,36,2025-11-06T00:46:51Z,2240000,False,,,0,,W. Clayton Jr. bad pass out-of-bounds TURNOVER (3 TO),[1642383],1610612762.0,UTA,bad pass,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1151.0,3.0,,,,,,
226,PT09M07.00S,2025-11-06T00:47:04.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627747,68.51182654402103,63.72549019607843,1610612765,34,36,2025-11-06T00:58:53Z,2250000,False,69.0,243.0,1,right,MISS C. LeVert 25' pullup 3PT,[1627747],1610612765.0,DET,pullup,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,25.3,Missed,,,,,,,,,,,,,,,,,,
227,PT09M07.00S,2025-11-06T00:47:04.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,34,36,2025-11-06T00:47:17Z,2260000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,226.0,,,,,,,,,,,,,
229,PT08M53.00S,2025-11-06T00:47:25.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,5.305519053876466,59.31372549019608,1610612762,34,36,2025-11-06T00:47:45Z,2280000,False,-47.0,-3.0,1,left,MISS L. Markkanen driving Layup - blocked,"[1628374, 1630191]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,,,,,,,,Stewart,1630191.0,,,,,,,,
230,PT08M53.00S,2025-11-06T00:47:25.0Z,2,REGULAR,block,,[],1630191,,,1610612762,34,36,2025-11-06T00:47:28Z,2290000,False,,,0,,I. Stewart BLOCK (2 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
231,PT08M53.00S,2025-11-06T00:47:25.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,34,36,2025-11-06T00:47:32Z,2300000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,229.0,,,,,,,,,,,,,
233,PT08M49.00S,2025-11-06T00:47:45.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629004,9.247700394218143,97.79411764705883,1610612762,34,36,2025-11-06T00:47:52Z,2320000,False,-239.0,34.0,1,left,MISS S. Mykhailiuk 24' 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,24.15,Missed,,,,,,,,,,,,,,,,,,
234,PT08M45.00S,2025-11-06T00:47:49.4Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,34,36,2025-11-06T00:47:52Z,2330000,False,,,0,,R. Holland II REBOUND (Off:1 Def:2),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Left Corner 3,24+ Left,,,,,,,233.0,3.0,2.0,1.0,,,,,,,,,,
235,PT08M39.00S,2025-11-06T00:47:55.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,87.0400788436268,42.892156862745104,1610612765,34,36,2025-11-06T00:48:02Z,2340000,False,-36.0,69.0,1,right,MISS A. Thompson 7' turnaround Shot,[1641709],1610612765.0,DET,turnaround,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,7.79,Missed,,,,,,,,,,,,,,,,,,
236,PT08M36.00S,2025-11-06T00:47:58.3Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,34,36,2025-11-06T00:47:58Z,2350000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:9),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,235.0,10.0,9.0,1.0,,,,,,,,,,
237,PT08M30.00S,2025-11-06T00:48:05.2Z,2,REGULAR,3pt,Jump Shot,[],1628374,28.170170827858072,20.09803921568627,1610612762,34,36,2025-11-06T00:48:11Z,2360000,False,150.0,212.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,25.97,Missed,,,,,,,,,,,,,,,,,,
238,PT08M27.00S,2025-11-06T00:48:08.2Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,34,36,2025-11-06T00:48:11Z,2370000,False,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,,,,,,,237.0,3.0,3.0,0.0,,,,,,,,,,
239,PT08M18.00S,2025-11-06T00:48:17.1Z,2,REGULAR,turnover,lost ball,[],1630191,,,1610612765,34,36,2025-11-06T00:48:22Z,2380000,False,,,0,,I. Stewart lost ball TURNOVER (1 TO),"[1630191, 203994]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Nurkić,203994.0,,,,
240,PT08M18.00S,2025-11-06T00:48:17.1Z,2,REGULAR,steal,,[],203994,,,1610612762,34,36,2025-11-06T00:48:19Z,2390000,False,,,0,,J. Nurkić STEAL (3 STL),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
241,PT08M15.00S,2025-11-06T00:48:20.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628374,6.225361366622863,43.872549019607845,1610612762,34,38,2025-11-06T00:48:31Z,2400000,False,31.0,6.0,1,left,L. Markkanen running finger roll Layup (9 PTS) (J. Nurkić 3 AST),"[1628374, 203994]",1610612762.0,UTA,running finger roll,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.12,Made,9.0,J. Nurkić,203994.0,3.0,,,,,,,,,,,,,,
242,PT07M55.00S,2025-11-06T00:48:39.9Z,2,REGULAR,3pt,Jump Shot,[],1629750,69.95729303547964,87.5,1610612765,34,38,2025-11-06T00:48:43Z,2410000,False,188.0,230.0,1,right,MISS J. Green 29' 3PT,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,29.67,Missed,,,,,,,,,,,,,,,,,,
243,PT07M53.00S,2025-11-06T00:48:41.9Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,34,38,2025-11-06T00:48:43Z,2420000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:10),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,,,,,,,242.0,11.0,10.0,1.0,,,,,,,,,,
244,PT07M52.00S,2025-11-06T00:48:47.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642383,34.21484888304862,66.17647058823529,1610612762,34,38,2025-11-06T01:09:00Z,2430000,False,-81.0,269.0,1,left,MISS W. Clayton Jr. 28' running pullup 3PT,[1642383],1610612762.0,UTA,running pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,28.1,Missed,,,,,,,,,,,,,,,,,,
245,PT07M47.00S,2025-11-06T00:48:52.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,34,38,2025-11-06T00:48:55Z,2440000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,244.0,,,,,,,,,,,,,
246,PT07M47.00S,2025-11-06T00:48:54.9Z,2,REGULAR,foul,personal,[],203994,,,1610612765,34,38,2025-11-06T00:49:06Z,2450000,False,,,0,,J. Nurkić loose ball personal FOUL (1 PF),"[203994, 1641842]",1610612762.0,UTA,loose ball,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1151.0,,,,1.0,0.0,Holland II,1641842.0
