actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-04-02T23:13:03.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-02T23:13:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-04-02T23:13:05.6Z,1,REGULAR,jumpball,recovered,[],1629130,,,1610612765,0,0,2026-04-02T23:13:05Z,40000,False,,,0,,Jump Ball J. Duren vs. R. Gobert: Tip to D. Robinson,"[1629130, 1631105, 203497]",1610612765.0,DET,startperiod,D. Robinson,1629130.0,Robinson,D. Robinson,Duren,1631105.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-04-02T23:13:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642450,7.440867279894875,54.65686274509803,1610612765,2,0,2026-04-02T23:13:26Z,70000,False,-23.0,17.0,1,left,D. Jenkins driving finger roll Layup (2 PTS),[1642450],1610612765.0,DET,driving finger roll,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,2.91,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M22.00S,2026-04-02T23:13:41.3Z,1,REGULAR,3pt,Jump Shot,[],1628978,77.34888304862024,9.558823529411764,1610612750,2,0,2026-04-02T23:13:45Z,80000,False,-202.0,160.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,,
9,PT11M19.00S,2026-04-02T23:13:44.3Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,2,0,2026-04-02T23:13:45Z,90000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M08.00S,2026-04-02T23:13:55.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,15.062417871222076,51.71568627450981,1610612765,4,0,2026-04-02T23:13:59Z,100000,False,-9.0,89.0,1,left,D. Robinson 8' driving floating Jump Shot (2 PTS) (J. Duren 1 AST),"[1629130, 1631105]",1610612765.0,DET,driving floating,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Center,8.95,Made,2.0,,,,,J. Duren,1631105.0,1.0,,,,,,,,,,
12,PT10M52.00S,2026-04-02T23:14:14.3Z,1,REGULAR,foul,personal,['2freethrow'],1641709,,,1610612750,4,0,2026-04-02T23:14:22Z,120000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Gobert 2 FT),"[1641709, 203497]",1610612765.0,DET,shooting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1148.0,1.0,0.0,Gobert,203497.0,,,,,
14,PT10M52.00S,2026-04-02T23:14:40.4Z,1,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,4,0,2026-04-02T23:14:40Z,140000,False,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
15,PT10M52.00S,2026-04-02T23:14:40.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,4,0,2026-04-02T23:14:40Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,
16,PT10M52.00S,2026-04-02T23:14:55.3Z,1,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,4,1,2026-04-02T23:14:55Z,160000,False,,,0,,R. Gobert Free Throw 2 of 2 (1 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
