actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT05M21.00S,2025-11-18T00:28:30.2Z,1,REGULAR,turnover,lost ball,[],1627783,,,1610612754,18,15,2025-11-18T00:28:34Z,870000,False,,,0,,P. Siakam lost ball TURNOVER (1 TO),"[1627783, 1629750]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,,,,Green,1629750.0,,
88,PT05M21.00S,2025-11-18T00:28:30.2Z,1,REGULAR,steal,,[],1629750,,,1610612765,18,15,2025-11-18T00:28:32Z,880000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
89,PT05M17.00S,2025-11-18T00:28:34.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642450,7.5722733245729295,43.627450980392155,1610612765,20,15,2025-11-18T00:28:41Z,890000,False,32.0,19.0,1,left,D. Jenkins running Layup (2 PTS),[1642450],1610612765.0,DET,running,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,3.7,Made,2.0,,,,,,,,,,,,,,,,,
90,PT05M00.00S,2025-11-18T00:28:51.0Z,1,REGULAR,3pt,Jump Shot,[],1627783,68.80749014454665,68.13725490196079,1610612754,20,18,2025-11-18T00:28:57Z,900000,False,91.0,241.0,1,right,P. Siakam 25' 3PT  (8 PTS) (A. Nembhard 1 AST),"[1627783, 1629614]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,25.72,Made,8.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,,,,,
92,PT04M41.00S,2025-11-18T00:29:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,4.812746386333772,62.00980392156863,1610612765,22,18,2025-11-18T00:34:00Z,920000,False,-60.0,-7.0,1,left,P. Reed 6' driving Layup (2 PTS) (D. Jenkins 2 AST),"[1630194, 1642450]",1610612765.0,DET,driving,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,2.0,D. Jenkins,1642450.0,2.0,,,,,,,,,,,,,,
94,PT04M29.00S,2025-11-18T00:29:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,82.07950065703022,37.745098039215684,1610612754,22,18,2025-11-18T00:29:35Z,940000,False,-61.0,116.0,1,right,MISS A. Nembhard 13' Jump Shot,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,13.12,Missed,,,,,,,,,,,,,,,,,,
95,PT04M28.00S,2025-11-18T00:29:26.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,22,18,2025-11-18T00:29:35Z,950000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,94.0,,,,,,,,,,,,
96,PT04M28.00S,2025-11-18T00:29:34.1Z,1,REGULAR,foul,personal,[],1628396,,,1610612765,22,18,2025-11-18T00:29:45Z,960000,False,,,0,,T. Bradley loose ball personal FOUL (1 PF),"[1628396, 1630194]",1610612754.0,IND,loose ball,,,Bradley,T. Bradley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1201.0,1.0,0.0,Reed,1630194.0,,,,
98,PT04M28.00S,2025-11-18T00:29:40.9Z,1,REGULAR,substitution,out,[],1641842,,,1610612765,22,18,2025-11-18T00:29:47Z,980000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M28.00S,2025-11-18T00:29:40.9Z,1,REGULAR,substitution,out,[],1641716,,,1610612765,22,18,2025-11-18T00:29:47Z,990000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M28.00S,2025-11-18T00:29:40.9Z,1,REGULAR,substitution,in,[],1627747,,,1610612765,22,18,2025-11-18T00:29:47Z,1000000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M28.00S,2025-11-18T00:29:40.9Z,1,REGULAR,substitution,in,[],1630643,,,1610612765,22,18,2025-11-18T00:29:47Z,1010000,False,,,0,,SUB in: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M28.00S,2025-11-18T00:29:40.9Z,1,REGULAR,substitution,out,[],1627783,,,1610612765,22,18,2025-11-18T00:30:07Z,1020000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M28.00S,2025-11-18T00:29:40.9Z,1,REGULAR,substitution,in,[],1641767,,,1610612765,22,18,2025-11-18T00:30:07Z,1030000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M10.00S,2025-11-18T00:30:25.8Z,1,REGULAR,3pt,Jump Shot,[],1630194,5.995400788436268,95.83333333333334,1610612765,22,18,2025-11-18T00:30:29Z,1040000,False,-229.0,4.0,1,left,MISS P. Reed 3PT,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
105,PT04M08.00S,2025-11-18T00:30:27.8Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,22,18,2025-11-18T00:30:29Z,1050000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,
106,PT04M00.00S,2025-11-18T00:30:34.7Z,1,REGULAR,3pt,Jump Shot,[],1630643,65.91655716162943,47.05882352941176,1610612754,22,21,2025-11-18T00:30:40Z,1060000,False,-15.0,268.0,1,right,J. Huff 26' 3PT  (3 PTS) (A. Nembhard 2 AST),"[1630643, 1629614]",1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,26.83,Made,3.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,,,,,
108,PT03M40.00S,2025-11-18T00:30:58.0Z,1,REGULAR,3pt,Jump Shot,[],1642450,25.443495400788436,12.254901960784313,1610612765,22,21,2025-11-18T00:36:00Z,1080000,False,189.0,187.0,1,left,MISS D. Jenkins 26' step back 3PT,[1642450],1610612765.0,DET,step back,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
109,PT03M39.00S,2025-11-18T00:30:59.0Z,1,REGULAR,rebound,defensive,[],1628396,,,1610612754,22,21,2025-11-18T00:33:28Z,1090000,False,,,0,,T. Bradley REBOUND (Off:0 Def:1),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Above the Break 3,24+ Right Center,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,
111,PT03M37.00S,2025-11-18T00:31:05.8Z,1,REGULAR,turnover,lost ball,[],1628396,,,1610612754,22,21,2025-11-18T00:33:34Z,1110000,False,,,0,,T. Bradley lost ball TURNOVER (1 TO),"[1628396, 1630194]",1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,,,,,Reed,1630194.0,,
112,PT03M37.00S,2025-11-18T00:31:05.8Z,1,REGULAR,steal,,[],1630194,,,1610612765,22,21,2025-11-18T00:31:09Z,1120000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
113,PT03M35.00S,2025-11-18T00:31:11.0Z,1,REGULAR,foul,offensive,[],1630194,,,1610612765,22,21,2025-11-18T00:31:25Z,1130000,False,,,0,,P. Reed offensive FOUL (1 PF),"[1630194, 1628396]",1610612765.0,DET,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1201.0,1.0,0.0,Bradley,1628396.0,,,,
115,PT03M35.00S,2025-11-18T00:31:11.0Z,1,REGULAR,turnover,offensive foul,[],1630194,,,1610612765,22,21,2025-11-18T00:31:11Z,1150000,False,,,0,,P. Reed offensive foul TURNOVER (1 TO),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,,1201.0,,,,,,,,
116,PT03M35.00S,2025-11-18T00:31:23.5Z,1,REGULAR,substitution,out,[],1642450,,,1610612754,22,21,2025-11-18T00:31:28Z,1160000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M35.00S,2025-11-18T00:31:23.5Z,1,REGULAR,substitution,in,[],1642404,,,1610612754,22,21,2025-11-18T00:31:28Z,1170000,False,,,0,,SUB in: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M14.00S,2025-11-18T00:31:41.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641767,93.64323258869908,3.1862745098039214,1610612754,22,21,2025-11-18T00:31:46Z,1180000,False,-234.0,7.0,1,right,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
119,PT03M11.00S,2025-11-18T00:31:44.6Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612754,22,21,2025-11-18T00:31:46Z,1190000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:0),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Left Corner 3,24+ Left,,,,,,,,118.0,1.0,0.0,1.0,,,,,,,,,
120,PT03M10.00S,2025-11-18T00:31:44.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630526,94.56307490144546,54.166666666666664,1610612754,22,21,2025-11-18T00:44:09Z,1200000,False,21.0,-1.0,1,right,MISS J. Robinson-Earl putback Layup - blocked,"[1630526, 1630194]",1610612754.0,IND,putback,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,Reed,1630194.0
121,PT03M10.00S,2025-11-18T00:31:44.5Z,1,REGULAR,block,,[],1630194,,,1610612754,22,21,2025-11-18T00:31:47Z,1210000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT03M10.00S,2025-11-18T00:31:44.5Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612765,22,21,2025-11-18T00:31:49Z,1220000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,
123,PT03M05.00S,2025-11-18T00:31:50.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627747,27.94021024967148,84.31372549019608,1610612765,22,21,2025-11-18T00:31:56Z,1230000,False,-172.0,210.0,1,left,MISS C. LeVert 27' pullup 3PT,[1627747],1610612765.0,DET,pullup,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,,,,,,,,,,,,,,,,,
124,PT03M02.00S,2025-11-18T00:31:53.4Z,1,REGULAR,rebound,offensive,[],1629750,,,1610612765,22,21,2025-11-18T00:51:09Z,1240000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,123.0,1.0,0.0,1.0,,,,,,,,,
125,PT02M55.00S,2025-11-18T00:32:00.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,33.590670170827856,57.35294117647059,1610612765,22,21,2025-11-18T00:32:04Z,1250000,False,-37.0,263.0,1,left,MISS C. LeVert 26' 3PT,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,26.59,Missed,,,,,,,,,,,,,,,,,,
126,PT02M52.00S,2025-11-18T00:32:02.7Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612765,22,21,2025-11-18T00:32:02Z,1260000,False,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,,,,,,125.0,1.0,0.0,1.0,,,,,,,,,
127,PT02M51.00S,2025-11-18T00:32:04.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629750,7.30946123521682,44.36274509803921,1610612765,24,21,2025-11-18T00:32:08Z,1270000,False,28.0,16.0,1,left,J. Green DUNK (2 PTS) (P. Reed 2 AST),"[1629750, 1630194]",1610612765.0,DET,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.25,Made,2.0,P. Reed,1630194.0,2.0,,,,,,,,,,,,,,
129,PT02M38.00S,2025-11-18T00:32:17.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628396,91.01511169513797,55.63725490196079,1610612754,24,21,2025-11-18T00:32:21Z,1290000,False,28.0,32.0,1,right,MISS T. Bradley Hook,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,4.27,Missed,,,,,,,,,,,,,,,,,,
130,PT02M35.00S,2025-11-18T00:32:20.1Z,1,REGULAR,rebound,defensive,[],1630194,,,1610612765,24,21,2025-11-18T00:32:21Z,1300000,False,,,0,,P. Reed REBOUND (Off:1 Def:1),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,129.0,2.0,1.0,1.0,,,,,,,,,
131,PT02M23.00S,2025-11-18T00:32:36.8Z,1,REGULAR,turnover,traveling,[],1627747,,,1610612765,24,21,2025-11-18T00:32:42Z,1310000,False,,,0,,C. LeVert traveling TURNOVER (1 TO),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,202007.0,,,,,,,,
132,PT02M23.00S,2025-11-18T00:32:45.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,24,21,2025-11-18T00:32:45Z,1320000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M23.00S,2025-11-18T00:32:46.5Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,24,21,2025-11-18T00:35:26Z,1330000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M23.00S,2025-11-18T00:32:46.5Z,1,REGULAR,substitution,out,[],1630526,,,1610612754,24,21,2025-11-18T00:35:26Z,1340000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M23.00S,2025-11-18T00:32:46.5Z,1,REGULAR,substitution,in,[],1631097,,,1610612754,24,21,2025-11-18T00:35:26Z,1350000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M23.00S,2025-11-18T00:32:46.5Z,1,REGULAR,substitution,in,[],204456,,,1610612754,24,21,2025-11-18T00:35:26Z,1360000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M10.00S,2025-11-18T00:35:50.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630643,77.4802890932983,6.862745098039216,1610612754,24,21,2025-11-18T00:35:55Z,1370000,False,-216.0,159.0,1,right,MISS J. Huff 26' 3PT,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Left Center,26.81,Missed,,,,,,,,,,,,,,,,,,
138,PT02M07.00S,2025-11-18T00:35:53.7Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612765,24,21,2025-11-18T00:35:55Z,1380000,False,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,,
139,PT01M59.00S,2025-11-18T00:36:04.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,34.90473061760841,46.568627450980394,1610612765,24,21,2025-11-18T00:36:15Z,1390000,False,17.0,276.0,1,left,MISS D. Robinson 27' 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,27.61,Missed,,,,,,,,,,,,,,,,,,
140,PT01M57.00S,2025-11-18T00:36:06.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,24,21,2025-11-18T00:36:15Z,1400000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,139.0,,,,,,,,,,,,
142,PT01M57.00S,2025-11-18T00:36:09.8Z,1,REGULAR,substitution,out,[],1629130,,,1610612754,24,21,2025-11-18T00:36:20Z,1420000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M57.00S,2025-11-18T00:36:09.8Z,1,REGULAR,substitution,in,[],1631111,,,1610612754,24,21,2025-11-18T00:36:20Z,1430000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612765.0,DET,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M35.00S,2025-11-18T00:36:41.4Z,1,REGULAR,3pt,Jump Shot,[],1631097,68.9388961892247,18.872549019607842,1610612754,24,21,2025-11-18T00:36:49Z,1440000,False,-156.0,239.0,1,right,MISS B. Mathurin 28' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,28.56,Missed,,,,,,,,,,,,,,,,,,
145,PT01M32.00S,2025-11-18T00:36:44.6Z,1,REGULAR,rebound,defensive,[],1631111,,,1610612765,24,21,2025-11-18T00:36:44Z,1450000,False,,,0,,W. Moore Jr. REBOUND (Off:0 Def:1),[1631111],1610612765.0,DET,,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,
146,PT01M18.00S,2025-11-18T00:36:59.7Z,1,REGULAR,turnover,bad pass,[],1631111,,,1610612765,24,21,2025-11-18T00:37:10Z,1460000,False,,,0,,W. Moore Jr. bad pass TURNOVER (1 TO),"[1631111, 1631097]",1610612765.0,DET,,,,Moore Jr.,W. Moore Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,,,,,,,,,,Mathurin,1631097.0,,
147,PT01M18.00S,2025-11-18T00:36:59.7Z,1,REGULAR,steal,,[],1631097,,,1610612754,24,21,2025-11-18T00:37:01Z,1470000,False,,,0,,B. Mathurin STEAL (1 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
149,PT00M58.80S,2025-11-18T00:37:48.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],204456,83.26215505913272,67.15686274509804,1610612754,24,21,2025-11-18T00:37:57Z,1490000,False,86.0,105.0,1,right,MISS T. McConnell 13' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,13.54,Missed,,,,,,,,,,,,,,,,,,
150,PT00M56.50S,2025-11-18T00:37:51.4Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612765,24,21,2025-11-18T00:37:51Z,1500000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,149.0,2.0,1.0,1.0,,,,,,,,,
151,PT00M46.70S,2025-11-18T00:38:01.2Z,1,REGULAR,3pt,Jump Shot,[],1629750,33.722076215505915,27.941176470588236,1610612765,24,21,2025-11-18T00:38:05Z,1510000,False,110.0,264.0,1,left,MISS J. Green 28' 3PT,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,28.66,Missed,,,,,,,,,,,,,,,,,,
152,PT00M44.00S,2025-11-18T00:38:03.9Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,24,21,2025-11-18T00:38:03Z,1520000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,,151.0,2.0,2.0,0.0,,,,,,,,,
154,PT00M33.10S,2025-11-18T00:38:31.0Z,1,REGULAR,foul,offensive,[],1628396,,,1610612754,24,21,2025-11-18T00:39:29Z,1540000,False,,,0,,T. Bradley offensive FOUL (2 PF),"[1628396, 1629750]",1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,1201.0,2.0,0.0,Green,1629750.0,,,,
156,PT00M33.10S,2025-11-18T00:38:31.0Z,1,REGULAR,turnover,offensive foul,[],1628396,,,1610612754,24,21,2025-11-18T00:38:31Z,1560000,False,,,0,,T. Bradley offensive foul TURNOVER (2 TO),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Mid-Range,16-24 Left,,,,,,,2.0,,,,,1201.0,,,,,,,,
157,PT00M21.20S,2025-11-18T00:38:45.2Z,1,REGULAR,foul,personal,['2freethrow'],1630643,,,1610612765,24,21,2025-11-18T00:38:59Z,1570000,False,,,0,,J. Huff shooting personal FOUL (1 PF) (Reed 2 FT),"[1630643, 1630194]",1610612754.0,IND,shooting,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202007.0,1.0,0.0,Reed,1630194.0,,,,
159,PT00M21.20S,2025-11-18T00:39:11.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630194,,,1610612765,25,21,2025-11-18T00:39:11Z,1590000,False,,,0,,P. Reed Free Throw 1 of 2 (3 PTS),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
160,PT00M21.20S,2025-11-18T00:39:20.0Z,1,REGULAR,substitution,out,[],1642404,,,1610612765,25,21,2025-11-18T00:39:26Z,1600000,False,,,0,,SUB out: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M21.20S,2025-11-18T00:39:20.0Z,1,REGULAR,substitution,out,[],1628396,,,1610612765,25,21,2025-11-18T00:39:26Z,1610000,False,,,0,,SUB out: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M21.20S,2025-11-18T00:39:20.0Z,1,REGULAR,substitution,in,[],1630191,,,1610612765,25,21,2025-11-18T00:39:26Z,1620000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M21.20S,2025-11-18T00:39:20.0Z,1,REGULAR,substitution,in,[],1627783,,,1610612765,25,21,2025-11-18T00:39:26Z,1630000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M21.20S,2025-11-18T00:39:44.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630194,,,1610612765,26,21,2025-11-18T00:39:44Z,1640000,False,,,0,,P. Reed Free Throw 2 of 2 (4 PTS),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
165,PT00M01.20S,2025-11-18T00:40:06.3Z,1,REGULAR,3pt,Jump Shot,[],1627783,69.85873850197109,76.7156862745098,1610612754,26,21,2025-11-18T00:40:15Z,1650000,False,134.0,231.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,26.67,Missed,,,,,,,,,,,,,,,,,,
166,PT00M01.20S,2025-11-18T00:40:06.3Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612765,26,21,2025-11-18T00:40:15Z,1660000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,165.0,3.0,2.0,1.0,,,,,,,,,
167,PT00M00.00S,2025-11-18T00:40:20.7Z,1,REGULAR,period,end,[],0,,,1610612765,26,21,2025-11-18T00:40:20Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-11-18T00:42:28.9Z,2,REGULAR,substitution,out,['startperiod'],1630194,,,1610612765,26,21,2025-11-18T00:42:54Z,1680000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-11-18T00:42:28.9Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612765,26,21,2025-11-18T00:42:54Z,1690000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-11-18T00:42:28.9Z,2,REGULAR,substitution,out,['startperiod'],1630191,,,1610612765,26,21,2025-11-18T00:42:54Z,1700000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-11-18T00:42:28.9Z,2,REGULAR,substitution,in,['startperiod'],1642404,,,1610612765,26,21,2025-11-18T00:42:54Z,1710000,False,,,0,,SUB in: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
