actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-10-27T23:13:09.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-27T23:13:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-10-27T23:13:11.9Z,1,REGULAR,jumpball,recovered,[],1628378,,,1610612739,0,0,2025-10-27T23:13:11Z,40000,False,,,0,,Jump Ball J. Allen vs. J. Duren: Tip to D. Mitchell,"[1628378, 1628386, 1631105]",1610612739.0,CLE,startperiod,D. Mitchell,1628378.0,Mitchell,D. Mitchell,Allen,1628386.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-10-27T23:13:25.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,89.96386333771353,44.85294117647059,1610612739,0,2,2025-10-27T23:13:31Z,70000,False,-26.0,42.0,1,right,J. Allen alley-oop DUNK (2 PTS) (D. Hunter 1 AST),"[1628386, 1629631]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,4.91,Made,2.0,D. Hunter,1629631.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2025-10-27T23:13:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,10.988830486202366,37.254901960784316,1610612765,0,2,2025-10-27T23:22:56Z,90000,False,64.0,51.0,1,left,MISS A. Thompson 8' Layup,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,8.15,Missed,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2025-10-27T23:13:40.6Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,0,2,2025-10-27T23:13:46Z,100000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M25.00S,2025-10-27T23:13:43.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641709,5.590000152587891,50.0,1610612765,2,2,2025-10-27T23:13:52Z,110000,False,0.0,0.0,1,left,A. Thompson tip Layup (2 PTS),[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
12,PT11M18.00S,2025-10-27T23:13:51.6Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612739,2,2,2025-10-27T23:14:02Z,120000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Allen 2 FT),"[1631105, 1628386]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629177.0,1.0,0.0,Allen,1628386.0,,,,,
14,PT11M18.00S,2025-10-27T23:14:18.7Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,2,3,2025-10-27T23:14:18Z,140000,False,,,0,,J. Allen Free Throw 1 of 2 (3 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
15,PT11M18.00S,2025-10-27T23:14:31.3Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,2,4,2025-10-27T23:14:31Z,150000,False,,,0,,J. Allen Free Throw 2 of 2 (4 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
16,PT11M04.00S,2025-10-27T23:14:46.2Z,1,REGULAR,3pt,Jump Shot,[],202699,28.597240473061763,22.058823529411764,1610612765,5,4,2025-10-27T23:14:54Z,160000,False,140.0,216.0,1,left,T. Harris 25' 3PT  (3 PTS) (J. Duren 1 AST),"[202699, 1631105]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,25.75,Made,3.0,J. Duren,1631105.0,1.0,,,,,,,,,,,,,,
