actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-06T00:42:21.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-06T00:42:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-12-06T00:42:25.0Z,1,REGULAR,jumpball,recovered,[],1629130,,,1610612765,0,0,2025-12-06T00:42:25Z,40000,False,,,0,,Jump Ball J. Duren vs. R. Williams III: Tip to D. Robinson,"[1629130, 1631105, 1629057]",1610612765.0,DET,startperiod,D. Robinson,1629130.0,Robinson,D. Robinson,Duren,1631105.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-12-06T00:42:37.4Z,1,REGULAR,turnover,bad pass,[],1631105,,,1610612765,0,0,2025-12-06T00:42:45Z,70000,False,,,0,,J. Duren bad pass TURNOVER (1 TO),"[1631105, 1631321]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Right Center,1.0,Cissoko,1631321.0,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2025-12-06T00:42:37.4Z,1,REGULAR,steal,,[],1631321,,,1610612757,0,0,2025-12-06T00:56:23Z,80000,False,,,0,,S. Cissoko STEAL (1 STL),[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M39.00S,2025-12-06T00:42:41.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631321,7.5722733245729295,52.20588235294118,1610612757,0,0,2025-12-06T00:42:49Z,90000,False,-11.0,19.0,1,left,MISS S. Cissoko running Layup,[1631321],1610612757.0,POR,running,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,,,,2.17,Missed,,,,,,,,,,,,,,,
10,PT11M37.00S,2025-12-06T00:42:43.5Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612765,0,0,2025-12-06T00:42:43Z,100000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M35.00S,2025-12-06T00:42:47.4Z,1,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612765,0,0,2025-12-06T00:43:00Z,110000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (Thompson 2 FT),"[1629057, 1641709]",1610612757.0,POR,shooting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626300.0,1.0,0.0,Thompson,1641709.0,,,,,,
13,PT11M35.00S,2025-12-06T00:43:14.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641709,,,1610612765,1,0,2025-12-06T00:44:10Z,130000,False,,,0,,A. Thompson Free Throw 1 of 2 (1 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,Made,,,,,,,,,,1.0,,,,,
14,PT11M35.00S,2025-12-06T00:43:14.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641709,,,1610612765,2,0,2025-12-06T00:44:10Z,140000,False,,,0,,A. Thompson Free Throw 2 of 2 (2 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,Made,,,,,,,,,,2.0,,,,,
15,PT11M15.00S,2025-12-06T00:43:51.4Z,1,REGULAR,3pt,Jump Shot,[],1641739,22.683968462549277,7.8431372549019605,1610612757,2,0,2025-12-06T00:43:59Z,150000,False,211.0,161.0,1,left,MISS T. Camara 26' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,26.51,Missed,,,,,,,,,,,,,,,
