actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT11M10.00S,2026-02-04T00:12:34.6Z,1,REGULAR,rebound,defensive,[],1629618,,,1610612743,2,0,2026-02-04T00:12:41Z,160000,False,,,0,,J. Pickett REBOUND (Off:0 Def:1),[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Mid-Range,8-16 Right,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,
17,PT10M47.00S,2026-02-04T00:12:57.1Z,1,REGULAR,2pt,Jump Shot,[],203999,80.23981603153744,25.49019607843137,1610612743,2,0,2026-02-04T00:16:12Z,170000,False,-123.0,133.0,1,right,MISS N. Jokić 18' pullup Shot,[203999],1610612743.0,DEN,pullup,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,18.1,,,,,,,,,,,,
18,PT10M45.00S,2026-02-04T00:12:59.1Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,2,0,2026-02-04T00:13:01Z,180000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,
19,PT10M39.00S,2026-02-04T00:13:04.8Z,1,REGULAR,turnover,lost ball,[],202699,,,1610612765,2,0,2026-02-04T00:13:10Z,190000,False,,,0,,T. Harris lost ball TURNOVER (1 TO),"[202699, 203999]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1.0,Jokić,203999.0,,,
20,PT10M39.00S,2026-02-04T00:13:04.8Z,1,REGULAR,steal,,[],203999,,,1610612743,2,0,2026-02-04T00:13:08Z,200000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
21,PT10M32.00S,2026-02-04T00:13:12.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631212,89.56964520367937,53.67647058823529,1610612743,2,2,2026-02-04T00:13:18Z,210000,False,18.0,46.0,1,right,P. Watson driving floating Jump Shot (2 PTS) (C. Braun 1 AST),"[1631212, 1631128]",1610612743.0,DEN,driving floating,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,4.91,,,,,,,,,,C. Braun,1631128.0,1.0
23,PT10M15.00S,2026-02-04T00:13:30.7Z,1,REGULAR,3pt,Jump Shot,[],1630595,28.728646517739815,14.215686274509803,1610612765,2,2,2026-02-04T00:13:40Z,230000,False,179.0,218.0,1,left,MISS C. Cunningham 28' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,28.16,,,,,,,,,,,,
24,PT10M14.00S,2026-02-04T00:13:31.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,2,2,2026-02-04T00:13:40Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,23.0,,,,,,,,,
26,PT10M05.00S,2026-02-04T00:14:00.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630595,10.85742444152431,42.15686274509804,1610612765,2,2,2026-02-04T00:14:08Z,260000,False,39.0,50.0,1,left,MISS C. Cunningham 6' turnaround Hook,[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.32,,,,,,,,,,,,
27,PT10M04.00S,2026-02-04T00:14:01.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,2,2026-02-04T00:14:08Z,270000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,
28,PT10M04.00S,2026-02-04T00:14:04.4Z,1,REGULAR,foul,personal,[],1631105,,,1610612743,2,2,2026-02-04T00:14:09Z,280000,False,,,0,,J. Duren personal FOUL (1 PF),"[1631105, 203999]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,1627962.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,,,,,,
30,PT09M50.00S,2026-02-04T00:14:28.4Z,1,REGULAR,3pt,Jump Shot,[],1631212,65.52233902759527,44.36274509803921,1610612743,2,2,2026-02-04T00:14:37Z,300000,False,-28.0,272.0,1,right,MISS P. Watson 27' 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.31,,,,,,,,,,,,
31,PT09M49.00S,2026-02-04T00:14:29.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,2,2,2026-02-04T00:14:37Z,310000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,
32,PT09M31.00S,2026-02-04T00:14:47.3Z,1,REGULAR,3pt,Jump Shot,[],1629130,8.360709592641262,2.696078431372549,1610612765,5,2,2026-02-04T00:14:51Z,320000,False,237.0,26.0,1,left,D. Robinson 3PT  (3 PTS) (A. Thompson 1 AST),"[1629130, 1641709]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,23.79,,,,,,,,,,A. Thompson,1641709.0,1.0
34,PT09M17.00S,2026-02-04T00:15:01.9Z,1,REGULAR,3pt,Jump Shot,[],1629618,66.83639947437582,40.44117647058824,1610612743,5,2,2026-02-04T00:15:09Z,340000,False,-48.0,259.0,1,right,MISS J. Pickett 26' 3PT,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.36,,,,,,,,,,,,
35,PT09M13.00S,2026-02-04T00:15:05.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,5,2,2026-02-04T00:15:09Z,350000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,,,,34.0,2.0,2.0,0.0,,,,,,
36,PT09M07.00S,2026-02-04T00:15:11.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",202699,5.995400788436268,65.68627450980392,1610612765,7,2,2026-02-04T00:21:26Z,360000,False,-78.0,4.0,1,left,T. Harris 7' running pullup Jump Shot (2 PTS),[202699],1610612765.0,DET,running pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,7.85,,,,,,,,,,,,
37,PT08M49.00S,2026-02-04T00:15:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,93.77463863337714,57.107843137254896,1610612743,7,2,2026-02-04T00:22:21Z,370000,False,36.0,6.0,1,right,MISS N. Jokić driving Layup,[203999],1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.6,,,,,,,,,,,,
38,PT08M48.00S,2026-02-04T00:15:35.8Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,7,2,2026-02-04T00:15:44Z,380000,False,,,0,,N. Jokić REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,37.0,2.0,1.0,1.0,,,,,,
39,PT08M47.00S,2026-02-04T00:15:37.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,93.24901445466492,57.59803921568627,1610612743,7,4,2026-02-04T00:23:29Z,390000,False,38.0,11.0,1,right,N. Jokić putback Layup (2 PTS),[203999],1610612743.0,DEN,putback,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.96,,,,,,,,,,,,
40,PT08M47.00S,2026-02-04T00:15:41.4Z,1,REGULAR,foul,personal,['1freethrow'],202699,,,1610612743,7,4,2026-02-04T00:15:48Z,400000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Jokić 1 FT),"[202699, 203999]",1610612765.0,DET,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,201639.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,,,,,,
42,PT08M47.00S,2026-02-04T00:15:58.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203999,,,1610612743,7,5,2026-02-04T00:15:58Z,420000,False,,,0,,N. Jokić Free Throw 1 of 1 (3 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
43,PT08M25.00S,2026-02-04T00:16:20.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,6.521024967148489,64.70588235294117,1610612765,7,5,2026-02-04T00:24:01Z,430000,False,-74.0,9.0,1,left,MISS C. Cunningham 7' Jump Shot,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.4,,,,,,,,,,,,
44,PT08M24.00S,2026-02-04T00:16:21.7Z,1,REGULAR,rebound,offensive,[],1629130,,,1610612765,7,5,2026-02-04T00:16:29Z,440000,False,,,0,,D. Robinson REBOUND (Off:1 Def:0),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,43.0,1.0,0.0,1.0,,,,,,
45,PT08M23.00S,2026-02-04T00:16:25.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629130,5.590000152587891,50.0,1610612765,9,5,2026-02-04T00:16:35Z,450000,False,0.0,0.0,1,left,D. Robinson tip Layup (5 PTS),[1629130],1610612765.0,DET,tip,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,0.0,,,,,,,,,,,,
46,PT08M12.00S,2026-02-04T00:16:35.4Z,1,REGULAR,3pt,Jump Shot,[],1629618,91.80354796320631,96.56862745098039,1610612743,9,5,2026-02-04T00:16:40Z,460000,False,233.0,25.0,1,right,MISS J. Pickett 3PT,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.41,,,,,,,,,,,,
47,PT08M11.00S,2026-02-04T00:16:36.4Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,9,5,2026-02-04T00:16:40Z,470000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,46.0,2.0,2.0,0.0,,,,,,
48,PT07M59.00S,2026-02-04T00:16:48.3Z,1,REGULAR,turnover,out-of-bounds,[],202699,,,1610612765,9,5,2026-02-04T00:16:55Z,480000,False,,,0,,T. Harris bad pass out-of-bounds TURNOVER (2 TO),[202699],1610612765.0,DET,bad pass,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,201639.0,,,,,,,,,,,,,,2.0,,,,,
49,PT07M51.00S,2026-02-04T00:17:07.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629618,92.59198423127464,2.696078431372549,1610612743,9,5,2026-02-04T00:17:11Z,490000,False,-237.0,17.0,1,right,MISS J. Pickett 3PT,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.71,,,,,,,,,,,,
50,PT07M49.00S,2026-02-04T00:17:09.6Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612765,9,5,2026-02-04T00:17:11Z,500000,False,,,0,,D. Robinson REBOUND (Off:1 Def:1),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,49.0,2.0,1.0,1.0,,,,,,
51,PT07M42.00S,2026-02-04T00:17:19.2Z,1,REGULAR,foul,personal,['2freethrow'],203999,,,1610612765,9,5,2026-02-04T00:17:29Z,510000,False,,,0,,N. Jokić shooting personal FOUL (1 PF) (Duren 2 FT),"[203999, 1631105]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,201639.0,1.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,,
53,PT07M42.00S,2026-02-04T00:17:48.4Z,1,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,10,5,2026-02-04T00:18:15Z,530000,False,,,0,,J. Duren Free Throw 1 of 2 (3 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
54,PT07M42.00S,2026-02-04T00:17:48.4Z,1,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,10,5,2026-02-04T00:18:15Z,540000,False,,,0,,MISS J. Duren Free Throw 2 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
55,PT07M39.00S,2026-02-04T00:17:51.4Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,10,5,2026-02-04T00:18:15Z,550000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,
56,PT07M26.00S,2026-02-04T00:18:22.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.06636005256242,55.63725490196079,1610612743,10,7,2026-02-04T00:18:33Z,560000,False,28.0,22.0,1,right,N. Jokić Layup (5 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,3.58,,,,,,,,,,J. Murray,1627750.0,1.0
58,PT07M10.00S,2026-02-04T00:18:38.5Z,1,REGULAR,3pt,Jump Shot,[],1629130,31.225361366622867,22.30392156862745,1610612765,13,7,2026-02-04T00:18:43Z,580000,False,138.0,241.0,1,left,D. Robinson 27' 3PT  (8 PTS) (C. Cunningham 1 AST),"[1629130, 1630595]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,Made,8.0,27.8,,,,,,,,,,C. Cunningham,1630595.0,1.0
60,PT06M57.00S,2026-02-04T00:18:52.8Z,1,REGULAR,3pt,Jump Shot,[],1627750,72.09264126149803,15.931372549019606,1610612743,13,7,2026-02-04T00:26:24Z,600000,False,-170.0,210.0,1,right,MISS J. Murray 27' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,27.02,,,,,,,,,,,,
61,PT06M56.00S,2026-02-04T00:18:53.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,13,7,2026-02-04T00:19:03Z,610000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,60.0,,,,,,,,,
63,PT06M56.00S,2026-02-04T00:19:01.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,13,7,2026-02-04T00:19:01Z,630000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M56.00S,2026-02-04T00:19:02.2Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,13,7,2026-02-04T00:21:50Z,640000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M56.00S,2026-02-04T00:19:02.2Z,1,REGULAR,substitution,out,[],1629618,,,1610612765,13,7,2026-02-04T00:21:50Z,650000,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M56.00S,2026-02-04T00:19:02.2Z,1,REGULAR,substitution,in,[],1627747,,,1610612765,13,7,2026-02-04T00:21:50Z,660000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M56.00S,2026-02-04T00:19:02.2Z,1,REGULAR,substitution,in,[],203501,,,1610612765,13,7,2026-02-04T00:21:50Z,670000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M56.00S,2026-02-04T00:21:55.9Z,1,REGULAR,substitution,out,[],1627747,,,1610612765,13,7,2026-02-04T00:21:59Z,680000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M56.00S,2026-02-04T00:21:55.9Z,1,REGULAR,substitution,in,[],1631105,,,1610612765,13,7,2026-02-04T00:21:59Z,690000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M31.00S,2026-02-04T00:22:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,6.521024967148489,44.36274509803921,1610612765,15,7,2026-02-04T00:22:26Z,700000,False,28.0,9.0,1,left,C. Cunningham driving Layup (2 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,2.95,,,,,,,,,,,,
71,PT06M19.00S,2026-02-04T00:22:30.1Z,1,REGULAR,3pt,Jump Shot,[],1631128,70.12155059132719,74.01960784313727,1610612743,15,7,2026-02-04T00:22:35Z,710000,False,120.0,228.0,1,right,MISS C. Braun 25' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.81,,,,,,,,,,,,
72,PT06M15.00S,2026-02-04T00:22:34.1Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,15,7,2026-02-04T00:22:35Z,720000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,71.0,2.0,2.0,0.0,,,,,,
73,PT06M06.00S,2026-02-04T00:22:43.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,7.835085413929041,56.372549019607845,1610612765,17,7,2026-02-04T00:22:49Z,730000,False,-32.0,21.0,1,left,A. Thompson cutting DUNK (2 PTS) (C. Cunningham 2 AST),"[1641709, 1630595]",1610612765.0,DET,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.82,,,,,,,,,,C. Cunningham,1630595.0,2.0
75,PT05M46.00S,2026-02-04T00:23:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,89.96386333771353,53.18627450980392,1610612743,17,9,2026-02-04T00:23:07Z,750000,False,16.0,42.0,1,right,C. Braun cutting Layup (2 PTS) (J. Murray 2 AST),"[1631128, 1627750]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,4.47,,,,,,,,,,J. Murray,1627750.0,2.0
77,PT05M22.00S,2026-02-04T00:23:26.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,7.703679369250986,57.107843137254896,1610612765,19,9,2026-02-04T00:23:33Z,770000,False,-36.0,20.0,1,left,J. Duren alley-oop DUNK (5 PTS) (C. Cunningham 3 AST),"[1631105, 1630595]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,4.07,,,,,,,,,,C. Cunningham,1630595.0,3.0
79,PT05M04.00S,2026-02-04T00:23:48.2Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612743,19,9,2026-02-04T00:23:56Z,790000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Murray 2 FT),"[1630595, 1627750]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1627962.0,1.0,0.0,Murray,1627750.0,,,,,,,,,,,,,,,
81,PT05M04.00S,2026-02-04T00:24:13.5Z,1,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,19,10,2026-02-04T00:24:13Z,810000,False,,,0,,J. Murray Free Throw 1 of 2 (1 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
82,PT05M04.00S,2026-02-04T00:24:14.5Z,1,REGULAR,substitution,out,[],202699,,,1610612743,19,10,2026-02-04T00:24:20Z,820000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M04.00S,2026-02-04T00:24:14.5Z,1,REGULAR,substitution,in,[],1630191,,,1610612743,19,10,2026-02-04T00:24:20Z,830000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M04.00S,2026-02-04T00:24:34.6Z,1,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,19,11,2026-02-04T00:24:34Z,840000,False,,,0,,J. Murray Free Throw 2 of 2 (2 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
85,PT04M50.00S,2026-02-04T00:24:49.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,7.440867279894875,43.38235294117647,1610612765,21,11,2026-02-04T00:24:54Z,850000,False,33.0,17.0,1,left,J. Duren alley-oop DUNK (7 PTS) (A. Thompson 2 AST),"[1631105, 1641709]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,3.74,,,,,,,,,,A. Thompson,1641709.0,2.0
