actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-25T23:13:20.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-25T23:13:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2026-03-25T23:13:24.8Z,1,REGULAR,jumpball,recovered,[],1630700,,,1610612737,0,0,2026-03-25T23:13:24Z,40000,False,,,0,,Jump Ball O. Okongwu vs. J. Duren: Tip to D. Daniels,"[1630700, 1630168, 1631105]",1610612737.0,ATL,startperiod,D. Daniels,1630700.0,Daniels,D. Daniels,Okongwu,1630168.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-03-25T23:13:43.3Z,1,REGULAR,foul,personal,[],202699,,,1610612737,0,0,2026-03-25T23:13:53Z,70000,False,,,0,,T. Harris personal FOUL (1 PF),"[202699, 1630700]",1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,1.0,0.0,Daniels,1630700.0,,,,,,,,,,,,,,,
9,PT11M32.00S,2026-03-25T23:14:08.4Z,1,REGULAR,turnover,out-of-bounds,[],203468,,,1610612737,0,0,2026-03-25T23:14:18Z,90000,False,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (1 TO),[203468],1610612737.0,ATL,bad pass,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,202041.0,,,,,1.0,,,,,,,,,,,,,,
10,PT11M32.00S,2026-03-25T23:14:16.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612765,0,0,2026-03-25T23:14:21Z,100000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,202041.0,,,,,,,,,,,,,,,,,,,
11,PT11M13.00S,2026-03-25T23:14:39.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641709,7.408015768725363,58.57843137254902,1610612765,2,0,2026-03-25T23:14:44Z,110000,False,-43.0,17.0,1,left,A. Thompson alley-oop DUNK (2 PTS) (D. Jenkins 1 AST),"[1641709, 1642450]",1610612765.0,DET,alley-oop,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.62,Made,2.0,D. Jenkins,1642450.0,1.0,,,,,,,,
13,PT10M53.00S,2026-03-25T23:15:02.5Z,1,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612737,2,0,2026-03-25T23:15:07Z,130000,False,,,0,,D. Daniels bad pass out-of-bounds TURNOVER (1 TO),[1630700],1610612737.0,ATL,bad pass,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,202041.0,,,,,1.0,,,,,,,,,,,,,,
14,PT10M34.00S,2026-03-25T23:15:28.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631105,10.95597897503285,47.30392156862745,1610612765,4,0,2026-03-25T23:16:38Z,140000,False,13.0,50.0,1,left,J. Duren driving floating Jump Shot (2 PTS),[1631105],1610612765.0,DET,driving floating,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.23,Made,2.0,,,,,,,,,,,
15,PT10M22.00S,2026-03-25T23:15:41.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629638,89.93101182654402,52.205882352941174,1610612737,4,2,2026-03-25T23:15:46Z,150000,False,11.0,42.0,1,right,N. Alexander-Walker driving Hook (2 PTS),[1629638],1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,4.35,Made,2.0,,,,,,,,,,,
16,PT10M09.00S,2026-03-25T23:15:53.1Z,1,REGULAR,3pt,Jump Shot,[],1642450,27.644546649145866,87.74509803921569,1610612765,7,2,2026-03-25T23:15:57Z,160000,False,-189.0,207.0,1,left,D. Jenkins 28' 3PT  (3 PTS) (T. Harris 1 AST),"[1642450, 202699]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Left Center,,,,,,,28.04,Made,3.0,T. Harris,202699.0,1.0,,,,,,,,
