actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-21T00:40:59.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-21T00:40:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-12-21T00:41:02.0Z,1,REGULAR,jumpball,recovered,[],1641706,,,1610612766,0,0,2025-12-21T00:41:02Z,40000,False,,,0,,Jump Ball R. Kalkbrenner vs. J. Duren: Tip to B. Miller,"[1641706, 1641750, 1631105]",1610612766.0,CHA,startperiod,B. Miller,1641706.0,Miller,B. Miller,Kalkbrenner,1641750.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-12-21T00:41:10.3Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,0,0,2025-12-21T00:41:15Z,70000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 202699]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,1.0,Harris,202699.0,,,,,,,,,,,,,,,,,
8,PT11M47.00S,2025-12-21T00:41:10.3Z,1,REGULAR,steal,,[],202699,,,1610612765,0,0,2025-12-21T00:41:11Z,80000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M39.00S,2025-12-21T00:41:18.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,5.338370565045992,3.6764705882352944,1610612765,0,0,2025-12-21T00:42:35Z,90000,False,232.0,-2.0,1,left,MISS D. Robinson 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,,,,23.16,Missed,,,,,,,,,,,,,,,
10,PT11M37.00S,2025-12-21T00:41:20.8Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,0,0,2025-12-21T00:41:26Z,100000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M31.00S,2025-12-21T00:41:27.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,73.9323258869908,81.86274509803921,1610612766,0,3,2025-12-21T00:41:37Z,110000,False,159.0,193.0,1,right,L. Ball 24' 3PT running pullup (3 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,24.99,Made,,,,,3.0,M. Bridges,1628970.0,1.0,,,,,,,
13,PT11M13.00S,2025-12-21T00:41:44.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,8.360709592641262,43.627450980392155,1610612765,0,3,2025-12-21T00:43:33Z,130000,False,32.0,26.0,1,left,MISS T. Harris driving floating bank Shot,[202699],1610612765.0,DET,driving floating bank,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,4.12,Missed,,,,,,,,,,,,,,,
14,PT11M11.00S,2025-12-21T00:41:46.5Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,0,3,2025-12-21T00:41:49Z,140000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,,
15,PT11M04.00S,2025-12-21T00:41:53.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202699,30.305519053876477,24.019607843137255,1610612765,0,3,2025-12-21T00:41:57Z,150000,False,130.0,232.0,1,left,MISS T. Harris 26' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,26.62,Missed,,,,,,,,,,,,,,,
