actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
2,PT12M00.00S,2026-01-25T20:11:31.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-25T20:11:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2026-01-25T20:11:38.1Z,1,REGULAR,jumpball,recovered,[],0,,,1610612765,0,0,2026-01-25T20:11:38Z,40000,False,,,0,,Jump Ball J. Duren vs. D. Sabonis: Tip to Team (DET),"[1631105, 1627734]",1610612765.0,DET,startperiod,Team (DET),Duren,1631105.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,PT11M50.00S,2026-01-25T20:11:55.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,91.40932982917214,46.32352941176471,1610612765,2,0,2026-01-25T20:12:23Z,70000,False,-18.0,28.0,1,right,J. Duren turnaround Hook (2 PTS) (C. Cunningham 1 AST),"[1631105, 1630595]",1610612765.0,DET,turnaround,,,,,,Restricted Area,0-8 Center,3.38,Made,2.0,Duren,J. Duren,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,,
9,PT11M50.00S,2026-01-25T20:11:59.0Z,1,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612765,2,0,2026-01-25T20:12:06Z,90000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Duren 1 FT),"[1627734, 1631105]",1610612758.0,SAC,shooting,,,,,,Restricted Area,0-8 Center,,,,Sabonis,D. Sabonis,,,,2530.0,1.0,0.0,Duren,1631105.0,,,,,,,,,,
12,PT11M50.00S,2026-01-25T20:12:24.7Z,1,REGULAR,freethrow,1 of 1,[],1631105,,,1610612765,3,0,2026-01-25T20:12:24Z,110000,False,,,0,,J. Duren Free Throw 1 of 1 (3 PTS),[1631105],1610612765.0,DET,,,,,,,,,,Made,3.0,Duren,J. Duren,,,,,,,,,,,,,,,,,,
13,PT11M32.00S,2026-01-25T20:12:49.3Z,1,REGULAR,2pt,Jump Shot,[],201566,21.156373193166885,77.22886029411765,1610612758,3,2,2026-01-25T20:13:34Z,120000,False,-136.0,146.0,1,left,R. Westbrook 19' pullup Jump Shot (2 PTS),[201566],1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Left Center,19.99,Made,2.0,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,
14,PT11M32.00S,2026-01-25T20:12:52.5Z,1,REGULAR,foul,personal,['1freethrow'],1641709,,,1610612758,3,2,2026-01-25T20:13:07Z,130000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Westbrook 1 FT),"[1641709, 201566]",1610612765.0,DET,shooting,,,,,,Above the Break 3,24+ Left Center,,,,Thompson,A. Thompson,,,,1627534.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,,
16,PT11M32.00S,2026-01-25T20:13:11.7Z,1,REGULAR,freethrow,1 of 1,[],201566,,,1610612758,3,3,2026-01-25T20:13:11Z,150000,False,,,0,,R. Westbrook Free Throw 1 of 1 (3 PTS),[201566],1610612758.0,SAC,,,,,,,,,,Made,3.0,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,
17,PT11M11.00S,2026-01-25T20:13:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,91.80354796320631,44.6078431372549,1610612765,3,3,2026-01-25T20:13:39Z,160000,False,-27.0,25.0,1,right,MISS A. Thompson alley-oop Layup,[1641709],1610612765.0,DET,alley-oop,,,,,,Restricted Area,0-8 Center,3.65,Missed,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
18,PT11M08.00S,2026-01-25T20:13:36.9Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,3,3,2026-01-25T20:13:39Z,170000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Thompson,A. Thompson,,,,,,,,,17.0,1.0,0.0,1.0,,,,,,
19,PT11M08.00S,2026-01-25T20:13:35.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641709,94.40999984741211,50.0,1610612765,3,3,2026-01-25T20:13:35Z,180000,False,0.0,0.0,1,right,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
20,PT11M07.00S,2026-01-25T20:13:37.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,3,3,2026-01-25T20:13:37Z,190000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,,,,Mid-Range,8-16 Left,,,,Sabonis,D. Sabonis,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,
21,PT11M02.00S,2026-01-25T20:13:44.4Z,1,REGULAR,turnover,out-of-bounds,[],1630173,,,1610612758,3,3,2026-01-25T20:13:57Z,200000,False,,,0,,P. Achiuwa bad pass out-of-bounds TURNOVER (1 TO),[1630173],1610612758.0,SAC,bad pass,,,,,,Above the Break 3,24+ Left Center,,,,Achiuwa,P. Achiuwa,,,,1193.0,,,,,,,,,1.0,,,,,
22,PT10M55.00S,2026-01-25T20:14:06.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631105,92.19776609724047,53.67647058823529,1610612765,5,3,2026-01-25T20:14:13Z,210000,False,18.0,21.0,1,right,J. Duren driving Layup (5 PTS) (C. Cunningham 2 AST),"[1631105, 1630595]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.78,Made,5.0,Duren,J. Duren,C. Cunningham,1630595.0,2.0,,,,,,,,,,,,,,,
23,PT10M55.00S,2026-01-25T20:14:10.4Z,1,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612765,5,3,2026-01-25T20:14:19Z,220000,False,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Duren 1 FT),"[1627734, 1631105]",1610612758.0,SAC,shooting,,,,,,Restricted Area,0-8 Center,,,,Sabonis,D. Sabonis,,,,1627534.0,2.0,0.0,Duren,1631105.0,,,,,,,,,,
25,PT10M55.00S,2026-01-25T20:14:39.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1631105,,,1610612765,6,3,2026-01-25T20:14:39Z,240000,False,,,0,,J. Duren Free Throw 1 of 1 (6 PTS),[1631105],1610612765.0,DET,,,,,,,,,,Made,6.0,Duren,J. Duren,,,,,,,,,,,,,,,,,,
26,PT10M41.00S,2026-01-25T20:14:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,7.046649145860711,52.450980392156865,1610612758,6,5,2026-01-25T20:14:59Z,250000,False,-12.0,14.0,1,left,D. DeRozan driving Layup (2 PTS) (D. Sabonis 1 AST),"[201942, 1627734]",1610612758.0,SAC,driving,,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,DeRozan,D. DeRozan,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,,
62,PT10M36.00S,2026-01-25T20:14:59.0Z,1,REGULAR,turnover,out-of-bounds,[],1641709,,,1610612765,6,5,2026-01-25T20:19:59Z,265000,False,,,0,,A. Thompson lost ball out-of-bounds TURNOVER (1 TO),[1641709],1610612765.0,DET,lost ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,Thompson,A. Thompson,,,,2530.0,,,,,,,,,1.0,,,,,
31,PT10M23.00S,2026-01-25T20:15:23.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201566,13.354139290407357,71.32352941176471,1610612758,6,5,2026-01-25T20:19:10Z,300000,False,-107.0,73.0,1,left,MISS R. Westbrook 12' pullup Shot,[201566],1610612758.0,SAC,pullup,,,,,,Mid-Range,8-16 Left,12.92,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,
32,PT10M21.00S,2026-01-25T20:15:25.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,6,5,2026-01-25T20:15:27Z,310000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,,Duren,J. Duren,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,
33,PT10M14.00S,2026-01-25T20:15:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,93.77463863337714,46.81372549019608,1610612765,8,5,2026-01-25T20:17:39Z,320000,False,-16.0,6.0,1,right,T. Harris driving Layup (2 PTS) (C. Cunningham 3 AST),"[202699, 1630595]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,1.7,Made,2.0,Harris,T. Harris,C. Cunningham,1630595.0,3.0,,,,,,,,,,,,,,,
35,PT10M04.00S,2026-01-25T20:15:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.915243101182654,53.67647058823529,1610612758,8,7,2026-01-25T20:15:49Z,340000,False,-18.0,13.0,1,left,D. Sabonis driving finger roll Layup (2 PTS),[1627734],1610612758.0,SAC,driving finger roll,,,,,,Restricted Area,0-8 Center,2.22,Made,2.0,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
36,PT09M50.00S,2026-01-25T20:15:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.64323258869908,53.67647058823529,1610612765,8,7,2026-01-25T20:16:07Z,350000,False,18.0,7.0,1,right,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,1.98,Missed,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
37,PT09M49.00S,2026-01-25T20:15:59.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,8,7,2026-01-25T20:16:07Z,360000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,36.0,,,,,,,,,
39,PT09M38.00S,2026-01-25T20:16:13.8Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612758,8,7,2026-01-25T20:16:20Z,380000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1631105]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,1.0,Duren,1631105.0,,,
40,PT09M38.00S,2026-01-25T20:16:13.8Z,1,REGULAR,steal,,[],1631105,,,1610612765,8,7,2026-01-25T20:16:15Z,390000,False,,,0,,J. Duren STEAL (1 STL),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
41,PT09M36.00S,2026-01-25T20:16:18.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202699,92.06636005256242,50.73529411764706,1610612765,8,7,2026-01-25T20:20:56Z,400000,False,4.0,22.0,1,right,MISS T. Harris running DUNK,[202699],1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,2.24,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
42,PT09M35.00S,2026-01-25T20:16:19.6Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,8,7,2026-01-25T20:20:56Z,410000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Duren,J. Duren,,,,,,,,,41.0,2.0,1.0,1.0,,,,,,
43,PT09M34.00S,2026-01-25T20:16:21.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1631105,94.40999984741211,50.0,1610612765,8,7,2026-01-25T20:22:31Z,420000,False,0.0,0.0,1,right,MISS J. Duren putback DUNK - blocked,"[1631105, 1642363]",1610612765.0,DET,putback,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Duren,J. Duren,,,,,,,,,,,,,,,,Clifford,1642363.0,
44,PT09M34.00S,2026-01-25T20:16:21.7Z,1,REGULAR,block,,[],1642363,,,1610612765,8,7,2026-01-25T20:16:22Z,430000,False,,,0,,N. Clifford BLOCK (1 BLK),[1642363],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,
45,PT09M33.00S,2026-01-25T20:16:22.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,8,7,2026-01-25T20:21:11Z,440000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,Sabonis,D. Sabonis,,,,,,,,,43.0,2.0,2.0,0.0,,,,,,
46,PT09M24.00S,2026-01-25T20:16:28.0Z,1,REGULAR,2pt,Jump Shot,[],1642363,11.645860709592641,85.5392156862745,1610612758,8,9,2026-01-25T20:22:06Z,450000,False,-178.0,57.0,1,left,N. Clifford 18' Jump Shot (2 PTS) (D. DeRozan 1 AST),"[1642363, 201942]",1610612758.0,SAC,,,,,,,Mid-Range,16-24 Left,18.66,Made,2.0,Clifford,N. Clifford,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,,
48,PT09M16.00S,2026-01-25T20:16:46.6Z,1,REGULAR,foul,technical,['1freethrow'],202699,,,1610612765,8,9,2026-01-25T20:16:56Z,470000,False,,,0,,T. Harris technical FOUL (1 Tech),[202699],1610612765.0,DET,,,,,,,,,,,,Harris,T. Harris,,,,2530.0,0.0,1.0,,,,,,,,,,,,
49,PT09M16.00S,2026-01-25T20:17:01.2Z,1,REGULAR,freethrow,1 of 1,[],201942,,,1610612765,8,10,2026-01-25T20:17:01Z,480000,False,,,0,,D. DeRozan technical Free Throw 1 of 1 (3 PTS),[201942],1610612758.0,SAC,technical,,,,,,,,,Made,3.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
51,PT09M05.00S,2026-01-25T20:17:24.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,92.9862023653088,47.794117647058826,1610612765,10,10,2026-01-25T20:24:09Z,490000,False,-11.0,13.0,1,right,J. Duren driving DUNK (8 PTS) (A. Thompson 1 AST),"[1631105, 1641709]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,1.73,Made,8.0,Duren,J. Duren,A. Thompson,1641709.0,1.0,,,,,,,,,,,,,,,
53,PT08M52.00S,2026-01-25T20:17:38.5Z,1,REGULAR,3pt,Jump Shot,[],201566,30.699737187910642,67.8921568627451,1610612758,10,13,2026-01-25T20:17:43Z,510000,False,-89.0,236.0,1,left,R. Westbrook 25' 3PT  (6 PTS) (D. DeRozan 2 AST),"[201566, 201942]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,25.25,Made,6.0,Westbrook,R. Westbrook,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,,
55,PT08M37.00S,2026-01-25T20:17:54.0Z,1,REGULAR,3pt,Jump Shot,[],202699,91.14651773981603,95.09803921568627,1610612765,10,13,2026-01-25T20:17:59Z,530000,False,225.0,31.0,1,right,MISS T. Harris 3PT,[202699],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,22.76,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
56,PT08M36.00S,2026-01-25T20:17:55.0Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612758,10,13,2026-01-25T20:18:04Z,540000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,,,,Achiuwa,P. Achiuwa,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,
57,PT08M24.00S,2026-01-25T20:18:08.1Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,10,13,2026-01-25T20:21:25Z,550000,False,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 1641709]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,1.0,Thompson,1641709.0,,,
58,PT08M24.00S,2026-01-25T20:18:08.1Z,1,REGULAR,steal,,[],1641709,,,1610612765,10,13,2026-01-25T20:18:10Z,560000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
59,PT08M22.00S,2026-01-25T20:18:20.2Z,1,REGULAR,foul,personal,[],201566,,,1610612765,10,13,2026-01-25T20:21:02Z,570000,False,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1641709]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Westbrook,R. Westbrook,,,,1193.0,1.0,0.0,Thompson,1641709.0,,,,,,,,,,
63,PT08M16.00S,2026-01-25T20:21:10.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630595,68.41327201051249,68.13725490196079,1610612765,13,13,2026-01-25T20:26:16Z,600000,False,91.0,244.0,1,right,C. Cunningham 26' 3PT pullup (3 PTS) (A. Thompson 2 AST),"[1630595, 1641709]",1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Right Center,26.07,Made,3.0,Cunningham,C. Cunningham,A. Thompson,1641709.0,2.0,,,,,,,,,,,,,,,
64,PT07M59.00S,2026-01-25T20:21:28.3Z,1,REGULAR,2pt,Jump Shot,[],201942,22.815374507227332,26.715686274509803,1610612758,13,15,2026-01-25T20:21:31Z,610000,False,116.0,162.0,1,left,D. DeRozan 19' pullup Jump Shot (5 PTS) (D. Sabonis 2 AST),"[201942, 1627734]",1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Right Center,19.95,Made,5.0,DeRozan,D. DeRozan,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,,
66,PT07M42.00S,2026-01-25T20:21:44.3Z,1,REGULAR,3pt,Jump Shot,[],1629130,71.96123521681997,21.07843137254902,1610612765,16,15,2026-01-25T20:21:48Z,630000,False,-145.0,211.0,1,right,D. Robinson 25' 3PT  (3 PTS) (T. Harris 1 AST),"[1629130, 202699]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,25.59,Made,3.0,Robinson,D. Robinson,T. Harris,202699.0,1.0,,,,,,,,,,,,,,,
68,PT07M28.00S,2026-01-25T20:21:58.5Z,1,REGULAR,2pt,Jump Shot,[],1642363,27.414586070959263,44.85294117647059,1610612758,16,17,2026-01-25T20:22:03Z,650000,False,26.0,205.0,1,left,N. Clifford 20' pullup Jump Shot (4 PTS) (D. DeRozan 3 AST),"[1642363, 201942]",1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Center,20.68,Made,4.0,Clifford,N. Clifford,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,,,
69,PT07M15.00S,2026-01-25T20:22:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,87.20433639947439,45.83333333333333,1610612765,16,17,2026-01-25T20:27:27Z,660000,False,-21.0,68.0,1,right,MISS C. Cunningham 7' driving finger roll Layup,[1630595],1610612765.0,DET,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,7.09,Missed,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
70,PT07M12.00S,2026-01-25T20:22:14.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,16,17,2026-01-25T20:22:17Z,670000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sabonis,D. Sabonis,,,,,,,,,69.0,3.0,3.0,0.0,,,,,,
71,PT07M07.00S,2026-01-25T20:22:21.7Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612758,16,17,2026-01-25T20:22:31Z,680000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Clifford 2 FT),"[1629130, 1642363]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Robinson,D. Robinson,,,,2530.0,1.0,0.0,Clifford,1642363.0,,,,,,,,,,
73,PT07M07.00S,2026-01-25T20:22:45.4Z,1,REGULAR,freethrow,1 of 2,[],1642363,,,1610612758,16,17,2026-01-25T20:22:45Z,700000,False,,,0,,MISS N. Clifford Free Throw 1 of 2,[1642363],1610612758.0,SAC,,,,,,,,,,Missed,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,
74,PT07M07.00S,2026-01-25T20:22:45.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,16,17,2026-01-25T20:22:45Z,710000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,
75,PT07M07.00S,2026-01-25T20:22:45.4Z,1,REGULAR,freethrow,2 of 2,[],1642363,,,1610612758,16,17,2026-01-25T20:29:28Z,720000,False,,,0,,MISS N. Clifford Free Throw 2 of 2,[1642363],1610612758.0,SAC,,,,,,,,,,Missed,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,
76,PT07M06.00S,2026-01-25T20:22:46.4Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,16,17,2026-01-25T20:29:28Z,730000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,75.0,4.0,3.0,1.0,,,,,,
77,PT07M05.00S,2026-01-25T20:23:07.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,7.5722733245729295,46.81372549019608,1610612758,16,17,2026-01-25T20:29:40Z,740000,False,16.0,19.0,1,left,MISS D. Sabonis putback Layup,[1627734],1610612758.0,SAC,putback,,,,,,Restricted Area,0-8 Center,2.45,Missed,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
78,PT07M04.00S,2026-01-25T20:23:08.2Z,1,REGULAR,rebound,offensive,[],1642363,,,1610612758,16,17,2026-01-25T20:29:40Z,750000,False,,,0,,N. Clifford REBOUND (Off:1 Def:0),[1642363],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,Clifford,N. Clifford,,,,,,,,,77.0,1.0,0.0,1.0,,,,,,
79,PT07M03.00S,2026-01-25T20:23:09.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642363,7.703679369250986,50.49019607843137,1610612758,16,17,2026-01-25T20:30:32Z,760000,False,-2.0,20.0,1,left,MISS N. Clifford floating Shot,[1642363],1610612758.0,SAC,floating,,,,,,Restricted Area,0-8 Center,2.01,Missed,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,
80,PT07M02.00S,2026-01-25T20:23:10.9Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612758,16,17,2026-01-25T20:30:32Z,770000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,Achiuwa,P. Achiuwa,,,,,,,,,79.0,2.0,1.0,1.0,,,,,,
81,PT07M01.00S,2026-01-25T20:23:13.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630173,5.590000152587891,50.0,1610612758,16,17,2026-01-25T20:30:39Z,780000,False,0.0,0.0,1,left,MISS P. Achiuwa tip Layup,[1630173],1610612758.0,SAC,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,
82,PT07M00.00S,2026-01-25T20:23:14.3Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,16,17,2026-01-25T20:30:39Z,790000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:3),[1627734],1610612758.0,SAC,,,,,,,Restricted Area,0-8 Center,,,,Sabonis,D. Sabonis,,,,,,,,,81.0,5.0,3.0,2.0,,,,,,
83,PT06M59.00S,2026-01-25T20:23:14.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,8.754927726675426,50.98039215686274,1610612758,16,19,2026-01-25T20:31:12Z,800000,False,-5.0,30.0,1,left,D. Sabonis putback Layup (4 PTS),[1627734],1610612758.0,SAC,putback,,,,,,Restricted Area,0-8 Center,3.02,Made,4.0,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,
84,PT06M59.00S,2026-01-25T20:23:17.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,16,19,2026-01-25T20:23:17Z,810000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M49.00S,2026-01-25T20:26:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,93.77463863337714,53.67647058823529,1610612765,18,19,2026-01-25T20:26:34Z,820000,False,18.0,6.0,1,right,D. Robinson driving Layup (5 PTS) (C. Cunningham 4 AST),"[1629130, 1630595]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,1.94,Made,5.0,Robinson,D. Robinson,C. Cunningham,1630595.0,4.0,,,,,,,,,,,,,,,
87,PT06M31.00S,2026-01-25T20:26:48.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.492115637319317,47.549019607843135,1610612758,18,21,2026-01-25T20:26:52Z,840000,False,12.0,27.0,1,left,R. Westbrook cutting Layup (8 PTS) (D. Sabonis 3 AST),"[201566, 1627734]",1610612758.0,SAC,cutting,,,,,,Restricted Area,0-8 Center,2.99,Made,8.0,Westbrook,R. Westbrook,D. Sabonis,1627734.0,3.0,,,,,,,,,,,,,,,
