actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-02-06T00:13:21.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-06T00:13:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-02-06T00:13:23.4Z,1,REGULAR,jumpball,recovered,[],1642273,,,1610612764,0,0,2026-02-06T00:13:23Z,40000,False,,,0,,Jump Ball A. Sarr vs. J. Duren: Tip to K. George,"[1642273, 1642259, 1631105]",1610612764.0,WAS,startperiod,K. George,1642273.0,George,K. George,Sarr,1642259.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-02-06T00:13:37.7Z,1,REGULAR,3pt,Jump Shot,[],1630551,6.258212877792378,97.54901960784314,1610612764,0,0,2026-02-06T00:13:48Z,70000,False,-238.0,6.0,1,left,MISS J. Champagnie 3PT - blocked,"[1630551, 1641709]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.78,Missed,Thompson,1641709.0,,,,,,,,,,,,,,,,
8,PT11M43.00S,2026-02-06T00:13:37.7Z,1,REGULAR,block,,[],1641709,,,1610612764,0,0,2026-02-06T00:13:44Z,80000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2026-02-06T00:13:38.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,0,0,2026-02-06T00:13:48Z,90000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Left Corner 3,24+ Left,,,,,7.0,,,,,,,,,,,,,,,
11,PT11M39.00S,2026-02-06T00:13:59.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630551,7.835085413929041,45.83333333333333,1610612764,0,0,2026-02-06T00:22:50Z,110000,False,21.0,21.0,1,left,MISS J. Champagnie Layup,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
12,PT11M38.00S,2026-02-06T00:14:00.3Z,1,REGULAR,rebound,offensive,[],1630551,,,1610612764,0,0,2026-02-06T00:23:12Z,120000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:0),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,
66,PT11M37.00S,2026-02-06T00:14:02.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630551,7.440867279894875,54.41176470588235,1610612764,0,0,2026-02-06T00:23:12Z,125000,False,-22.0,17.0,1,left,MISS J. Champagnie tip Layup - blocked,"[1630551, 1630595]",1610612764.0,WAS,tip,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,2.81,Missed,Cunningham,1630595.0,,,,,,,,,,,,,,,,
67,PT11M37.00S,2026-02-06T00:14:02.4Z,1,REGULAR,block,,[],1630595,,,1610612764,0,0,2026-02-06T00:22:31Z,127500,False,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT11M37.00S,2026-02-06T00:14:02.4Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,0,2026-02-06T00:22:31Z,128750,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,
13,PT11M31.00S,2026-02-06T00:14:05.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630595,90.88370565045992,55.63725490196079,1610612765,0,0,2026-02-06T00:14:12Z,130000,False,28.0,33.0,1,right,MISS C. Cunningham running Layup,[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,,
14,PT11M30.00S,2026-02-06T00:14:06.5Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,0,0,2026-02-06T00:14:12Z,140000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,
15,PT11M17.00S,2026-02-06T00:14:20.8Z,1,REGULAR,3pt,Jump Shot,[],1642267,33.065045992115635,43.38235294117647,1610612764,0,0,2026-02-06T01:29:39Z,150000,False,33.0,258.0,1,left,MISS B. Carrington 26' step back 3PT,[1642267],1610612764.0,WAS,step back,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,,
16,PT11M13.00S,2026-02-06T00:14:24.8Z,1,REGULAR,rebound,offensive,[],1642259,,,1610612764,0,0,2026-02-06T00:14:26Z,160000,False,,,0,,A. Sarr REBOUND (Off:1 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,
17,PT11M09.00S,2026-02-06T00:14:27.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642259,7.966491458607096,42.8921568627451,1610612764,0,2,2026-02-06T00:14:33Z,170000,False,36.0,22.0,1,left,A. Sarr driving Layup (2 PTS),[1642259],1610612764.0,WAS,driving,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,4.2,Made,,,,,,,2.0,,,,,,,,,,,
18,PT10M52.00S,2026-02-06T00:14:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,92.72339027595268,52.69607843137255,1610612765,0,2,2026-02-06T00:16:07Z,180000,False,13.0,16.0,1,right,MISS J. Duren driving Layup,[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
19,PT10M49.00S,2026-02-06T00:14:47.8Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,0,2,2026-02-06T00:14:47Z,190000,False,,,0,,A. Sarr REBOUND (Off:1 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,18.0,3.0,2.0,1.0,,,,,,,,,,,,
20,PT10M43.00S,2026-02-06T00:14:53.4Z,1,REGULAR,3pt,Jump Shot,[],1642273,29.25427069645204,75.24509803921569,1610612764,0,5,2026-02-06T00:14:58Z,200000,False,-126.0,222.0,1,left,K. George 25' 3PT  (3 PTS) (J. Champagnie 1 AST),"[1642273, 1630551]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,25.58,Made,,,,,,,3.0,J. Champagnie,1630551.0,1.0,,,,,,,,
22,PT10M27.00S,2026-02-06T00:15:09.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,81.15965834428384,37.5,1610612765,0,5,2026-02-06T00:15:17Z,220000,False,-62.0,125.0,1,right,MISS C. Cunningham 13' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,13.94,Missed,,,,,,,,,,,,,,,,,,
23,PT10M23.00S,2026-02-06T00:15:13.3Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,0,5,2026-02-06T00:15:17Z,230000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,,,22.0,2.0,1.0,1.0,,,,,,,,,,,,
24,PT10M19.00S,2026-02-06T00:15:17.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642267,28.728646517739815,77.20588235294117,1610612764,0,5,2026-02-06T00:17:19Z,240000,False,-136.0,218.0,1,left,MISS B. Carrington 25' running pullup 3PT,[1642267],1610612764.0,WAS,running pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,25.65,Missed,,,,,,,,,,,,,,,,,,
25,PT10M16.00S,2026-02-06T00:15:20.4Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,5,2026-02-06T00:15:25Z,250000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,
27,PT10M07.00S,2026-02-06T00:15:47.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,90.62089356110381,95.58823529411765,1610612765,0,5,2026-02-06T00:15:51Z,270000,False,228.0,36.0,1,right,MISS D. Robinson 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
28,PT10M05.00S,2026-02-06T00:15:49.0Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,0,5,2026-02-06T00:15:51Z,280000,False,,,0,,A. Sarr REBOUND (Off:1 Def:3),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Right Corner 3,24+ Right,,,,,27.0,4.0,3.0,1.0,,,,,,,,,,,,
29,PT09M51.00S,2026-02-06T00:16:03.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642259,8.935611038107753,54.760263480392155,1610612764,0,7,2026-02-06T00:16:08Z,290000,False,-24.0,31.0,1,left,A. Sarr turnaround Hook (4 PTS) (B. Carrington 1 AST),"[1642259, 1642267]",1610612764.0,WAS,turnaround,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,3.95,Made,,,,,,,4.0,B. Carrington,1642267.0,1.0,,,,,,,,
