actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-15T00:40:58.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-15T00:40:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-15T00:41:01.1Z,1,REGULAR,jumpball,recovered,[],1642450,,,1610612765,0,0,2025-11-15T00:41:01Z,40000,False,,,0,,Jump Ball P. Reed vs. A. Drummond: Tip to D. Jenkins,"[1642450, 1630194, 203083]",1610612765.0,DET,startperiod,D. Jenkins,1642450.0,Jenkins,D. Jenkins,Reed,1630194.0,Drummond,203083.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-11-15T00:41:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,91.14651773981603,49.01960784313725,1610612765,2,0,2025-11-15T00:41:19Z,70000,False,-5.0,31.0,1,right,P. Reed Layup (2 PTS) (D. Robinson 1 AST),"[1630194, 1629130]",1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,3.11,Made,2.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,
9,PT11M26.00S,2025-11-15T00:41:30.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,10.85742444152431,49.754901960784316,1610612755,2,2,2025-11-15T00:41:37Z,90000,False,1.0,50.0,1,left,T. Watford driving floating Jump Shot (2 PTS),[1630570],1610612755.0,PHI,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,4.96,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M12.00S,2025-11-15T00:41:45.0Z,1,REGULAR,turnover,bad pass,[],1641842,,,1610612765,2,2,2025-11-15T00:41:51Z,100000,False,,,0,,R. Holland II bad pass TURNOVER (1 TO),"[1641842, 1630178]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right,,,,,,,1.0,Maxey,1630178.0,,,,,,,,,,,
11,PT11M12.00S,2025-11-15T00:41:45.0Z,1,REGULAR,steal,,[],1630178,,,1610612755,2,2,2025-11-15T00:41:48Z,110000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right,,,,,,,,,,,,,,,,,,,,
27,PT11M11.00S,2025-11-15T00:41:50.9Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,2,2,2025-11-15T00:43:41Z,120000,False,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1630194]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Reed,1630194.0,,,,,,,,,,,
28,PT11M11.00S,2025-11-15T00:41:50.9Z,1,REGULAR,steal,,[],1630194,,,1610612765,2,2,2025-11-15T00:43:41Z,125000,False,,,0,,P. Reed STEAL (1 STL),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
13,PT11M10.00S,2025-11-15T00:41:56.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629130,93.42969776609723,48.770680147058826,1610612765,2,2,2025-11-15T00:44:22Z,130000,False,-6.0,9.0,1,right,MISS D. Robinson driving reverse Layup,[1629130],1610612765.0,DET,driving reverse,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
14,PT11M10.00S,2025-11-15T00:41:56.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,2,2,2025-11-15T00:42:06Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,13.0,,,,,,,,,,
