actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-24T00:13:23.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-24T00:13:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-02-24T00:13:26.7Z,1,REGULAR,jumpball,recovered,[],1630170,,,1610612759,0,0,2026-02-24T00:13:26Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. J. Duren: Tip to D. Vassell,"[1630170, 1641705, 1631105]",1610612759.0,SAS,startperiod,D. Vassell,1630170.0,Vassell,D. Vassell,Wembanyama,1641705.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-02-24T00:13:38.9Z,1,REGULAR,3pt,Jump Shot,[],1630170,66.93495400788436,59.068627450980394,1610612759,0,3,2026-02-24T00:13:46Z,70000,False,45.0,258.0,1,right,D. Vassell 26' 3PT  (3 PTS) (D. Fox 1 AST),"[1630170, 1628368]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,26.22,Made,3.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2026-02-24T00:13:53.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,9.510512483574246,46.32352941176471,1610612765,2,3,2026-02-24T00:13:59Z,90000,False,18.0,37.0,1,left,J. Duren driving Layup (2 PTS) (A. Thompson 1 AST),"[1631105, 1641709]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,4.12,Made,2.0,A. Thompson,1641709.0,1.0,,,,,,,,,,,,,,
11,PT11M17.00S,2026-02-24T00:14:11.0Z,1,REGULAR,foul,personal,[],1641709,,,1610612759,2,3,2026-02-24T00:14:22Z,110000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641709, 1642264]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1628159.0,1.0,0.0,Castle,1642264.0,,,,,,,,,
13,PT11M05.00S,2026-02-24T00:14:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630170,91.50788436268068,97.54901960784314,1610612759,2,6,2026-02-24T00:14:39Z,130000,False,238.0,27.0,1,right,D. Vassell 3PT  (6 PTS) (S. Castle 1 AST),"[1630170, 1642264]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,23.93,Made,6.0,S. Castle,1642264.0,1.0,,,,,,,,,,,,,,
15,PT10M53.00S,2026-02-24T00:14:49.7Z,1,REGULAR,2pt,Jump Shot,[],1631105,20.942838370565042,37.5,1610612765,2,6,2026-02-24T00:15:05Z,150000,False,62.0,144.0,1,left,MISS J. Duren 15' Jump Shot,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Center,15.73,Missed,,,,,,,,,,,,,,,,,,
16,PT10M52.00S,2026-02-24T00:14:50.7Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,2,6,2026-02-24T00:15:05Z,160000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,15.0,1.0,0.0,1.0,,,,,
18,PT10M40.00S,2026-02-24T00:15:16.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629130,10.95597897503285,45.34313725490197,1610612765,2,6,2026-02-24T00:15:22Z,180000,False,23.0,50.0,1,left,MISS D. Robinson driving floating Shot,[1629130],1610612765.0,DET,driving floating,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,,
19,PT10M38.00S,2026-02-24T00:15:19.4Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,2,6,2026-02-24T00:15:19Z,190000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,
