actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-12T23:12:55.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-12T23:12:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-12T23:12:58.4Z,1,REGULAR,jumpball,recovered,[],202699,,,1610612765,0,0,2026-03-12T23:12:58Z,40000,False,,,0,,Jump Ball J. Duren vs. D. Barlow: Tip to T. Harris,"[202699, 1631105, 1631230]",1610612765.0,DET,startperiod,T. Harris,202699.0,Harris,T. Harris,Duren,1631105.0,Barlow,1631230.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-03-12T23:13:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.85479632063075,49.26470588235294,1610612765,2,0,2026-03-12T23:13:13Z,70000,False,-4.0,15.0,1,right,C. Cunningham driving Layup (2 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.52,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2026-03-12T23:13:20.6Z,1,REGULAR,3pt,Jump Shot,[],1629656,8.623521681997373,95.09803921568627,1610612755,2,0,2026-03-12T23:13:25Z,80000,False,-225.0,29.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,22.73,Missed,,,,,,,,,,,,,,,,,,
9,PT11M32.00S,2026-03-12T23:13:21.6Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,2,0,2026-03-12T23:13:25Z,90000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M22.00S,2026-03-12T23:13:31.9Z,1,REGULAR,3pt,Jump Shot,[],1629130,92.59198423127464,95.09803921568627,1610612765,2,0,2026-03-12T23:13:38Z,100000,False,225.0,17.0,1,right,MISS D. Robinson 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,22.61,Missed,,,,,,,,,,,,,,,,,,
11,PT11M20.00S,2026-03-12T23:13:33.9Z,1,REGULAR,rebound,offensive,[],202699,,,1610612765,2,0,2026-03-12T23:34:38Z,110000,False,,,0,,T. Harris REBOUND (Off:1 Def:0),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,
132,PT11M20.00S,2026-03-12T23:13:35.4Z,1,REGULAR,turnover,lost ball,[],202699,,,1610612765,2,0,2026-03-12T23:34:44Z,115000,False,,,0,,T. Harris lost ball TURNOVER (1 TO),"[202699, 1642348]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,Edwards,1642348.0,,,,,,,,,,
133,PT11M20.00S,2026-03-12T23:13:35.4Z,1,REGULAR,steal,,[],1642348,,,1610612755,2,0,2026-03-12T23:34:23Z,117500,False,,,0,,J. Edwards STEAL (1 STL),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
12,PT11M15.00S,2026-03-12T23:13:39.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642845,7.046649145860711,61.76470588235294,1610612755,2,0,2026-03-12T23:34:23Z,120000,False,-59.0,14.0,1,left,MISS V. Edgecombe 6' running Layup,[1642845],1610612755.0,PHI,running,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),0-8 Center,6.04,Missed,,,,,,,,,,,,,,,,,,
