actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
199,PT00M42.00S,2026-04-01T00:40:20.3Z,1,REGULAR,rebound,offensive,[],1642867,,,1610612761,24,17,2026-04-01T00:49:09Z,1657500,False,,,0,,C. Murray-Boyles REBOUND (Off:6 Def:0),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,198.0,6.0,0.0,6.0,,,,,,,,,,,,
166,PT00M37.20S,2026-04-01T00:40:22.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629628,89.17542706964521,94.6078431372549,1610612761,24,20,2026-04-01T00:49:09Z,1660000,False,223.0,49.0,1,right,R. Barrett 3PT  (10 PTS) (J. Shead 2 AST),"[1629628, 1642347]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,22.84,Made,,,,,,,10.0,,,,,,,,,J. Shead,1642347.0,2.0
168,PT00M10.40S,2026-04-01T00:40:51.7Z,1,REGULAR,2pt,Jump Shot,[],1627747,13.485545335085414,71.56862745098039,1610612765,26,20,2026-04-01T00:40:55Z,1680000,False,-108.0,74.0,1,left,C. LeVert 13' pullup Jump Shot (2 PTS),[1627747],1610612765.0,DET,pullup,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,13.09,Made,,,,,,,2.0,,,,,,,,,,,
169,PT00M00.30S,2026-04-01T00:41:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,89.83245729303549,40.44117647058824,1610612761,26,20,2026-04-01T00:41:20Z,1690000,False,-48.0,43.0,1,right,MISS J. Shead 6' driving Layup,[1642347],1610612761.0,TOR,driving,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,,,,,,,,,,,,,,,,,,
170,PT00M00.10S,2026-04-01T00:41:07.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,26,20,2026-04-01T00:41:20Z,1700000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,169.0,,,,,,,,,,,,,,,
171,PT00M00.00S,2026-04-01T00:41:12.9Z,1,REGULAR,period,end,[],0,,,1610612761,26,20,2026-04-01T00:41:12Z,1710000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-04-01T00:43:16.8Z,2,REGULAR,substitution,out,['startperiod'],1631204,,,1610612761,26,20,2026-04-01T00:43:47Z,1720000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2026-04-01T00:43:16.8Z,2,REGULAR,substitution,out,['startperiod'],1642867,,,1610612761,26,20,2026-04-01T00:43:47Z,1730000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-04-01T00:43:16.8Z,2,REGULAR,substitution,out,['startperiod'],1642347,,,1610612761,26,20,2026-04-01T00:43:47Z,1740000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-04-01T00:43:16.8Z,2,REGULAR,substitution,in,['startperiod'],1629750,,,1610612761,26,20,2026-04-01T00:43:47Z,1750000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2026-04-01T00:43:16.8Z,2,REGULAR,substitution,in,['startperiod'],1627751,,,1610612761,26,20,2026-04-01T00:43:47Z,1760000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2026-04-01T00:43:16.8Z,2,REGULAR,substitution,in,['startperiod'],1642266,,,1610612761,26,20,2026-04-01T00:43:47Z,1770000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-04-01T00:43:53.0Z,2,REGULAR,period,start,[],0,,,1610612765,26,20,2026-04-01T00:43:53Z,1780000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M44.00S,2026-04-01T00:44:08.4Z,2,REGULAR,turnover,bad pass,[],1628989,,,1610612765,26,20,2026-04-01T00:44:11Z,1790000,False,,,0,,K. Huerter bad pass TURNOVER (1 TO),"[1628989, 1630572]",1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,1.0,Mamukelashvili,1630572.0,,,
182,PT11M44.00S,2026-04-01T00:44:08.4Z,2,REGULAR,steal,,[],1630572,,,1610612761,26,20,2026-04-01T00:56:32Z,1800000,False,,,0,,S. Mamukelashvili STEAL (1 STL),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
183,PT11M40.00S,2026-04-01T00:44:12.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627751,93.51182654402102,52.20588235294118,1610612761,26,22,2026-04-01T00:44:17Z,1810000,False,11.0,8.0,1,right,J. Poeltl running Layup (3 PTS) (S. Barnes 2 AST),"[1627751, 1630567]",1610612761.0,TOR,running,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,3.0,,,,,,,,,S. Barnes,1630567.0,2.0
185,PT11M15.00S,2026-04-01T00:44:36.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,6.521024967148489,45.09803921568628,1610612765,28,22,2026-04-01T00:52:23Z,1830000,False,25.0,9.0,1,left,C. LeVert cutting Layup (4 PTS) (J. Duren 1 AST),"[1627747, 1631105]",1610612765.0,DET,cutting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,4.0,,,,,,,,,J. Duren,1631105.0,1.0
187,PT10M57.00S,2026-04-01T00:44:54.7Z,2,REGULAR,3pt,Jump Shot,[],1629628,68.80749014454665,69.36274509803921,1610612761,28,22,2026-04-01T00:44:59Z,1850000,False,97.0,241.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
188,PT10M55.00S,2026-04-01T00:44:56.7Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,28,22,2026-04-01T00:44:59Z,1860000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,187.0,2.0,1.0,1.0,,,,,,,,,,,,
189,PT10M51.00S,2026-04-01T00:45:02.7Z,2,REGULAR,violation,kicked ball,[],1629750,,,1610612761,28,22,2026-04-01T00:45:08Z,1870000,False,,,0,,J. Green kicked ball VIOLATION,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,
190,PT10M44.00S,2026-04-01T00:45:28.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630567,76.16622864651774,33.82352941176471,1610612761,28,22,2026-04-01T00:53:11Z,1880000,False,-81.0,172.0,1,right,MISS S. Barnes 18' step back Shot,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,18.96,Missed,,,,,,,,,,,,,,,,,,
191,PT10M43.00S,2026-04-01T00:45:29.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,28,22,2026-04-01T00:45:33Z,1890000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,190.0,,,,,,,,,,,,,,,
193,PT10M32.00S,2026-04-01T00:45:45.7Z,2,REGULAR,3pt,Jump Shot,[],1627747,30.17411300919842,25.0,1610612765,31,22,2026-04-01T00:45:51Z,1910000,False,125.0,231.0,1,left,C. LeVert 26' 3PT step back (7 PTS),[1627747],1610612765.0,DET,step back,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,26.27,Made,,,,,,,7.0,,,,,,,,,,,
194,PT10M31.00S,2026-04-01T00:45:51.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,31,22,2026-04-01T00:45:51Z,1920000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M13.00S,2026-04-01T00:49:03.5Z,2,REGULAR,3pt,Jump Shot,[],1630567,67.23061760840999,57.59803921568627,1610612761,31,22,2026-04-01T00:49:08Z,1930000,False,38.0,256.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
196,PT10M10.00S,2026-04-01T00:49:06.5Z,2,REGULAR,rebound,offensive,[],1642266,,,1610612761,31,22,2026-04-01T00:49:08Z,1940000,False,,,0,,J. Walter REBOUND (Off:1 Def:0),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Center,,,,,195.0,1.0,0.0,1.0,,,,,,,,,,,,
197,PT10M07.00S,2026-04-01T00:49:09.1Z,2,REGULAR,turnover,bad pass,[],1642266,,,1610612761,31,22,2026-04-01T00:49:14Z,1950000,False,,,0,,J. Walter bad pass TURNOVER (1 TO),"[1642266, 1641842]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,1.0,Holland II,1641842.0,,,
200,PT10M07.00S,2026-04-01T00:49:09.1Z,2,REGULAR,steal,,[],1641842,,,1610612765,31,22,2026-04-01T00:49:10Z,1960000,False,,,0,,R. Holland II STEAL (1 STL),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
201,PT10M00.00S,2026-04-01T00:49:47.7Z,2,REGULAR,jumpball,recovered,[],0,,,1610612765,31,22,2026-04-01T00:49:47Z,1970000,False,,,0,,Jump Ball J. Poeltl vs. J. Duren: Tip to Team (TOR),"[1627751, 1631105]",1610612761.0,TOR,heldball,Team (TOR),,,,Poeltl,1627751.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
204,PT10M00.00S,2026-04-01T00:49:47.7Z,2,REGULAR,turnover,lost ball,[],1631105,,,1610612765,31,22,2026-04-01T00:49:47Z,2000000,False,,,0,,J. Duren lost ball TURNOVER (2 TO),"[1631105, 1627751]",1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,2.0,Poeltl,1627751.0,,,
205,PT10M00.00S,2026-04-01T00:49:47.7Z,2,REGULAR,steal,,[],1627751,,,1610612761,31,22,2026-04-01T00:49:47Z,2010000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M00.00S,2026-04-01T00:49:49.1Z,2,REGULAR,foul,personal,[],1631105,,,1610612761,31,22,2026-04-01T00:50:03Z,2020000,False,,,0,,J. Duren loose ball personal FOUL (1 PF),"[1631105, 1627751]",1610612765.0,DET,loose ball,,,Duren,J. Duren,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1146.0,1.0,0.0,Poeltl,1627751.0,,,,,,
209,PT09M50.00S,2026-04-01T00:50:25.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629628,87.91064388961892,50.74295343137255,1610612761,31,24,2026-04-01T00:50:34Z,2050000,False,4.0,61.0,1,right,R. Barrett 6' driving floating bank Jump Shot (12 PTS) (S. Barnes 3 AST),"[1629628, 1630567]",1610612761.0,TOR,driving floating bank,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.12,Made,,,,,,,12.0,,,,,,,,,S. Barnes,1630567.0,3.0
211,PT09M50.00S,2026-04-01T00:50:28.7Z,2,REGULAR,foul,personal,['1freethrow'],1627747,,,1610612761,31,24,2026-04-01T00:50:38Z,2070000,False,,,0,,C. LeVert shooting personal FOUL (1 PF) (Barrett 1 FT),"[1627747, 1629628]",1610612765.0,DET,shooting,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628951.0,1.0,0.0,Barrett,1629628.0,,,,,,
213,PT09M50.00S,2026-04-01T00:50:55.3Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1629628,,,1610612761,31,25,2026-04-01T00:50:55Z,2090000,False,,,0,,R. Barrett Free Throw 1 of 1 (13 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
214,PT09M36.00S,2026-04-01T00:51:13.7Z,2,REGULAR,turnover,bad pass,[],1628989,,,1610612765,31,25,2026-04-01T00:59:40Z,2100000,False,,,0,,K. Huerter bad pass TURNOVER (2 TO),"[1628989, 1642266]",1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,2.0,Walter,1642266.0,,,
215,PT09M36.00S,2026-04-01T00:51:13.7Z,2,REGULAR,steal,,[],1642266,,,1610612761,31,25,2026-04-01T00:51:15Z,2110000,False,,,0,,J. Walter STEAL (2 STL),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
216,PT09M32.00S,2026-04-01T00:51:16.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,92.59198423127464,50.49019607843137,1610612761,31,27,2026-04-01T01:00:12Z,2120000,False,2.0,17.0,1,right,J. Poeltl driving Layup (5 PTS) (S. Mamukelashvili 1 AST),"[1627751, 1630572]",1610612761.0,TOR,driving,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,5.0,,,,,,,,,S. Mamukelashvili,1630572.0,1.0
217,PT09M21.00S,2026-04-01T00:51:39.7Z,2,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612765,31,27,2026-04-01T00:51:46Z,2130000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (Duren 2 FT),"[1630567, 1631105]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628159.0,1.0,0.0,Duren,1631105.0,,,,,,
220,PT09M21.00S,2026-04-01T00:51:58.5Z,2,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,32,27,2026-04-01T00:51:58Z,2150000,False,,,0,,J. Duren Free Throw 1 of 2 (12 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
221,PT09M21.00S,2026-04-01T00:51:59.7Z,2,REGULAR,substitution,out,[],1630567,,,1610612765,32,27,2026-04-01T00:52:04Z,2160000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M21.00S,2026-04-01T00:51:59.7Z,2,REGULAR,substitution,in,[],1642347,,,1610612765,32,27,2026-04-01T00:52:04Z,2170000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M21.00S,2026-04-01T00:52:17.2Z,2,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,33,27,2026-04-01T00:52:17Z,2180000,False,,,0,,J. Duren Free Throw 2 of 2 (13 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
224,PT09M07.00S,2026-04-01T00:52:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.51182654402102,51.9607843137255,1610612761,33,29,2026-04-01T00:52:39Z,2190000,False,10.0,8.0,1,right,J. Poeltl cutting Layup (7 PTS) (J. Walter 1 AST),"[1627751, 1642266]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,7.0,,,,,,,,,J. Walter,1642266.0,1.0
226,PT08M55.00S,2026-04-01T00:52:44.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,8.229303547963205,57.84313725490197,1610612765,33,29,2026-04-01T01:01:21Z,2210000,False,-39.0,25.0,1,left,MISS J. Duren driving finger roll Layup,[1631105],1610612765.0,DET,driving finger roll,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,4.64,Missed,,,,,,,,,,,,,,,,,,
227,PT08M54.00S,2026-04-01T00:52:45.2Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,33,29,2026-04-01T00:52:53Z,2220000,False,,,0,,R. Barrett REBOUND (Off:0 Def:5),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,226.0,5.0,5.0,0.0,,,,,,,,,,,,
228,PT08M48.00S,2026-04-01T00:52:52.0Z,2,REGULAR,turnover,bad pass,[],1630572,,,1610612761,33,29,2026-04-01T01:25:34Z,2230000,False,,,0,,S. Mamukelashvili bad pass TURNOVER (1 TO),"[1630572, 1629750]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Green,1629750.0,,,
229,PT08M48.00S,2026-04-01T00:52:52.0Z,2,REGULAR,steal,,[],1629750,,,1610612765,33,29,2026-04-01T00:52:53Z,2240000,False,,,0,,J. Green STEAL (1 STL),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
230,PT08M43.00S,2026-04-01T00:52:56.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631105,8.229303547963205,48.28431372549019,1610612765,35,29,2026-04-01T00:53:03Z,2250000,False,9.0,25.0,1,left,J. Duren running Layup (15 PTS),[1631105],1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,15.0,,,,,,,,,,,
231,PT08M25.00S,2026-04-01T00:53:14.4Z,2,REGULAR,turnover,bad pass,[],1642347,,,1610612761,35,29,2026-04-01T00:53:19Z,2260000,False,,,0,,J. Shead bad pass TURNOVER (1 TO),"[1642347, 1628989]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,1.0,Huerter,1628989.0,,,
232,PT08M25.00S,2026-04-01T00:53:14.4Z,2,REGULAR,steal,,[],1628989,,,1610612765,35,29,2026-04-01T00:53:15Z,2270000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
233,PT08M23.00S,2026-04-01T00:53:16.8Z,2,REGULAR,turnover,lost ball,[],1628989,,,1610612765,35,29,2026-04-01T00:53:21Z,2280000,False,,,0,,K. Huerter lost ball TURNOVER (3 TO),"[1628989, 1642266]",1610612765.0,DET,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,3.0,Walter,1642266.0,,,
234,PT08M23.00S,2026-04-01T00:53:16.8Z,2,REGULAR,steal,,[],1642266,,,1610612761,35,29,2026-04-01T00:53:18Z,2290000,False,,,0,,J. Walter STEAL (3 STL),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
235,PT08M19.00S,2026-04-01T00:53:20.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630572,89.17542706964521,93.87254901960785,1610612761,35,29,2026-04-01T00:53:25Z,2300000,False,219.0,49.0,1,right,MISS S. Mamukelashvili 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Right Corner 3,24+ Right,22.49,Missed,,,,,,,,,,,,,,,,,,
236,PT08M16.00S,2026-04-01T00:53:23.1Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,35,29,2026-04-01T00:53:23Z,2310000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Right Corner 3,24+ Right,,,,,235.0,3.0,1.0,2.0,,,,,,,,,,,,
237,PT08M16.00S,2026-04-01T00:53:24.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630572,93.9060446780552,51.225490196078425,1610612761,35,31,2026-04-01T00:54:03Z,2320000,False,6.0,5.0,1,right,S. Mamukelashvili cutting DUNK (2 PTS) (R. Barrett 1 AST),"[1630572, 1629628]",1610612761.0,TOR,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,,,2.0,,,,,,,,,R. Barrett,1629628.0,1.0
239,PT08M15.00S,2026-04-01T00:53:34.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,35,31,2026-04-01T00:53:34Z,2340000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M15.00S,2026-04-01T00:55:53.3Z,2,REGULAR,substitution,out,[],1627747,,,1610612765,35,31,2026-04-01T00:56:13Z,2350000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M15.00S,2026-04-01T00:55:53.3Z,2,REGULAR,substitution,in,[],1642450,,,1610612765,35,31,2026-04-01T00:56:13Z,2360000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M56.00S,2026-04-01T00:56:44.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641842,8.623521681997373,45.83333333333333,1610612765,35,31,2026-04-01T01:04:56Z,2370000,False,21.0,29.0,1,left,MISS R. Holland II driving Layup,[1641842],1610612765.0,DET,driving,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,3.54,Missed,,,,,,,,,,,,,,,,,,
243,PT07M53.00S,2026-04-01T00:56:47.2Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612761,35,31,2026-04-01T00:57:13Z,2380000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,242.0,1.0,1.0,0.0,,,,,,,,,,,,
245,PT07M45.00S,2026-04-01T00:57:00.9Z,2,REGULAR,substitution,out,[],1641842,,,1610612761,35,31,2026-04-01T00:57:13Z,2400000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M45.00S,2026-04-01T00:57:00.9Z,2,REGULAR,substitution,out,[],1629628,,,1610612761,35,31,2026-04-01T00:57:13Z,2410000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M45.00S,2026-04-01T00:57:00.9Z,2,REGULAR,substitution,out,[],1630572,,,1610612761,35,31,2026-04-01T00:57:13Z,2420000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M45.00S,2026-04-01T00:57:00.9Z,2,REGULAR,substitution,in,[],202699,,,1610612761,35,31,2026-04-01T00:57:13Z,2430000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M45.00S,2026-04-01T00:57:00.9Z,2,REGULAR,substitution,in,[],1630639,,,1610612761,35,31,2026-04-01T00:57:13Z,2440000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M45.00S,2026-04-01T00:57:00.9Z,2,REGULAR,substitution,in,[],1627742,,,1610612761,35,31,2026-04-01T00:57:13Z,2450000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M42.00S,2026-04-01T00:57:26.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,86.15308804204993,39.705882352941174,1610612761,35,31,2026-04-01T00:57:30Z,2460000,False,-51.0,78.0,1,right,MISS B. Ingram 9' turnaround Shot,[1627742],1610612761.0,TOR,turnaround,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Left,9.32,Missed,,,,,,,,,,,,,,,,,,
252,PT07M39.00S,2026-04-01T00:57:29.2Z,2,REGULAR,rebound,defensive,[],202699,,,1610612765,35,31,2026-04-01T00:57:30Z,2470000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Left,,,,,251.0,2.0,2.0,0.0,,,,,,,,,,,,
253,PT07M20.00S,2026-04-01T00:57:47.7Z,2,REGULAR,3pt,Jump Shot,[],1642450,33.327858081471746,24.754901960784316,1610612765,38,31,2026-04-01T00:57:58Z,2480000,False,126.0,261.0,1,left,D. Jenkins 28' 3PT  (6 PTS) (J. Green 1 AST),"[1642450, 1629750]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Right Center,28.97,Made,,,,,,,6.0,,,,,,,,,J. Green,1629750.0,1.0
255,PT07M01.00S,2026-04-01T00:58:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,92.72339027595268,53.92156862745098,1610612761,38,33,2026-04-01T00:58:16Z,2500000,False,20.0,16.0,1,right,J. Shead driving Layup (3 PTS),[1642347],1610612761.0,TOR,driving,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,3.0,,,,,,,,,,,
