actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
46,PT08M34.00S,2026-01-16T00:16:43.7Z,1,REGULAR,turnover,lost ball,[],1628415,,,1610612756,8,3,2026-01-16T00:16:47Z,450000,False,,,0,,D. Brooks lost ball TURNOVER (1 TO),"[1628415, 202699]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Harris,202699.0
47,PT08M34.00S,2026-01-16T00:16:43.7Z,1,REGULAR,steal,,[],202699,,,1610612765,8,3,2026-01-16T00:16:45Z,460000,False,,,0,,T. Harris STEAL (2 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M30.00S,2026-01-16T00:16:48.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202699,8.54139290407359,45.07506127450981,1610612765,8,3,2026-01-16T00:16:55Z,470000,False,25.0,28.0,1,left,MISS T. Harris running Layup - blocked,"[202699, 1628960]",1610612765.0,DET,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,3.71,Missed,Allen,1628960.0,,,,,,,,,,,,,,,,
49,PT08M30.00S,2026-01-16T00:16:48.2Z,1,REGULAR,block,,[],1628960,,,1610612765,8,3,2026-01-16T00:16:51Z,480000,False,,,0,,G. Allen BLOCK (2 BLK),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT08M30.00S,2026-01-16T00:16:48.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,8,3,2026-01-16T00:16:55Z,490000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,48.0,,,,,,,,,,,,,,,
52,PT08M17.00S,2026-01-16T00:17:11.7Z,1,REGULAR,3pt,Jump Shot,[],1628960,66.5407358738502,63.23529411764706,1610612756,8,3,2026-01-16T00:27:05Z,510000,False,66.0,262.0,1,right,MISS G. Allen 27' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,27.02,Missed,,,,,,,,,,,,,,,,,,
53,PT08M14.00S,2026-01-16T00:17:14.7Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,8,3,2026-01-16T00:17:15Z,520000,False,,,0,,J. Duren REBOUND (Off:0 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,52.0,5.0,5.0,0.0,,,,,,,,,,,,
54,PT08M06.00S,2026-01-16T00:17:23.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,6.438896189224707,48.751531862745104,1610612765,8,3,2026-01-16T00:27:29Z,530000,False,6.0,8.0,1,left,MISS C. Cunningham driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,,
55,PT08M04.00S,2026-01-16T00:17:25.0Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,8,3,2026-01-16T00:17:30Z,540000,False,,,0,,J. Duren REBOUND (Off:1 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,54.0,6.0,5.0,1.0,,,,,,,,,,,,
56,PT08M00.00S,2026-01-16T00:17:28.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631105,6.225361366622863,59.80392156862745,1610612765,8,3,2026-01-16T00:28:09Z,550000,False,-49.0,6.0,1,left,MISS J. Duren turnaround Hook,[1631105],1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,4.94,Missed,,,,,,,,,,,,,,,,,,
57,PT07M58.00S,2026-01-16T00:17:29.9Z,1,REGULAR,rebound,offensive,[],202699,,,1610612765,8,3,2026-01-16T00:17:29Z,560000,False,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,56.0,2.0,1.0,1.0,,,,,,,,,,,,
58,PT07M53.00S,2026-01-16T00:17:36.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,7.145203679369246,44.11764705882353,1610612765,8,3,2026-01-16T00:18:20Z,570000,False,29.0,15.0,1,left,MISS J. Duren driving Layup - blocked,"[1631105, 1631109]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.29,Missed,Williams,1631109.0,,,,,,,,,,,,,,,,
59,PT07M53.00S,2026-01-16T00:17:36.7Z,1,REGULAR,block,,[],1631109,,,1610612765,8,3,2026-01-16T00:33:43Z,580000,False,,,0,,M. Williams BLOCK (1 BLK),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT07M52.00S,2026-01-16T00:17:37.7Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,8,3,2026-01-16T00:33:43Z,590000,False,,,0,,J. Duren REBOUND (Off:2 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,58.0,7.0,5.0,2.0,,,,,,,,,,,,
61,PT07M52.00S,2026-01-16T00:17:50.1Z,1,REGULAR,foul,personal,[],1628415,,,1610612765,8,3,2026-01-16T00:17:59Z,600000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 1641709]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,201638.0,1.0,0.0,Thompson,1641709.0,,,,,,
63,PT07M43.00S,2026-01-16T00:18:08.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,7.670827858081481,3.4313725490196134,1610612765,11,3,2026-01-16T00:18:25Z,620000,False,233.0,20.0,1,left,D. Robinson 3PT  (3 PTS) (C. Cunningham 2 AST),"[1629130, 1630595]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,23.36,Made,,,,,,,3.0,,,,,,C. Cunningham,1630595.0,2.0,,,
65,PT07M21.00S,2026-01-16T00:18:29.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,93.2161629434954,41.42156862745098,1610612756,11,5,2026-01-16T00:18:34Z,640000,False,-43.0,11.0,1,right,G. Allen driving Layup (2 PTS) (R. O'Neale 1 AST),"[1628960, 1626220]",1610612756.0,PHX,driving,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,4.44,Made,,,,,,,2.0,,,,,,R. O'Neale,1626220.0,1.0,,,
67,PT07M05.00S,2026-01-16T00:18:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,9.329829172141928,38.70251225490197,1610612765,11,5,2026-01-16T00:18:51Z,660000,False,56.0,35.0,1,left,MISS A. Thompson 6' driving Layup - blocked,"[1641709, 1631109]",1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,Williams,1631109.0,,,,,,,,,,,,,,,,
68,PT07M05.00S,2026-01-16T00:18:45.9Z,1,REGULAR,block,,[],1631109,,,1610612765,11,5,2026-01-16T00:18:49Z,670000,False,,,0,,M. Williams BLOCK (2 BLK),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT07M02.00S,2026-01-16T00:18:48.9Z,1,REGULAR,rebound,defensive,[],1631221,,,1610612756,11,5,2026-01-16T00:18:51Z,680000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:1),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,
70,PT06M59.00S,2026-01-16T00:18:52.5Z,1,REGULAR,3pt,Jump Shot,[],1628960,67.46057818659658,51.470588235294116,1610612756,11,8,2026-01-16T00:31:21Z,690000,False,7.0,253.0,1,right,G. Allen 25' 3PT  (5 PTS) (C. Gillespie 1 AST),"[1628960, 1631221]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,25.35,Made,,,,,,,5.0,,,,,,C. Gillespie,1631221.0,1.0,,,
72,PT06M57.00S,2026-01-16T00:19:01.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,11,8,2026-01-16T00:19:01Z,710000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M40.00S,2026-01-16T00:22:24.0Z,1,REGULAR,substitution,out,[],1631221,,,1610612765,11,8,2026-01-16T00:22:31Z,730000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M40.00S,2026-01-16T00:22:24.0Z,1,REGULAR,substitution,in,[],1630692,,,1610612765,11,8,2026-01-16T00:22:31Z,740000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M33.00S,2026-01-16T00:23:06.2Z,1,REGULAR,3pt,Jump Shot,[],1629130,33.55781865965835,30.882352941176478,1610612765,11,8,2026-01-16T00:33:06Z,760000,False,96.0,263.0,1,left,MISS D. Robinson 27' pullup 3PT - blocked,"[1629130, 1628960]",1610612765.0,DET,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,27.97,Missed,Allen,1628960.0,,,,,,,,,,,,,,,,
79,PT06M33.00S,2026-01-16T00:23:06.2Z,1,REGULAR,block,,[],1628960,,,1610612765,11,8,2026-01-16T00:23:09Z,770000,False,,,0,,G. Allen BLOCK (3 BLK),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
80,PT06M32.00S,2026-01-16T00:23:07.2Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,11,8,2026-01-16T00:23:10Z,780000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,
81,PT06M32.00S,2026-01-16T00:23:11.5Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612756,11,8,2026-01-16T00:23:23Z,790000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Allen 2 FT),"[1629130, 1628960]",1610612765.0,DET,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201638.0,1.0,0.0,Allen,1628960.0,,,,,,
83,PT06M32.00S,2026-01-16T00:23:39.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628960,,,1610612756,11,9,2026-01-16T00:23:39Z,810000,False,,,0,,G. Allen Free Throw 1 of 2 (6 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
84,PT06M32.00S,2026-01-16T00:23:40.5Z,1,REGULAR,substitution,out,[],202699,,,1610612756,11,9,2026-01-16T00:23:47Z,820000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
