actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT11M05.00S,2025-10-29T23:12:32.9Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,0,2,2025-10-29T23:19:55Z,160000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,
17,PT11M00.00S,2025-10-29T23:12:36.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,92.82194480946123,56.372549019607845,1610612753,0,4,2025-10-29T23:12:43Z,170000,False,32.0,15.0,1,right,D. Bane running Layup (2 PTS) (J. Suggs 1 AST),"[1630217, 1630591]",1610612753.0,ORL,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,3.53,Made,,,,,,,,,,2.0,J. Suggs,1630591.0,1.0,,
19,PT10M52.00S,2025-10-29T23:12:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,5.568331143232584,47.549019607843135,1610612765,0,4,2025-10-29T23:13:24Z,190000,False,12.0,0.0,1,left,MISS A. Thompson driving Layup,[1641709],1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,1.23,Missed,,,,,,,,,,,,,,,
20,PT10M51.00S,2025-10-29T23:12:48.4Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,0,4,2025-10-29T23:13:24Z,200000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,
21,PT10M50.00S,2025-10-29T23:12:50.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641709,5.590000152587891,50.0,1610612765,0,4,2025-10-29T23:17:06Z,210000,False,0.0,0.0,1,left,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
22,PT10M50.00S,2025-10-29T23:12:50.8Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,0,4,2025-10-29T23:16:14Z,220000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,,
23,PT10M50.00S,2025-10-29T23:13:00.1Z,1,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612765,0,4,2025-10-29T23:13:07Z,230000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Duren 2 FT),"[1630591, 1631105]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628484.0,1.0,0.0,Duren,1631105.0,,,,,,
25,PT10M50.00S,2025-10-29T23:13:16.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,1,4,2025-10-29T23:13:16Z,250000,False,,,0,,J. Duren Free Throw 1 of 2 (1 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,Made,,,,,,,,,,1.0,,,,,
26,PT10M50.00S,2025-10-29T23:13:38.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,2,4,2025-10-29T23:13:38Z,260000,False,,,0,,J. Duren Free Throw 2 of 2 (2 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,Made,,,,,,,,,,2.0,,,,,
27,PT10M33.00S,2025-10-29T23:13:56.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,87.9599211563732,61.029411764705884,1610612753,2,4,2025-10-29T23:14:10Z,270000,False,55.0,61.0,1,right,MISS F. Wagner 8' floating Shot,[1630532],1610612753.0,ORL,floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Right,,,,8.2,Missed,,,,,,,,,,,,,,,
28,PT10M30.00S,2025-10-29T23:13:59.2Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612765,2,4,2025-10-29T23:14:10Z,280000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,
29,PT10M24.00S,2025-10-29T23:14:07.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,5.305519053876466,58.33333333333333,1610612765,2,4,2025-10-29T23:14:39Z,290000,False,-42.0,-3.0,1,left,MISS D. Robinson driving Layup,[1629130],1610612765.0,DET,driving,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,4.18,Missed,,,,,,,,,,,,,,,
30,PT10M23.00S,2025-10-29T23:14:08.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,2,4,2025-10-29T23:14:39Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,29.0,,,,,,,,,,,,,,
31,PT10M20.00S,2025-10-29T23:14:25.6Z,1,REGULAR,turnover,offensive goaltending,[],1631105,,,1610612765,2,4,2025-10-29T23:14:34Z,310000,False,,,0,,J. Duren offensive goaltending TURNOVER (1 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,203593.0,,,,,,,,,,
32,PT10M12.00S,2025-10-29T23:14:35.7Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612753,2,4,2025-10-29T23:14:51Z,320000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Banchero 2 FT),"[1629130, 1631094]",1610612765.0,DET,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203593.0,1.0,0.0,Banchero,1631094.0,,,,,,
34,PT10M12.00S,2025-10-29T23:15:05.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631094,,,1610612753,2,5,2025-10-29T23:15:25Z,340000,False,,,0,,P. Banchero Free Throw 1 of 2 (3 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,Made,,,,,,,,,,3.0,,,,,
35,PT10M12.00S,2025-10-29T23:15:05.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631094,,,1610612753,2,5,2025-10-29T23:15:25Z,350000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
36,PT10M10.00S,2025-10-29T23:15:07.3Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,2,5,2025-10-29T23:15:25Z,360000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,35.0,2.0,1.0,1.0,,,,,,,,,,,
37,PT10M02.00S,2025-10-29T23:15:33.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,10.298948751642584,63.23529411764706,1610612765,4,5,2025-10-29T23:15:38Z,370000,False,-66.0,44.0,1,left,A. Thompson 7' turnaround bank Jump Shot (2 PTS),[1641709],1610612765.0,DET,turnaround bank,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,7.97,Made,,,,,,,,,,2.0,,,,,
38,PT09M51.00S,2025-10-29T23:15:43.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,92.95335085413929,55.88235294117647,1610612753,4,7,2025-10-29T23:15:48Z,380000,False,29.0,14.0,1,right,F. Wagner bank Hook (2 PTS),[1630532],1610612753.0,ORL,bank,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,3.24,Made,,,,,,,,,,2.0,,,,,
39,PT09M40.00S,2025-10-29T23:15:54.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.750985545335084,60.53921568627451,1610612765,4,7,2025-10-29T23:16:07Z,390000,False,-53.0,11.0,1,left,MISS T. Harris driving Layup,[202699],1610612765.0,DET,driving,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,5.38,Missed,,,,,,,,,,,,,,,
40,PT09M39.00S,2025-10-29T23:15:55.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,4,7,2025-10-29T23:16:07Z,400000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,39.0,,,,,,,,,,,,,,
42,PT09M34.00S,2025-10-29T23:16:18.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202699,20.285808147174762,95.09803921568627,1610612765,4,7,2025-10-29T23:16:26Z,420000,False,-225.0,138.0,1,left,MISS T. Harris 26' step back 3PT,[202699],1610612765.0,DET,step back,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,26.45,Missed,,,,,,,,,,,,,,,
43,PT09M33.00S,2025-10-29T23:16:19.7Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,4,7,2025-10-29T23:16:26Z,430000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,42.0,3.0,3.0,0.0,,,,,,,,,,,
44,PT09M25.00S,2025-10-29T23:16:28.8Z,1,REGULAR,3pt,Jump Shot,[],1628976,93.03547963206307,3.653492647058826,1610612753,4,10,2025-10-29T23:16:36Z,440000,False,-232.0,13.0,1,right,W. Carter Jr. 3PT  (3 PTS) (P. Banchero 1 AST),"[1628976, 1631094]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Left Corner 3,24+ Left,,,,23.21,Made,,,,,,,,,,3.0,P. Banchero,1631094.0,1.0,,
46,PT09M04.00S,2025-10-29T23:16:48.6Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612765,4,10,2025-10-29T23:17:02Z,460000,False,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Harris 2 FT),"[1628976, 202699]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,203593.0,1.0,0.0,Harris,202699.0,,,,,,
48,PT09M04.00S,2025-10-29T23:17:21.7Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612765,5,10,2025-10-29T23:17:21Z,480000,False,,,0,,T. Harris Free Throw 1 of 2 (1 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,Made,,,,,,,,,,1.0,,,,,
49,PT09M04.00S,2025-10-29T23:17:42.0Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612765,6,10,2025-10-29T23:17:42Z,490000,False,,,0,,T. Harris Free Throw 2 of 2 (2 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,Made,,,,,,,,,,2.0,,,,,
50,PT08M59.00S,2025-10-29T23:17:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,88.87976346911958,50.98039215686275,1610612753,6,12,2025-10-29T23:18:02Z,500000,False,5.0,52.0,1,right,P. Banchero floating Jump Shot (5 PTS) (J. Suggs 2 AST),"[1631094, 1630591]",1610612753.0,ORL,floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,5.22,Made,,,,,,,,,,5.0,J. Suggs,1630591.0,2.0,,
52,PT08M41.00S,2025-10-29T23:18:12.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,11.48160315374507,62.5,1610612765,6,12,2025-10-29T23:22:26Z,520000,False,-62.0,55.0,1,left,MISS A. Thompson 8' floating Shot,[1641709],1610612765.0,DET,floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,,8.35,Missed,,,,,,,,,,,,,,,
53,PT08M40.00S,2025-10-29T23:18:13.7Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,6,12,2025-10-29T23:18:23Z,530000,False,,,0,,A. Thompson REBOUND (Off:2 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,52.0,3.0,1.0,2.0,,,,,,,,,,,
54,PT08M39.00S,2025-10-29T23:18:19.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641709,5.590000152587891,50.0,1610612765,6,12,2025-10-29T23:18:51Z,540000,False,0.0,0.0,1,left,MISS A. Thompson tip DUNK,[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
55,PT08M38.00S,2025-10-29T23:18:20.2Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,6,12,2025-10-29T23:18:51Z,550000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,
56,PT08M29.00S,2025-10-29T23:18:24.3Z,1,REGULAR,3pt,Jump Shot,[],1631094,67.06636005256242,66.17647058823529,1610612753,6,12,2025-10-29T23:23:07Z,560000,False,81.0,257.0,1,right,MISS P. Banchero 26' step back 3PT,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,26.95,Missed,,,,,,,,,,,,,,,
57,PT08M27.00S,2025-10-29T23:18:26.3Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,6,12,2025-10-29T23:18:33Z,570000,False,,,0,,A. Thompson REBOUND (Off:2 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,56.0,4.0,2.0,2.0,,,,,,,,,,,
58,PT08M20.00S,2025-10-29T23:18:34.9Z,1,REGULAR,turnover,lost ball,[],202699,,,1610612765,6,12,2025-10-29T23:18:41Z,580000,False,,,0,,T. Harris lost ball TURNOVER (1 TO),"[202699, 1630591]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,1.0,Suggs,1630591.0,,,,,,,,,,,,,,,,,
59,PT08M20.00S,2025-10-29T23:18:34.9Z,1,REGULAR,steal,,[],1630591,,,1610612753,6,12,2025-10-29T23:38:09Z,590000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
60,PT08M08.00S,2025-10-29T23:18:45.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,70.74572930354796,84.06862745098039,1610612753,6,15,2025-10-29T23:18:55Z,600000,False,170.0,222.0,1,right,J. Suggs 28' 3PT  (3 PTS) (P. Banchero 2 AST),"[1630591, 1631094]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,28.02,Made,,,,,,,,,,3.0,P. Banchero,1631094.0,2.0,,
62,PT08M06.00S,2025-10-29T23:18:54.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,6,15,2025-10-29T23:18:54Z,620000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT08M06.00S,2025-10-29T23:18:55.0Z,1,REGULAR,substitution,out,[],1629130,,,1610612765,6,15,2025-10-29T23:21:55Z,630000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT08M06.00S,2025-10-29T23:18:55.0Z,1,REGULAR,substitution,out,[],1630591,,,1610612765,6,15,2025-10-29T23:21:55Z,640000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT08M06.00S,2025-10-29T23:18:55.0Z,1,REGULAR,substitution,in,[],1627747,,,1610612765,6,15,2025-10-29T23:21:55Z,650000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT08M06.00S,2025-10-29T23:18:55.0Z,1,REGULAR,substitution,in,[],1641710,,,1610612765,6,15,2025-10-29T23:21:55Z,660000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M49.00S,2025-10-29T23:22:17.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202699,9.247700394218143,50.98039215686275,1610612765,8,15,2025-10-29T23:22:26Z,670000,False,-5.0,34.0,1,left,T. Harris turnaround Hook (4 PTS) (A. Thompson 1 AST),"[202699, 1641709]",1610612765.0,DET,turnaround,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,3.47,Made,,,,,,,,,,4.0,A. Thompson,1641709.0,1.0,,
69,PT07M49.00S,2025-10-29T23:22:22.2Z,1,REGULAR,foul,personal,['1freethrow'],1630532,,,1610612765,8,15,2025-10-29T23:23:45Z,715000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Harris 1 FT),"[1630532, 202699]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,202041.0,1.0,0.0,Harris,202699.0,,,,,,
71,PT07M49.00S,2025-10-29T23:22:40.7Z,1,REGULAR,freethrow,1 of 1,[],202699,,,1610612765,9,15,2025-10-29T23:23:59Z,718750,False,,,0,,T. Harris Free Throw 1 of 1 (5 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,Made,,,,,,,,,,5.0,,,,,
72,PT07M33.00S,2025-10-29T23:22:59.3Z,1,REGULAR,3pt,Jump Shot,[],1641710,88.48554533508542,96.81372549019608,1610612753,9,15,2025-10-29T23:23:04Z,720000,False,234.0,56.0,1,right,MISS A. Black 24' 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Right Corner 3,24+ Right,,,,24.06,Missed,,,,,,,,,,,,,,,
73,PT07M30.00S,2025-10-29T23:23:02.3Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,9,15,2025-10-29T23:23:02Z,730000,False,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Right Corner 3,24+ Right,,,,,,72.0,1.0,0.0,1.0,,,,,,,,,,,
74,PT07M23.00S,2025-10-29T23:23:10.1Z,1,REGULAR,turnover,bad pass,[],1630532,,,1610612753,9,15,2025-10-29T23:23:14Z,740000,False,,,0,,F. Wagner bad pass TURNOVER (1 TO),"[1630532, 1630595]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,1.0,Cunningham,1630595.0,,,,,,,,,,,,,,,,,
75,PT07M23.00S,2025-10-29T23:23:10.1Z,1,REGULAR,steal,,[],1630595,,,1610612765,9,15,2025-10-29T23:23:12Z,750000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
76,PT07M19.00S,2025-10-29T23:23:13.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641709,8.196452036793687,45.09803921568627,1610612765,11,15,2025-10-29T23:23:20Z,760000,False,25.0,25.0,1,left,A. Thompson running DUNK (4 PTS) (C. LeVert 1 AST),"[1641709, 1627747]",1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,3.46,Made,,,,,,,,,,4.0,C. LeVert,1627747.0,1.0,,
78,PT07M07.00S,2025-10-29T23:23:30.8Z,1,REGULAR,foul,personal,[],1641709,,,1610612753,11,15,2025-10-29T23:23:47Z,780000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641709, 1630532]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,203593.0,1.0,0.0,Wagner,1630532.0,,,,,,
80,PT06M54.00S,2025-10-29T23:24:03.0Z,1,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,11,15,2025-10-29T23:24:10Z,800000,False,,,0,,W. Carter Jr. lost ball out-of-bounds TURNOVER (1 TO),[1628976],1610612753.0,ORL,lost ball,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Right,1.0,,,,,,,,,1628484.0,,,,,,,,,,
81,PT06M43.00S,2025-10-29T23:24:26.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627747,17.65768725361366,38.970588235294116,1610612765,11,15,2025-10-29T23:24:45Z,810000,False,55.0,113.0,1,left,MISS C. LeVert 12' Jump Shot - blocked,"[1627747, 1630532]",1610612765.0,DET,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,12.62,Missed,,,,,,,,,,,,,,Wagner,1630532.0
82,PT06M43.00S,2025-10-29T23:24:26.2Z,1,REGULAR,block,,[],1630532,,,1610612765,11,15,2025-10-29T23:24:29Z,820000,False,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
83,PT06M42.00S,2025-10-29T23:24:27.2Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612753,11,15,2025-10-29T23:24:45Z,830000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,
84,PT06M39.00S,2025-10-29T23:24:33.0Z,1,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612753,11,15,2025-10-29T23:24:39Z,840000,False,,,0,,D. Bane bad pass out-of-bounds TURNOVER (1 TO),[1630217],1610612753.0,ORL,bad pass,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,1628484.0,,,,,,,,,,
