actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-28T00:13:28.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-28T00:13:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-02-28T00:13:31.6Z,1,REGULAR,jumpball,recovered,[],1641709,,,1610612765,0,0,2026-02-28T00:13:31Z,40000,False,,,0,,Jump Ball J. Duren vs. J. Allen: Tip to A. Thompson,"[1641709, 1631105, 1628386]",1610612765.0,DET,startperiod,A. Thompson,1641709.0,Thompson,A. Thompson,Duren,1631105.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2026-02-28T00:13:48.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,12.565703022339028,39.705882352941174,1610612765,2,0,2026-02-28T00:13:54Z,70000,False,51.0,66.0,1,left,C. Cunningham 8' Hook (2 PTS) (A. Thompson 1 AST),"[1630595, 1641709]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Right,8.34,Made,2.0,A. Thompson,1641709.0,1.0,,,,,,,,,,,,,,
9,PT11M13.00S,2026-02-28T00:14:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,90.22667542706965,61.76470588235294,1610612739,2,2,2026-02-28T00:14:20Z,90000,False,59.0,39.0,1,right,E. Mobley 7' driving Layup (2 PTS),[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,7.08,Made,2.0,,,,,,,,,,,,,,,,,
10,PT10M56.00S,2026-02-28T00:14:31.6Z,1,REGULAR,3pt,Jump Shot,[],202699,5.469776609724048,94.85294117647058,1610612765,5,2,2026-02-28T00:14:36Z,100000,False,-224.0,-1.0,1,left,T. Harris 3PT  (3 PTS) (C. Cunningham 1 AST),"[202699, 1630595]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,22.43,Made,3.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
13,PT10M36.00S,2026-02-28T00:15:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630241,87.33574244415243,44.36274509803921,1610612739,5,2,2026-02-28T00:15:27Z,130000,False,-28.0,67.0,1,right,MISS S. Merrill 7' driving finger roll Layup,[1630241],1610612739.0,CLE,driving finger roll,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),0-8 Center,7.22,Missed,,,,,,,,,,,,,,,,,,
14,PT10M33.00S,2026-02-28T00:15:14.1Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,5,2,2026-02-28T00:15:27Z,140000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,
15,PT10M33.00S,2026-02-28T00:15:20.8Z,1,REGULAR,foul,personal,[],1631105,,,1610612739,5,2,2026-02-28T00:15:38Z,150000,False,,,0,,J. Duren personal FOUL (1 PF),"[1631105, 1628386]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627539.0,1.0,0.0,Allen,1628386.0,,,,,
17,PT10M25.00S,2026-02-28T00:15:50.0Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612739,5,2,2026-02-28T00:16:05Z,170000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Allen 2 FT),"[1630595, 1628386]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626302.0,1.0,0.0,Allen,1628386.0,,,,,
19,PT10M25.00S,2026-02-28T00:16:15.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628386,,,1610612739,5,3,2026-02-28T00:16:15Z,190000,False,,,0,,J. Allen Free Throw 1 of 2 (1 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
