actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
185,PT12M00.00S,2025-10-26T20:14:04.8Z,2,REGULAR,substitution,out,['startperiod'],1630568,,,1610612738,24,33,2025-10-26T20:15:07Z,1830000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2025-10-26T20:14:04.8Z,2,REGULAR,substitution,out,['startperiod'],1642864,,,1610612738,24,33,2025-10-26T20:15:07Z,1840000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2025-10-26T20:14:04.8Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,24,33,2025-10-26T20:15:07Z,1850000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2025-10-26T20:14:04.8Z,2,REGULAR,substitution,in,['startperiod'],1631248,,,1610612738,24,33,2025-10-26T20:15:07Z,1860000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2025-10-26T20:14:04.8Z,2,REGULAR,substitution,in,['startperiod'],1628449,,,1610612738,24,33,2025-10-26T20:15:07Z,1870000,False,,,0,,SUB in: C. Boucher,[1628449],1610612738.0,BOS,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2025-10-26T20:15:50.1Z,2,REGULAR,period,start,[],0,,,1610612765,24,33,2025-10-26T20:15:50Z,1880000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M50.00S,2025-10-26T20:15:58.9Z,2,REGULAR,turnover,lost ball,[],1630595,,,1610612765,24,33,2025-10-26T20:16:06Z,1890000,False,,,0,,C. Cunningham lost ball TURNOVER (2 TO),"[1630595, 1631169]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Minott,1631169.0
192,PT11M50.00S,2025-10-26T20:15:58.9Z,2,REGULAR,steal,,[],1631169,,,1610612738,24,33,2025-10-26T20:16:01Z,1900000,False,,,0,,J. Minott STEAL (1 STL),[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
193,PT11M46.00S,2025-10-26T20:16:02.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628449,89.79960578186596,53.92156862745098,1610612738,24,33,2025-10-26T20:16:12Z,1910000,False,20.0,43.0,1,right,MISS C. Boucher running Layup,[1628449],1610612738.0,BOS,running,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,4.76,Missed,,,,,,,,,,,,,,,,,,
194,PT11M44.00S,2025-10-26T20:16:05.8Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,24,33,2025-10-26T20:16:05Z,1920000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,193.0,,,,,,,,,1.0,1.0,0.0,,,
195,PT11M38.00S,2025-10-26T20:16:11.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,13.452693823915894,56.86274509803921,1610612765,26,33,2025-10-26T20:16:16Z,1930000,False,-34.0,74.0,1,left,C. Cunningham 8' driving Layup (5 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,8.16,Made,5.0,,,,,,,,,,,,,,,,,
196,PT11M23.00S,2025-10-26T20:16:28.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,88.87976346911958,56.127450980392155,1610612738,26,35,2025-10-26T20:16:35Z,1940000,False,31.0,52.0,1,right,A. Simons 6' driving Layup (5 PTS),[1629014],1610612738.0,BOS,driving,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,6.03,Made,5.0,,,,,,,,,,,,,,,,,
197,PT11M01.00S,2025-10-26T20:16:48.9Z,2,REGULAR,2pt,Jump Shot,[],202699,21.468462549277262,33.57843137254902,1610612765,28,35,2025-10-26T20:16:55Z,1950000,False,82.0,149.0,1,left,T. Harris 17' step back Jump Shot (2 PTS),[202699],1610612765.0,DET,step back,,,Harris,T. Harris,,,,,Mid-Range,16-24 Right Center,17.04,Made,2.0,,,,,,,,,,,,,,,,,
198,PT10M44.00S,2025-10-26T20:17:06.2Z,2,REGULAR,3pt,Jump Shot,[],1629014,67.19776609724047,38.970588235294116,1610612738,28,38,2025-10-26T20:24:39Z,1960000,False,-55.0,256.0,1,right,A. Simons 26' 3PT pullup (8 PTS) (C. Boucher 1 AST),"[1629014, 1628449]",1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,26.17,Made,8.0,,,,C. Boucher,1628449.0,1.0,,,,,,,,,,,
200,PT10M24.00S,2025-10-26T20:17:25.1Z,2,REGULAR,3pt,Jump Shot,[],1641842,7.013797634691201,4.901960784313729,1610612765,28,38,2025-10-26T20:17:30Z,1980000,False,225.0,13.0,1,left,MISS R. Holland II 3PT,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Right Corner 3,24+ Right,22.59,Missed,,,,,,,,,,,,,,,,,,
201,PT10M21.00S,2025-10-26T20:17:28.1Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612738,28,38,2025-10-26T20:17:30Z,1990000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612738.0,BOS,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,,,,,,200.0,,,,,,,,,1.0,1.0,0.0,,,
202,PT10M13.00S,2025-10-26T20:17:36.2Z,2,REGULAR,3pt,Jump Shot,[],1629014,77.84165571616295,10.049019607843135,1610612738,28,38,2025-10-26T20:17:44Z,2000000,False,-200.0,156.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
203,PT10M09.00S,2025-10-26T20:17:40.0Z,2,REGULAR,rebound,offensive,[],1631248,,,1610612738,28,38,2025-10-26T20:17:40Z,2010000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:0),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,,,,,,202.0,,,,,,,,,1.0,0.0,1.0,,,
205,PT10M03.00S,2025-10-26T20:18:05.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,88.09132720105124,5.637254901960787,1610612738,28,41,2025-10-26T20:18:10Z,2030000,False,-222.0,59.0,1,right,J. Brown 3PT  (13 PTS) (J. Minott 1 AST),"[1627759, 1631169]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,22.96,Made,13.0,,,,J. Minott,1631169.0,1.0,,,,,,,,,,,
207,PT09M52.00S,2025-10-26T20:18:18.9Z,2,REGULAR,turnover,out-of-bounds,[],1641842,,,1610612765,28,41,2025-10-26T20:23:27Z,2050000,False,,,0,,R. Holland II lost ball out-of-bounds TURNOVER (1 TO),[1641842],1610612765.0,DET,lost ball,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,101283.0,,,,,,,,1.0,,
208,PT09M52.00S,2025-10-26T20:18:25.9Z,2,REGULAR,substitution,out,[],1642404,,,1610612738,28,41,2025-10-26T20:18:37Z,2060000,False,,,0,,SUB out: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M52.00S,2025-10-26T20:18:25.9Z,2,REGULAR,substitution,in,[],1629750,,,1610612738,28,41,2025-10-26T20:18:37Z,2070000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M37.00S,2025-10-26T20:18:54.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628449,68.38042049934297,60.53921568627451,1610612738,28,41,2025-10-26T20:18:59Z,2080000,False,53.0,245.0,1,right,MISS C. Boucher 25' 3PT,[1628449],1610612738.0,BOS,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,25.03,Missed,,,,,,,,,,,,,,,,,,
211,PT09M33.00S,2025-10-26T20:18:58.3Z,2,REGULAR,rebound,defensive,[],202699,,,1610612765,28,41,2025-10-26T20:18:59Z,2090000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,210.0,,,,,,,,,1.0,1.0,0.0,,,
212,PT09M23.00S,2025-10-26T20:19:08.0Z,2,REGULAR,3pt,Jump Shot,[],1629750,16.606438896189218,5.392156862745097,1610612765,28,41,2025-10-26T20:19:14Z,2100000,False,223.0,104.0,1,left,MISS J. Green 24' 3PT - blocked,"[1629750, 1628449]",1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,24.59,Missed,,Boucher,1628449.0,,,,,,,,,,,,,,,
213,PT09M23.00S,2025-10-26T20:19:08.0Z,2,REGULAR,block,,[],1628449,,,1610612765,28,41,2025-10-26T21:44:57Z,2110000,False,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612738.0,BOS,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
214,PT09M17.00S,2025-10-26T20:19:14.0Z,2,REGULAR,rebound,offensive,[],1629750,,,1610612765,28,41,2025-10-26T20:19:14Z,2120000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,212.0,,,,,,,,,1.0,0.0,1.0,,,
215,PT09M16.00S,2025-10-26T20:19:14.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629750,32.24375821287779,29.411764705882348,1610612765,28,41,2025-10-26T20:19:18Z,2130000,False,103.0,251.0,1,left,MISS J. Green 27' 3PT,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,27.09,Missed,,,,,,,,,,,,,,,,,,
216,PT09M13.00S,2025-10-26T20:19:17.6Z,2,REGULAR,rebound,defensive,[],1631248,,,1610612738,28,41,2025-10-26T20:19:18Z,2140000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Right Center,,,,,,215.0,,,,,,,,,2.0,1.0,1.0,,,
217,PT09M10.00S,2025-10-26T20:19:21.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631169,95.18725361366623,4.901960784313729,1610612738,28,41,2025-10-26T23:41:55Z,2150000,False,-225.0,-7.0,1,right,MISS J. Minott running 3PT,[1631169],1610612738.0,BOS,running,,,Minott,J. Minott,,,,,Left Corner 3,24+ Left,22.56,Missed,,,,,,,,,,,,,,,,,,
218,PT09M07.00S,2025-10-26T20:19:25.0Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,28,41,2025-10-26T20:19:25Z,2160000,False,,,0,,R. Holland II REBOUND (Off:0 Def:1),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Left Corner 3,24+ Left,,,,,,217.0,,,,,,,,,1.0,1.0,0.0,,,
219,PT09M01.00S,2025-10-26T20:19:29.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641842,11.087385019710908,44.607843137254896,1610612765,28,41,2025-10-26T20:28:45Z,2170000,False,27.0,52.0,1,left,MISS R. Holland II running Layup,[1641842],1610612765.0,DET,running,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
220,PT08M57.00S,2025-10-26T20:19:33.5Z,2,REGULAR,rebound,offensive,[],202699,,,1610612765,28,41,2025-10-26T20:28:45Z,2180000,False,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,219.0,,,,,,,,,2.0,1.0,1.0,,,
221,PT08M57.00S,2025-10-26T20:19:34.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",202699,5.590000152587891,50.0,1610612765,30,41,2025-10-26T22:33:57Z,2190000,False,0.0,0.0,1,left,T. Harris tip Layup (4 PTS),[202699],1610612765.0,DET,tip,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
222,PT08M46.00S,2025-10-26T20:19:45.6Z,2,REGULAR,turnover,bad pass,[],1629014,,,1610612738,30,41,2025-10-26T22:34:35Z,2200000,False,,,0,,A. Simons bad pass TURNOVER (2 TO),"[1629014, 1630191]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Stewart,1630191.0
223,PT08M46.00S,2025-10-26T20:19:45.6Z,2,REGULAR,steal,,[],1630191,,,1610612765,30,41,2025-10-26T20:19:48Z,2210000,False,,,0,,I. Stewart STEAL (1 STL),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
224,PT08M42.00S,2025-10-26T20:19:51.4Z,2,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612765,30,41,2025-10-26T20:20:07Z,2220000,False,,,0,,C. Boucher shooting personal FOUL (1 PF) (Harris 2 FT),"[1628449, 202699]",1610612738.0,BOS,shooting,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628171.0,1.0,0.0,Harris,202699.0,,,,,,
226,PT08M42.00S,2025-10-26T20:20:29.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202699,,,1610612765,31,41,2025-10-26T20:31:08Z,2240000,False,,,0,,T. Harris Free Throw 1 of 2 (5 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
227,PT08M42.00S,2025-10-26T20:20:29.9Z,2,REGULAR,substitution,out,[],1641842,,,1610612765,31,41,2025-10-26T20:20:44Z,2250000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M42.00S,2025-10-26T20:20:29.9Z,2,REGULAR,substitution,out,[],1630191,,,1610612765,31,41,2025-10-26T20:20:44Z,2260000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M42.00S,2025-10-26T20:20:29.9Z,2,REGULAR,substitution,out,[],1631169,,,1610612765,31,41,2025-10-26T20:20:44Z,2270000,False,,,0,,SUB out: J. Minott,[1631169],1610612738.0,BOS,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M42.00S,2025-10-26T20:20:29.9Z,2,REGULAR,substitution,in,[],1631105,,,1610612765,31,41,2025-10-26T20:20:44Z,2280000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M42.00S,2025-10-26T20:20:29.9Z,2,REGULAR,substitution,in,[],1641709,,,1610612765,31,41,2025-10-26T20:20:44Z,2290000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M42.00S,2025-10-26T20:20:29.9Z,2,REGULAR,substitution,in,[],1629674,,,1610612765,31,41,2025-10-26T20:20:44Z,2300000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M42.00S,2025-10-26T20:20:29.0Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",202699,,,1610612765,32,41,2025-10-26T20:31:08Z,2310000,False,,,0,,T. Harris Free Throw 2 of 2 (6 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
234,PT08M42.00S,2025-10-26T20:21:08.7Z,2,REGULAR,turnover,out-of-bounds,[],1629674,,,1610612738,32,41,2025-10-26T20:21:21Z,2320000,False,,,0,,N. Queta bad pass out-of-bounds TURNOVER (2 TO),[1629674],1610612738.0,BOS,bad pass,,,Queta,N. Queta,,,,,Mid-Range,8-16 Right,,,,,,,,,,101283.0,,,,,,,,2.0,,
235,PT08M34.00S,2025-10-26T20:21:35.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202699,34.477660972404735,52.69607843137255,1610612765,32,41,2025-10-26T20:21:39Z,2330000,False,-13.0,272.0,1,left,MISS T. Harris 27' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,27.19,Missed,,,,,,,,,,,,,,,,,,
236,PT08M30.00S,2025-10-26T20:21:39.3Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612738,32,41,2025-10-26T20:21:39Z,2340000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,235.0,,,,,,,,,1.0,1.0,0.0,,,
237,PT08M24.00S,2025-10-26T20:21:45.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,85.3318002628121,63.72549019607843,1610612738,32,43,2025-10-26T20:21:50Z,2350000,False,69.0,85.0,1,right,A. Simons 10' driving floating bank Jump Shot (10 PTS),[1629014],1610612738.0,BOS,driving floating bank,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Right,10.95,Made,10.0,,,,,,,,,,,,,,,,,
238,PT08M02.00S,2025-10-26T20:22:06.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,13.715505913272011,54.65686274509804,1610612765,32,43,2025-10-26T20:22:14Z,2360000,False,-23.0,76.0,1,left,MISS A. Thompson 7' driving floating Shot,[1641709],1610612765.0,DET,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,7.99,Missed,,,,,,,,,,,,,,,,,,
239,PT08M02.00S,2025-10-26T20:22:06.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,32,43,2025-10-26T20:22:14Z,2370000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,238.0,,,,,,,,,,,,,,
240,PT08M02.00S,2025-10-26T20:22:16.8Z,2,REGULAR,foul,personal,[],1631248,,,1610612765,32,43,2025-10-26T20:22:29Z,2380000,False,,,0,,B. Scheierman loose ball personal FOUL (1 PF),"[1631248, 1631105]",1610612738.0,BOS,loose ball,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627534.0,1.0,0.0,Duren,1631105.0,,,,,,
242,PT07M53.00S,2025-10-26T20:22:38.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202699,5.305519053876466,31.372549019607845,1610612765,34,43,2025-10-26T20:22:42Z,2400000,False,93.0,-3.0,1,left,T. Harris 9' turnaround Jump Shot (8 PTS),[202699],1610612765.0,DET,turnaround,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,9.31,Made,8.0,,,,,,,,,,,,,,,,,
243,PT07M35.00S,2025-10-26T20:22:55.3Z,2,REGULAR,3pt,Jump Shot,[],1627759,74.29369250985545,16.42156862745098,1610612738,34,43,2025-10-26T20:39:02Z,2410000,False,-168.0,189.0,1,right,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,,,,,,,,
244,PT07M34.00S,2025-10-26T20:22:56.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,34,43,2025-10-26T20:23:01Z,2420000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,243.0,,,,,,,,,,,,,,
246,PT07M19.00S,2025-10-26T20:23:58.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,12.270039421813408,51.470588235294116,1610612765,36,43,2025-10-26T20:24:03Z,2440000,False,-7.0,63.0,1,left,A. Thompson 6' driving Layup (6 PTS) (C. Cunningham 2 AST),"[1641709, 1630595]",1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.32,Made,6.0,,,,C. Cunningham,1630595.0,2.0,,,,,,,,,,,
248,PT07M01.00S,2025-10-26T20:24:16.4Z,2,REGULAR,2pt,Jump Shot,[],1629014,92.77266754270697,81.34957107843138,1610612738,36,43,2025-10-26T20:24:23Z,2460000,False,157.0,15.0,1,right,MISS A. Simons 15' pullup Shot,[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,15.75,Missed,,,,,,,,,,,,,,,,,,
249,PT06M56.00S,2025-10-26T20:24:21.4Z,2,REGULAR,rebound,defensive,[],202699,,,1610612765,36,43,2025-10-26T20:24:23Z,2470000,False,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,,,,,,248.0,,,,,,,,,3.0,2.0,1.0,,,
250,PT06M50.00S,2025-10-26T20:24:26.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,9.379106438896187,47.549019607843135,1610612765,36,43,2025-10-26T22:36:51Z,2480000,False,12.0,36.0,1,left,MISS J. Duren Layup - blocked,"[1631105, 1629674]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.78,Missed,,Queta,1629674.0,,,,,,,,,,,,,,,
251,PT06M50.00S,2025-10-26T20:24:26.7Z,2,REGULAR,block,,[],1629674,,,1610612765,36,43,2025-10-26T22:07:47Z,2490000,False,,,0,,N. Queta BLOCK (2 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
252,PT06M46.00S,2025-10-26T20:24:30.7Z,2,REGULAR,rebound,offensive,[],1629750,,,1610612765,36,43,2025-10-26T22:36:30Z,2500000,False,,,0,,J. Green REBOUND (Off:2 Def:0),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,250.0,,,,,,,,,2.0,0.0,2.0,,,
253,PT06M45.00S,2025-10-26T20:24:33.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,9.247700394218143,50.49019607843137,1610612765,36,43,2025-10-26T22:39:09Z,2510000,False,-2.0,34.0,1,left,MISS J. Duren Layup,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,,
254,PT06M44.00S,2025-10-26T20:24:34.9Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,36,43,2025-10-26T20:28:57Z,2520000,False,,,0,,J. Duren REBOUND (Off:4 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,253.0,,,,,,,,,7.0,3.0,4.0,,,
332,PT06M44.00S,2025-10-26T20:24:44.3Z,2,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612765,36,43,2025-10-26T20:37:09Z,2535000,False,,,0,,C. Boucher shooting personal FOUL (2 PF) (Duren 2 FT),"[1628449, 1631105]",1610612738.0,BOS,shooting,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,101283.0,2.0,0.0,Duren,1631105.0,,,,,,
257,PT06M44.00S,2025-10-26T20:24:54.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,36,43,2025-10-26T20:24:54Z,2550000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M44.00S,2025-10-26T20:27:02.5Z,2,REGULAR,substitution,out,[],1629014,,,1610612765,36,43,2025-10-26T20:27:30Z,2560000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M44.00S,2025-10-26T20:27:02.5Z,2,REGULAR,substitution,out,[],1631248,,,1610612765,36,43,2025-10-26T20:27:30Z,2570000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M44.00S,2025-10-26T20:27:02.5Z,2,REGULAR,substitution,out,[],1628449,,,1610612765,36,43,2025-10-26T20:27:30Z,2580000,False,,,0,,SUB out: C. Boucher,[1628449],1610612738.0,BOS,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M44.00S,2025-10-26T20:27:02.5Z,2,REGULAR,substitution,in,[],1642864,,,1610612765,36,43,2025-10-26T20:27:30Z,2590000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M44.00S,2025-10-26T20:27:02.5Z,2,REGULAR,substitution,in,[],1630573,,,1610612765,36,43,2025-10-26T20:27:30Z,2600000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M44.00S,2025-10-26T20:27:02.5Z,2,REGULAR,substitution,in,[],1628401,,,1610612765,36,43,2025-10-26T20:27:30Z,2610000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M44.00S,2025-10-26T20:28:14.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,37,43,2025-10-26T20:37:32Z,2620000,False,,,0,,J. Duren Free Throw 1 of 2 (3 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
