actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
195,PT00M25.20S,2023-11-03T01:42:15.7Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,34,27,2023-11-03T01:43:03Z,1880000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,,,194.0,1.0,1.0,0.0,,,,,,,,,
196,PT00M07.40S,2023-11-03T01:42:39.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629021,,,1610612762,34,27,2023-11-03T01:42:51Z,1890000,False,,,0,,M. Wagner personal FOUL (1 PF) (Markkanen 2 FT),"[1629021, 1628374]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200832.0,1.0,0.0,Markkanen,1628374.0,,,
198,PT00M07.40S,2023-11-03T01:43:07.5Z,1,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,34,27,2023-11-03T01:43:28Z,1910000,False,,,0,,MISS L. Markkanen Free Throw 1 of 2,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
199,PT00M07.40S,2023-11-03T01:43:07.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,34,27,2023-11-03T01:43:28Z,1920000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,198.0,,,,,,,,,,,,
200,PT00M07.40S,2023-11-03T01:43:07.5Z,1,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,34,27,2023-11-03T01:43:28Z,1930000,False,,,0,,MISS L. Markkanen Free Throw 2 of 2,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
201,PT00M05.80S,2023-11-03T01:43:09.1Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,34,27,2023-11-03T01:43:28Z,1940000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,200.0,1.0,1.0,0.0,,,,,,,,,
202,PT00M00.80S,2023-11-03T01:43:32.2Z,1,REGULAR,3pt,Jump Shot,[],1629021,26.49474375821288,16.176470588235293,1610612753,34,30,2023-11-03T01:43:38Z,1950000,False,169.0,197.0,1,left,M. Wagner 25' 3PT  (8 PTS) (C. Anthony 3 AST),"[1629021, 1630175]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,,,,25.93,Made,,,,,,,8.0,,,,,,C. Anthony,1630175.0,3.0
204,PT00M00.00S,2023-11-03T01:43:42.8Z,1,REGULAR,period,end,[],0,,,1610612762,34,30,2023-11-03T01:43:42Z,1970000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT12M00.00S,2023-11-03T01:45:54.0Z,2,REGULAR,substitution,out,['startperiod'],1629012,,,1610612762,34,30,2023-11-03T01:46:10Z,1980000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT12M00.00S,2023-11-03T01:45:54.0Z,2,REGULAR,substitution,in,['startperiod'],1629659,,,1610612762,34,30,2023-11-03T01:46:10Z,1990000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT12M00.00S,2023-11-03T01:46:26.6Z,2,REGULAR,period,start,[],0,,,1610612753,34,30,2023-11-03T01:46:26Z,2000000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT11M47.00S,2023-11-03T01:46:41.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628371,7.5722733245729295,56.372549019607845,1610612753,34,32,2023-11-03T01:47:14Z,2010000,False,-32.0,19.0,1,left,J. Isaac cutting Layup (2 PTS) (C. Anthony 4 AST),"[1628371, 1630175]",1610612753.0,ORL,cutting,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,3.7,Made,,,,,,,2.0,,,,,,C. Anthony,1630175.0,4.0
212,PT11M47.00S,2023-11-03T01:46:44.0Z,2,REGULAR,foul,personal,['1freethrow'],1628374,,,1610612753,34,32,2023-11-03T01:46:50Z,2030000,False,,,0,,L. Markkanen shooting personal FOUL (2 PF) (Isaac 1 FT),"[1628374, 1628371]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627963.0,2.0,0.0,Isaac,1628371.0,,,
214,PT11M47.00S,2023-11-03T01:47:07.3Z,2,REGULAR,freethrow,1 of 1,[],1628371,,,1610612753,34,33,2023-11-03T01:47:07Z,2050000,False,,,0,,J. Isaac Free Throw 1 of 1 (3 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
215,PT11M35.00S,2023-11-03T01:47:20.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,91.01511169513797,41.911764705882355,1610612762,36,33,2023-11-03T01:47:25Z,2060000,False,-40.0,32.0,1,right,T. Horton-Tucker driving Layup (4 PTS),[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,5.15,Made,,,,,,,4.0,,,,,,,,
216,PT11M20.00S,2023-11-03T01:47:38.4Z,2,REGULAR,foul,personal,['2freethrow'],1630534,,,1610612753,36,33,2023-11-03T01:47:44Z,2070000,False,,,0,,O. Agbaji shooting personal FOUL (1 PF) (Ingles 2 FT),"[1630534, 204060]",1610612762.0,UTA,shooting,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200832.0,1.0,0.0,Ingles,204060.0,,,
218,PT11M20.00S,2023-11-03T01:48:01.9Z,2,REGULAR,freethrow,1 of 2,[],204060,,,1610612753,36,34,2023-11-03T01:48:23Z,2090000,False,,,0,,J. Ingles Free Throw 1 of 2 (1 PTS),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
219,PT11M20.00S,2023-11-03T01:48:01.9Z,2,REGULAR,freethrow,2 of 2,[],204060,,,1610612753,36,34,2023-11-03T01:48:23Z,2100000,False,,,0,,MISS J. Ingles Free Throw 2 of 2,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
220,PT11M18.00S,2023-11-03T01:48:03.9Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,36,34,2023-11-03T01:48:23Z,2110000,False,,,0,,W. Kessler REBOUND (Off:0 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,219.0,3.0,3.0,0.0,,,,,,,,,
221,PT11M07.00S,2023-11-03T01:48:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,90.09526938239159,44.85294117647059,1610612762,36,34,2023-11-03T01:48:36Z,2120000,False,-26.0,41.0,1,right,MISS W. Kessler alley-oop Layup,[1631117],1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,4.81,Missed,,,,,,,,,,,,,,,
222,PT11M05.00S,2023-11-03T01:48:34.0Z,2,REGULAR,rebound,offensive,[],1631117,,,1610612762,36,34,2023-11-03T01:48:36Z,2130000,False,,,0,,W. Kessler REBOUND (Off:1 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,221.0,4.0,3.0,1.0,,,,,,,,,
223,PT11M01.00S,2023-11-03T01:48:37.9Z,2,REGULAR,turnover,bad pass,[],1631117,,,1610612762,36,34,2023-11-03T01:48:43Z,2140000,False,,,0,,W. Kessler bad pass TURNOVER (1 TO),"[1631117, 1630532]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Left,1.0,Wagner,1630532.0,,,,,,,,,,,,,,,,,
224,PT11M01.00S,2023-11-03T01:48:37.9Z,2,REGULAR,steal,,[],1630532,,,1610612753,36,34,2023-11-03T01:48:53Z,2150000,False,,,0,,F. Wagner STEAL (2 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
225,PT10M53.00S,2023-11-03T01:48:45.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,5.995400788436268,53.92156862745098,1610612753,36,36,2023-11-03T01:48:53Z,2160000,False,-20.0,4.0,1,left,M. Wagner driving reverse Layup (10 PTS) (F. Wagner 2 AST),"[1629021, 1630532]",1610612753.0,ORL,driving reverse,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,2.0,Made,,,,,,,10.0,,,,,,F. Wagner,1630532.0,2.0
227,PT10M38.00S,2023-11-03T01:49:01.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,86.67871222076215,37.745098039215684,1610612762,38,36,2023-11-03T01:49:48Z,2180000,False,-61.0,73.0,1,right,L. Markkanen 9' driving floating Jump Shot (7 PTS) (T. Horton-Tucker 2 AST),"[1628374, 1629659]",1610612762.0,UTA,driving floating,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Left,,,,9.51,Made,,,,,,,7.0,,,,,,T. Horton-Tucker,1629659.0,2.0
229,PT10M16.00S,2023-11-03T01:49:22.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.30946123521682,50.49019607843137,1610612753,38,36,2023-11-03T01:49:28Z,2200000,False,-2.0,16.0,1,left,MISS F. Wagner reverse Layup - blocked,"[1630532, 1631117]",1610612753.0,ORL,reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,1.64,Missed,Kessler,1631117.0,,,,,,,,,,,,,
230,PT10M16.00S,2023-11-03T01:49:22.7Z,2,REGULAR,block,,[],1631117,,,1610612753,38,36,2023-11-03T01:49:24Z,2210000,False,,,0,,W. Kessler BLOCK (3 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
231,PT10M14.00S,2023-11-03T01:49:24.7Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612762,38,36,2023-11-03T01:49:28Z,2220000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,229.0,1.0,1.0,0.0,,,,,,,,,
232,PT10M11.00S,2023-11-03T01:49:28.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630534,70.77858081471747,73.2843137254902,1610612762,38,36,2023-11-03T01:49:36Z,2230000,False,116.0,222.0,1,right,MISS O. Agbaji 25' 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,,25.08,Missed,,,,,,,,,,,,,,,
233,PT10M08.00S,2023-11-03T01:49:31.6Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,38,36,2023-11-03T01:49:36Z,2240000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,,,,,,232.0,2.0,2.0,0.0,,,,,,,,,
234,PT09M58.00S,2023-11-03T01:49:43.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,6.389618922470433,44.36274509803921,1610612753,38,38,2023-11-03T01:50:46Z,2250000,False,28.0,8.0,1,left,C. Anthony driving Layup (6 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,2.92,Made,,,,,,,6.0,,,,,,,,
235,PT09M58.00S,2023-11-03T01:49:45.7Z,2,REGULAR,foul,personal,['1freethrow'],1630534,,,1610612753,38,38,2023-11-03T01:49:50Z,2260000,False,,,0,,O. Agbaji shooting personal FOUL (2 PF) (Anthony 1 FT),"[1630534, 1630175]",1610612762.0,UTA,shooting,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204058.0,2.0,0.0,Anthony,1630175.0,,,
237,PT09M58.00S,2023-11-03T01:49:57.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,38,38,2023-11-03T01:53:34Z,2280000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT09M58.00S,2023-11-03T01:52:23.2Z,2,REGULAR,substitution,out,[],1641718,,,1610612753,38,38,2023-11-03T01:53:34Z,2290000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT09M58.00S,2023-11-03T01:52:23.2Z,2,REGULAR,substitution,in,[],1627739,,,1610612753,38,38,2023-11-03T01:53:34Z,2300000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT09M58.00S,2023-11-03T01:53:01.0Z,2,REGULAR,freethrow,1 of 1,[],1630175,,,1610612753,38,39,2023-11-03T01:53:01Z,2310000,False,,,0,,C. Anthony Free Throw 1 of 1 (7 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,,
241,PT09M46.00S,2023-11-03T01:53:16.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,82.9993429697766,58.57843137254902,1610612762,40,39,2023-11-03T01:53:21Z,2320000,False,43.0,107.0,1,right,L. Markkanen 11' fadeaway Jump Shot (9 PTS) (T. Horton-Tucker 3 AST),"[1628374, 1629659]",1610612762.0,UTA,fadeaway,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,,11.56,Made,,,,,,,9.0,,,,,,T. Horton-Tucker,1629659.0,3.0
243,PT09M29.00S,2023-11-03T01:53:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.492115637319317,48.03921568627451,1610612753,40,39,2023-11-03T01:53:35Z,2340000,False,10.0,27.0,1,left,MISS F. Wagner Layup - blocked,"[1630532, 1631117]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,2.9,Missed,Kessler,1631117.0,,,,,,,,,,,,,
244,PT09M29.00S,2023-11-03T01:53:32.0Z,2,REGULAR,block,,[],1631117,,,1610612753,40,39,2023-11-03T01:53:34Z,2350000,False,,,0,,W. Kessler BLOCK (4 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
245,PT09M26.00S,2023-11-03T01:53:35.0Z,2,REGULAR,rebound,offensive,[],1628371,,,1610612753,40,39,2023-11-03T01:53:35Z,2360000,False,,,0,,J. Isaac REBOUND (Off:1 Def:0),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,243.0,1.0,0.0,1.0,,,,,,,,,
246,PT09M22.00S,2023-11-03T01:53:38.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],204060,28.465834428383708,17.892156862745097,1610612753,40,39,2023-11-03T01:53:43Z,2370000,False,161.0,215.0,1,left,MISS J. Ingles 26' 3PT,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,,,,26.84,Missed,,,,,,,,,,,,,,,
247,PT09M20.00S,2023-11-03T01:53:40.5Z,2,REGULAR,rebound,defensive,[],1627739,,,1610612762,40,39,2023-11-03T01:53:43Z,2380000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,246.0,1.0,1.0,0.0,,,,,,,,,
248,PT09M13.00S,2023-11-03T01:53:47.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,93.64323258869908,49.26470588235294,1610612762,42,39,2023-11-03T01:53:54Z,2390000,False,-4.0,7.0,1,right,T. Horton-Tucker driving reverse Layup (6 PTS) (K. Dunn 1 AST),"[1629659, 1627739]",1610612762.0,UTA,driving reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,0.82,Made,,,,,,,6.0,,,,,,K. Dunn,1627739.0,1.0
250,PT09M02.00S,2023-11-03T01:53:59.4Z,2,REGULAR,turnover,bad pass,[],1630175,,,1610612753,42,39,2023-11-03T01:54:03Z,2410000,False,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 1628374]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,2.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,,
251,PT09M02.00S,2023-11-03T01:53:59.4Z,2,REGULAR,steal,,[],1628374,,,1610612762,42,39,2023-11-03T01:54:01Z,2420000,False,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
252,PT08M57.00S,2023-11-03T01:54:04.3Z,2,REGULAR,turnover,lost ball,[],1628374,,,1610612762,42,39,2023-11-03T01:54:08Z,2430000,False,,,0,,L. Markkanen lost ball TURNOVER (1 TO),"[1628374, 1630175]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,1.0,Anthony,1630175.0,,,,,,,,,,,,,,,,,
253,PT08M57.00S,2023-11-03T01:54:04.3Z,2,REGULAR,steal,,[],1630175,,,1610612753,42,39,2023-11-03T01:54:05Z,2440000,False,,,0,,C. Anthony STEAL (2 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
254,PT08M48.00S,2023-11-03T01:54:13.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],204060,18.478975032851512,4.166666666666666,1610612753,42,39,2023-11-03T01:54:17Z,2450000,False,229.0,121.0,1,left,MISS J. Ingles 25' 3PT,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,,,,25.93,Missed,,,,,,,,,,,,,,,
255,PT08M45.00S,2023-11-03T01:54:16.2Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,42,39,2023-11-03T01:54:17Z,2460000,False,,,0,,W. Kessler REBOUND (Off:1 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,,,,,254.0,5.0,4.0,1.0,,,,,,,,,
256,PT08M32.00S,2023-11-03T01:54:29.3Z,2,REGULAR,3pt,Jump Shot,[],1628374,66.70499342969777,58.82352941176471,1610612762,42,39,2023-11-03T01:54:34Z,2470000,False,44.0,260.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,26.42,Missed,,,,,,,,,,,,,,,
257,PT08M28.00S,2023-11-03T01:54:33.3Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,42,39,2023-11-03T01:54:34Z,2480000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,256.0,2.0,2.0,0.0,,,,,,,,,
258,PT08M23.00S,2023-11-03T01:54:37.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,32.802233902759525,30.637254901960787,1610612753,42,39,2023-11-03T02:00:26Z,2490000,False,97.0,256.0,1,left,MISS F. Wagner 27' running pullup 3PT,[1630532],1610612753.0,ORL,running pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,27.35,Missed,,,,,,,,,,,,,,,
259,PT08M21.00S,2023-11-03T01:54:39.6Z,2,REGULAR,rebound,offensive,[],1630532,,,1610612753,42,39,2023-11-03T02:00:26Z,2500000,False,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,,,258.0,3.0,2.0,1.0,,,,,,,,,
260,PT08M19.00S,2023-11-03T01:54:42.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],204060,8.492115637319317,2.2058823529411766,1610612753,42,42,2023-11-03T01:54:47Z,2510000,False,239.0,27.0,1,left,J. Ingles 24' 3PT  (4 PTS) (F. Wagner 3 AST),"[204060, 1630532]",1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Right Corner 3,24+ Right,,,,24.06,Made,,,,,,,4.0,,,,,,F. Wagner,1630532.0,3.0
262,PT07M59.00S,2023-11-03T01:55:01.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,84.57621550591328,40.931372549019606,1610612762,44,42,2023-11-03T01:56:45Z,2530000,False,-45.0,92.0,1,right,K. Dunn 10' floating Jump Shot (2 PTS),[1627739],1610612762.0,UTA,floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,10.3,Made,,,,,,,2.0,,,,,,,,
264,PT07M49.00S,2023-11-03T01:55:11.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,7.178055190538765,47.549019607843135,1610612753,44,42,2023-11-03T01:55:15Z,2550000,False,12.0,15.0,1,left,MISS C. Anthony driving Layup - blocked,"[1630175, 1631117]",1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,1.94,Missed,Kessler,1631117.0,,,,,,,,,,,,,
265,PT07M49.00S,2023-11-03T01:55:11.8Z,2,REGULAR,block,,[],1631117,,,1610612753,44,42,2023-11-03T01:55:13Z,2560000,False,,,0,,W. Kessler BLOCK (5 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
266,PT07M47.00S,2023-11-03T01:55:13.8Z,2,REGULAR,rebound,defensive,[],1627739,,,1610612762,44,42,2023-11-03T01:55:15Z,2570000,False,,,0,,K. Dunn REBOUND (Off:0 Def:2),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,264.0,2.0,2.0,0.0,,,,,,,,,
267,PT07M44.00S,2023-11-03T01:55:16.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630534,93.64323258869908,53.67647058823529,1610612762,46,42,2023-11-03T01:57:29Z,2580000,False,18.0,7.0,1,right,O. Agbaji running DUNK (2 PTS) (K. Dunn 2 AST),"[1630534, 1627739]",1610612762.0,UTA,running,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,1.98,Made,,,,,,,2.0,,,,,,K. Dunn,1627739.0,2.0
269,PT07M44.00S,2023-11-03T01:55:23.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,46,42,2023-11-03T01:55:23Z,2600000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT07M44.00S,2023-11-03T01:57:54.2Z,2,REGULAR,substitution,out,[],1628374,,,1610612753,46,42,2023-11-03T01:58:20Z,2610000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT07M44.00S,2023-11-03T01:57:54.2Z,2,REGULAR,substitution,out,[],1630534,,,1610612753,46,42,2023-11-03T01:58:20Z,2620000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT07M44.00S,2023-11-03T01:57:54.2Z,2,REGULAR,substitution,out,[],1628371,,,1610612753,46,42,2023-11-03T01:58:20Z,2630000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT07M44.00S,2023-11-03T01:57:54.2Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,46,42,2023-11-03T01:58:20Z,2640000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT07M44.00S,2023-11-03T01:57:54.2Z,2,REGULAR,substitution,out,[],1630532,,,1610612753,46,42,2023-11-03T01:58:20Z,2650000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT07M44.00S,2023-11-03T01:57:54.2Z,2,REGULAR,substitution,out,[],1630175,,,1610612753,46,42,2023-11-03T01:58:20Z,2660000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT07M44.00S,2023-11-03T01:57:54.2Z,2,REGULAR,substitution,in,[],203903,,,1610612753,46,42,2023-11-03T01:58:20Z,2670000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT07M44.00S,2023-11-03T01:57:54.2Z,2,REGULAR,substitution,in,[],1628381,,,1610612753,46,42,2023-11-03T01:58:20Z,2680000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT07M44.00S,2023-11-03T01:57:54.2Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,46,42,2023-11-03T01:58:20Z,2690000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT07M44.00S,2023-11-03T01:57:54.2Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,46,42,2023-11-03T01:58:20Z,2700000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
