actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT05M56.00S,2024-02-15T02:21:33.3Z,1,REGULAR,substitution,in,[],203903,,,1610612747,15,19,2024-02-15T02:21:42Z,870000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M56.00S,2024-02-15T02:21:33.3Z,1,REGULAR,substitution,in,[],203915,,,1610612747,15,19,2024-02-15T02:21:42Z,880000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M43.00S,2024-02-15T02:22:02.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629060,25.04927726675427,63.970588235294116,1610612747,15,21,2024-02-15T02:22:08Z,890000,False,-70.0,183.0,1,left,R. Hachimura 19' Jump Shot (7 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left Center,19.59,Made,7.0,,,,,,,,,,,,,,,,,
90,PT05M28.00S,2024-02-15T02:22:16.9Z,1,REGULAR,3pt,Jump Shot,[],1641707,93.38042049934296,95.09803921568627,1610612762,15,21,2024-02-15T02:22:23Z,900000,False,225.0,10.0,1,right,MISS T. Hendricks 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,22.57,Missed,,,,,,,,,,,,,,,,,,
91,PT05M26.00S,2024-02-15T02:22:18.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,15,21,2024-02-15T02:22:23Z,910000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,90.0,,,,,,,,,,,
93,PT05M26.00S,2024-02-15T02:22:24.5Z,1,REGULAR,substitution,out,[],1627752,,,1610612747,15,21,2024-02-15T02:22:33Z,930000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M26.00S,2024-02-15T02:22:24.5Z,1,REGULAR,substitution,in,[],1626174,,,1610612747,15,21,2024-02-15T02:22:33Z,940000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M12.00S,2024-02-15T02:22:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,13.222733245729303,39.46078431372549,1610612747,15,21,2024-02-15T02:22:59Z,950000,False,53.0,72.0,1,left,MISS A. Davis 8' floating Shot,[203076],1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Right,8.91,Missed,,,,,,,,,,,,,,,,,,
96,PT05M10.00S,2024-02-15T02:22:55.7Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612762,15,21,2024-02-15T02:23:00Z,960000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,
97,PT05M04.00S,2024-02-15T02:23:01.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641718,71.04139290407359,21.323529411764707,1610612762,18,21,2024-02-15T02:27:11Z,970000,False,-143.0,220.0,1,right,K. George 26' 3PT running pullup (6 PTS),[1641718],1610612762.0,UTA,running pullup,,,George,K. George,,,,,Above the Break 3,24+ Left Center,26.24,Made,6.0,,,,,,,,,,,,,,,,,
98,PT04M53.00S,2024-02-15T02:23:12.0Z,1,REGULAR,3pt,Jump Shot,[],1629060,7.046649145860711,94.85294117647058,1610612747,18,24,2024-02-15T02:23:16Z,980000,False,-224.0,14.0,1,left,R. Hachimura 3PT  (10 PTS) (S. Dinwiddie 1 AST),"[1629060, 203915]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,22.47,Made,10.0,,,,,,,,,,S. Dinwiddie,203915.0,1.0,,,,,
100,PT04M29.00S,2024-02-15T02:23:36.1Z,1,REGULAR,3pt,Jump Shot,[],203903,92.9862023653088,2.696078431372549,1610612762,18,24,2024-02-15T02:23:41Z,1000000,False,-237.0,13.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,23.69,Missed,,,,,,,,,,,,,,,,,,
101,PT04M27.00S,2024-02-15T02:23:38.1Z,1,REGULAR,rebound,offensive,[],1641707,,,1610612762,18,24,2024-02-15T02:23:41Z,1010000,False,,,0,,T. Hendricks REBOUND (Off:1 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,,,,,,,,,100.0,2.0,1.0,1.0,,,,,,,,
102,PT04M25.00S,2024-02-15T02:23:41.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641718,65.91655716162943,48.529411764705884,1610612762,18,24,2024-02-15T02:28:11Z,1020000,False,-7.0,268.0,1,right,MISS K. George 26' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,26.8,Missed,,,,,,,,,,,,,,,,,,
103,PT04M22.00S,2024-02-15T02:23:44.0Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,18,24,2024-02-15T02:23:45Z,1030000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,
104,PT04M14.00S,2024-02-15T02:23:51.3Z,1,REGULAR,3pt,Jump Shot,[],1626174,30.831143232588698,40.44117647058824,1610612747,18,24,2024-02-15T02:23:58Z,1040000,False,48.0,237.0,1,left,MISS C. Wood 24' 3PT,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,24.21,Missed,,,,,,,,,,,,,,,,,,
105,PT04M12.00S,2024-02-15T02:23:55.1Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,18,24,2024-02-15T02:23:55Z,1050000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,104.0,3.0,2.0,1.0,,,,,,,,
106,PT04M12.00S,2024-02-15T02:23:55.7Z,1,REGULAR,foul,personal,['2freethrow'],1641707,,,1610612747,18,24,2024-02-15T02:25:12Z,1060000,False,,,0,,T. Hendricks shooting personal FOUL (1 PF) (Davis 2 FT),"[1641707, 203076]",1610612762.0,UTA,shooting,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Davis,203076.0
108,PT04M12.00S,2024-02-15T02:24:31.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612747,18,25,2024-02-15T02:24:31Z,1080000,False,,,0,,A. Davis Free Throw 1 of 2 (3 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
109,PT04M12.00S,2024-02-15T02:24:32.2Z,1,REGULAR,substitution,out,[],1641707,,,1610612747,18,25,2024-02-15T02:24:37Z,1090000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M12.00S,2024-02-15T02:24:32.2Z,1,REGULAR,substitution,out,[],1631117,,,1610612747,18,25,2024-02-15T02:24:37Z,1100000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M12.00S,2024-02-15T02:24:32.2Z,1,REGULAR,substitution,in,[],1628381,,,1610612747,18,25,2024-02-15T02:24:37Z,1110000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M12.00S,2024-02-15T02:24:32.2Z,1,REGULAR,substitution,in,[],1628374,,,1610612747,18,25,2024-02-15T02:24:37Z,1120000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M12.00S,2024-02-15T02:25:08.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612747,18,26,2024-02-15T02:25:08Z,1130000,False,,,0,,A. Davis Free Throw 2 of 2 (4 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
114,PT03M57.00S,2024-02-15T02:25:26.8Z,1,REGULAR,turnover,out-of-bounds,[],1628381,,,1610612762,18,26,2024-02-15T02:25:32Z,1140000,False,,,0,,J. Collins bad pass out-of-bounds TURNOVER (1 TO),[1628381],1610612762.0,UTA,bad pass,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right,,,,1.0,,,,,,,,,,,,200832.0,,,,
115,PT03M49.00S,2024-02-15T02:25:42.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203915,20.844283837056505,90.93137254901961,1610612747,18,26,2024-02-15T02:25:48Z,1150000,False,-205.0,143.0,1,left,MISS S. Dinwiddie 24' 3PT,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
116,PT03M46.00S,2024-02-15T02:25:45.9Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,18,26,2024-02-15T02:25:48Z,1160000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,115.0,4.0,2.0,2.0,,,,,,,,
117,PT03M36.00S,2024-02-15T02:25:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,93.51182654402102,62.254901960784316,1610612762,18,26,2024-02-15T02:29:58Z,1170000,False,61.0,8.0,1,right,MISS J. Clarkson 6' Layup,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
118,PT03M34.00S,2024-02-15T02:25:58.0Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612747,18,26,2024-02-15T02:26:02Z,1180000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,
119,PT03M26.00S,2024-02-15T02:26:06.0Z,1,REGULAR,3pt,Jump Shot,[],1629060,28.33442838370565,25.245098039215684,1610612747,18,26,2024-02-15T02:26:14Z,1190000,False,124.0,214.0,1,left,MISS R. Hachimura 24' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,24.71,Missed,,,,,,,,,,,,,,,,,,
120,PT03M22.00S,2024-02-15T02:26:10.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,18,26,2024-02-15T02:26:14Z,1200000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,119.0,,,,,,,,,,,
122,PT03M18.00S,2024-02-15T02:26:35.0Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612747,18,26,2024-02-15T02:26:40Z,1220000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Davis 2 FT),"[1628381, 203076]",1610612762.0,UTA,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Davis,203076.0
124,PT03M18.00S,2024-02-15T02:27:08.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203076,,,1610612747,18,27,2024-02-15T02:27:08Z,1240000,False,,,0,,A. Davis Free Throw 1 of 2 (5 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
125,PT03M18.00S,2024-02-15T02:27:13.9Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,18,27,2024-02-15T02:27:18Z,1250000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M18.00S,2024-02-15T02:27:13.9Z,1,REGULAR,substitution,in,[],1629685,,,1610612747,18,27,2024-02-15T02:27:18Z,1260000,False,,,0,,SUB in: D. Windler,[1629685],1610612747.0,LAL,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M18.00S,2024-02-15T02:27:39.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203076,,,1610612747,18,28,2024-02-15T02:27:39Z,1270000,False,,,0,,A. Davis Free Throw 2 of 2 (6 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
128,PT03M04.00S,2024-02-15T02:27:55.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,85.23324572930355,46.81372549019608,1610612762,20,28,2024-02-15T02:28:01Z,1280000,False,-16.0,86.0,1,right,K. Dunn 8' floating Jump Shot (2 PTS) (K. George 3 AST),"[1627739, 1641718]",1610612762.0,UTA,floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,8.78,Made,2.0,,,,,,,,,,K. George,1641718.0,3.0,,,,,
129,PT02M50.00S,2024-02-15T02:28:09.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,8.360709592641262,43.872549019607845,1610612747,20,30,2024-02-15T02:28:13Z,1290000,False,31.0,26.0,1,left,A. Davis alley-oop DUNK (8 PTS) (S. Dinwiddie 2 AST),"[203076, 203915]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,4.02,Made,8.0,,,,,,,,,,S. Dinwiddie,203915.0,2.0,,,,,
131,PT02M42.00S,2024-02-15T02:28:17.0Z,1,REGULAR,turnover,bad pass,[],1641718,,,1610612762,20,30,2024-02-15T02:29:25Z,1310000,False,,,0,,K. George bad pass TURNOVER (1 TO),"[1641718, 203915]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,1.0,Dinwiddie,203915.0,,,,,,,,,,,,,,
132,PT02M42.00S,2024-02-15T02:28:17.0Z,1,REGULAR,steal,,[],203915,,,1610612747,20,30,2024-02-15T02:29:25Z,1320000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
133,PT02M39.00S,2024-02-15T02:28:20.4Z,1,REGULAR,turnover,lost ball,[],203915,,,1610612747,20,30,2024-02-15T02:29:29Z,1330000,False,,,0,,S. Dinwiddie lost ball TURNOVER (1 TO),"[203915, 1641718]",1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,1.0,George,1641718.0,,,,,,,,,,,,,,
134,PT02M39.00S,2024-02-15T02:28:20.4Z,1,REGULAR,steal,,[],1641718,,,1610612762,20,30,2024-02-15T02:29:29Z,1340000,False,,,0,,K. George STEAL (1 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
135,PT02M36.00S,2024-02-15T02:28:22.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641718,91.01511169513797,48.03921568627451,1610612762,22,30,2024-02-15T02:32:15Z,1350000,False,-10.0,32.0,1,right,K. George running Layup (8 PTS),[1641718],1610612762.0,UTA,running,,,George,K. George,,,,,Restricted Area,0-8 Center,3.35,Made,8.0,,,,,,,,,,,,,,,,,
136,PT02M31.00S,2024-02-15T02:28:28.1Z,1,REGULAR,3pt,Jump Shot,[],1630559,21.76412614980289,88.72549019607843,1610612747,22,30,2024-02-15T02:32:35Z,1360000,False,-194.0,152.0,1,left,MISS A. Reaves 24' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,24.62,Missed,,,,,,,,,,,,,,,,,,
137,PT02M31.00S,2024-02-15T02:28:28.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,22,30,2024-02-15T02:28:35Z,1370000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,136.0,5.0,3.0,2.0,,,,,,,,
138,PT02M22.00S,2024-02-15T02:28:38.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627739,91.27792378449409,49.754901960784316,1610612762,24,30,2024-02-15T02:28:44Z,1380000,False,-1.0,29.0,1,right,K. Dunn driving DUNK (4 PTS),[1627739],1610612762.0,UTA,driving,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,2.95,Made,4.0,,,,,,,,,,,,,,,,,
139,PT02M22.00S,2024-02-15T02:28:41.3Z,1,REGULAR,foul,personal,['1freethrow'],1629685,,,1610612762,24,30,2024-02-15T02:28:46Z,1390000,False,,,0,,D. Windler shooting personal FOUL (1 PF) (Dunn 1 FT),"[1629685, 1627739]",1610612747.0,LAL,shooting,,,Windler,D. Windler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Dunn,1627739.0
141,PT02M22.00S,2024-02-15T02:28:56.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,24,30,2024-02-15T02:29:25Z,1410000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M22.00S,2024-02-15T02:30:07.2Z,1,REGULAR,substitution,out,[],1641718,,,1610612762,24,30,2024-02-15T02:31:41Z,1420000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M22.00S,2024-02-15T02:30:07.2Z,1,REGULAR,substitution,out,[],1630559,,,1610612762,24,30,2024-02-15T02:31:41Z,1430000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M22.00S,2024-02-15T02:30:07.2Z,1,REGULAR,substitution,in,[],1629659,,,1610612762,24,30,2024-02-15T02:31:41Z,1440000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M22.00S,2024-02-15T02:30:07.2Z,1,REGULAR,substitution,in,[],1626156,,,1610612762,24,30,2024-02-15T02:31:41Z,1450000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M22.00S,2024-02-15T02:32:08.4Z,1,REGULAR,freethrow,1 of 1,[],1627739,,,1610612762,25,30,2024-02-15T02:32:08Z,1460000,False,,,0,,K. Dunn Free Throw 1 of 1 (5 PTS),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
148,PT02M07.00S,2024-02-15T02:32:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,17.95335085413929,44.6078431372549,1610612747,25,32,2024-02-15T02:32:30Z,1470000,False,27.0,116.0,1,left,A. Davis 11' Jump Shot (10 PTS) (D. Russell 4 AST),"[203076, 1626156]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,11.94,Made,10.0,,,,,,,,,,D. Russell,1626156.0,4.0,,,,,
150,PT01M47.00S,2024-02-15T02:32:45.8Z,1,REGULAR,3pt,Jump Shot,[],1627739,69.72733245729303,72.79411764705883,1610612762,28,32,2024-02-15T02:32:50Z,1490000,False,114.0,232.0,1,right,K. Dunn 25' 3PT  (8 PTS) (J. Clarkson 1 AST),"[1627739, 203903]",1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,25.86,Made,8.0,,,,,,,,,,J. Clarkson,203903.0,1.0,,,,,
152,PT01M29.00S,2024-02-15T02:33:03.2Z,1,REGULAR,3pt,Jump Shot,[],1629685,33.590670170827856,36.51960784313725,1610612747,28,32,2024-02-15T02:33:07Z,1510000,False,67.0,263.0,1,left,MISS D. Windler 27' 3PT,[1629685],1610612747.0,LAL,,,,Windler,D. Windler,,,,,Above the Break 3,24+ Center,27.18,Missed,,,,,,,,,,,,,,,,,,
153,PT01M26.00S,2024-02-15T02:33:06.2Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,28,32,2024-02-15T02:33:07Z,1520000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:4),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,,,,152.0,6.0,4.0,2.0,,,,,,,,
154,PT01M12.00S,2024-02-15T02:33:20.4Z,1,REGULAR,2pt,Jump Shot,[],1628374,82.07950065703022,19.362745098039216,1610612762,28,32,2024-02-15T02:34:44Z,1530000,False,-153.0,116.0,1,right,MISS L. Markkanen 19' Jump Shot,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Left Center,19.22,Missed,,,,,,,,,,,,,,,,,,
155,PT01M10.00S,2024-02-15T02:33:22.4Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612747,28,32,2024-02-15T02:33:24Z,1540000,False,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,154.0,2.0,2.0,0.0,,,,,,,,
156,PT00M58.80S,2024-02-15T02:33:34.6Z,1,REGULAR,3pt,Jump Shot,[],1629685,5.206964520367937,2.941176470588235,1610612747,28,32,2024-02-15T02:33:39Z,1550000,False,235.0,-4.0,1,left,MISS D. Windler 3PT,[1629685],1610612747.0,LAL,,,,Windler,D. Windler,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
157,PT00M57.90S,2024-02-15T02:33:35.5Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612747,28,32,2024-02-15T02:33:39Z,1560000,False,,,0,,C. Wood REBOUND (Off:1 Def:1),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Right Corner 3,24+ Right,,,,,,,,,156.0,2.0,1.0,1.0,,,,,,,,
158,PT00M57.90S,2024-02-15T02:33:38.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,5.590000152587891,50.0,1610612747,28,34,2024-02-15T02:33:38Z,1570000,False,0.0,0.0,1,left,C. Wood tip Layup (2 PTS),[1626174],1610612747.0,LAL,tip,,,Wood,C. Wood,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
159,PT00M38.20S,2024-02-15T02:33:58.9Z,1,REGULAR,3pt,Jump Shot,[],1627739,92.46057818659659,95.09803921568627,1610612762,28,34,2024-02-15T02:34:05Z,1580000,False,225.0,18.0,1,right,MISS K. Dunn 3PT,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Right Corner 3,24+ Right,22.62,Missed,,,,,,,,,,,,,,,,,,
160,PT00M35.10S,2024-02-15T02:34:02.0Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,28,34,2024-02-15T02:34:05Z,1590000,False,,,0,,A. Davis REBOUND (Off:1 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,,,,,,159.0,4.0,3.0,1.0,,,,,,,,
161,PT00M32.10S,2024-02-15T02:34:05.0Z,1,REGULAR,turnover,bad pass,[],203076,,,1610612747,28,34,2024-02-15T02:34:09Z,1600000,False,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 1627739]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,,,,1.0,Dunn,1627739.0,,,,,,,,,,,,,,
162,PT00M32.10S,2024-02-15T02:34:05.0Z,1,REGULAR,steal,,[],1627739,,,1610612762,28,34,2024-02-15T02:34:06Z,1610000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
163,PT00M27.70S,2024-02-15T02:34:09.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628381,91.67214191852825,95.34313725490196,1610612762,28,34,2024-02-15T02:35:55Z,1620000,False,227.0,26.0,1,right,MISS J. Collins running 3PT,[1628381],1610612762.0,UTA,running,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,,,,,,,,,,,,,
164,PT00M25.40S,2024-02-15T02:34:11.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,28,34,2024-02-15T02:34:15Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,163.0,,,,,,,,,,,
166,PT00M19.50S,2024-02-15T02:34:38.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203903,66.70499342969777,55.392156862745104,1610612762,28,34,2024-02-15T02:34:43Z,1650000,False,27.0,260.0,1,right,MISS J. Clarkson 26' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,,
167,PT00M16.10S,2024-02-15T02:34:41.8Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612762,28,34,2024-02-15T02:34:43Z,1660000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,,,166.0,1.0,0.0,1.0,,,,,,,,
168,PT00M02.90S,2024-02-15T02:34:55.1Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628381,89.56964520367937,27.941176470588236,1610612762,28,34,2024-02-15T02:34:59Z,1670000,False,-110.0,46.0,1,right,MISS J. Collins 11' driving floating Shot,[1628381],1610612762.0,UTA,driving floating,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,11.93,Missed,,,,,,,,,,,,,,,,,,
