actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-20T01:10:25.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-20T01:10:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-11-20T01:10:28.6Z,1,REGULAR,jumpball,recovered,[],1628960,,,1610612756,0,0,2023-11-20T01:10:28Z,40000,False,,,0,,Jump Ball J. Nurkic vs. L. Markkanen: Tip to G. Allen,"[1628960, 203994, 1628374]",1610612756.0,PHX,startperiod,G. Allen,1628960.0,Allen,G. Allen,Nurkic,203994.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M54.00S,2023-11-20T01:10:30.2Z,1,REGULAR,3pt,Jump Shot,[],1628960,23.47240473061761,13.725490196078432,1610612756,0,0,2023-11-20T01:10:54Z,70000,False,181.0,168.0,1,left,MISS G. Allen 24' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,24.73,Missed,,,,,,,,,,,,,,,,,,
8,PT11M51.00S,2023-11-20T01:10:33.2Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,0,0,2023-11-20T01:10:35Z,80000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M39.00S,2023-11-20T01:10:44.6Z,1,REGULAR,2pt,Jump Shot,[],1628374,93.64323258869908,29.65686274509804,1610612762,2,0,2023-11-20T01:10:50Z,90000,False,-102.0,7.0,1,right,L. Markkanen 10' fadeaway Jump Shot (2 PTS) (K. George 1 AST),"[1628374, 1641718]",1610612762.0,UTA,fadeaway,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,10.2,Made,,,,,2.0,K. George,1641718.0,1.0,,,,,,,,,,
11,PT11M21.00S,2023-11-20T01:11:04.5Z,1,REGULAR,turnover,out-of-bounds,[],1628960,,,1610612756,2,0,2023-11-20T01:11:12Z,110000,False,,,0,,G. Allen bad pass out-of-bounds TURNOVER (1 TO),[1628960],1610612756.0,PHX,bad pass,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627964.0,1.0,,,,,,,,
12,PT11M04.00S,2023-11-20T01:11:26.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641718,91.40932982917214,32.59803921568628,1610612762,2,0,2023-11-20T01:11:31Z,120000,False,-87.0,28.0,1,right,MISS K. George 9' driving floating Shot,[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,Mid-Range,8-16 Left,9.15,Missed,,,,,,,,,,,,,,,,,,
13,PT11M02.00S,2023-11-20T01:11:28.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,2,0,2023-11-20T01:11:31Z,130000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M56.00S,2023-11-20T01:11:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,7.835085413929041,55.14705882352941,1610612756,2,0,2023-11-20T01:12:26Z,140000,False,-26.0,21.0,1,left,MISS E. Gordon driving Layup - blocked,"[201569, 1630534]",1610612756.0,PHX,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,,,,,,Agbaji,1630534.0,,,,,,
15,PT10M56.00S,2023-11-20T01:11:34.0Z,1,REGULAR,block,,[],1630534,,,1610612756,2,0,2023-11-20T01:11:36Z,150000,False,,,0,,O. Agbaji BLOCK (1 BLK),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
