actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
16,PT10M57.00S,2024-04-12T01:12:46.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,71.96123521681997,19.607843137254903,1610612745,2,5,2024-04-12T01:14:15Z,160000,False,-152.0,211.0,1,right,MISS J. Green 26' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
17,PT10M55.00S,2024-04-12T01:12:48.0Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,2,5,2024-04-12T01:14:15Z,170000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M38.00S,2024-04-12T01:13:06.3Z,1,REGULAR,turnover,out-of-bounds,[],1630548,,,1610612762,2,5,2024-04-12T01:13:13Z,180000,False,,,0,,J. Juzang bad pass out-of-bounds TURNOVER (1 TO),[1630548],1610612762.0,UTA,bad pass,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1626300.0,1.0,,,,,,
19,PT10M24.00S,2024-04-12T01:13:29.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627832,92.85479632063075,54.41176470588235,1610612745,2,5,2024-04-12T01:15:02Z,190000,False,22.0,15.0,1,right,MISS F. VanVleet driving reverse Layup,[1627832],1610612745.0,HOU,driving reverse,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,2.65,Missed,,,,,,,,,,,,,,,,,,
20,PT10M22.00S,2024-04-12T01:13:31.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,2,5,2024-04-12T01:15:02Z,200000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,19.0,,,,,,,,,,,
22,PT10M06.00S,2024-04-12T01:13:59.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,11.908672798948752,46.07843137254902,1610612762,2,5,2024-04-12T01:15:37Z,220000,False,20.0,59.0,1,left,MISS O. Yurtseven 6' driving Hook,[1630209],1610612762.0,UTA,driving,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,6.26,Missed,,,,,,,,,,,,,,,,,,
23,PT10M04.00S,2024-04-12T01:14:01.0Z,1,REGULAR,rebound,offensive,[],1629677,,,1610612762,2,5,2024-04-12T01:14:04Z,230000,False,,,0,,L. Samanic REBOUND (Off:1 Def:0),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,
24,PT10M01.00S,2024-04-12T01:14:04.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641718,27.808804204993432,74.26470588235294,1610612762,2,5,2024-04-12T01:15:54Z,240000,False,-121.0,209.0,1,left,MISS K. George 24' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,24.16,Missed,,,,,,,,,,,,,,,,,,
25,PT09M58.00S,2024-04-12T01:14:07.1Z,1,REGULAR,rebound,offensive,[],1641707,,,1610612762,2,5,2024-04-12T01:14:10Z,250000,False,,,0,,T. Hendricks REBOUND (Off:1 Def:0),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,24.0,1.0,0.0,1.0,,,,,,,,
26,PT09M56.00S,2024-04-12T01:14:09.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630548,31.882391590013142,46.81372549019608,1610612762,5,5,2024-04-12T01:14:14Z,260000,False,16.0,247.0,1,left,J. Juzang 24' 3PT  (3 PTS) (T. Hendricks 2 AST),"[1630548, 1641707]",1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Center,24.77,Made,3.0,T. Hendricks,1641707.0,2.0,,,,,,,,,,,,,,
28,PT09M35.00S,2024-04-12T01:14:32.2Z,1,REGULAR,foul,personal,[],1641718,,,1610612745,5,5,2024-04-12T01:14:37Z,280000,False,,,0,,K. George personal FOUL (1 PF),"[1641718, 1627832]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1626300.0,,1.0,0.0,VanVleet,1627832.0,,
30,PT09M27.00S,2024-04-12T01:14:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,89.30683311432325,63.725490196078425,1610612745,5,7,2024-04-12T01:14:56Z,300000,False,69.0,48.0,1,right,D. Brooks 8' driving Layup (2 PTS),[1628415],1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Right,8.37,Made,2.0,,,,,,,,,,,,,,,,,
31,PT09M09.00S,2024-04-12T01:15:12.8Z,1,REGULAR,foul,personal,[],1630224,,,1610612762,5,7,2024-04-12T01:15:22Z,310000,False,,,0,,J. Green personal FOUL (1 PF),"[1630224, 1641718]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1626300.0,,1.0,0.0,George,1641718.0,,
33,PT09M02.00S,2024-04-12T01:15:39.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629677,14.273981603153747,47.05882352941176,1610612762,7,7,2024-04-12T01:15:44Z,330000,False,15.0,82.0,1,left,L. Samanic 8' driving floating Jump Shot (2 PTS) (K. George 1 AST),"[1629677, 1641718]",1610612762.0,UTA,driving floating,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),8-16 Center,8.3,Made,2.0,K. George,1641718.0,1.0,,,,,,,,,,,,,,
35,PT08M52.00S,2024-04-12T01:15:49.6Z,1,REGULAR,3pt,Jump Shot,[],1630224,68.67608409986859,73.77450980392157,1610612745,7,7,2024-04-12T01:15:55Z,350000,False,119.0,242.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.95,Missed,,,,,,,,,,,,,,,,,,
36,PT08M48.00S,2024-04-12T01:15:53.6Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612762,7,7,2024-04-12T01:15:55Z,360000,False,,,0,,T. Hendricks REBOUND (Off:1 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,35.0,2.0,1.0,1.0,,,,,,,,
38,PT08M41.00S,2024-04-12T01:16:01.4Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612762,7,7,2024-04-12T01:16:09Z,380000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Samanic 2 FT),"[1628415, 1629677]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1626300.0,,1.0,0.0,Samanic,1629677.0,,
40,PT08M41.00S,2024-04-12T01:16:25.1Z,1,REGULAR,freethrow,1 of 2,[],1629677,,,1610612762,8,7,2024-04-12T01:16:25Z,400000,False,,,0,,L. Samanic Free Throw 1 of 2 (3 PTS),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
41,PT08M41.00S,2024-04-12T01:16:39.2Z,1,REGULAR,freethrow,2 of 2,[],1629677,,,1610612762,9,7,2024-04-12T01:16:39Z,410000,False,,,0,,L. Samanic Free Throw 2 of 2 (4 PTS),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
42,PT08M26.00S,2024-04-12T01:16:58.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641708,92.46057818659659,54.41176470588235,1610612745,9,7,2024-04-12T01:17:50Z,420000,False,22.0,18.0,1,right,MISS A. Thompson cutting DUNK - blocked,"[1641708, 1641707]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,Hendricks,1641707.0,,,,,,,,,,,,
43,PT08M26.00S,2024-04-12T01:16:58.7Z,1,REGULAR,block,,[],1641707,,,1610612745,9,7,2024-04-12T01:17:00Z,430000,False,,,0,,T. Hendricks BLOCK (1 BLK),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M24.00S,2024-04-12T01:17:00.7Z,1,REGULAR,rebound,defensive,[],1629677,,,1610612762,9,7,2024-04-12T01:17:50Z,440000,False,,,0,,L. Samanic REBOUND (Off:1 Def:1),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,,,,,,,,,42.0,2.0,1.0,1.0,,,,,,,,
45,PT08M20.00S,2024-04-12T01:17:05.0Z,1,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612762,9,7,2024-04-12T01:17:13Z,450000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Juzang 2 FT),"[1631095, 1630548]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203054.0,,1.0,0.0,Juzang,1630548.0,,
47,PT08M20.00S,2024-04-12T01:17:29.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630548,,,1610612762,10,7,2024-04-12T01:17:29Z,470000,False,,,0,,J. Juzang Free Throw 1 of 2 (4 PTS),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
48,PT08M20.00S,2024-04-12T01:17:42.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630548,,,1610612762,11,7,2024-04-12T01:17:42Z,480000,False,,,0,,J. Juzang Free Throw 2 of 2 (5 PTS),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
49,PT08M07.00S,2024-04-12T01:17:58.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,84.57621550591328,44.36274509803921,1610612745,11,9,2024-04-12T01:18:43Z,490000,False,-28.0,92.0,1,right,A. Thompson 9' floating Jump Shot (4 PTS) (F. VanVleet 1 AST),"[1641708, 1627832]",1610612745.0,HOU,floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,9.67,Made,4.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
51,PT07M50.00S,2024-04-12T01:18:14.7Z,1,REGULAR,3pt,Jump Shot,[],1630548,12.697109067017081,3.9215686274509802,1610612762,11,9,2024-04-12T01:18:22Z,510000,False,230.0,67.0,1,left,MISS J. Juzang 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Right Corner 3,24+ Right,23.99,Missed,,,,,,,,,,,,,,,,,,
52,PT07M49.00S,2024-04-12T01:18:15.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,11,9,2024-04-12T01:18:22Z,520000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,51.0,,,,,,,,,,,
53,PT07M49.00S,2024-04-12T01:18:19.3Z,1,REGULAR,foul,personal,[],1627832,,,1610612762,11,9,2024-04-12T01:18:26Z,530000,False,,,0,,F. VanVleet loose ball personal FOUL (1 PF),"[1627832, 1629677]",1610612745.0,HOU,loose ball,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627534.0,,1.0,0.0,Samanic,1629677.0,,
55,PT07M36.00S,2024-04-12T01:18:49.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641718,26.888961892247043,44.85294117647059,1610612762,11,9,2024-04-12T01:19:20Z,550000,False,26.0,200.0,1,left,MISS K. George 20' step back Shot,[1641718],1610612762.0,UTA,step back,,,George,K. George,,,,,Mid-Range,16-24 Center,20.19,Missed,,,,,,,,,,,,,,,,,,
56,PT07M35.00S,2024-04-12T01:18:50.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,11,9,2024-04-12T01:19:17Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,55.0,,,,,,,,,,,
58,PT07M35.00S,2024-04-12T01:19:05.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612762,11,9,2024-04-12T01:19:12Z,580000,False,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1626300.0,,,,,,,
59,PT07M24.00S,2024-04-12T01:19:18.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627832,79.84559789750328,64.4607843137255,1610612745,11,11,2024-04-12T01:20:16Z,590000,False,72.0,137.0,1,right,F. VanVleet 15' pullup Jump Shot (5 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,15.49,Made,5.0,,,,,,,,,,,,,,,,,
60,PT07M06.00S,2024-04-12T01:19:38.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629677,12.302890932982917,56.372549019607845,1610612762,13,11,2024-04-12T01:20:22Z,600000,False,-32.0,63.0,1,left,L. Samanic 7' driving bank Hook (6 PTS),[1629677],1610612762.0,UTA,driving bank,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),0-8 Center,7.07,Made,6.0,,,,,,,,,,,,,,,,,
61,PT07M06.00S,2024-04-12T01:19:41.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628415,,,1610612762,13,11,2024-04-12T01:19:48Z,610000,False,,,0,,D. Brooks shooting personal FOUL (2 PF) (Samanic 1 FT),"[1628415, 1629677]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1626300.0,,2.0,0.0,Samanic,1629677.0,,
63,PT07M06.00S,2024-04-12T01:20:04.8Z,1,REGULAR,freethrow,1 of 1,[],1629677,,,1610612762,14,11,2024-04-12T01:20:04Z,630000,False,,,0,,L. Samanic Free Throw 1 of 1 (7 PTS),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
64,PT06M57.00S,2024-04-12T01:20:16.3Z,1,REGULAR,3pt,Jump Shot,[],1627832,68.9388961892247,68.38235294117648,1610612745,14,14,2024-04-12T01:20:22Z,640000,False,92.0,239.0,1,right,F. VanVleet 25' 3PT pullup (8 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.65,Made,8.0,,,,,,,,,,,,,,,,,
66,PT06M46.00S,2024-04-12T01:20:33.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,14,14,2024-04-12T01:20:33Z,660000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M46.00S,2024-04-12T01:23:07.3Z,1,REGULAR,substitution,out,[],1628415,,,1610612762,14,14,2024-04-12T01:23:16Z,670000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M46.00S,2024-04-12T01:23:07.3Z,1,REGULAR,substitution,in,[],1629111,,,1610612762,14,14,2024-04-12T01:23:16Z,680000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M37.00S,2024-04-12T01:23:43.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,12.434296977660972,45.09803921568628,1610612762,14,14,2024-04-12T01:23:48Z,690000,False,25.0,64.0,1,left,MISS O. Yurtseven 6' turnaround Hook,[1630209],1610612762.0,UTA,turnaround,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,6.89,Missed,,,,,,,,,,,,,,,,,,
71,PT06M35.00S,2024-04-12T01:23:45.5Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,14,14,2024-04-12T01:23:45Z,700000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,70.0,2.0,1.0,1.0,,,,,,,,
72,PT06M19.00S,2024-04-12T01:24:02.1Z,1,REGULAR,3pt,Jump Shot,[],1631095,75.90341655716163,13.725490196078432,1610612745,14,14,2024-04-12T01:24:08Z,710000,False,-181.0,174.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
73,PT06M16.00S,2024-04-12T01:24:05.1Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,14,14,2024-04-12T01:24:08Z,720000,False,,,0,,A. Thompson REBOUND (Off:2 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,72.0,3.0,1.0,2.0,,,,,,,,
74,PT06M06.00S,2024-04-12T01:24:14.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641708,87.07293035479631,60.29411764705882,1610612745,14,16,2024-04-12T01:24:38Z,730000,False,51.0,69.0,1,right,A. Thompson 8' driving floating Jump Shot (6 PTS) (F. VanVleet 2 AST),"[1641708, 1627832]",1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,8.61,Made,6.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,,,,
76,PT05M42.00S,2024-04-12T01:24:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630548,13.87976346911958,46.568627450980394,1610612762,14,16,2024-04-12T01:25:02Z,750000,False,17.0,78.0,1,left,MISS J. Juzang 7' pullup Shot,[1630548],1610612762.0,UTA,pullup,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,7.99,Missed,,,,,,,,,,,,,,,,,,
77,PT05M40.00S,2024-04-12T01:24:41.0Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612762,14,16,2024-04-12T01:25:02Z,760000,False,,,0,,O. Yurtseven REBOUND (Off:1 Def:0),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,76.0,1.0,0.0,1.0,,,,,,,,
78,PT05M40.00S,2024-04-12T01:24:43.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630209,5.590000152587891,50.0,1610612762,16,16,2024-04-12T01:25:09Z,770000,False,0.0,0.0,1,left,O. Yurtseven tip Layup (4 PTS),[1630209],1610612762.0,UTA,tip,,,Yurtseven,O. Yurtseven,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
79,PT05M18.00S,2024-04-12T01:25:02.7Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,16,16,2024-04-12T01:25:06Z,780000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1641707]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1.0,,,,,Hendricks,1641707.0
80,PT05M18.00S,2024-04-12T01:25:02.7Z,1,REGULAR,steal,,[],1641707,,,1610612762,16,16,2024-04-12T01:25:04Z,790000,False,,,0,,T. Hendricks STEAL (1 STL),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
81,PT05M13.00S,2024-04-12T01:25:07.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629677,6.915243101182654,50.49019607843137,1610612762,18,16,2024-04-12T01:25:25Z,800000,False,-2.0,13.0,1,left,L. Samanic running finger roll Layup (9 PTS) (T. Hendricks 3 AST),"[1629677, 1641707]",1610612762.0,UTA,running finger roll,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,1.27,Made,9.0,T. Hendricks,1641707.0,3.0,,,,,,,,,,,,,,
83,PT05M03.00S,2024-04-12T01:25:17.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,72.09264126149803,77.45098039215686,1610612745,18,19,2024-04-12T01:25:22Z,820000,False,137.0,210.0,1,right,F. VanVleet 25' 3PT pullup (11 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.07,Made,11.0,,,,,,,,,,,,,,,,,
84,PT04M49.00S,2024-04-12T01:25:31.1Z,1,REGULAR,3pt,Jump Shot,[],1629677,25.706307490144546,16.666666666666664,1610612762,18,19,2024-04-12T01:25:37Z,830000,False,167.0,189.0,1,left,MISS L. Samanic 25' 3PT,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
85,PT04M48.00S,2024-04-12T01:25:32.1Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,18,19,2024-04-12T01:25:39Z,840000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,
