actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-26T01:10:26.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-26T01:10:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-26T01:10:30.6Z,1,REGULAR,jumpball,recovered,[],1629012,,,1610612762,0,0,2024-02-26T01:10:30Z,40000,False,,,0,,Jump Ball J. Collins vs. V. Wembanyama: Tip to C. Sexton,"[1629012, 1628381, 1641705]",1610612762.0,UTA,startperiod,C. Sexton,1629012.0,Sexton,C. Sexton,Collins,1628381.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M55.00S,2024-02-26T01:10:31.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,5.601182654402102,45.34313725490196,1610612762,0,0,2024-02-26T01:11:33Z,70000,False,23.0,0.0,1,left,MISS C. Sexton driving Layup - blocked,"[1629012, 1630170]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.33,Missed,Vassell,1630170.0,,,,,,,,,,,,,,,,
8,PT11M55.00S,2024-02-26T01:10:31.8Z,1,REGULAR,block,,[],1630170,,,1610612762,0,0,2024-02-26T01:10:33Z,80000,False,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M51.00S,2024-02-26T01:10:35.8Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,0,0,2024-02-26T01:10:36Z,90000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M36.00S,2024-02-26T01:10:50.1Z,1,REGULAR,3pt,Jump Shot,[],1630577,68.67608409986859,69.85294117647058,1610612759,0,0,2024-02-26T01:10:55Z,100000,False,99.0,242.0,1,right,MISS J. Champagnie 26' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,,,,,,,,,,,,,,,,,
11,PT11M32.00S,2024-02-26T01:10:54.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,0,0,2024-02-26T01:10:55Z,110000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M19.00S,2024-02-26T01:11:07.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,30.831143232588698,63.48039215686274,1610612762,0,0,2024-02-26T01:11:19Z,120000,False,-67.0,237.0,1,left,MISS L. Markkanen 24' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,24.67,Missed,,,,,,,,,,,,,,,,,,
13,PT11M16.00S,2024-02-26T01:11:10.2Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,0,0,2024-02-26T01:11:19Z,130000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT11M11.00S,2024-02-26T01:11:14.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,73.27529566360053,16.42156862745098,1610612759,0,0,2024-02-26T01:12:18Z,140000,False,-168.0,199.0,1,right,MISS D. Vassell 26' running 3PT,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
15,PT11M08.00S,2024-02-26T01:11:17.7Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,0,0,2024-02-26T01:11:23Z,150000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,
16,PT10M50.00S,2024-02-26T01:11:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,7.046649145860711,44.85294117647059,1610612762,0,0,2024-02-26T01:11:59Z,160000,False,26.0,14.0,1,left,MISS J. Collins driving Layup - blocked,"[1628381, 1641705]",1610612762.0,UTA,driving,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,2.91,Missed,Wembanyama,1641705.0,,,,,,,,,,,,,,,,
17,PT10M50.00S,2024-02-26T01:11:35.6Z,1,REGULAR,block,,[],1641705,,,1610612762,0,0,2024-02-26T01:11:38Z,170000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M47.00S,2024-02-26T01:11:38.6Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,0,0,2024-02-26T01:11:39Z,180000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,
19,PT10M42.00S,2024-02-26T01:11:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,88.51839684625493,45.09803921568628,1610612759,0,0,2024-02-26T01:14:13Z,190000,False,-25.0,55.0,1,right,MISS J. Champagnie 6' cutting Layup,[1630577],1610612759.0,SAS,cutting,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,6.06,Missed,,,,,,,,,,,,,,,,,,
20,PT10M40.00S,2024-02-26T01:11:45.9Z,1,REGULAR,rebound,offensive,[],1630577,,,1610612759,0,0,2024-02-26T01:11:46Z,200000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,
21,PT10M38.00S,2024-02-26T01:11:48.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641705,73.53810775295663,15.441176470588236,1610612759,0,0,2024-02-26T01:11:54Z,210000,False,-173.0,196.0,1,right,MISS V. Wembanyama 26' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,26.14,Missed,,,,,,,,,,,,,,,,,,
22,PT10M32.00S,2024-02-26T01:11:54.7Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,0,0,2024-02-26T01:17:05Z,220000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,
23,PT10M26.00S,2024-02-26T01:12:02.1Z,1,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612762,0,0,2024-02-26T01:12:06Z,230000,False,,,0,,J. Sochan shooting personal FOUL (1 PF) (Sexton 2 FT),"[1631110, 1629012]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,203591.0,1.0,0.0,Sexton,1629012.0,,,,,,,
25,PT10M26.00S,2024-02-26T01:12:29.0Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,1,0,2024-02-26T01:12:29Z,250000,False,,,0,,C. Sexton Free Throw 1 of 2 (1 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
26,PT10M26.00S,2024-02-26T01:12:46.1Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,2,0,2024-02-26T01:12:46Z,260000,False,,,0,,C. Sexton Free Throw 2 of 2 (2 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
28,PT10M10.00S,2024-02-26T01:13:59.7Z,1,REGULAR,foul,personal,[],1641707,,,1610612759,2,0,2024-02-26T01:14:04Z,280000,False,,,0,,T. Hendricks personal FOUL (1 PF),"[1641707, 1641705]",1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Mid-Range,8-16 Left,,,,,,,,,1629178.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,
30,PT10M06.00S,2024-02-26T01:14:20.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,86.02168199737189,39.705882352941174,1610612759,2,2,2024-02-26T01:14:33Z,300000,False,-51.0,79.0,1,right,V. Wembanyama 9' turnaround bank Jump Shot (2 PTS) (T. Jones 1 AST),"[1641705, 1630200]",1610612759.0,SAS,turnaround bank,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Left,9.42,Made,,,,,,,,,,,,2.0,T. Jones,1630200.0,1.0,,,
32,PT09M44.00S,2024-02-26T01:14:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,6.915243101182654,54.65686274509803,1610612762,2,2,2024-02-26T01:14:47Z,320000,False,-23.0,13.0,1,left,MISS C. Sexton driving Layup - blocked,"[1629012, 1630170]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.64,Missed,Vassell,1630170.0,,,,,,,,,,,,,,,,
33,PT09M44.00S,2024-02-26T01:14:42.1Z,1,REGULAR,block,,[],1630170,,,1610612762,2,2,2024-02-26T01:14:44Z,330000,False,,,0,,D. Vassell BLOCK (2 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT09M41.00S,2024-02-26T01:14:45.1Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,2,2,2024-02-26T01:14:47Z,340000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,
35,PT09M36.00S,2024-02-26T01:14:50.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630170,92.32917214191852,45.588235294117645,1610612759,2,4,2024-02-26T01:18:26Z,350000,False,-22.0,20.0,1,right,D. Vassell driving DUNK (2 PTS) (T. Jones 2 AST),"[1630170, 1630200]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,,,,,,,,2.0,T. Jones,1630200.0,2.0,,,
37,PT09M27.00S,2024-02-26T01:14:58.8Z,1,REGULAR,turnover,lost ball,[],1641718,,,1610612762,2,4,2024-02-26T01:15:03Z,370000,False,,,0,,K. George lost ball TURNOVER (1 TO),"[1641718, 1630200]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Jones,1630200.0
38,PT09M27.00S,2024-02-26T01:14:58.8Z,1,REGULAR,steal,,[],1630200,,,1610612759,2,4,2024-02-26T01:15:00Z,380000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
39,PT09M21.00S,2024-02-26T01:15:05.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641705,89.83245729303549,41.66666666666667,1610612759,2,6,2024-02-26T01:19:15Z,390000,False,-42.0,43.0,1,right,V. Wembanyama 6' running Layup (4 PTS) (T. Jones 3 AST),"[1641705, 1630200]",1610612759.0,SAS,running,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,6.0,Made,,,,,,,,,,,,4.0,T. Jones,1630200.0,3.0,,,
41,PT09M07.00S,2024-02-26T01:15:18.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,7.046649145860711,50.0,1610612762,2,6,2024-02-26T01:19:42Z,410000,False,0.0,14.0,1,left,MISS L. Markkanen driving Layup - blocked,"[1628374, 1631110]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.37,Missed,Sochan,1631110.0,,,,,,,,,,,,,,,,
42,PT09M07.00S,2024-02-26T01:15:18.6Z,1,REGULAR,block,,[],1631110,,,1610612762,2,6,2024-02-26T01:15:21Z,420000,False,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT09M04.00S,2024-02-26T01:15:21.6Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,2,6,2024-02-26T01:15:22Z,430000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:0),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,
44,PT09M03.00S,2024-02-26T01:15:22.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,7.966491458607096,48.28431372549019,1610612762,2,6,2024-02-26T01:37:36Z,440000,False,9.0,22.0,1,left,MISS L. Markkanen putback Layup - blocked,"[1628374, 1630577]",1610612762.0,UTA,putback,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.4,Missed,Champagnie,1630577.0,,,,,,,,,,,,,,,,
45,PT09M03.00S,2024-02-26T01:15:22.2Z,1,REGULAR,block,,[],1630577,,,1610612762,2,6,2024-02-26T01:15:27Z,450000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT09M01.00S,2024-02-26T01:15:24.2Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,2,6,2024-02-26T01:15:26Z,460000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,
51,PT09M00.00S,2024-02-26T01:15:35.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631110,91.40932982917214,54.90196078431373,1610612759,2,6,2024-02-26T01:21:07Z,475000,False,25.0,28.0,1,right,MISS J. Sochan running Layup - blocked,"[1631110, 1628381]",1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,3.74,Missed,Collins,1628381.0,,,,,,,,,,,,,,,,
52,PT09M00.00S,2024-02-26T01:15:35.6Z,1,REGULAR,block,,[],1628381,,,1610612759,2,6,2024-02-26T01:17:46Z,482500,False,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT09M00.00S,2024-02-26T01:15:35.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,2,6,2024-02-26T01:17:46Z,486250,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,51.0,,,,,,,,,,,,,,,
49,PT09M00.00S,2024-02-26T01:15:49.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,2,6,2024-02-26T01:17:46Z,490000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT08M51.00S,2024-02-26T01:18:47.0Z,1,REGULAR,3pt,Jump Shot,[],1628374,32.802233902759525,41.66666666666667,1610612762,5,6,2024-02-26T01:18:51Z,510000,False,42.0,256.0,1,left,L. Markkanen 25' 3PT  (3 PTS) (C. Sexton 1 AST),"[1628374, 1629012]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,25.92,Made,,,,,,,,,,,,3.0,C. Sexton,1629012.0,1.0,,,
