actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-03T02:40:37.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-03T02:40:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-12-03T02:40:39.0Z,1,REGULAR,jumpball,recovered,[],203924,,,1610612757,0,0,2023-12-03T02:40:39Z,40000,False,,,0,,Jump Ball D. Ayton vs. O. Yurtseven: Tip to J. Grant,"[203924, 1629028, 1630209]",1610612757.0,POR,startperiod,J. Grant,203924.0,Grant,J. Grant,Ayton,1629028.0,Yurtseven,1630209.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-12-03T02:40:58.2Z,1,REGULAR,3pt,Jump Shot,[],203924,18.74178712220762,93.38235294117648,1610612757,0,0,2023-12-03T02:41:03Z,70000,False,-217.0,124.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,24.97,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2023-12-03T02:41:02.2Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612762,0,0,2023-12-03T02:41:03Z,80000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M18.00S,2023-12-03T02:41:18.7Z,1,REGULAR,turnover,bad pass,[],1628381,,,1610612762,0,0,2023-12-03T02:41:22Z,90000,False,,,0,,J. Collins bad pass TURNOVER (1 TO),"[1628381, 1631101]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Sharpe,1631101.0,,,,,,,,,,,
10,PT11M18.00S,2023-12-03T02:41:18.7Z,1,REGULAR,steal,,[],1631101,,,1610612757,0,0,2023-12-03T02:41:20Z,100000,False,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
11,PT11M08.00S,2023-12-03T02:41:28.8Z,1,REGULAR,turnover,lost ball,[],203924,,,1610612757,0,0,2023-12-03T02:49:55Z,110000,False,,,0,,J. Grant lost ball TURNOVER (1 TO),"[203924, 1628381]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Collins,1628381.0,,,,,,,,,,,
12,PT11M08.00S,2023-12-03T02:41:28.8Z,1,REGULAR,steal,,[],1628381,,,1610612762,0,0,2023-12-03T02:52:36Z,120000,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT10M55.00S,2023-12-03T02:41:41.5Z,1,REGULAR,turnover,lost ball,[],1641718,,,1610612762,0,0,2023-12-03T02:41:50Z,130000,False,,,0,,K. George lost ball TURNOVER (1 TO),"[1641718, 1641739]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Camara,1641739.0,,,,,,,,,,,
14,PT10M55.00S,2023-12-03T02:41:41.5Z,1,REGULAR,steal,,[],1641739,,,1610612757,0,0,2023-12-03T02:41:43Z,140000,False,,,0,,T. Camara STEAL (1 STL),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
