actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,area,areaDetail,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
586,PT09M07.00S,2023-11-02T03:06:02.8Z,4,REGULAR,freethrow,2 of 2,[],1631246,,,1610612763,108,83,2023-11-02T03:06:02Z,5830000,False,,,0,,V. Williams Jr. Free Throw 2 of 2 (3 PTS),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
587,PT08M49.00S,2023-11-02T03:06:24.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,87.07293035479631,49.754901960784316,1610612762,110,83,2023-11-02T03:06:29Z,5840000,False,-1.0,69.0,1,right,L. Markkanen 6' bank Jump Shot (19 PTS) (T. Horton-Tucker 7 AST),"[1628374, 1629659]",1610612762.0,UTA,bank,,,Markkanen,L. Markkanen,,,,,,,,Made,19.0,In The Paint (Non-RA),0-8 Center,6.9,T. Horton-Tucker,1629659.0,7.0,,,,,,,,,,,
589,PT08M41.00S,2023-11-02T03:06:31.7Z,4,REGULAR,3pt,Jump Shot,[],1628379,18.2161629434954,91.91176470588235,1610612763,110,83,2023-11-02T03:06:36Z,5860000,False,-210.0,119.0,1,left,MISS L. Kennard 24' 3PT,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,Missed,,Above the Break 3,24+ Left Center,24.09,,,,,,,,,,,,,,
590,PT08M39.00S,2023-11-02T03:06:33.7Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612762,110,83,2023-11-02T03:06:36Z,5870000,False,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:3),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,589.0,4.0,3.0,1.0,,,
591,PT08M34.00S,2023-11-02T03:06:39.4Z,4,REGULAR,turnover,lost ball,[],1630534,,,1610612762,110,83,2023-11-02T03:06:43Z,5880000,False,,,0,,O. Agbaji lost ball TURNOVER (2 TO),"[1630534, 1631246]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,Williams Jr.,1631246.0
592,PT08M34.00S,2023-11-02T03:06:39.4Z,4,REGULAR,steal,,[],1631246,,,1610612763,110,83,2023-11-02T03:06:41Z,5890000,False,,,0,,V. Williams Jr. STEAL (1 STL),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
594,PT08M30.00S,2023-11-02T03:06:46.7Z,4,REGULAR,substitution,out,[],1628374,,,1610612763,110,83,2023-11-02T03:06:50Z,5910000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT08M30.00S,2023-11-02T03:06:46.7Z,4,REGULAR,substitution,in,[],1628381,,,1610612763,110,83,2023-11-02T03:06:50Z,5920000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT08M30.00S,2023-11-02T03:06:46.7Z,4,REGULAR,substitution,out,[],1628379,,,1610612763,110,83,2023-11-02T03:06:56Z,5930000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT08M30.00S,2023-11-02T03:06:46.7Z,4,REGULAR,substitution,in,[],1631222,,,1610612763,110,83,2023-11-02T03:06:56Z,5940000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT08M21.00S,2023-11-02T03:07:18.2Z,4,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612763,110,83,2023-11-02T03:07:23Z,5950000,False,,,0,,J. Collins shooting personal FOUL (2 PF) (Lofton Jr. 2 FT),"[1628381, 1631254]",1610612762.0,UTA,shooting,,,Collins,J. Collins,,,,,203593.0,2.0,0.0,,,Restricted Area,0-8 Center,,,,,Lofton Jr.,1631254.0,,,,,,,,,
600,PT08M21.00S,2023-11-02T03:07:41.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1631254,,,1610612763,110,83,2023-11-02T03:08:08Z,5970000,False,,,0,,MISS K. Lofton Jr. Free Throw 1 of 2,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
601,PT08M21.00S,2023-11-02T03:07:41.1Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,110,83,2023-11-02T03:08:08Z,5980000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,
602,PT08M21.00S,2023-11-02T03:07:42.0Z,4,REGULAR,substitution,out,[],1630534,,,1610612763,110,83,2023-11-02T03:07:46Z,5990000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT08M21.00S,2023-11-02T03:07:42.0Z,4,REGULAR,substitution,in,[],1631323,,,1610612763,110,83,2023-11-02T03:07:46Z,6000000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT08M21.00S,2023-11-02T03:07:41.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1631254,,,1610612763,110,83,2023-11-02T03:08:08Z,6010000,False,,,0,,MISS K. Lofton Jr. Free Throw 2 of 2,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
605,PT08M19.00S,2023-11-02T03:07:43.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,110,83,2023-11-02T03:08:08Z,6020000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,604.0,,,,,,
607,PT08M14.00S,2023-11-02T03:08:27.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631222,31.882391590013142,60.5392156862745,1610612763,110,83,2023-11-02T03:08:32Z,6040000,False,-53.0,247.0,1,left,MISS J. LaRavia 25' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,Missed,,Above the Break 3,24+ Center,25.28,,,,,,,,,,,,,,
608,PT08M09.00S,2023-11-02T03:08:32.2Z,4,REGULAR,rebound,offensive,[],1631254,,,1610612763,110,83,2023-11-02T03:08:32Z,6050000,False,,,0,,K. Lofton Jr. REBOUND (Off:2 Def:2),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,607.0,4.0,2.0,2.0,,,
609,PT08M08.00S,2023-11-02T03:08:32.9Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1631254,5.206964520367937,16.42156862745098,1610612763,110,83,2023-11-02T03:08:38Z,6060000,False,168.0,-4.0,1,left,MISS K. Lofton Jr. 16' Jump Shot,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Missed,,Mid-Range,16-24 Right,16.79,,,,,,,,,,,,,,
610,PT08M05.00S,2023-11-02T03:08:35.9Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612762,110,83,2023-11-02T03:08:38Z,6070000,False,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:4),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,609.0,5.0,4.0,1.0,,,
611,PT08M02.00S,2023-11-02T03:08:40.1Z,4,REGULAR,turnover,out-of-bounds,[],203482,,,1610612762,110,83,2023-11-02T03:08:46Z,6080000,False,,,0,,K. Olynyk bad pass out-of-bounds TURNOVER (3 TO),[203482],1610612762.0,UTA,bad pass,,,Olynyk,K. Olynyk,,,,,1146.0,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,3.0,,
612,PT07M47.00S,2023-11-02T03:09:07.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631222,10.068988173455978,44.6078431372549,1610612763,110,85,2023-11-02T03:09:14Z,6090000,False,27.0,42.0,1,left,J. LaRavia driving finger roll Layup (2 PTS) (V. Williams Jr. 3 AST),"[1631222, 1631246]",1610612763.0,MEM,driving finger roll,,,LaRavia,J. LaRavia,,,,,,,,Made,2.0,In The Paint (Non-RA),0-8 Center,5.0,V. Williams Jr.,1631246.0,3.0,,,,,,,,,,,
615,PT07M40.00S,2023-11-02T03:09:20.4Z,4,REGULAR,substitution,out,[],1629659,,,1610612762,110,85,2023-11-02T03:09:24Z,6120000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT07M40.00S,2023-11-02T03:09:20.4Z,4,REGULAR,substitution,in,[],1627739,,,1610612762,110,85,2023-11-02T03:09:24Z,6130000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT07M36.00S,2023-11-02T03:09:45.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,87.33574244415243,48.03921568627451,1610612762,110,85,2023-11-02T03:09:49Z,6140000,False,-10.0,67.0,1,right,MISS K. Dunn 6' Jump Shot,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,6.72,,,,,,,,,,,,,,
618,PT07M35.00S,2023-11-02T03:09:46.9Z,4,REGULAR,rebound,defensive,[],1631254,,,1610612763,110,85,2023-11-02T03:09:49Z,6150000,False,,,0,,K. Lofton Jr. REBOUND (Off:2 Def:3),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,617.0,5.0,3.0,2.0,,,
619,PT07M23.00S,2023-11-02T03:09:58.8Z,4,REGULAR,3pt,Jump Shot,[],1631246,27.283180026281208,17.892156862745097,1610612763,110,85,2023-11-02T03:10:04Z,6160000,False,161.0,204.0,1,left,MISS V. Williams Jr. 25' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Missed,,Above the Break 3,24+ Right Center,25.96,,,,,,,,,,,,,,
620,PT07M23.00S,2023-11-02T03:10:01.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,110,85,2023-11-02T03:10:01Z,6170000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,619.0,,,,,,
622,PT07M11.00S,2023-11-02T03:10:20.7Z,4,REGULAR,3pt,Jump Shot,[],1631323,70.38436268068331,75.24509803921569,1610612762,110,85,2023-11-02T03:10:25Z,6190000,False,126.0,226.0,1,right,MISS S. Fontecchio 25' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,Missed,,Above the Break 3,24+ Right Center,25.88,,,,,,,,,,,,,,
623,PT07M08.00S,2023-11-02T03:10:23.7Z,4,REGULAR,rebound,defensive,[],1631367,,,1610612763,110,85,2023-11-02T03:10:25Z,6200000,False,,,0,,J. Gilyard REBOUND (Off:0 Def:2),[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,622.0,2.0,2.0,0.0,,,
624,PT06M58.00S,2023-11-02T03:10:33.8Z,4,REGULAR,turnover,bad pass,[],1631246,,,1610612763,110,85,2023-11-02T03:10:38Z,6210000,False,,,0,,V. Williams Jr. bad pass TURNOVER (1 TO),"[1631246, 1641718]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,George,1641718.0
625,PT06M58.00S,2023-11-02T03:10:33.8Z,4,REGULAR,steal,,[],1641718,,,1610612762,110,85,2023-11-02T03:10:35Z,6220000,False,,,0,,K. George STEAL (1 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,
626,PT06M54.00S,2023-11-02T03:10:37.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641718,92.72339027595268,52.69607843137255,1610612762,112,85,2023-11-02T03:10:43Z,6230000,False,13.0,16.0,1,right,K. George alley-oop DUNK (6 PTS) (K. Dunn 1 AST),"[1641718, 1627739]",1610612762.0,UTA,alley-oop,,,George,K. George,,,,,,,,Made,6.0,Restricted Area,0-8 Center,2.09,K. Dunn,1627739.0,1.0,,,,,,,,,,,
628,PT06M53.00S,2023-11-02T03:10:45.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,112,85,2023-11-02T03:13:43Z,6250000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT06M53.00S,2023-11-02T03:13:19.7Z,4,REGULAR,substitution,out,[],1628381,,,1610612763,112,85,2023-11-02T03:13:34Z,6260000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT06M53.00S,2023-11-02T03:13:19.7Z,4,REGULAR,substitution,in,[],1630209,,,1610612763,112,85,2023-11-02T03:13:34Z,6270000,False,,,0,,SUB in: O. Yurtseven,[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT06M43.00S,2023-11-02T03:14:01.8Z,4,REGULAR,3pt,Jump Shot,[],1629723,31.882391590013142,52.69607843137255,1610612763,112,88,2023-11-02T03:14:07Z,6280000,False,-13.0,247.0,1,left,J. Konchar 24' 3PT  (3 PTS) (J. Gilyard 2 AST),"[1629723, 1631367]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,Made,3.0,Above the Break 3,24+ Center,24.76,J. Gilyard,1631367.0,2.0,,,,,,,,,,,
633,PT06M28.00S,2023-11-02T03:14:16.2Z,4,REGULAR,turnover,bad pass,[],1641718,,,1610612762,112,88,2023-11-02T03:14:20Z,6300000,False,,,0,,K. George bad pass TURNOVER (2 TO),"[1641718, 1631254]",1610612762.0,UTA,,,,George,K. George,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Lofton Jr.,1631254.0
634,PT06M28.00S,2023-11-02T03:14:16.2Z,4,REGULAR,steal,,[],1631254,,,1610612763,112,88,2023-11-02T03:14:17Z,6310000,False,,,0,,K. Lofton Jr. STEAL (2 STL),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,
636,PT06M25.00S,2023-11-02T03:14:22.5Z,4,REGULAR,foul,offensive,[],1631254,,,1610612763,112,88,2023-11-02T03:14:29Z,6330000,False,,,0,,K. Lofton Jr. charge offensive FOUL (4 PF),"[1631254, 203482]",1610612763.0,MEM,charge,,,Lofton Jr.,K. Lofton Jr.,,,,,1146.0,4.0,0.0,,,Restricted Area,0-8 Center,,,,,Olynyk,203482.0,,,,,,,,,
638,PT06M25.00S,2023-11-02T03:14:22.5Z,4,REGULAR,turnover,offensive foul,[],1631254,,,1610612763,112,88,2023-11-02T03:14:22Z,6350000,False,,,0,,K. Lofton Jr. offensive foul TURNOVER (1 TO),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,1146.0,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,,
639,PT06M10.00S,2023-11-02T03:14:52.3Z,4,REGULAR,turnover,bad pass,[],1641718,,,1610612762,112,88,2023-11-02T03:14:58Z,6360000,False,,,0,,K. George bad pass TURNOVER (3 TO),"[1641718, 1631367]",1610612762.0,UTA,,,,George,K. George,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,3.0,Gilyard,1631367.0
640,PT06M10.00S,2023-11-02T03:14:52.3Z,4,REGULAR,steal,,[],1631367,,,1610612763,112,88,2023-11-02T03:14:53Z,6370000,False,,,0,,J. Gilyard STEAL (1 STL),[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,
641,PT06M06.00S,2023-11-02T03:14:56.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629723,8.09789750328515,55.88235294117647,1610612763,112,90,2023-11-02T03:15:05Z,6380000,False,-29.0,24.0,1,left,J. Konchar Layup (5 PTS) (J. Gilyard 3 AST),"[1629723, 1631367]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,Made,5.0,Restricted Area,0-8 Center,3.77,J. Gilyard,1631367.0,3.0,,,,,,,,,,,
643,PT05M41.00S,2023-11-02T03:15:20.2Z,4,REGULAR,3pt,Jump Shot,[],1641718,66.44218134034165,53.431372549019606,1610612762,115,90,2023-11-02T03:15:24Z,6400000,False,17.0,263.0,1,right,K. George 26' 3PT  (9 PTS) (O. Yurtseven 1 AST),"[1641718, 1630209]",1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,9.0,Above the Break 3,24+ Center,26.35,O. Yurtseven,1630209.0,1.0,,,,,,,,,,,
645,PT05M15.00S,2023-11-02T03:15:46.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629723,7.966491458607096,52.450980392156865,1610612763,115,90,2023-11-02T03:15:50Z,6420000,False,-12.0,22.0,1,left,MISS J. Konchar Layup,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,Missed,,Restricted Area,0-8 Center,2.56,,,,,,,,,,,,,,
646,PT05M12.00S,2023-11-02T03:15:49.8Z,4,REGULAR,rebound,offensive,[],1629723,,,1610612763,115,90,2023-11-02T03:15:50Z,6430000,False,,,0,,J. Konchar REBOUND (Off:2 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,645.0,4.0,2.0,2.0,,,
647,PT05M12.00S,2023-11-02T03:15:49.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629723,5.590000152587891,50.0,1610612763,115,90,2023-11-02T03:15:49Z,6440000,False,0.0,0.0,1,left,MISS J. Konchar tip Layup,[1629723],1610612763.0,MEM,tip,,,Konchar,J. Konchar,,,,,,,,Missed,,Mid-Range,8-16 Left,0.0,,,,,,,,,,,,,,
648,PT05M11.00S,2023-11-02T03:15:50.1Z,4,REGULAR,rebound,defensive,[],1631323,,,1610612762,115,90,2023-11-02T03:15:50Z,6450000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,647.0,1.0,1.0,0.0,,,
649,PT05M11.00S,2023-11-02T03:15:53.7Z,4,REGULAR,turnover,traveling,[],1631323,,,1610612762,115,90,2023-11-02T03:15:59Z,6460000,False,,,0,,S. Fontecchio traveling TURNOVER (1 TO),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,1146.0,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,
650,PT05M11.00S,2023-11-02T03:15:58.0Z,4,REGULAR,substitution,out,[],1641718,,,1610612763,115,90,2023-11-02T03:16:01Z,6470000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT05M11.00S,2023-11-02T03:15:58.0Z,4,REGULAR,substitution,in,[],1629012,,,1610612763,115,90,2023-11-02T03:16:01Z,6480000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT05M01.00S,2023-11-02T03:16:22.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631246,29.25427069645204,73.52941176470588,1610612763,115,93,2023-11-02T03:16:27Z,6490000,False,-118.0,222.0,1,left,V. Williams Jr. 25' 3PT  (6 PTS) (J. Gilyard 4 AST),"[1631246, 1631367]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Made,6.0,Above the Break 3,24+ Left Center,25.17,J. Gilyard,1631367.0,4.0,,,,,,,,,,,
654,PT04M44.00S,2023-11-02T03:16:39.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,86.5473061760841,48.77450980392157,1610612762,115,93,2023-11-02T03:20:14Z,6510000,False,-6.0,74.0,1,right,MISS O. Yurtseven 7' floating Shot,[1630209],1610612762.0,UTA,floating,,,Yurtseven,O. Yurtseven,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,7.43,,,,,,,,,,,,,,
655,PT04M41.00S,2023-11-02T03:16:42.9Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612763,115,93,2023-11-02T03:16:44Z,6520000,False,,,0,,J. Konchar REBOUND (Off:2 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,654.0,5.0,3.0,2.0,,,
656,PT04M37.00S,2023-11-02T03:16:47.1Z,4,REGULAR,3pt,Jump Shot,[],1629723,31.225361366622867,64.95098039215686,1610612763,115,93,2023-11-02T03:16:54Z,6530000,False,-75.0,241.0,1,left,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,Missed,,Above the Break 3,24+ Center,25.23,,,,,,,,,,,,,,
657,PT04M32.00S,2023-11-02T03:16:52.1Z,4,REGULAR,rebound,defensive,[],1627739,,,1610612762,115,93,2023-11-02T03:16:54Z,6540000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,656.0,1.0,1.0,0.0,,,
658,PT04M26.00S,2023-11-02T03:16:57.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627739,70.38436268068331,24.019607843137255,1610612762,118,93,2023-11-02T03:17:09Z,6550000,False,-130.0,226.0,1,right,K. Dunn 26' 3PT  (3 PTS) (C. Sexton 5 AST),"[1627739, 1629012]",1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,Made,3.0,Above the Break 3,24+ Left Center,26.06,C. Sexton,1629012.0,5.0,,,,,,,,,,,
660,PT04M12.00S,2023-11-02T03:17:10.6Z,4,REGULAR,3pt,Jump Shot,[],1631222,25.837713534822605,81.61764705882352,1610612763,118,93,2023-11-02T03:17:18Z,6570000,False,-158.0,190.0,1,left,MISS J. LaRavia 24' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,Missed,,Above the Break 3,24+ Left Center,24.75,,,,,,,,,,,,,,
661,PT04M11.00S,2023-11-02T03:17:11.6Z,4,REGULAR,rebound,offensive,[],1629723,,,1610612763,118,93,2023-11-02T03:17:18Z,6580000,False,,,0,,J. Konchar REBOUND (Off:3 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,660.0,6.0,3.0,3.0,,,
663,PT04M11.00S,2023-11-02T03:17:17.7Z,4,REGULAR,foul,personal,[],1631323,,,1610612763,118,93,2023-11-02T03:17:24Z,6600000,False,,,0,,S. Fontecchio personal FOUL (1 PF),"[1631323, 1629723]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,1146.0,1.0,0.0,,,Restricted Area,0-8 Center,,,,,Konchar,1629723.0,,,,,,,,,
665,PT04M11.00S,2023-11-02T03:17:23.5Z,4,REGULAR,substitution,out,[],203482,,,1610612763,118,93,2023-11-02T03:17:29Z,6620000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT04M11.00S,2023-11-02T03:17:23.5Z,4,REGULAR,substitution,in,[],1630534,,,1610612763,118,93,2023-11-02T03:17:29Z,6630000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT04M02.00S,2023-11-02T03:17:46.9Z,4,REGULAR,foul,personal,['2freethrow'],1630209,,,1610612763,118,93,2023-11-02T03:17:51Z,6640000,False,,,0,,O. Yurtseven shooting personal FOUL (1 PF) (Lofton Jr. 2 FT),"[1630209, 1631254]",1610612762.0,UTA,shooting,,,Yurtseven,O. Yurtseven,,,,,1198.0,1.0,0.0,,,Restricted Area,0-8 Center,,,,,Lofton Jr.,1631254.0,,,,,,,,,
669,PT04M02.00S,2023-11-02T03:18:09.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1631254,,,1610612763,118,94,2023-11-02T03:18:09Z,6660000,False,,,0,,K. Lofton Jr. Free Throw 1 of 2 (7 PTS),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
670,PT04M02.00S,2023-11-02T03:18:22.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1631254,,,1610612763,118,95,2023-11-02T03:18:22Z,6670000,False,,,0,,K. Lofton Jr. Free Throw 2 of 2 (8 PTS),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
671,PT03M50.00S,2023-11-02T03:18:39.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631323,92.9862023653088,54.166666666666664,1610612762,118,95,2023-11-02T03:18:45Z,6680000,False,21.0,13.0,1,right,MISS S. Fontecchio DUNK - blocked,"[1631323, 1631246]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,Missed,,Restricted Area,0-8 Center,2.47,,,,,,Williams Jr.,1631246.0,,,,,,,
677,PT03M50.00S,2023-11-02T03:18:39.0Z,4,REGULAR,block,,[],1631246,,,1610612762,118,95,2023-11-02T03:19:20Z,6685000,False,,,0,,V. Williams Jr. BLOCK (3 BLK),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
