actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
15,PT10M30.00S,2024-01-14T02:42:39.4Z,1,REGULAR,3pt,Jump Shot,[],1631323,94.03745072273325,96.32352941176471,1610612762,4,6,2024-01-14T02:42:44Z,150000,False,232.0,4.0,1,right,MISS S. Fontecchio 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
16,PT10M27.00S,2024-01-14T02:42:42.4Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612747,4,6,2024-01-14T02:42:44Z,160000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Right Corner 3,24+ Right,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,
103,PT10M14.00S,2024-01-14T02:42:59.4Z,1,REGULAR,turnover,lost ball,[],203076,,,1610612747,4,6,2024-01-14T02:57:58Z,195000,False,,,0,,A. Davis lost ball TURNOVER (1 TO),"[203076, 1628381]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Collins,1628381.0,,,,,,,
104,PT10M14.00S,2024-01-14T02:42:59.4Z,1,REGULAR,steal,,[],1628381,,,1610612762,4,6,2024-01-14T02:57:58Z,197500,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
20,PT10M11.00S,2024-01-14T02:43:03.3Z,1,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612762,4,6,2024-01-14T02:43:20Z,200000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1630559, 1628374]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Markkanen,1628374.0,,
22,PT10M11.00S,2024-01-14T02:43:39.1Z,1,REGULAR,freethrow,1 of 2,"['fastbreak', 'fromturnover']",1628374,,,1610612762,5,6,2024-01-14T02:57:58Z,220000,False,,,0,,L. Markkanen Free Throw 1 of 2 (1 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
23,PT10M11.00S,2024-01-14T02:43:39.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628374,,,1610612762,6,6,2024-01-14T02:57:58Z,230000,False,,,0,,L. Markkanen Free Throw 2 of 2 (2 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
25,PT09M53.00S,2024-01-14T02:44:23.9Z,1,REGULAR,3pt,Jump Shot,[],1626156,32.802233902759525,67.15686274509804,1610612747,6,9,2024-01-14T02:44:28Z,240000,False,-86.0,256.0,1,left,D. Russell 26' 3PT  (7 PTS) (T. Prince 1 AST),"[1626156, 1627752]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.98,Made,7.0,,,,,T. Prince,1627752.0,1.0,,,,,,,,,,
27,PT09M35.00S,2024-01-14T02:44:40.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,85.3646517739816,39.46078431372549,1610612762,8,9,2024-01-14T02:44:44Z,260000,False,-53.0,85.0,1,right,K. Dunn 10' driving floating Jump Shot (4 PTS) (C. Sexton 1 AST),"[1627739, 1629012]",1610612762.0,UTA,driving floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,10.01,Made,4.0,,,,,C. Sexton,1629012.0,1.0,,,,,,,,,,
29,PT09M29.00S,2024-01-14T02:44:47.9Z,1,REGULAR,3pt,Jump Shot,[],1630559,24.52365308804205,5.637254901960785,1610612747,8,12,2024-01-14T02:44:54Z,280000,False,222.0,178.0,1,left,A. Reaves 28' 3PT  (5 PTS) (D. Russell 2 AST),"[1630559, 1626156]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,28.44,Made,5.0,,,,,D. Russell,1626156.0,2.0,,,,,,,,,,
31,PT09M15.00S,2024-01-14T02:45:00.5Z,1,REGULAR,2pt,Jump Shot,[],1629012,86.67871222076215,19.852941176470587,1610612762,10,12,2024-01-14T02:45:06Z,300000,False,-151.0,73.0,1,right,C. Sexton 16' pullup bank Jump Shot (4 PTS),[1629012],1610612762.0,UTA,pullup bank,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Left,16.73,Made,4.0,,,,,,,,,,,,,,,,,
32,PT09M06.00S,2024-01-14T02:45:09.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,6.652431011826544,53.67647058823529,1610612747,10,14,2024-01-14T02:45:13Z,310000,False,-18.0,10.0,1,left,A. Reaves driving Layup (7 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,2.09,Made,7.0,,,,,,,,,,,,,,,,,
33,PT09M06.00S,2024-01-14T02:45:13.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,10,14,2024-01-14T02:45:13Z,320000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M51.00S,2024-01-14T02:48:20.1Z,1,REGULAR,turnover,lost ball,[],1631323,,,1610612762,10,14,2024-01-14T02:48:23Z,330000,False,,,0,,S. Fontecchio lost ball TURNOVER (1 TO),"[1631323, 1626156]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,Russell,1626156.0,,,,,,,
36,PT08M51.00S,2024-01-14T02:48:20.1Z,1,REGULAR,steal,,[],1626156,,,1610612747,10,14,2024-01-14T02:48:21Z,340000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
37,PT08M34.00S,2024-01-14T02:49:10.4Z,1,REGULAR,jumpball,recovered,[],1628374,,,1610612747,10,14,2024-01-14T02:49:10Z,350000,False,,,0,,Jump Ball K. Dunn vs. A. Davis: Tip to L. Markkanen,"[1628374, 1627739, 203076]",1610612762.0,UTA,heldball,L. Markkanen,1628374.0,Markkanen,L. Markkanen,Dunn,1627739.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
40,PT08M34.00S,2024-01-14T02:49:10.4Z,1,REGULAR,turnover,lost ball,[],203076,,,1610612747,10,14,2024-01-14T03:05:59Z,380000,False,,,0,,A. Davis lost ball TURNOVER (2 TO),"[203076, 1628381]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2.0,Collins,1628381.0,,,,,,,
41,PT08M34.00S,2024-01-14T02:49:10.4Z,1,REGULAR,steal,,[],1628381,,,1610612762,10,14,2024-01-14T03:05:59Z,390000,False,,,0,,J. Collins STEAL (2 STL),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M25.00S,2024-01-14T02:49:18.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629012,91.93495400788436,42.40196078431372,1610612762,10,14,2024-01-14T02:50:36Z,400000,False,-38.0,23.0,1,right,MISS C. Sexton running Layup,[1629012],1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,4.46,Missed,,,,,,,,,,,,,,,,,,
43,PT08M23.00S,2024-01-14T02:49:20.9Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612762,10,14,2024-01-14T02:49:23Z,410000,False,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,42.0,1.0,0.0,1.0,,,,,,,,,,,,,
44,PT08M23.00S,2024-01-14T02:49:22.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1628381,94.40999984741211,50.0,1610612762,12,14,2024-01-14T02:50:45Z,420000,False,0.0,0.0,1,right,J. Collins tip Layup (2 PTS),[1628381],1610612762.0,UTA,tip,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
45,PT08M11.00S,2024-01-14T02:49:34.3Z,1,REGULAR,3pt,Jump Shot,[],1627752,20.97568988173456,89.70588235294117,1610612747,12,14,2024-01-14T02:49:38Z,430000,False,-199.0,145.0,1,left,MISS T. Prince 24' 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,24.56,Missed,,,,,,,,,,,,,,,,,,
46,PT08M08.00S,2024-01-14T02:49:37.3Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,12,14,2024-01-14T02:49:38Z,440000,False,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,
47,PT08M02.00S,2024-01-14T02:49:43.4Z,1,REGULAR,3pt,Jump Shot,[],1628381,67.88764783180025,59.55882352941176,1610612762,12,14,2024-01-14T02:49:48Z,450000,False,48.0,249.0,1,right,MISS J. Collins 25' 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,25.39,Missed,,,,,,,,,,,,,,,,,,
48,PT07M57.00S,2024-01-14T02:49:48.4Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,12,14,2024-01-14T02:49:48Z,460000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Center,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,,,
49,PT07M51.00S,2024-01-14T02:49:53.4Z,1,REGULAR,2pt,Jump Shot,[],203076,20.71287779237845,62.5,1610612747,12,14,2024-01-14T02:49:59Z,470000,False,-62.0,142.0,1,left,MISS A. Davis 15' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Center,15.53,Missed,,,,,,,,,,,,,,,,,,
50,PT07M49.00S,2024-01-14T02:49:55.4Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612762,12,14,2024-01-14T02:49:59Z,480000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Center,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,
52,PT07M42.00S,2024-01-14T02:50:16.8Z,1,REGULAR,3pt,Jump Shot,[],1628381,73.53810775295663,17.15686274509804,1610612762,15,14,2024-01-14T02:50:22Z,500000,False,-164.0,196.0,1,right,J. Collins 25' 3PT  (5 PTS) (K. Dunn 1 AST),"[1628381, 1627739]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,25.58,Made,5.0,,,,,K. Dunn,1627739.0,1.0,,,,,,,,,,
54,PT07M25.00S,2024-01-14T02:50:36.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,19.793035479632064,64.4607843137255,1610612747,15,16,2024-01-14T02:52:24Z,520000,False,-72.0,134.0,1,left,A. Reaves 15' pullup Jump Shot (9 PTS) (D. Russell 3 AST),"[1630559, 1626156]",1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,15.19,Made,9.0,,,,,D. Russell,1626156.0,3.0,,,,,,,,,,
56,PT07M25.00S,2024-01-14T02:50:39.8Z,1,REGULAR,foul,personal,['1freethrow'],1631323,,,1610612747,15,16,2024-01-14T02:50:44Z,540000,False,,,0,,S. Fontecchio shooting personal FOUL (1 PF) (Reaves 1 FT),"[1631323, 1630559]",1610612762.0,UTA,shooting,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Reaves,1630559.0,,
58,PT07M25.00S,2024-01-14T02:50:57.8Z,1,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,15,17,2024-01-14T02:50:57Z,560000,False,,,0,,A. Reaves Free Throw 1 of 1 (10 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
59,PT07M14.00S,2024-01-14T02:51:11.7Z,1,REGULAR,3pt,Jump Shot,[],1628374,68.28186596583443,69.85294117647058,1610612762,18,17,2024-01-14T02:51:16Z,570000,False,99.0,246.0,1,right,L. Markkanen 26' 3PT  (5 PTS) (C. Sexton 2 AST),"[1628374, 1629012]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,26.5,Made,5.0,,,,,C. Sexton,1629012.0,2.0,,,,,,,,,,
61,PT06M55.00S,2024-01-14T02:51:29.7Z,1,REGULAR,3pt,Jump Shot,[],1629629,5.206964520367937,2.696078431372549,1610612747,18,17,2024-01-14T02:51:33Z,590000,False,237.0,-4.0,1,left,MISS C. Reddish 3PT,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Right Corner 3,24+ Right,23.65,Missed,,,,,,,,,,,,,,,,,,
62,PT06M54.00S,2024-01-14T02:51:30.7Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,18,17,2024-01-14T02:51:33Z,600000,False,,,0,,A. Reaves REBOUND (Off:1 Def:0),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,,,,61.0,1.0,0.0,1.0,,,,,,,,,,,,,
63,PT06M47.00S,2024-01-14T02:51:38.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,24.52365308804205,14.215686274509803,1610612747,18,17,2024-01-14T02:51:42Z,610000,False,179.0,178.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
64,PT06M44.00S,2024-01-14T02:51:41.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,18,17,2024-01-14T02:51:42Z,620000,False,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,63.0,3.0,2.0,1.0,,,,,,,,,,,,,
65,PT06M37.00S,2024-01-14T02:51:48.4Z,1,REGULAR,3pt,Jump Shot,[],1627739,73.80091984231275,14.705882352941178,1610612762,18,17,2024-01-14T02:51:53Z,630000,False,-176.0,194.0,1,right,MISS K. Dunn 26' 3PT,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
66,PT06M32.00S,2024-01-14T02:51:53.4Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,18,17,2024-01-14T02:51:53Z,640000,False,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,
67,PT06M25.00S,2024-01-14T02:51:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,11.251642575558476,56.86274509803921,1610612747,18,19,2024-01-14T02:52:03Z,650000,False,-34.0,53.0,1,left,D. Russell 6' floating Jump Shot (9 PTS),[1626156],1610612747.0,LAL,floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,6.34,Made,9.0,,,,,,,,,,,,,,,,,
68,PT06M08.00S,2024-01-14T02:52:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,87.59855453350855,55.63725490196079,1610612762,20,19,2024-01-14T02:52:21Z,660000,False,28.0,64.0,1,right,J. Collins 7' driving floating Jump Shot (7 PTS) (S. Fontecchio 1 AST),"[1628381, 1631323]",1610612762.0,UTA,driving floating,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,7.0,Made,7.0,,,,,S. Fontecchio,1631323.0,1.0,,,,,,,,,,
70,PT05M54.00S,2024-01-14T02:52:33.1Z,1,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612747,20,19,2024-01-14T02:52:55Z,680000,False,,,0,,D. Russell step out-of-bounds TURNOVER (1 TO),[1626156],1610612747.0,LAL,step,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1.0,,,202053.0,,,,,,
71,PT05M54.00S,2024-01-14T02:52:36.8Z,1,REGULAR,substitution,out,[],1628381,,,1610612762,20,19,2024-01-14T02:52:53Z,690000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M54.00S,2024-01-14T02:52:36.8Z,1,REGULAR,substitution,out,[],1627739,,,1610612762,20,19,2024-01-14T02:52:53Z,700000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M54.00S,2024-01-14T02:52:36.8Z,1,REGULAR,substitution,out,[],1629012,,,1610612762,20,19,2024-01-14T02:52:53Z,710000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M54.00S,2024-01-14T02:52:36.8Z,1,REGULAR,substitution,out,[],1629629,,,1610612762,20,19,2024-01-14T02:52:53Z,720000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M54.00S,2024-01-14T02:52:36.8Z,1,REGULAR,substitution,out,[],1626156,,,1610612762,20,19,2024-01-14T02:52:53Z,730000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M54.00S,2024-01-14T02:52:36.8Z,1,REGULAR,substitution,in,[],1631117,,,1610612762,20,19,2024-01-14T02:52:53Z,740000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M54.00S,2024-01-14T02:52:36.8Z,1,REGULAR,substitution,in,[],1641718,,,1610612762,20,19,2024-01-14T02:52:53Z,750000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M54.00S,2024-01-14T02:52:36.8Z,1,REGULAR,substitution,in,[],203903,,,1610612762,20,19,2024-01-14T02:52:53Z,760000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M54.00S,2024-01-14T02:52:36.8Z,1,REGULAR,substitution,in,[],1631108,,,1610612762,20,19,2024-01-14T02:52:53Z,770000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M54.00S,2024-01-14T02:52:36.8Z,1,REGULAR,substitution,in,[],1629020,,,1610612762,20,19,2024-01-14T02:52:53Z,780000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M33.00S,2024-01-14T02:53:21.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203903,88.38699080157687,54.166666666666664,1610612762,22,19,2024-01-14T02:53:26Z,790000,False,21.0,57.0,1,right,J. Clarkson 6' driving Hook (2 PTS),[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,2.0,,,,,,,,,,,,,,,,,
82,PT05M13.00S,2024-01-14T02:53:40.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,17.821944809461236,49.754901960784316,1610612747,22,19,2024-01-14T02:53:49Z,800000,False,1.0,115.0,1,left,MISS M. Christie 11' driving floating Shot,[1631108],1610612747.0,LAL,driving floating,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,11.5,Missed,,,,,,,,,,,,,,,,,,
83,PT05M10.00S,2024-01-14T02:53:43.9Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612762,22,19,2024-01-14T02:53:49Z,810000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Center,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,
84,PT05M03.00S,2024-01-14T02:53:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,83.78777923784494,48.77450980392157,1610612762,24,19,2024-01-14T02:53:55Z,820000,False,-6.0,100.0,1,right,K. George 10' driving floating Jump Shot (2 PTS),[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,10.01,Made,2.0,,,,,,,,,,,,,,,,,
85,PT04M50.00S,2024-01-14T02:54:04.4Z,1,REGULAR,3pt,Jump Shot,[],1627752,15.719448094612352,3.9215686274509802,1610612747,24,22,2024-01-14T02:54:08Z,830000,False,230.0,95.0,1,left,T. Prince 24' 3PT  (3 PTS) (A. Davis 2 AST),"[1627752, 203076]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,24.93,Made,3.0,,,,,A. Davis,203076.0,2.0,,,,,,,,,,
