actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-28T01:10:47.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-28T01:10:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-03-28T01:10:48.8Z,1,REGULAR,jumpball,recovered,[],1631110,,,1610612759,0,0,2024-03-28T01:10:48Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. J. Collins: Tip to J. Sochan,"[1631110, 1641705, 1628381]",1610612759.0,SAS,startperiod,J. Sochan,1631110.0,Sochan,J. Sochan,Wembanyama,1641705.0,Collins,1628381.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-03-28T01:11:02.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,81.2910643889619,53.67647058823529,1610612759,0,0,2024-03-28T01:15:00Z,70000,False,18.0,123.0,1,right,MISS T. Jones 12' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,12.48,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-03-28T01:11:04.9Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,0,0,2024-03-28T01:13:08Z,80000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:0),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT11M41.00S,2024-03-28T01:11:05.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641705,89.96386333771353,50.0,1610612759,0,0,2024-03-28T01:13:03Z,85000,False,0.0,42.0,1,right,MISS V. Wembanyama tip Layup,[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,,
20,PT11M41.00S,2024-03-28T01:11:05.7Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,0,0,2024-03-28T01:13:03Z,87500,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:0),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,19.0,2.0,0.0,2.0,,,,,,,,,,,,,,
9,PT11M38.00S,2024-03-28T01:11:08.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630577,69.46452036793693,67.8921568627451,1610612759,0,3,2024-03-28T01:12:53Z,90000,False,89.0,235.0,1,right,J. Champagnie 25' 3PT  (3 PTS) (V. Wembanyama 1 AST),"[1630577, 1641705]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,25.1,Made,,,,,3.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,
11,PT11M11.00S,2024-03-28T01:11:38.1Z,1,REGULAR,turnover,traveling,[],1629012,,,1610612762,0,3,2024-03-28T01:11:44Z,110000,False,,,0,,C. Sexton traveling TURNOVER (1 TO),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2004.0,1.0,,,,,,,,
12,PT11M00.00S,2024-03-28T01:12:00.9Z,1,REGULAR,turnover,bad pass,[],1630170,,,1610612759,0,3,2024-03-28T01:12:05Z,120000,False,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 1641707]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,Hendricks,1641707.0,,,,,,
13,PT11M00.00S,2024-03-28T01:12:00.9Z,1,REGULAR,steal,,[],1641707,,,1610612762,0,3,2024-03-28T01:12:03Z,130000,False,,,0,,T. Hendricks STEAL (1 STL),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
