actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
37,PT08M54.00S,2024-02-07T02:16:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,14.931011826544022,52.69607843137255,1610612760,10,7,2024-02-07T02:16:45Z,370000,False,-13.0,88.0,1,left,J. Williams 8' floating Jump Shot (2 PTS),[1631114],1610612760.0,OKC,floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,8.89,Made,2.0,,,,,,,,,
38,PT08M32.00S,2024-02-07T02:17:01.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,84.83902759526939,50.245098039215684,1610612762,10,7,2024-02-07T02:17:06Z,380000,False,1.0,90.0,1,right,MISS C. Sexton 9' pullup Shot,[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,9.0,Missed,,,,,,,,,,
39,PT08M28.00S,2024-02-07T02:17:05.4Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,10,7,2024-02-07T02:33:58Z,390000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,38.0,2.0,2.0,0.0,,
42,PT08M23.00S,2024-02-07T02:17:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.440867279894875,45.588235294117645,1610612760,10,9,2024-02-07T02:20:51Z,420000,False,22.0,17.0,1,left,S. Gilgeous-Alexander driving Layup (2 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,2.81,Made,2.0,,,,,,,,,
43,PT08M02.00S,2024-02-07T02:17:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,91.67214191852825,57.59803921568627,1610612762,10,9,2024-02-07T02:21:30Z,430000,False,38.0,26.0,1,right,MISS K. Dunn driving Layup - blocked,"[1627739, 1631096]",1610612762.0,UTA,driving,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,4.59,Missed,,,,,,,,,Holmgren,1631096.0
83,PT08M02.00S,2024-02-07T02:17:31.3Z,1,REGULAR,block,,[],1631096,,,1610612762,10,9,2024-02-07T02:23:21Z,435000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M02.00S,2024-02-07T02:17:31.3Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,10,9,2024-02-07T02:23:21Z,440000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,43.0,2.0,1.0,1.0,,
45,PT08M02.00S,2024-02-07T02:17:34.5Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612762,10,9,2024-02-07T02:17:41Z,450000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1628983, 1628374]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,2530.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,
47,PT08M02.00S,2024-02-07T02:17:57.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628374,,,1610612762,11,9,2024-02-07T02:17:57Z,470000,False,,,0,,L. Markkanen Free Throw 1 of 2 (4 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,Made,4.0,,,,,,,,,
48,PT08M02.00S,2024-02-07T02:18:13.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628374,,,1610612762,12,9,2024-02-07T02:18:13Z,480000,False,,,0,,L. Markkanen Free Throw 2 of 2 (5 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,Made,5.0,,,,,,,,,
49,PT07M45.00S,2024-02-07T02:18:33.0Z,1,REGULAR,2pt,Jump Shot,[],1628983,11.251642575558476,65.93137254901961,1610612760,12,9,2024-02-07T02:18:37Z,490000,False,-80.0,53.0,1,left,MISS S. Gilgeous-Alexander 9' turnaround Shot,[1628983],1610612760.0,OKC,turnaround,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,,,,9.59,Missed,,,,,,,,,,
50,PT07M41.00S,2024-02-07T02:18:37.0Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,12,9,2024-02-07T02:18:37Z,500000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,49.0,3.0,2.0,1.0,,
51,PT07M35.00S,2024-02-07T02:18:42.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,88.51839684625493,36.27450980392157,1610612762,14,9,2024-02-07T02:18:46Z,510000,False,-69.0,55.0,1,right,J. Collins 8' driving floating Jump Shot (4 PTS) (K. Dunn 3 AST),"[1628381, 1627739]",1610612762.0,UTA,driving floating,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,8.82,Made,4.0,K. Dunn,1627739.0,3.0,,,,,,
53,PT07M21.00S,2024-02-07T02:18:56.2Z,1,REGULAR,2pt,Jump Shot,[],1631096,20.71287779237845,37.00980392156863,1610612760,14,9,2024-02-07T02:19:01Z,530000,False,65.0,142.0,1,left,MISS C. Holmgren 15' Jump Shot,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Center,,,,,,,,,15.64,Missed,,,,,,,,,,
54,PT07M19.00S,2024-02-07T02:18:58.2Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,14,9,2024-02-07T02:19:01Z,540000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,53.0,1.0,1.0,0.0,,
55,PT07M03.00S,2024-02-07T02:19:29.1Z,1,REGULAR,substitution,out,[],1631096,,,1610612762,14,9,2024-02-07T02:19:31Z,550000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M03.00S,2024-02-07T02:19:29.1Z,1,REGULAR,substitution,in,[],1631119,,,1610612762,14,9,2024-02-07T02:19:31Z,560000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M00.00S,2024-02-07T02:19:46.2Z,1,REGULAR,jumpball,recovered,[],1628381,,,1610612762,14,9,2024-02-07T02:19:46Z,570000,False,,,0,,Jump Ball C. Sexton vs. L. Dort: Tip to J. Collins,"[1628381, 1629012, 1629652]",1610612762.0,UTA,heldball,J. Collins,1628381.0,Collins,J. Collins,Sexton,1629012.0,Dort,1629652.0,,,,,,,,,,,,,,,,,,,,,,
60,PT06M54.00S,2024-02-07T02:19:52.4Z,1,REGULAR,3pt,Jump Shot,[],1629012,70.64717477003943,74.26470588235294,1610612762,14,9,2024-02-07T02:19:58Z,600000,False,121.0,223.0,1,right,MISS C. Sexton 25' step back 3PT,[1629012],1610612762.0,UTA,step back,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.42,Missed,,,,,,,,,,
61,PT06M51.00S,2024-02-07T02:19:56.6Z,1,REGULAR,rebound,offensive,[],1631323,,,1610612762,14,9,2024-02-07T02:19:56Z,610000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,60.0,2.0,1.0,1.0,,
62,PT06M51.00S,2024-02-07T02:19:56.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631323,94.40999984741211,50.0,1610612762,16,9,2024-02-07T02:19:56Z,620000,False,0.0,0.0,1,right,S. Fontecchio tip Layup (2 PTS),[1631323],1610612762.0,UTA,tip,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Left,,,,,,,,,0.0,Made,2.0,,,,,,,,,
63,PT06M38.00S,2024-02-07T02:20:09.2Z,1,REGULAR,3pt,Jump Shot,[],1631119,29.122864651773984,71.07843137254902,1610612760,16,9,2024-02-07T02:20:13Z,630000,False,-105.0,221.0,1,left,MISS J. Williams 24' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,24.51,Missed,,,,,,,,,,
64,PT06M36.00S,2024-02-07T02:20:11.2Z,1,REGULAR,rebound,offensive,[],1628983,,,1610612760,16,9,2024-02-07T02:20:13Z,640000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:0),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,63.0,1.0,0.0,1.0,,
65,PT06M29.00S,2024-02-07T02:20:18.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628983,25.969119579500656,81.12745098039215,1610612760,16,9,2024-02-07T02:20:23Z,650000,False,-156.0,192.0,1,left,MISS S. Gilgeous-Alexander 24' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,24.68,Missed,,,,,,,,,,
66,PT06M26.00S,2024-02-07T02:20:21.2Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,16,9,2024-02-07T02:20:23Z,660000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,65.0,2.0,2.0,0.0,,
67,PT06M19.00S,2024-02-07T02:20:27.8Z,1,REGULAR,3pt,Jump Shot,[],1627739,68.80749014454665,75.98039215686273,1610612762,16,9,2024-02-07T02:20:34Z,670000,False,130.0,241.0,1,right,MISS K. Dunn 27' 3PT,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,27.35,Missed,,,,,,,,,,
68,PT06M13.00S,2024-02-07T02:20:33.4Z,1,REGULAR,rebound,offensive,[],1631323,,,1610612762,16,9,2024-02-07T02:20:33Z,680000,False,,,0,,S. Fontecchio REBOUND (Off:2 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,67.0,3.0,1.0,2.0,,
69,PT06M13.00S,2024-02-07T02:20:33.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631323,94.40999984741211,50.0,1610612762,16,9,2024-02-07T02:20:36Z,690000,False,0.0,0.0,1,right,MISS S. Fontecchio putback Layup - blocked,"[1631323, 1631119]",1610612762.0,UTA,putback,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,,,,,,0.0,Missed,,,,,,,,,Williams,1631119.0
82,PT06M13.00S,2024-02-07T02:20:33.4Z,1,REGULAR,block,,[],1631119,,,1610612762,16,9,2024-02-07T02:22:02Z,695000,False,,,0,,J. Williams BLOCK (1 BLK),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
70,PT06M13.00S,2024-02-07T02:20:33.4Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,16,9,2024-02-07T02:20:36Z,700000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,69.0,1.0,1.0,0.0,,
71,PT05M57.00S,2024-02-07T02:20:49.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,10.068988173455978,39.705882352941174,1610612760,16,11,2024-02-07T02:20:53Z,710000,False,51.0,42.0,1,left,J. Williams 6' driving floating bank Jump Shot (4 PTS) (J. Giddey 2 AST),"[1631114, 1630581]",1610612760.0,OKC,driving floating bank,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,6.65,Made,4.0,J. Giddey,1630581.0,2.0,,,,,,
73,PT05M45.00S,2024-02-07T02:21:01.6Z,1,REGULAR,3pt,Jump Shot,[],1628381,73.27529566360053,17.647058823529413,1610612762,19,11,2024-02-07T02:21:05Z,730000,False,-162.0,199.0,1,right,J. Collins 25' 3PT  (7 PTS) (K. Dunn 4 AST),"[1628381, 1627739]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.62,Made,7.0,K. Dunn,1627739.0,4.0,,,,,,
75,PT05M36.00S,2024-02-07T02:21:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,7.966491458607096,57.59803921568627,1610612760,19,11,2024-02-07T02:21:15Z,750000,False,-38.0,22.0,1,left,MISS J. Williams driving floating bank Shot,[1631114],1610612760.0,OKC,driving floating bank,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,4.41,Missed,,,,,,,,,,
76,PT05M34.00S,2024-02-07T02:21:13.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,19,11,2024-02-07T02:21:15Z,760000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,75.0,4.0,3.0,1.0,,
77,PT05M24.00S,2024-02-07T02:21:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,86.67871222076215,34.068627450980394,1610612762,19,11,2024-02-07T02:21:28Z,770000,False,-80.0,73.0,1,right,MISS C. Sexton 10' floating Shot,[1629012],1610612762.0,UTA,floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,10.79,Missed,,,,,,,,,,
78,PT05M23.00S,2024-02-07T02:21:23.7Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,19,11,2024-02-07T02:21:28Z,780000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,77.0,2.0,1.0,1.0,,
79,PT05M13.00S,2024-02-07T02:21:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.652431011826544,45.34313725490196,1610612760,19,13,2024-02-07T02:21:37Z,790000,False,23.0,10.0,1,left,J. Giddey cutting Layup (2 PTS) (S. Gilgeous-Alexander 2 AST),"[1630581, 1628983]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,2.54,Made,2.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,
81,PT05M13.00S,2024-02-07T02:21:37.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,19,13,2024-02-07T02:21:37Z,810000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
