actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
23,PT10M19.00S,2024-03-07T02:12:36.7Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,2,5,2024-03-07T02:12:39Z,230000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,
24,PT10M07.00S,2024-03-07T02:12:51.5Z,1,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612762,2,5,2024-03-07T02:12:59Z,240000,False,,,0,,A. Caruso shooting personal FOUL (2 PF) (Sexton 2 FT),"[1627936, 1629012]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,2882.0,2.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,
26,PT10M07.00S,2024-03-07T02:13:14.5Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,3,5,2024-03-07T02:13:14Z,260000,False,,,0,,C. Sexton Free Throw 1 of 2 (1 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
27,PT10M07.00S,2024-03-07T02:13:28.7Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,4,5,2024-03-07T02:13:28Z,270000,False,,,0,,C. Sexton Free Throw 2 of 2 (2 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,
28,PT09M58.00S,2024-03-07T02:13:39.9Z,1,REGULAR,3pt,Jump Shot,[],1630245,68.01905387647832,62.5,1610612741,4,5,2024-03-07T02:13:46Z,280000,False,62.0,248.0,1,right,MISS A. Dosunmu 25' pullup 3PT,[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,,,,,,,25.59,Missed,,,,,,,,,,,,
29,PT09M55.00S,2024-03-07T02:13:42.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,4,5,2024-03-07T02:13:46Z,290000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,
30,PT09M48.00S,2024-03-07T02:13:50.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629677,6.783837056504599,42.15686274509804,1610612762,4,5,2024-03-07T02:13:54Z,300000,False,39.0,11.0,1,left,MISS L. Samanic turnaround Shot,[1629677],1610612762.0,UTA,turnaround,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,,,,,,,4.08,Missed,,,,,,,,,,,,
31,PT09M44.00S,2024-03-07T02:13:54.2Z,1,REGULAR,rebound,offensive,[],1629677,,,1610612762,4,5,2024-03-07T02:15:50Z,310000,False,,,0,,L. Samanic REBOUND (Off:2 Def:0),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,30.0,2.0,0.0,2.0,,,,
32,PT09M44.00S,2024-03-07T02:13:53.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629677,5.590000152587891,50.0,1610612762,4,5,2024-03-07T02:15:48Z,320000,False,0.0,0.0,1,left,MISS L. Samanic tip Layup,[1629677],1610612762.0,UTA,tip,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Missed,,,,,,,,,,,,
33,PT09M44.00S,2024-03-07T02:13:53.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,4,5,2024-03-07T02:14:00Z,330000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,32.0,2.0,2.0,0.0,,,,
34,PT09M33.00S,2024-03-07T02:14:04.3Z,1,REGULAR,3pt,Jump Shot,[],1627936,69.07030223390277,72.54901960784314,1610612741,4,8,2024-03-07T02:14:08Z,340000,False,113.0,238.0,1,right,A. Caruso 26' 3PT  (3 PTS) (A. Dosunmu 2 AST),"[1627936, 1630245]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,,,,,26.35,Made,3.0,A. Dosunmu,1630245.0,2.0,,,,,,,,
36,PT09M13.00S,2024-03-07T02:14:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,5.732588699080158,43.627450980392155,1610612762,4,8,2024-03-07T02:16:51Z,360000,False,32.0,1.0,1,left,MISS K. Dunn driving Layup - blocked,"[1627739, 1629632]",1610612762.0,UTA,driving,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,3.19,Missed,,,,,,,,,White,1629632.0,,
37,PT09M13.00S,2024-03-07T02:14:24.0Z,1,REGULAR,block,,[],1629632,,,1610612762,4,8,2024-03-07T02:14:26Z,370000,False,,,0,,C. White BLOCK (1 BLK),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT09M11.00S,2024-03-07T02:14:26.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,4,8,2024-03-07T02:20:12Z,380000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,36.0,3.0,3.0,0.0,,,,
39,PT09M10.00S,2024-03-07T02:14:30.7Z,1,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612741,4,8,2024-03-07T02:14:50Z,390000,False,,,0,,C. Sexton shooting personal FOUL (1 PF) (Dosunmu 2 FT),"[1629012, 1630245]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Right,2882.0,1.0,0.0,Dosunmu,1630245.0,,,,,,,,,,,,,,,
41,PT09M10.00S,2024-03-07T02:14:51.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630245,,,1610612741,4,9,2024-03-07T02:17:42Z,410000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (1 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
42,PT09M10.00S,2024-03-07T02:14:51.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630245,,,1610612741,4,10,2024-03-07T02:17:42Z,420000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (2 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,
43,PT08M55.00S,2024-03-07T02:15:16.8Z,1,REGULAR,3pt,Jump Shot,[],1641729,24.26084099868594,13.725490196078432,1610612762,7,10,2024-03-07T02:15:22Z,430000,False,181.0,176.0,1,left,B. Sensabaugh 25' 3PT  (3 PTS) (C. Sexton 2 AST),"[1641729, 1629012]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,,25.25,Made,3.0,C. Sexton,1629012.0,2.0,,,,,,,,
45,PT08M44.00S,2024-03-07T02:15:27.0Z,1,REGULAR,3pt,Jump Shot,[],201942,71.69842312746385,18.872549019607842,1610612741,7,10,2024-03-07T02:18:11Z,450000,False,-156.0,214.0,1,right,MISS D. DeRozan 26' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,26.42,Missed,,,,,,,,,,,,
46,PT08M40.00S,2024-03-07T02:15:31.0Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,7,10,2024-03-07T02:15:31Z,460000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,
48,PT08M20.00S,2024-03-07T02:16:05.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629677,12.828515111695138,38.48039215686275,1610612762,7,10,2024-03-07T02:16:10Z,480000,False,58.0,68.0,1,left,MISS L. Samanic 8' driving floating Shot,[1629677],1610612762.0,UTA,driving floating,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,8.92,Missed,,,,,,,,,,,,
49,PT08M18.00S,2024-03-07T02:16:07.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,7,10,2024-03-07T02:16:10Z,490000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,48.0,4.0,4.0,0.0,,,,
50,PT08M11.00S,2024-03-07T02:16:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,91.01511169513797,62.254901960784316,1610612741,7,12,2024-03-07T02:18:52Z,500000,False,61.0,32.0,1,right,C. White 6' driving finger roll Layup (2 PTS) (A. Dosunmu 3 AST),"[1629632, 1630245]",1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.91,Made,2.0,A. Dosunmu,1630245.0,3.0,,,,,,,,
52,PT08M00.00S,2024-03-07T02:16:26.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629677,13.222733245729303,47.05882352941176,1610612762,9,12,2024-03-07T02:16:36Z,520000,False,15.0,72.0,1,left,L. Samanic 7' floating Jump Shot (2 PTS) (C. Sexton 3 AST),"[1629677, 1629012]",1610612762.0,UTA,floating,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.33,Made,2.0,C. Sexton,1629012.0,3.0,,,,,,,,
54,PT07M51.00S,2024-03-07T02:16:35.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,68.01905387647832,71.56862745098039,1610612741,9,15,2024-03-07T02:16:39Z,540000,False,108.0,248.0,1,right,C. White 27' 3PT  (5 PTS) (A. Dosunmu 4 AST),"[1629632, 1630245]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,,,,27.05,Made,5.0,A. Dosunmu,1630245.0,4.0,,,,,,,,
56,PT07M37.00S,2024-03-07T02:16:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,11.514454664914586,50.0,1610612762,11,15,2024-03-07T02:16:56Z,560000,False,0.0,56.0,1,left,C. Sexton fadeaway Jump Shot (4 PTS),[1629012],1610612762.0,UTA,fadeaway,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.57,Made,4.0,,,,,,,,,,,
57,PT07M24.00S,2024-03-07T02:17:03.0Z,1,REGULAR,2pt,Jump Shot,[],201942,85.89027595269383,19.852941176470587,1610612741,11,15,2024-03-07T02:17:08Z,570000,False,-151.0,80.0,1,right,MISS D. DeRozan 17' step back Shot,[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left,,,,,,,17.07,Missed,,,,,,,,,,,,
58,PT07M22.00S,2024-03-07T02:17:05.0Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,11,15,2024-03-07T02:17:08Z,580000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:3),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,57.0,3.0,3.0,0.0,,,,
59,PT07M13.00S,2024-03-07T02:17:14.2Z,1,REGULAR,3pt,Jump Shot,[],1641729,28.728646517739815,26.225490196078432,1610612762,11,15,2024-03-07T02:17:19Z,590000,False,119.0,218.0,1,left,MISS B. Sensabaugh 24' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,,24.79,Missed,,,,,,,,,,,,
60,PT07M09.00S,2024-03-07T02:17:17.7Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612762,11,15,2024-03-07T02:17:17Z,600000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,59.0,1.0,0.0,1.0,,,,
61,PT07M04.00S,2024-03-07T02:17:22.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641729,17.559132720105126,50.0,1610612762,13,15,2024-03-07T02:17:26Z,610000,False,0.0,113.0,1,left,B. Sensabaugh 11' pullup Jump Shot (5 PTS) (C. Sexton 4 AST),"[1641729, 1629012]",1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,11.26,Made,5.0,C. Sexton,1629012.0,4.0,,,,,,,,
63,PT06M46.00S,2024-03-07T02:17:40.0Z,1,REGULAR,2pt,Jump Shot,[],202696,89.04402102496715,76.9607843137255,1610612741,13,17,2024-03-07T02:17:44Z,630000,False,135.0,50.0,1,right,N. Vucevic 14' Jump Shot (4 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Right,,,,,,,14.39,Made,4.0,D. DeRozan,201942.0,1.0,,,,,,,,
65,PT06M26.00S,2024-03-07T02:18:00.2Z,1,REGULAR,3pt,Jump Shot,[],1629677,33.065045992115635,57.84313725490197,1610612762,13,17,2024-03-07T02:18:05Z,650000,False,-39.0,258.0,1,left,MISS L. Samanic 26' 3PT,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Above the Break 3,24+ Center,,,,,,,26.13,Missed,,,,,,,,,,,,
66,PT06M23.00S,2024-03-07T02:18:03.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,13,17,2024-03-07T02:18:05Z,660000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,65.0,5.0,5.0,0.0,,,,
67,PT06M03.00S,2024-03-07T02:18:23.0Z,1,REGULAR,3pt,Jump Shot,[],202696,66.44218134034165,48.77450980392157,1610612741,13,17,2024-03-07T02:18:28Z,670000,False,-6.0,263.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,,,,,26.3,Missed,,,,,,,,,,,,
68,PT06M00.00S,2024-03-07T02:18:26.0Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,13,17,2024-03-07T02:18:28Z,680000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:4),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,67.0,4.0,4.0,0.0,,,,
69,PT05M51.00S,2024-03-07T02:18:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,5.469776609724048,45.83333333333333,1610612762,15,17,2024-03-07T02:23:19Z,690000,False,21.0,-1.0,1,left,C. Sexton driving reverse Layup (6 PTS),[1629012],1610612762.0,UTA,driving reverse,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,2.08,Made,6.0,,,,,,,,,,,
70,PT05M40.00S,2024-03-07T02:18:46.9Z,1,REGULAR,3pt,Jump Shot,[],201942,89.30683311432325,3.431372549019608,1610612741,15,17,2024-03-07T02:18:52Z,700000,False,-233.0,48.0,1,right,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,,,,,23.77,Missed,,,,,,,,,,,,
71,PT05M36.00S,2024-03-07T02:18:50.9Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612762,15,17,2024-03-07T02:18:52Z,710000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,70.0,1.0,1.0,0.0,,,,
72,PT05M26.00S,2024-03-07T02:19:00.1Z,1,REGULAR,3pt,Jump Shot,[],1641729,6.258212877792378,96.07843137254902,1610612762,15,17,2024-03-07T02:19:07Z,720000,False,-230.0,6.0,1,left,MISS B. Sensabaugh 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,,,,,,,23.05,Missed,,,,,,,,,,,,
73,PT05M20.00S,2024-03-07T02:19:06.1Z,1,REGULAR,rebound,offensive,[],1641729,,,1610612762,15,17,2024-03-07T02:29:11Z,730000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:4),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,72.0,5.0,4.0,1.0,,,,
76,PT05M16.00S,2024-03-07T02:19:11.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641729,17.821944809461236,92.15686274509804,1610612762,18,17,2024-03-07T02:29:11Z,760000,False,-211.0,115.0,1,left,B. Sensabaugh 24' 3PT  (8 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,,,,,24.01,Made,8.0,,,,,,,,,,,
77,PT05M16.00S,2024-03-07T02:19:16.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,18,17,2024-03-07T02:19:16Z,770000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M16.00S,2024-03-07T02:21:49.0Z,1,REGULAR,substitution,out,[],1627739,,,1610612741,18,17,2024-03-07T02:22:04Z,780000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M16.00S,2024-03-07T02:21:49.0Z,1,REGULAR,substitution,out,[],1629677,,,1610612741,18,17,2024-03-07T02:22:04Z,790000,False,,,0,,SUB out: L. Samanic,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M16.00S,2024-03-07T02:21:49.0Z,1,REGULAR,substitution,out,[],201942,,,1610612741,18,17,2024-03-07T02:22:04Z,800000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M16.00S,2024-03-07T02:21:49.0Z,1,REGULAR,substitution,in,[],203903,,,1610612741,18,17,2024-03-07T02:22:04Z,820000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M16.00S,2024-03-07T02:21:49.0Z,1,REGULAR,substitution,in,[],1629659,,,1610612741,18,17,2024-03-07T02:22:04Z,830000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M16.00S,2024-03-07T02:21:49.0Z,1,REGULAR,substitution,in,[],1641931,,,1610612741,18,17,2024-03-07T02:22:04Z,840000,False,,,0,,SUB in: O. Bitim,[1641931],1610612741.0,CHI,,,,Bitim,O. Bitim,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M16.00S,2024-03-07T02:21:49.0Z,1,REGULAR,substitution,in,[],1641763,,,1610612741,18,17,2024-03-07T02:22:04Z,850000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M16.00S,2024-03-07T02:21:49.0Z,1,REGULAR,substitution,out,[],1627936,,,1610612741,18,17,2024-03-07T02:22:11Z,860000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M02.00S,2024-03-07T02:22:22.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,87.59855453350855,59.55882352941176,1610612741,18,19,2024-03-07T02:22:27Z,870000,False,48.0,64.0,1,right,N. Vucevic 8' turnaround Hook (6 PTS) (A. Dosunmu 5 AST),"[202696, 1630245]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,8.0,Made,6.0,A. Dosunmu,1630245.0,5.0,,,,,,,,
