actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-04-10T01:10:48.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-10T01:10:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-04-10T01:10:52.7Z,1,REGULAR,jumpball,recovered,[],203484,,,1610612743,0,0,2024-04-10T01:10:52Z,40000,False,,,0,,Jump Ball N. Jokic vs. O. Yurtseven: Tip to K. Caldwell-Pope,"[203484, 203999, 1630209]",1610612743.0,DEN,startperiod,K. Caldwell-Pope,203484.0,Caldwell-Pope,K. Caldwell-Pope,Jokic,203999.0,Yurtseven,1630209.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-04-10T01:11:07.4Z,1,REGULAR,3pt,Jump Shot,[],1631128,4.944152431011826,95.83333333333334,1610612743,0,3,2024-04-10T01:11:14Z,70000,False,-229.0,-6.0,1,left,C. Braun 3PT  (3 PTS) (N. Jokic 1 AST),"[1631128, 203999]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,22.93,Made,3.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,,
9,PT11M15.00S,2024-04-10T01:11:32.3Z,1,REGULAR,3pt,Jump Shot,[],1641707,86.28449408672799,2.941176470588235,1610612762,0,3,2024-04-10T01:11:37Z,90000,False,-235.0,76.0,1,right,MISS T. Hendricks 24' 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,24.74,Missed,,,,,,,,,,,,,,,,,,
10,PT11M13.00S,2024-04-10T01:11:34.3Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612762,0,3,2024-04-10T01:11:37Z,100000,False,,,0,,O. Yurtseven REBOUND (Off:1 Def:0),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,Left Corner 3,24+ Left,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M11.00S,2024-04-10T01:11:36.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630209,92.06636005256242,49.50980392156863,1610612762,2,3,2024-04-10T01:11:43Z,110000,False,-2.0,22.0,1,right,O. Yurtseven putback DUNK (2 PTS),[1630209],1610612762.0,UTA,putback,,,Yurtseven,O. Yurtseven,,,,,Restricted Area,0-8 Center,2.22,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M51.00S,2024-04-10T01:11:56.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,7.178055190538765,41.66666666666667,1610612743,2,5,2024-04-10T01:12:01Z,120000,False,42.0,15.0,1,left,N. Jokic Hook (2 PTS) (K. Caldwell-Pope 1 AST),"[203999, 203484]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,2.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,,,,
14,PT10M35.00S,2024-04-10T01:12:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630209,92.46057818659659,54.65686274509803,1610612762,4,5,2024-04-10T01:12:21Z,140000,False,23.0,18.0,1,right,O. Yurtseven reverse Layup (4 PTS) (L. Samanic 1 AST),"[1630209, 1629677]",1610612762.0,UTA,reverse,,,Yurtseven,O. Yurtseven,,,,,Restricted Area,0-8 Center,2.97,Made,4.0,L. Samanic,1629677.0,1.0,,,,,,,,,,,,,,
16,PT10M30.00S,2024-04-10T01:12:18.2Z,1,REGULAR,3pt,Jump Shot,[],1627750,6.521024967148489,2.696078431372549,1610612743,4,5,2024-04-10T01:13:05Z,160000,False,237.0,9.0,1,left,MISS J. Murray 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Right Corner 3,24+ Right,23.67,Missed,,,,,,,,,,,,,,,,,,
17,PT10M30.00S,2024-04-10T01:12:18.2Z,1,REGULAR,rebound,offensive,[],203484,,,1610612743,4,5,2024-04-10T01:12:27Z,170000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,
18,PT10M22.00S,2024-04-10T01:12:26.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631128,32.14520367936925,50.49019607843137,1610612743,4,8,2024-04-10T01:12:31Z,180000,False,-2.0,250.0,1,left,C. Braun 24' 3PT  (6 PTS) (J. Murray 1 AST),"[1631128, 1627750]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,24.97,Made,6.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,
20,PT09M59.00S,2024-04-10T01:12:48.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629677,89.83245729303549,43.872549019607845,1610612762,4,8,2024-04-10T01:12:55Z,200000,False,-31.0,43.0,1,right,MISS L. Samanic driving Layup,[1629677],1610612762.0,UTA,driving,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,,,,,,,
21,PT09M56.00S,2024-04-10T01:12:51.5Z,1,REGULAR,rebound,offensive,[],1629677,,,1610612762,4,8,2024-04-10T01:12:55Z,210000,False,,,0,,L. Samanic REBOUND (Off:1 Def:0),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,
22,PT09M55.00S,2024-04-10T01:12:52.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629677,91.5407358738502,44.85294117647059,1610612762,4,8,2024-04-10T01:14:17Z,220000,False,-26.0,27.0,1,right,MISS L. Samanic Layup,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,,,,
23,PT09M55.00S,2024-04-10T01:12:52.5Z,1,REGULAR,rebound,offensive,[],1641718,,,1610612762,4,8,2024-04-10T01:13:00Z,230000,False,,,0,,K. George REBOUND (Off:1 Def:0),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,
24,PT09M42.00S,2024-04-10T01:13:06.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630548,75.24638633377135,41.66666666666667,1610612762,4,8,2024-04-10T01:13:12Z,240000,False,-42.0,180.0,1,right,MISS J. Juzang 18' pullup Shot,[1630548],1610612762.0,UTA,pullup,,,Juzang,J. Juzang,,,,,Mid-Range,16-24 Center,18.5,Missed,,,,,,,,,,,,,,,,,,
25,PT09M38.00S,2024-04-10T01:13:10.6Z,1,REGULAR,rebound,offensive,[],1641707,,,1610612762,4,8,2024-04-10T01:13:12Z,250000,False,,,0,,T. Hendricks REBOUND (Off:1 Def:0),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Mid-Range,16-24 Center,,,,,,,24.0,1.0,0.0,1.0,,,,,,,,,,
26,PT09M36.00S,2024-04-10T01:13:11.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641707,89.43823915900131,53.67647058823529,1610612762,4,8,2024-04-10T01:13:17Z,260000,False,18.0,47.0,1,right,MISS T. Hendricks turnaround Shot,[1641707],1610612762.0,UTA,turnaround,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,5.03,Missed,,,,,,,,,,,,,,,,,,
27,PT09M36.00S,2024-04-10T01:13:11.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,4,8,2024-04-10T01:13:17Z,270000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT09M31.00S,2024-04-10T01:13:16.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627750,7.046649145860711,54.65686274509803,1610612743,4,10,2024-04-10T01:13:26Z,280000,False,-23.0,14.0,1,left,J. Murray running DUNK (2 PTS) (K. Caldwell-Pope 2 AST),"[1627750, 203484]",1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.7,Made,2.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,,,,,,
30,PT09M20.00S,2024-04-10T01:13:27.6Z,1,REGULAR,3pt,Jump Shot,[],1641718,67.49342969776609,67.64705882352942,1610612762,4,10,2024-04-10T01:16:32Z,300000,False,88.0,253.0,1,right,MISS K. George 26' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,26.8,Missed,,,,,,,,,,,,,,,,,,
31,PT09M17.00S,2024-04-10T01:13:30.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,4,10,2024-04-10T01:13:34Z,310000,False,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,
32,PT09M15.00S,2024-04-10T01:13:32.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627750,7.703679369250986,46.81372549019608,1610612743,4,12,2024-04-10T01:13:46Z,320000,False,16.0,20.0,1,left,J. Murray running DUNK (4 PTS) (N. Jokic 2 AST),"[1627750, 203999]",1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.55,Made,4.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,,,
34,PT09M15.00S,2024-04-10T01:13:38.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,4,12,2024-04-10T01:13:38Z,340000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M58.00S,2024-04-10T01:16:48.4Z,1,REGULAR,turnover,bad pass,[],1629677,,,1610612762,4,12,2024-04-10T01:16:54Z,350000,False,,,0,,L. Samanic bad pass TURNOVER (1 TO),"[1629677, 1629008]",1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1.0,Porter Jr.,1629008.0,,,,,,,
36,PT08M58.00S,2024-04-10T01:16:48.4Z,1,REGULAR,steal,,[],1629008,,,1610612743,4,12,2024-04-10T01:16:50Z,360000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
37,PT08M49.00S,2024-04-10T01:16:57.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629008,21.369908015768726,68.38235294117648,1610612743,4,14,2024-04-10T01:17:03Z,370000,False,-92.0,148.0,1,left,M. Porter Jr. 17' pullup Jump Shot (2 PTS),[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,17.46,Made,2.0,,,,,,,,,,,,,,,,,
38,PT08M36.00S,2024-04-10T01:17:11.0Z,1,REGULAR,turnover,out-of-bounds,[],1630209,,,1610612762,4,14,2024-04-10T01:17:17Z,380000,False,,,0,,O. Yurtseven bad pass out-of-bounds TURNOVER (1 TO),[1630209],1610612762.0,UTA,bad pass,,,Yurtseven,O. Yurtseven,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,201639.0,,,,,,
39,PT08M19.00S,2024-04-10T01:17:33.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627750,11.251642575558476,48.28431372549019,1610612743,4,14,2024-04-10T01:17:39Z,390000,False,9.0,53.0,1,left,MISS J. Murray turnaround Hook,[1627750],1610612743.0,DEN,turnaround,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.4,Missed,,,,,,,,,,,,,,,,,,
40,PT08M15.00S,2024-04-10T01:17:37.5Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,4,14,2024-04-10T01:17:39Z,400000,False,,,0,,K. George REBOUND (Off:1 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,39.0,2.0,1.0,1.0,,,,,,,,,,
41,PT08M07.00S,2024-04-10T01:17:45.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641707,88.25558475689881,52.20588235294118,1610612762,4,14,2024-04-10T01:20:49Z,410000,False,11.0,58.0,1,right,MISS T. Hendricks driving floating Shot,[1641707],1610612762.0,UTA,driving floating,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,,,,,,,,,,,,,,,,,,
43,PT08M05.00S,2024-04-10T01:17:47.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,4,14,2024-04-10T01:17:50Z,430000,False,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,41.0,3.0,3.0,0.0,,,,,,,,,,
