actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-14T02:10:36.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-14T02:10:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-14T02:10:38.6Z,1,REGULAR,jumpball,recovered,[],203944,,,1610612752,0,0,2023-12-14T02:10:38Z,40000,False,,,0,,Jump Ball J. Sims vs. L. Markkanen: Tip to J. Randle,"[203944, 1630579, 1628374]",1610612752.0,NYK,startperiod,J. Randle,203944.0,Randle,J. Randle,Sims,1630579.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-12-14T02:10:53.4Z,1,REGULAR,turnover,lost ball,[],1628973,,,1610612752,0,0,2023-12-14T02:10:57Z,70000,False,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 1631323]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,1.0,Fontecchio,1631323.0,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2023-12-14T02:10:53.4Z,1,REGULAR,steal,,[],1631323,,,1610612762,0,0,2023-12-14T02:10:55Z,80000,False,,,0,,S. Fontecchio STEAL (1 STL),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
9,PT11M25.00S,2023-12-14T02:11:09.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628374,74.19513797634691,40.44117647058824,1610612762,2,0,2023-12-14T02:12:06Z,90000,False,-48.0,190.0,1,right,L. Markkanen 19' pullup Jump Shot (2 PTS) (K. Olynyk 1 AST),"[1628374, 203482]",1610612762.0,UTA,pullup,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Center,,,,19.6,Made,2.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,
11,PT11M02.00S,2023-12-14T02:11:33.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,14.668199737187912,53.18627450980392,1610612752,2,2,2023-12-14T02:11:38Z,110000,False,-16.0,85.0,1,left,J. Randle 8' Jump Shot (2 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,8.69,Made,2.0,,,,,,,,,,,,,,
12,PT10M43.00S,2023-12-14T02:11:56.3Z,1,REGULAR,turnover,out-of-bounds,[],1641718,,,1610612762,2,2,2023-12-14T02:12:04Z,120000,False,,,0,,K. George bad pass out-of-bounds TURNOVER (1 TO),[1641718],1610612762.0,UTA,bad pass,,,George,K. George,,,,,Mid-Range,16-24 Left,1.0,,,,,,,,,2534.0,,,,,,,,,,
13,PT10M33.00S,2023-12-14T02:12:07.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,13.091327201051248,2.696078431372549,1610612752,2,2,2023-12-14T02:12:13Z,130000,False,237.0,71.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,24.68,Missed,,,,,,,,,,,,,,,
14,PT10M27.00S,2023-12-14T02:12:13.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,2,2,2023-12-14T02:12:13Z,140000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,
15,PT10M20.00S,2023-12-14T02:12:18.6Z,1,REGULAR,3pt,Jump Shot,[],1641718,72.09264126149803,15.441176470588236,1610612762,2,2,2023-12-14T02:12:28Z,150000,False,-173.0,210.0,1,right,MISS K. George 27' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,27.18,Missed,,,,,,,,,,,,,,,
