actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-03-30T01:41:01.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-30T01:41:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-03-30T01:41:03.5Z,1,REGULAR,jumpball,recovered,[],1641718,,,1610612762,0,0,2024-03-30T01:41:03Z,40000,False,,,0,,Jump Ball J. Collins vs. J. Smith Jr.: Tip to K. George,"[1641718, 1628381, 1631095]",1610612762.0,UTA,startperiod,K. George,1641718.0,George,K. George,Collins,1628381.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-03-30T01:41:20.8Z,1,REGULAR,3pt,Jump Shot,[],1641729,4.812746386333772,95.83333333333334,1610612762,0,0,2024-03-30T01:41:30Z,70000,False,-229.0,-7.0,1,left,MISS B. Sensabaugh 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-03-30T01:41:24.8Z,1,REGULAR,rebound,offensive,[],1629012,,,1610612762,0,0,2024-03-30T01:41:30Z,80000,False,,,0,,C. Sexton REBOUND (Off:1 Def:0),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Left Corner 3,24+ Left,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2024-03-30T01:41:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,10.463206307490145,49.01960784313725,1610612762,2,0,2024-03-30T01:41:35Z,90000,False,5.0,46.0,1,left,C. Sexton driving finger roll Layup (2 PTS),[1629012],1610612762.0,UTA,driving finger roll,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M06.00S,2024-03-30T01:41:54.7Z,1,REGULAR,2pt,Jump Shot,[],1627832,76.95466491458606,67.40196078431373,1610612745,2,0,2024-03-30T01:41:58Z,100000,False,87.0,164.0,1,right,MISS F. VanVleet 18' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,18.57,Missed,,,,,,,,,,,,,,,,,,
11,PT11M04.00S,2024-03-30T01:41:56.7Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612762,2,0,2024-03-30T01:41:58Z,110000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Mid-Range,16-24 Right Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT10M49.00S,2024-03-30T01:42:12.4Z,1,REGULAR,3pt,Jump Shot,[],1641707,8.623521681997373,3.431372549019608,1610612762,2,0,2024-03-30T01:42:17Z,120000,False,233.0,29.0,1,left,MISS T. Hendricks 3PT,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,23.46,Missed,,,,,,,,,,,,,,,,,,
13,PT10M46.00S,2024-03-30T01:42:15.4Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,2,0,2024-03-30T01:42:17Z,130000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M39.00S,2024-03-30T01:42:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,92.9862023653088,42.15686274509804,1610612745,2,0,2024-03-30T01:42:28Z,140000,False,-39.0,13.0,1,right,MISS J. Smith Jr. Layup,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,4.14,Missed,,,,,,,,,,,,,,,,,,
