actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-16T02:10:48.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-16T02:10:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-02-16T02:10:49.7Z,1,REGULAR,jumpball,recovered,[],1641718,,,1610612762,0,0,2024-02-16T02:10:49Z,40000,False,,,0,,Jump Ball W. Kessler vs. D. Green: Tip to K. George,"[1641718, 1631117, 203110]",1610612762.0,UTA,startperiod,K. George,1641718.0,George,K. George,Kessler,1631117.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-02-16T02:11:05.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,11.777266754270697,48.77450980392157,1610612762,0,0,2024-02-16T02:11:11Z,70000,False,6.0,58.0,1,left,MISS J. Collins Hook,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,5.85,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2024-02-16T02:11:08.2Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,0,0,2024-02-16T02:11:11Z,80000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-02-16T02:11:22.9Z,1,REGULAR,3pt,Jump Shot,[],201939,70.12155059132719,72.05882352941177,1610612744,0,0,2024-02-16T02:11:28Z,90000,False,110.0,228.0,1,right,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2024-02-16T02:11:25.9Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,0,0,2024-02-16T02:11:28Z,100000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M14.00S,2024-02-16T02:11:33.4Z,1,REGULAR,3pt,Jump Shot,[],1628374,28.07161629434954,75.24509803921569,1610612762,3,0,2024-02-16T02:11:39Z,110000,False,-126.0,211.0,1,left,L. Markkanen 24' 3PT  (3 PTS) (K. George 1 AST),"[1628374, 1641718]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,24.62,Made,,,,,3.0,K. George,1641718.0,1.0,,,,,,,,,,
13,PT11M01.00S,2024-02-16T02:11:46.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,93.64323258869908,46.07843137254902,1610612744,3,2,2024-02-16T02:11:51Z,130000,False,-20.0,7.0,1,right,J. Kuminga cutting DUNK (2 PTS) (D. Green 1 AST),"[1630228, 203110]",1610612744.0,GSW,cutting,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,2.0,D. Green,203110.0,1.0,,,,,,,,,,
15,PT10M48.00S,2024-02-16T02:11:59.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629012,9.280551905387648,47.549019607843135,1610612762,3,2,2024-02-16T02:13:16Z,150000,False,12.0,35.0,1,left,MISS C. Sexton DUNK - blocked,"[1629012, 203110]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,Green,203110.0,,,,,,,,
78,PT10M48.00S,2024-02-16T02:11:59.3Z,1,REGULAR,block,,[],203110,,,1610612762,3,2,2024-02-16T02:21:12Z,155000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
