actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
253,PT06M32.00S,2023-12-30T22:54:35.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628374,92.06636005256242,45.34313725490196,1610612762,37,38,2023-12-30T23:00:50Z,2460000,False,-23.0,22.0,1,right,MISS L. Markkanen running alley-oop Layup,[1628374],1610612762.0,UTA,running alley-oop,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
254,PT06M30.00S,2023-12-30T22:54:37.0Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,37,38,2023-12-30T22:54:40Z,2470000,False,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,253.0,2.0,2.0,0.0,,,,,,,,,,,,,
256,PT06M26.00S,2023-12-30T22:54:41.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,32.802233902759525,67.64705882352942,1610612748,37,41,2023-12-30T23:02:34Z,2490000,False,-88.0,256.0,1,left,T. Herro 27' 3PT running (14 PTS) (D. Robinson 1 AST),"[1629639, 1629130]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,27.06,Made,14.0,,,,,,,,,,,,D. Robinson,1629130.0,1.0,,,
258,PT06M13.00S,2023-12-30T22:54:54.9Z,2,REGULAR,3pt,Jump Shot,[],203903,69.33311432325887,72.79411764705883,1610612762,37,41,2023-12-30T22:54:59Z,2510000,False,114.0,236.0,1,right,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
259,PT06M10.00S,2023-12-30T22:54:57.9Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,37,41,2023-12-30T22:54:59Z,2520000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:4),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,,,,258.0,4.0,4.0,0.0,,,,,,,,,,,,,
260,PT06M04.00S,2023-12-30T22:55:03.0Z,2,REGULAR,turnover,lost ball,[],1629312,,,1610612748,37,41,2023-12-30T22:55:08Z,2530000,False,,,0,,H. Highsmith lost ball TURNOVER (2 TO),"[1629312, 1629012]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Sexton,1629012.0
261,PT06M04.00S,2023-12-30T22:55:03.0Z,2,REGULAR,steal,,[],1629012,,,1610612762,37,41,2023-12-30T22:55:05Z,2540000,False,,,0,,C. Sexton STEAL (1 STL),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
262,PT05M59.00S,2023-12-30T22:55:07.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631117,91.93495400788436,54.41176470588235,1610612762,39,41,2023-12-30T23:03:52Z,2550000,False,22.0,23.0,1,right,W. Kessler running Layup (6 PTS) (C. Sexton 3 AST),"[1631117, 1629012]",1610612762.0,UTA,running,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.21,Made,6.0,,,,,,,,,,,,C. Sexton,1629012.0,3.0,,,
264,PT05M47.00S,2023-12-30T22:55:20.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,14.14257555847569,57.84313725490197,1610612748,39,43,2023-12-30T23:04:38Z,2570000,False,-39.0,80.0,1,left,B. Adebayo 8' floating Jump Shot (10 PTS) (T. Herro 3 AST),"[1628389, 1629639]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.94,Made,10.0,,,,,,,,,,,,T. Herro,1629639.0,3.0,,,
266,PT05M33.00S,2023-12-30T22:55:33.7Z,2,REGULAR,3pt,Jump Shot,[],1629012,69.33311432325887,70.58823529411765,1610612762,39,43,2023-12-30T23:05:00Z,2590000,False,103.0,236.0,1,right,MISS C. Sexton 25' pullup 3PT,[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,25.73,Missed,,,,,,,,,,,,,,,,,,
267,PT05M32.00S,2023-12-30T22:55:36.1Z,2,REGULAR,rebound,offensive,[],1628374,,,1610612762,39,43,2023-12-30T22:55:36Z,2600000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,266.0,3.0,1.0,2.0,,,,,,,,,,,,,
268,PT05M30.00S,2023-12-30T22:55:37.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,92.32917214191852,44.11764705882353,1610612762,41,43,2023-12-30T23:05:41Z,2610000,False,-29.0,20.0,1,right,L. Markkanen putback Layup (3 PTS),[1628374],1610612762.0,UTA,putback,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.53,Made,3.0,,,,,,,,,,,,,,,,,
269,PT05M15.00S,2023-12-30T22:55:52.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,14.931011826544022,47.30392156862745,1610612748,41,45,2023-12-30T22:55:59Z,2620000,False,13.0,88.0,1,left,B. Adebayo 8' turnaround Jump Shot (12 PTS) (D. Robinson 2 AST),"[1628389, 1629130]",1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.89,Made,12.0,,,,,,,,,,,,D. Robinson,1629130.0,2.0,,,
270,PT04M45.00S,2023-12-30T22:56:23.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,91.5407358738502,55.63725490196079,1610612762,41,45,2023-12-30T23:06:35Z,2630000,False,28.0,27.0,1,right,MISS J. Clarkson driving Layup,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,3.9,Missed,,,,,,,,,,,,,,,,,,
271,PT04M42.00S,2023-12-30T22:56:25.2Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,41,45,2023-12-30T22:56:25Z,2640000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,270.0,6.0,6.0,0.0,,,,,,,,,,,,,
273,PT04M39.00S,2023-12-30T22:56:29.4Z,2,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,41,45,2023-12-30T22:56:35Z,2660000,False,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (2 TO),[1628389],1610612748.0,MIA,bad pass,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left,,,,,,,,,,1162.0,,,,,,,,2.0,,
274,PT04M39.00S,2023-12-30T22:56:33.4Z,2,REGULAR,substitution,out,[],203903,,,1610612762,41,45,2023-12-30T22:56:44Z,2670000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M39.00S,2023-12-30T22:56:33.4Z,2,REGULAR,substitution,out,[],1628389,,,1610612762,41,45,2023-12-30T22:56:44Z,2680000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M39.00S,2023-12-30T22:56:33.4Z,2,REGULAR,substitution,out,[],1629639,,,1610612762,41,45,2023-12-30T22:56:44Z,2690000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M39.00S,2023-12-30T22:56:33.4Z,2,REGULAR,substitution,in,[],1627739,,,1610612762,41,45,2023-12-30T22:56:44Z,2700000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M39.00S,2023-12-30T22:56:33.4Z,2,REGULAR,substitution,in,[],1631170,,,1610612762,41,45,2023-12-30T22:56:44Z,2710000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M39.00S,2023-12-30T22:56:33.4Z,2,REGULAR,substitution,in,[],201567,,,1610612762,41,45,2023-12-30T22:56:44Z,2720000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M32.00S,2023-12-30T22:56:58.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629012,91.67214191852825,55.63725490196079,1610612762,43,45,2023-12-30T22:57:03Z,2730000,False,28.0,26.0,1,right,C. Sexton driving Layup (9 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.82,Made,9.0,,,,,,,,,,,,,,,,,
282,PT04M18.00S,2023-12-30T22:57:14.5Z,2,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612748,43,45,2023-12-30T22:57:20Z,2740000,False,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Jaquez Jr. 2 FT),"[1628374, 1631170]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202035.0,1.0,0.0,Jaquez Jr.,1631170.0,,,,,,
284,PT04M18.00S,2023-12-30T22:57:42.6Z,2,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,43,46,2023-12-30T22:57:42Z,2760000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (4 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
285,PT04M18.00S,2023-12-30T22:57:57.1Z,2,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,43,47,2023-12-30T22:57:57Z,2770000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (5 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
286,PT04M04.00S,2023-12-30T22:58:20.5Z,2,REGULAR,foul,personal,[],1629130,,,1610612762,43,47,2023-12-30T22:58:26Z,2780000,False,,,0,,D. Robinson personal FOUL (2 PF),"[1629130, 1631323]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1162.0,2.0,0.0,Fontecchio,1631323.0,,,,,,
288,PT03M54.00S,2023-12-30T22:58:51.5Z,2,REGULAR,3pt,Jump Shot,[],1629012,66.96780551905388,57.107843137254896,1610612762,46,47,2023-12-30T23:07:44Z,2800000,False,36.0,258.0,1,right,C. Sexton 26' 3PT pullup (12 PTS) (K. Dunn 5 AST),"[1629012, 1627739]",1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,26.04,Made,12.0,,,,,,,,,,,,K. Dunn,1627739.0,5.0,,,
289,PT03M43.00S,2023-12-30T22:59:03.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,6.521024967148489,43.13725490196079,1610612748,46,49,2023-12-30T23:08:08Z,2810000,False,34.0,9.0,1,left,J. Jaquez Jr. driving Layup (7 PTS),[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,3.54,Made,7.0,,,,,,,,,,,,,,,,,
332,PT03M31.00S,2023-12-30T22:59:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,89.70105124835742,54.166666666666664,1610612762,46,49,2023-12-30T23:14:15Z,2815000,False,21.0,44.0,1,right,MISS K. Dunn driving Layup - blocked,"[1627739, 202710]",1610612762.0,UTA,driving,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,4.89,Missed,,,,,,Butler,202710.0,,,,,,,,,,,
333,PT03M31.00S,2023-12-30T22:59:10.1Z,2,REGULAR,block,,[],202710,,,1610612762,46,49,2023-12-30T23:12:59Z,2817500,False,,,0,,J. Butler BLOCK (1 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
334,PT03M31.00S,2023-12-30T22:59:10.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,46,49,2023-12-30T23:12:59Z,2818750,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,332.0,,,,,,,,,,,,,,,,
292,PT03M14.00S,2023-12-30T22:59:38.4Z,2,REGULAR,2pt,Jump Shot,[],202710,16.113666228646515,82.35294117647058,1610612748,46,49,2023-12-30T23:13:04Z,2830000,False,-162.0,99.0,1,left,MISS J. Butler 18' Jump Shot,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left,18.97,Missed,,,,,,,,,,,,,,,,,,
293,PT03M11.00S,2023-12-30T22:59:41.4Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,46,49,2023-12-30T22:59:43Z,2840000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Left,,,,292.0,4.0,2.0,2.0,,,,,,,,,,,,,
294,PT02M59.00S,2023-12-30T22:59:52.5Z,2,REGULAR,turnover,bad pass,[],1629012,,,1610612762,46,49,2023-12-30T22:59:56Z,2850000,False,,,0,,C. Sexton bad pass TURNOVER (2 TO),"[1629012, 1629130]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Robinson,1629130.0
295,PT02M59.00S,2023-12-30T22:59:52.5Z,2,REGULAR,steal,,[],1629130,,,1610612748,46,49,2023-12-30T22:59:54Z,2860000,False,,,0,,D. Robinson STEAL (2 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
296,PT02M54.00S,2023-12-30T22:59:57.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629312,7.30946123521682,94.85294117647058,1610612748,46,49,2023-12-30T23:12:41Z,2870000,False,-224.0,16.0,1,left,MISS H. Highsmith running pullup 3PT,[1629312],1610612748.0,MIA,running pullup,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,22.49,Missed,,,,,,,,,,,,,,,,,,
297,PT02M50.00S,2023-12-30T23:00:01.4Z,2,REGULAR,rebound,offensive,[],201567,,,1610612748,46,49,2023-12-30T23:00:03Z,2880000,False,,,0,,K. Love REBOUND (Off:2 Def:0),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Left Corner 3,24+ Left,,,,296.0,2.0,0.0,2.0,,,,,,,,,,,,,
298,PT02M50.00S,2023-12-30T23:00:01.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201567,5.590000152587891,50.0,1610612748,46,49,2023-12-30T23:00:01Z,2890000,False,0.0,0.0,1,left,MISS K. Love tip Layup,[201567],1610612748.0,MIA,tip,,,Love,K. Love,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
299,PT02M49.00S,2023-12-30T23:00:01.9Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,46,49,2023-12-30T23:00:01Z,2900000,False,,,0,,W. Kessler REBOUND (Off:0 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,,,,298.0,4.0,4.0,0.0,,,,,,,,,,,,,
300,PT02M42.00S,2023-12-30T23:00:08.9Z,2,REGULAR,3pt,Jump Shot,[],1631323,70.64717477003943,76.7156862745098,1610612762,46,49,2023-12-30T23:00:13Z,2910000,False,134.0,223.0,1,right,MISS S. Fontecchio 26' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
301,PT02M40.00S,2023-12-30T23:00:10.9Z,2,REGULAR,rebound,defensive,[],201567,,,1610612748,46,49,2023-12-30T23:00:13Z,2920000,False,,,0,,K. Love REBOUND (Off:2 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,,300.0,3.0,1.0,2.0,,,,,,,,,,,,,
302,PT02M27.00S,2023-12-30T23:00:24.1Z,2,REGULAR,turnover,bad pass,[],1629130,,,1610612748,46,49,2023-12-30T23:00:28Z,2930000,False,,,0,,D. Robinson bad pass TURNOVER (1 TO),"[1629130, 1631323]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Fontecchio,1631323.0
303,PT02M27.00S,2023-12-30T23:00:24.1Z,2,REGULAR,steal,,[],1631323,,,1610612762,46,49,2023-12-30T23:00:25Z,2940000,False,,,0,,S. Fontecchio STEAL (2 STL),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
304,PT02M23.00S,2023-12-30T23:00:28.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631117,90.22667542706965,49.754901960784316,1610612762,48,49,2023-12-30T23:00:35Z,2950000,False,-1.0,39.0,1,right,W. Kessler running DUNK (8 PTS) (S. Fontecchio 1 AST),"[1631117, 1631323]",1610612762.0,UTA,running,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.94,Made,8.0,,,,,,,,,,,,S. Fontecchio,1631323.0,1.0,,,
306,PT02M07.00S,2023-12-30T23:00:44.1Z,2,REGULAR,3pt,Jump Shot,[],1629312,25.443495400788436,86.51960784313727,1610612748,48,49,2023-12-30T23:00:48Z,2970000,False,-183.0,187.0,1,left,MISS H. Highsmith 26' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,26.12,Missed,,,,,,,,,,,,,,,,,,
307,PT02M05.00S,2023-12-30T23:00:46.1Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612762,48,49,2023-12-30T23:00:48Z,2980000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,306.0,2.0,1.0,1.0,,,,,,,,,,,,,
308,PT01M56.00S,2023-12-30T23:00:55.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629012,90.75229960578186,51.71568627450981,1610612762,50,49,2023-12-30T23:01:01Z,2990000,False,9.0,34.0,1,right,C. Sexton driving DUNK (14 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.55,Made,14.0,,,,,,,,,,,,,,,,,
309,PT01M56.00S,2023-12-30T23:01:09.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,50,49,2023-12-30T23:01:09Z,3000000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M56.00S,2023-12-30T23:03:23.3Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,50,49,2023-12-30T23:03:31Z,3010000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M56.00S,2023-12-30T23:03:23.3Z,2,REGULAR,substitution,out,[],201567,,,1610612748,50,49,2023-12-30T23:03:31Z,3020000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M56.00S,2023-12-30T23:03:23.3Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,50,49,2023-12-30T23:03:31Z,3030000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M56.00S,2023-12-30T23:03:23.3Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,50,49,2023-12-30T23:03:31Z,3040000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M39.00S,2023-12-30T23:04:10.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,15.588042049934298,37.254901960784316,1610612748,50,51,2023-12-30T23:04:14Z,3050000,False,64.0,94.0,1,left,J. Butler 11' Jump Shot (2 PTS) (J. Jaquez Jr. 1 AST),"[202710, 1631170]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Right,11.36,Made,2.0,,,,,,,,,,,,J. Jaquez Jr.,1631170.0,1.0,,,
316,PT01M20.00S,2023-12-30T23:04:28.2Z,2,REGULAR,3pt,Jump Shot,[],1631323,88.64980289093299,2.2058823529411766,1610612762,50,51,2023-12-30T23:04:33Z,3070000,False,-239.0,54.0,1,right,MISS S. Fontecchio 24' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,24.51,Missed,,,,,,,,,,,,,,,,,,
317,PT01M18.00S,2023-12-30T23:04:30.2Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,50,51,2023-12-30T23:04:33Z,3080000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:5),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,,,,316.0,5.0,5.0,0.0,,,,,,,,,,,,,
318,PT01M07.00S,2023-12-30T23:04:41.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,7.30946123521682,64.95098039215686,1610612748,50,51,2023-12-30T23:16:18Z,3090000,False,-75.0,16.0,1,left,MISS B. Adebayo 7' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,,,,,,,,
319,PT01M05.00S,2023-12-30T23:04:43.0Z,2,REGULAR,rebound,defensive,[],1627739,,,1610612762,50,51,2023-12-30T23:04:45Z,3100000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,318.0,1.0,1.0,0.0,,,,,,,,,,,,,
320,PT01M00.00S,2023-12-30T23:04:48.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,69.85873850197109,72.54901960784314,1610612762,50,51,2023-12-30T23:17:26Z,3110000,False,113.0,231.0,1,right,MISS L. Markkanen 25' running 3PT,[1628374],1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
321,PT00M58.00S,2023-12-30T23:04:50.1Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,50,51,2023-12-30T23:04:54Z,3120000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,320.0,7.0,7.0,0.0,,,,,,,,,,,,,
322,PT00M48.90S,2023-12-30T23:05:00.6Z,2,REGULAR,2pt,Jump Shot,[],1629639,20.581471747700395,68.13725490196079,1610612748,50,51,2023-12-30T23:05:06Z,3130000,False,-91.0,141.0,1,left,MISS T. Herro 16' floating Shot,[1629639],1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,16.77,Missed,,,,,,,,,,,,,,,,,,
323,PT00M46.70S,2023-12-30T23:05:02.8Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,50,51,2023-12-30T23:05:06Z,3140000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Left Center,,,,322.0,5.0,3.0,2.0,,,,,,,,,,,,,
324,PT00M35.40S,2023-12-30T23:05:14.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,89.83245729303549,64.95098039215686,1610612762,52,51,2023-12-30T23:05:19Z,3150000,False,75.0,43.0,1,right,L. Markkanen 8' driving floating bank Jump Shot (5 PTS) (K. Dunn 6 AST),"[1628374, 1627739]",1610612762.0,UTA,driving floating bank,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Right,8.63,Made,5.0,,,,,,,,,,,,K. Dunn,1627739.0,6.0,,,
326,PT00M29.50S,2023-12-30T23:05:29.5Z,2,REGULAR,2pt,Jump Shot,[],1629639,9.017739816031538,73.52941176470588,1610612748,52,53,2023-12-30T23:05:34Z,3170000,False,-118.0,32.0,1,left,T. Herro 12' driving floating Jump Shot (16 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,12.2,Made,16.0,,,,,,,,,,,,,,,,,
327,PT00M04.50S,2023-12-30T23:05:59.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629012,93.24901445466492,55.14705882352941,1610612762,54,53,2023-12-30T23:20:31Z,3180000,False,26.0,11.0,1,right,C. Sexton driving Layup (16 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.8,Made,16.0,,,,,,,,,,,,,,,,,
328,PT00M04.50S,2023-12-30T23:06:02.4Z,2,REGULAR,violation,defensive goaltending,[],1628389,,,1610612762,54,53,2023-12-30T23:06:10Z,3190000,False,,,0,,B. Adebayo defensive goaltending VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,1162.0,,,,,,,,,,
329,PT00M00.00S,2023-12-30T23:06:17.7Z,2,REGULAR,3pt,Jump Shot,[],1629639,34.247700394218136,14.705882352941178,1610612748,54,53,2023-12-30T23:06:22Z,3200000,False,176.0,269.0,1,left,MISS T. Herro 32' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,32.21,Missed,,,,,,,,,,,,,,,,,,
