actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
82,PT05M48.00S,2023-12-19T02:23:02.8Z,1,REGULAR,3pt,Jump Shot,[],1628969,75.3777923784494,10.049019607843137,1610612751,18,11,2023-12-19T02:23:07Z,800000,False,-200.0,179.0,1,right,MISS M. Bridges 26' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,26.82,Missed,,,,,,,,,,,,,,,,,,
83,PT05M44.00S,2023-12-19T02:23:06.8Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612762,18,11,2023-12-19T02:23:07Z,810000,False,,,0,,C. Sexton REBOUND (Off:1 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,82.0,2.0,1.0,1.0,,,,,,,,,,,,,,
84,PT05M30.00S,2023-12-19T02:23:20.1Z,1,REGULAR,2pt,Jump Shot,[],1629659,11.251642575558476,74.26470588235294,1610612762,18,11,2023-12-19T02:23:25Z,820000,False,-121.0,53.0,1,left,MISS T. Horton-Tucker 13' fadeaway Shot,[1629659],1610612762.0,UTA,fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Left,13.25,Missed,,,,,,,,,,,,,,,,,,
85,PT05M27.00S,2023-12-19T02:23:23.1Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,18,11,2023-12-19T02:23:25Z,830000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Left,,,84.0,2.0,2.0,0.0,,,,,,,,,,,,,,
86,PT05M13.00S,2023-12-19T02:23:37.0Z,1,REGULAR,3pt,Jump Shot,[],1628969,67.49342969776609,56.127450980392155,1610612751,18,14,2023-12-19T02:31:48Z,840000,False,31.0,253.0,1,right,M. Bridges 25' 3PT pullup (6 PTS),[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,25.49,Made,,,,,,,,,,,,,,,6.0,,,
87,PT04M54.00S,2023-12-19T02:23:59.4Z,1,REGULAR,turnover,lost ball,[],1629659,,,1610612762,18,14,2023-12-19T02:24:21Z,850000,False,,,0,,T. Horton-Tucker lost ball TURNOVER (1 TO),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,,,,,,,,
88,PT04M54.00S,2023-12-19T02:24:01.6Z,1,REGULAR,foul,personal,[],1629659,,,1610612751,18,14,2023-12-19T02:24:05Z,860000,False,,,0,,T. Horton-Tucker loose ball personal FOUL (2 PF),"[1629659, 1630560]",1610612762.0,UTA,loose ball,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202026.0,2.0,0.0,Thomas,1630560.0,,,,
90,PT04M54.00S,2023-12-19T02:24:07.0Z,1,REGULAR,substitution,out,[],1629012,,,1610612751,18,14,2023-12-19T02:24:14Z,880000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M54.00S,2023-12-19T02:24:07.0Z,1,REGULAR,substitution,out,[],1629659,,,1610612751,18,14,2023-12-19T02:24:14Z,890000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M54.00S,2023-12-19T02:24:07.0Z,1,REGULAR,substitution,out,[],1629661,,,1610612751,18,14,2023-12-19T02:24:14Z,900000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M54.00S,2023-12-19T02:24:07.0Z,1,REGULAR,substitution,in,[],1627739,,,1610612751,18,14,2023-12-19T02:24:14Z,910000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M54.00S,2023-12-19T02:24:07.0Z,1,REGULAR,substitution,in,[],1630534,,,1610612751,18,14,2023-12-19T02:24:14Z,920000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M54.00S,2023-12-19T02:24:07.0Z,1,REGULAR,substitution,in,[],1627827,,,1610612751,18,14,2023-12-19T02:24:14Z,930000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M30.00S,2023-12-19T02:24:48.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628969,87.86136662286465,47.794117647058826,1610612751,18,14,2023-12-19T02:25:16Z,940000,False,-11.0,62.0,1,right,MISS M. Bridges 6' driving floating Shot,[1628969],1610612751.0,BKN,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.26,Missed,,,,,,,,,,,,,,,,,,
97,PT04M30.00S,2023-12-19T02:24:48.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,18,14,2023-12-19T02:25:16Z,950000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,96.0,,,,,,,,,,,,,,,,,
98,PT04M30.00S,2023-12-19T02:24:53.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,18,14,2023-12-19T02:25:05Z,960000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202026.0,,,,,,,,
99,PT04M30.00S,2023-12-19T02:24:56.4Z,1,REGULAR,substitution,out,[],1631117,,,1610612762,18,14,2023-12-19T02:25:07Z,970000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M30.00S,2023-12-19T02:24:56.4Z,1,REGULAR,substitution,out,[],1629651,,,1610612762,18,14,2023-12-19T02:25:07Z,980000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M30.00S,2023-12-19T02:24:56.4Z,1,REGULAR,substitution,in,[],1628381,,,1610612762,18,14,2023-12-19T02:25:07Z,990000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M30.00S,2023-12-19T02:24:56.4Z,1,REGULAR,substitution,in,[],1630549,,,1610612762,18,14,2023-12-19T02:25:07Z,1000000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M15.00S,2023-12-19T02:25:27.6Z,1,REGULAR,turnover,out-of-bounds,[],1628381,,,1610612762,18,14,2023-12-19T02:25:35Z,1010000,False,,,0,,J. Collins bad pass out-of-bounds TURNOVER (1 TO),[1628381],1610612762.0,UTA,bad pass,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,,,1628480.0,,,,,,,,
104,PT04M06.00S,2023-12-19T02:25:48.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630560,91.14651773981603,41.42156862745098,1610612751,18,14,2023-12-19T02:25:54Z,1020000,False,-43.0,31.0,1,right,MISS C. Thomas driving floating bank Shot,[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,5.28,Missed,,,,,,,,,,,,,,,,,,
105,PT04M03.00S,2023-12-19T02:25:51.1Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,18,14,2023-12-19T02:25:54Z,1030000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
106,PT03M58.00S,2023-12-19T02:25:56.6Z,1,REGULAR,3pt,Jump Shot,[],1631323,28.991458607095925,22.058823529411764,1610612762,18,14,2023-12-19T02:26:03Z,1040000,False,140.0,220.0,1,left,MISS S. Fontecchio 26' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
107,PT03M55.00S,2023-12-19T02:25:59.9Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612762,18,14,2023-12-19T02:25:59Z,1050000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,106.0,1.0,0.0,1.0,,,,,,,,,,,,,,
108,PT03M44.00S,2023-12-19T02:26:10.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628381,4.02431011826544,7.352941176470589,1610612762,18,14,2023-12-19T02:26:15Z,1060000,False,213.0,-15.0,1,left,MISS J. Collins 21' Jump Shot,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right,21.37,Missed,,,,,,,,,,,,,,,,,,
109,PT03M42.00S,2023-12-19T02:26:12.5Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,18,14,2023-12-19T02:26:15Z,1070000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:3),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Right,,,108.0,3.0,3.0,0.0,,,,,,,,,,,,,,
110,PT03M33.00S,2023-12-19T02:26:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,92.06636005256242,58.08823529411765,1610612751,18,14,2023-12-19T02:26:28Z,1080000,False,40.0,22.0,1,right,MISS C. Thomas driving Layup,[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,,,,,,,,,,,,,,
111,PT03M31.00S,2023-12-19T02:26:24.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,18,14,2023-12-19T02:26:28Z,1090000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT03M27.00S,2023-12-19T02:26:27.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627739,5.863994743758213,41.911764705882355,1610612762,20,14,2023-12-19T02:36:49Z,1100000,False,40.0,3.0,1,left,K. Dunn running Layup (2 PTS) (S. Fontecchio 1 AST),"[1627739, 1631323]",1610612762.0,UTA,running,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,4.05,Made,,,,,,,,,,,,,,,2.0,S. Fontecchio,1631323.0,1.0
114,PT03M15.00S,2023-12-19T02:26:42.1Z,1,REGULAR,foul,personal,[],1631323,,,1610612751,20,14,2023-12-19T02:27:08Z,1120000,False,,,0,,S. Fontecchio personal FOUL (1 PF),"[1631323, 1628969]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1628480.0,1.0,0.0,Bridges,1628969.0,,,,
116,PT03M15.00S,2023-12-19T02:26:54.5Z,1,REGULAR,substitution,out,[],1628969,,,1610612751,20,14,2023-12-19T02:27:00Z,1140000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M15.00S,2023-12-19T02:26:54.5Z,1,REGULAR,substitution,in,[],1626220,,,1610612751,20,14,2023-12-19T02:27:00Z,1150000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M03.00S,2023-12-19T02:27:21.2Z,1,REGULAR,2pt,Jump Shot,[],203915,79.31997371879106,64.2156862745098,1610612751,20,16,2023-12-19T02:27:27Z,1160000,False,71.0,142.0,1,right,S. Dinwiddie 15' driving floating Jump Shot (4 PTS),[203915],1610612751.0,BKN,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Center,15.87,Made,,,,,,,,,,,,,,,4.0,,,
119,PT02M50.00S,2023-12-19T02:27:36.5Z,1,REGULAR,turnover,traveling,[],1630534,,,1610612762,20,16,2023-12-19T02:27:41Z,1170000,False,,,0,,O. Agbaji traveling TURNOVER (1 TO),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,1628480.0,,,,,,,,
120,PT02M50.00S,2023-12-19T02:27:43.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,20,16,2023-12-19T02:27:43Z,1180000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M50.00S,2023-12-19T02:30:07.7Z,1,REGULAR,substitution,out,[],1631323,,,1610612751,20,16,2023-12-19T02:30:28Z,1190000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M50.00S,2023-12-19T02:30:07.7Z,1,REGULAR,substitution,in,[],1628374,,,1610612751,20,16,2023-12-19T02:30:28Z,1200000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M37.00S,2023-12-19T02:30:49.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,68.28186596583443,26.96078431372549,1610612751,20,19,2023-12-19T02:30:55Z,1210000,False,-115.0,246.0,1,right,R. O'Neale 27' 3PT  (3 PTS) (C. Thomas 1 AST),"[1626220, 1630560]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,27.14,Made,,,,,,,,,,,,,,,3.0,C. Thomas,1630560.0,1.0
125,PT02M18.00S,2023-12-19T02:31:07.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,13.222733245729303,43.627450980392155,1610612762,20,19,2023-12-19T02:31:12Z,1230000,False,32.0,72.0,1,left,MISS L. Markkanen 7' Jump Shot,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,7.86,Missed,,,,,,,,,,,,,,,,,,
126,PT02M16.00S,2023-12-19T02:31:09.5Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,20,19,2023-12-19T02:31:12Z,1240000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,,
127,PT02M03.00S,2023-12-19T02:31:23.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,88.12417871222075,44.36274509803921,1610612751,20,19,2023-12-19T02:39:10Z,1250000,False,-28.0,59.0,1,right,MISS D. Finney-Smith 6' driving Layup,[1627827],1610612751.0,BKN,driving,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,6.55,Missed,,,,,,,,,,,,,,,,,,
128,PT01M57.00S,2023-12-19T02:31:29.0Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,20,19,2023-12-19T02:31:29Z,1260000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,127.0,2.0,1.0,1.0,,,,,,,,,,,,,,
129,PT01M57.00S,2023-12-19T02:31:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,94.40999984741211,50.0,1610612751,20,21,2023-12-19T02:31:28Z,1270000,False,0.0,0.0,1,right,D. Sharpe putback Layup (2 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,,,2.0,,,
130,PT01M54.00S,2023-12-19T02:31:31.3Z,1,REGULAR,2pt,Jump Shot,[],1630534,18.478975032851512,19.607843137254903,1610612762,22,21,2023-12-19T02:31:37Z,1280000,False,152.0,121.0,1,left,O. Agbaji 19' pullup Jump Shot (2 PTS) (L. Markkanen 2 AST),"[1630534, 1628374]",1610612762.0,UTA,pullup,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Right Center,19.44,Made,,,,,,,,,,,,,,,2.0,L. Markkanen,1628374.0,2.0
132,PT01M54.00S,2023-12-19T02:31:35.6Z,1,REGULAR,foul,personal,['1freethrow'],1627827,,,1610612762,22,21,2023-12-19T02:31:47Z,1300000,False,,,0,,D. Finney-Smith away-from-play personal FOUL (1 PF) (Markkanen 1 FT),"[1627827, 1628374]",1610612751.0,BKN,away-from-play,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1628480.0,1.0,0.0,Markkanen,1628374.0,,,,
134,PT01M54.00S,2023-12-19T02:32:02.4Z,1,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,23,21,2023-12-19T02:32:02Z,1320000,False,,,0,,L. Markkanen away-from-play Free Throw 1 of 1 (3 PTS),[1628374],1610612762.0,UTA,away-from-play,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
135,PT01M45.00S,2023-12-19T02:32:13.8Z,1,REGULAR,3pt,Jump Shot,[],1627827,86.67871222076215,94.36274509803921,1610612751,23,21,2023-12-19T02:32:18Z,1330000,False,222.0,73.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
136,PT01M41.00S,2023-12-19T02:32:17.8Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612762,23,21,2023-12-19T02:32:18Z,1340000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT01M33.00S,2023-12-19T02:32:39.9Z,1,REGULAR,2pt,Jump Shot,[],1628381,22.026938239159,81.61764705882352,1610612762,23,21,2023-12-19T02:32:44Z,1360000,False,-158.0,155.0,1,left,MISS J. Collins 22' Jump Shot,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left Center,22.11,Missed,,,,,,,,,,,,,,,,,,
139,PT01M32.00S,2023-12-19T02:32:43.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,23,21,2023-12-19T02:32:43Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Left Center,,,138.0,,,,,,,,,,,,,,,,,
141,PT01M28.00S,2023-12-19T02:33:02.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,32.802233902759525,47.30392156862745,1610612762,23,21,2023-12-19T02:33:08Z,1390000,False,13.0,256.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,25.62,Missed,,,,,,,,,,,,,,,,,,
142,PT01M24.00S,2023-12-19T02:33:06.8Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612762,23,21,2023-12-19T02:33:08Z,1400000,False,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,141.0,2.0,1.0,1.0,,,,,,,,,,,,,,
143,PT01M19.00S,2023-12-19T02:33:11.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,7.046649145860711,62.99019607843137,1610612762,25,21,2023-12-19T02:41:28Z,1410000,False,-65.0,14.0,1,left,L. Markkanen 6' Layup (5 PTS) (K. Olynyk 1 AST),"[1628374, 203482]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,6.64,Made,,,,,,,,,,,,,,,5.0,K. Olynyk,203482.0,1.0
145,PT01M05.00S,2023-12-19T02:33:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,91.01511169513797,41.66666666666667,1610612751,25,23,2023-12-19T02:33:33Z,1430000,False,-42.0,32.0,1,right,C. Thomas driving Layup (4 PTS),[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,5.26,Made,,,,,,,,,,,,,,,4.0,,,
146,PT01M05.00S,2023-12-19T02:33:30.9Z,1,REGULAR,foul,personal,['1freethrow'],203482,,,1610612751,25,23,2023-12-19T02:33:37Z,1440000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Thomas 1 FT),"[203482, 1630560]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202026.0,1.0,0.0,Thomas,1630560.0,,,,
148,PT01M05.00S,2023-12-19T02:33:44.2Z,1,REGULAR,substitution,out,[],203915,,,1610612751,25,23,2023-12-19T02:34:21Z,1460000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M05.00S,2023-12-19T02:33:44.2Z,1,REGULAR,substitution,in,[],1630592,,,1610612751,25,23,2023-12-19T02:34:21Z,1470000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M05.00S,2023-12-19T02:34:00.9Z,1,REGULAR,freethrow,1 of 1,[],1630560,,,1610612751,25,24,2023-12-19T02:34:00Z,1480000,False,,,0,,C. Thomas Free Throw 1 of 1 (5 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
151,PT00M51.00S,2023-12-19T02:34:17.0Z,1,REGULAR,3pt,Jump Shot,[],1628381,5.732588699080158,4.166666666666666,1610612762,25,24,2023-12-19T02:34:23Z,1490000,False,229.0,1.0,1,left,MISS J. Collins 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
152,PT00M49.20S,2023-12-19T02:34:18.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,25,24,2023-12-19T02:34:23Z,1500000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Right Corner 3,24+ Right,,,151.0,,,,,,,,,,,,,,,,,
153,PT00M49.20S,2023-12-19T02:34:22.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612751,25,24,2023-12-19T02:34:47Z,1510000,False,,,0,,K. Olynyk loose ball personal FOUL (2 PF) (Wilson 2 FT),"[203482, 1630592]",1610612762.0,UTA,loose ball,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202026.0,2.0,0.0,Wilson,1630592.0,,,,
155,PT00M49.20S,2023-12-19T02:34:56.0Z,1,REGULAR,freethrow,1 of 2,[],1630592,,,1610612751,25,25,2023-12-19T02:34:56Z,1530000,False,,,0,,J. Wilson Free Throw 1 of 2 (1 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
156,PT00M49.20S,2023-12-19T02:35:16.4Z,1,REGULAR,freethrow,2 of 2,[],1630592,,,1610612751,25,26,2023-12-19T02:35:16Z,1540000,False,,,0,,J. Wilson Free Throw 2 of 2 (2 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
157,PT00M32.90S,2023-12-19T02:35:34.3Z,1,REGULAR,3pt,Jump Shot,[],1630534,9.937582128777924,95.09803921568627,1610612762,25,26,2023-12-19T02:35:39Z,1550000,False,-225.0,41.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
158,PT00M30.10S,2023-12-19T02:35:37.1Z,1,REGULAR,rebound,offensive,[],1630534,,,1610612762,25,26,2023-12-19T02:35:39Z,1560000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:1),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,,,157.0,2.0,1.0,1.0,,,,,,,,,,,,,,
159,PT00M28.00S,2023-12-19T02:35:39.3Z,1,REGULAR,turnover,bad pass,[],1630534,,,1610612762,25,26,2023-12-19T02:35:43Z,1570000,False,,,0,,O. Agbaji bad pass TURNOVER (2 TO),"[1630534, 1627827]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2.0,Finney-Smith,1627827.0,,,,,,,,,
160,PT00M28.00S,2023-12-19T02:35:39.3Z,1,REGULAR,steal,,[],1627827,,,1610612751,25,26,2023-12-19T02:35:41Z,1580000,False,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
161,PT00M07.30S,2023-12-19T02:36:00.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630560,90.22667542706965,56.372549019607845,1610612751,25,28,2023-12-19T02:36:05Z,1590000,False,32.0,39.0,1,right,C. Thomas driving Layup (7 PTS),[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,5.07,Made,,,,,,,,,,,,,,,7.0,,,
