actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-03-17T01:41:46.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-17T01:41:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-03-17T01:41:48.1Z,1,REGULAR,jumpball,recovered,[],1627739,,,1610612762,0,0,2024-03-17T01:41:48Z,40000,False,,,0,,Jump Ball W. Kessler vs. N. Reid: Tip to K. Dunn,"[1627739, 1631117, 1629675]",1610612762.0,UTA,startperiod,K. Dunn,1627739.0,Dunn,K. Dunn,Kessler,1631117.0,Reid,1629675.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M34.00S,2024-03-17T01:42:11.3Z,1,REGULAR,3pt,Jump Shot,[],1641729,30.17411300919842,14.950980392156863,1610612762,0,0,2024-03-17T01:42:16Z,70000,False,175.0,231.0,1,left,MISS B. Sensabaugh 29' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,29.0,Missed,,,,,,,,,,,,,,,,,,
8,PT11M30.00S,2024-03-17T01:42:14.7Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,0,0,2024-03-17T01:42:14Z,80000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M20.00S,2024-03-17T01:42:25.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,89.43823915900131,61.76470588235294,1610612750,0,2,2024-03-17T01:42:29Z,90000,False,59.0,47.0,1,right,A. Edwards 7' driving floating bank Jump Shot (2 PTS),[1630162],1610612750.0,MIN,driving floating bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M00.00S,2024-03-17T01:42:45.1Z,1,REGULAR,3pt,Jump Shot,[],1641718,30.17411300919842,69.85294117647058,1610612762,0,2,2024-03-17T01:42:50Z,100000,False,-99.0,231.0,1,left,MISS K. George 25' step back 3PT,[1641718],1610612762.0,UTA,step back,,,George,K. George,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
11,PT10M57.00S,2024-03-17T01:42:48.1Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,0,2,2024-03-17T01:42:50Z,110000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT10M51.00S,2024-03-17T01:42:54.1Z,1,REGULAR,3pt,Jump Shot,[],1629675,94.95729303547962,2.2058823529411766,1610612750,0,2,2024-03-17T01:51:49Z,120000,False,-239.0,-5.0,1,right,MISS N. Reid 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,23.91,Missed,,,,,,,,,,,,,,,,,,
13,PT10M48.00S,2024-03-17T01:42:57.1Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612762,0,2,2024-03-17T01:42:59Z,130000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Left Corner 3,24+ Left,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M37.00S,2024-03-17T01:43:26.8Z,1,REGULAR,2pt,Jump Shot,[],1641707,7.440867279894875,74.50980392156863,1610612762,0,2,2024-03-17T01:43:31Z,150000,False,-123.0,17.0,1,left,MISS T. Hendricks 12' pullup Shot,[1641707],1610612762.0,UTA,pullup,,,Hendricks,T. Hendricks,,,,,Mid-Range,8-16 Left,12.37,Missed,,,,,,,,,,,,,,,,,,
16,PT10M34.00S,2024-03-17T01:43:29.8Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,0,2,2024-03-17T01:43:31Z,160000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Left,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M22.00S,2024-03-17T01:43:41.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,63.55124835742444,43.13725490196079,1610612750,0,2,2024-03-17T01:43:46Z,170000,False,-34.0,290.0,1,right,MISS A. Edwards 29' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,29.21,Missed,,,,,,,,,,,,,,,,,,
18,PT10M19.00S,2024-03-17T01:43:44.3Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,0,2,2024-03-17T01:43:46Z,180000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M12.00S,2024-03-17T01:43:50.5Z,1,REGULAR,3pt,Jump Shot,[],1627739,9.280551905387648,4.166666666666666,1610612762,0,2,2024-03-17T01:43:55Z,190000,False,229.0,35.0,1,left,MISS K. Dunn 3PT,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
20,PT10M09.00S,2024-03-17T01:43:53.7Z,1,REGULAR,rebound,offensive,[],1641729,,,1610612762,0,2,2024-03-17T01:43:53Z,200000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,,,
21,PT10M07.00S,2024-03-17T01:43:55.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641729,13.222733245729303,52.94117647058824,1610612762,2,2,2024-03-17T01:46:40Z,210000,False,-15.0,72.0,1,left,B. Sensabaugh 7' driving floating Jump Shot (2 PTS),[1641729],1610612762.0,UTA,driving floating,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,7.33,Made,,,,,2.0,,,,,,,,,,,,,
22,PT09M56.00S,2024-03-17T01:44:18.5Z,1,REGULAR,3pt,Jump Shot,[],1630183,66.3107752956636,56.127450980392155,1610612750,2,2,2024-03-17T01:44:23Z,220000,False,31.0,264.0,1,right,MISS J. McDaniels 26' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
23,PT09M53.00S,2024-03-17T01:44:21.5Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,2,2,2024-03-17T01:44:23Z,230000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M46.00S,2024-03-17T01:44:27.3Z,1,REGULAR,3pt,Jump Shot,[],1641718,31.61957950065703,50.245098039215684,1610612762,2,2,2024-03-17T01:44:32Z,240000,False,-1.0,245.0,1,left,MISS K. George 24' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,24.47,Missed,,,,,,,,,,,,,,,,,,
25,PT09M43.00S,2024-03-17T01:44:30.3Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612762,2,2,2024-03-17T01:45:48Z,250000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,,
26,PT09M43.00S,2024-03-17T01:44:31.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627739,5.590000152587891,50.0,1610612762,2,2,2024-03-17T01:45:12Z,260000,False,0.0,0.0,1,left,MISS K. Dunn tip Layup,[1627739],1610612762.0,UTA,tip,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
