actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-03-16T01:41:33.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-16T01:41:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-03-16T01:41:35.8Z,1,REGULAR,jumpball,recovered,[],1630552,,,1610612737,0,0,2024-03-16T01:41:35Z,40000,False,,,0,,Jump Ball C. Capela vs. J. Collins: Tip to J. Johnson,"[1630552, 203991, 1628381]",1610612737.0,ATL,startperiod,J. Johnson,1630552.0,Johnson,J. Johnson,Capela,203991.0,Collins,1628381.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-03-16T01:41:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630249,7.178055190538765,41.42156862745098,1610612737,0,0,2024-03-16T01:41:55Z,70000,False,43.0,15.0,1,left,MISS V. Krejci alley-oop Layup,[1630249],1610612737.0,ATL,alley-oop,,,Krejci,V. Krejci,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2024-03-16T01:41:52.3Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,0,0,2024-03-16T01:41:55Z,80000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-03-16T01:42:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,86.94152431011827,41.42156862745098,1610612762,0,0,2024-03-16T01:43:32Z,90000,False,-43.0,70.0,1,right,MISS J. Collins 8' driving floating Shot - blocked,"[1628381, 202083]",1610612762.0,UTA,driving floating,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,8.23,Missed,,,,,Matthews,202083.0,,,,,,,,,,,,
10,PT11M25.00S,2024-03-16T01:42:09.8Z,1,REGULAR,block,,[],202083,,,1610612762,0,0,2024-03-16T01:43:12Z,100000,False,,,0,,W. Matthews BLOCK (1 BLK),[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M24.00S,2024-03-16T01:42:10.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,0,0,2024-03-16T01:43:32Z,110000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,9.0,,,,,,,,,,,,,,,,,
13,PT11M20.00S,2024-03-16T01:42:30.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628381,82.47371879106439,77.45098039215686,1610612762,0,0,2024-03-16T01:42:35Z,130000,False,137.0,112.0,1,right,MISS J. Collins 17' step back Shot,[1628381],1610612762.0,UTA,step back,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right Center,17.73,Missed,,,,,,,,,,,,,,,,,,
14,PT11M17.00S,2024-03-16T01:42:33.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,0,0,2024-03-16T01:42:35Z,140000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M13.00S,2024-03-16T01:42:37.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630249,26.49474375821288,80.63725490196079,1610612737,0,0,2024-03-16T01:42:47Z,150000,False,-153.0,197.0,1,left,MISS V. Krejci 24' running 3PT,[1630249],1610612737.0,ATL,running,,,Krejci,V. Krejci,,,,,Above the Break 3,24+ Left Center,24.92,Missed,,,,,,,,,,,,,,,,,,
16,PT11M10.00S,2024-03-16T01:42:40.8Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612762,0,0,2024-03-16T01:42:47Z,160000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Left Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
