actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
14,PT10M47.00S,2023-12-09T03:11:33.0Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,2,2,2023-12-09T03:11:35Z,140000,False,,,0,,K. Leonard REBOUND (Off:1 Def:0),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,
15,PT10M37.00S,2023-12-09T03:11:42.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202695,67.09921156373193,51.9607843137255,1610612746,2,5,2023-12-09T03:11:46Z,150000,False,10.0,257.0,1,right,K. Leonard 25' 3PT  (3 PTS) (I. Zubac 1 AST),"[202695, 1627826]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.7,Made,3.0,,,,,,,I. Zubac,1627826.0,1.0,,,,,,,,
17,PT10M22.00S,2023-12-09T03:11:57.7Z,1,REGULAR,3pt,Jump Shot,[],1641718,27.151773981603156,81.12745098039215,1610612762,5,5,2023-12-09T03:12:04Z,170000,False,-156.0,203.0,1,left,K. George 25' 3PT  (3 PTS) (W. Kessler 1 AST),"[1641718, 1631117]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,25.55,Made,3.0,,,,,,,W. Kessler,1631117.0,1.0,,,,,,,,
19,PT10M22.00S,2023-12-09T03:12:01.1Z,1,REGULAR,foul,personal,['1freethrow'],202331,,,1610612762,5,5,2023-12-09T03:12:06Z,190000,False,,,0,,P. George shooting personal FOUL (1 PF) (George 1 FT),"[202331, 1641718]",1610612746.0,LAC,shooting,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,202053.0,1.0,0.0,George,1641718.0,,,
21,PT10M22.00S,2023-12-09T03:12:25.8Z,1,REGULAR,freethrow,1 of 1,[],1641718,,,1610612762,6,5,2023-12-09T03:12:25Z,210000,False,,,0,,K. George Free Throw 1 of 1 (4 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
22,PT10M04.00S,2023-12-09T03:12:46.9Z,1,REGULAR,3pt,Jump Shot,[],1629611,93.64323258869908,3.9215686274509802,1610612746,6,5,2023-12-09T03:12:52Z,220000,False,-230.0,7.0,1,right,MISS T. Mann 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
23,PT09M59.00S,2023-12-09T03:12:51.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,6,5,2023-12-09T03:12:52Z,230000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
24,PT09M52.00S,2023-12-09T03:12:58.5Z,1,REGULAR,turnover,bad pass,[],1631117,,,1610612762,6,5,2023-12-09T03:13:24Z,240000,False,,,0,,W. Kessler bad pass TURNOVER (1 TO),"[1631117, 202331]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,George,202331.0
25,PT09M52.00S,2023-12-09T03:12:58.5Z,1,REGULAR,steal,,[],202331,,,1610612746,6,5,2023-12-09T03:48:32Z,250000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M48.00S,2023-12-09T03:13:05.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202695,83.26215505913272,40.931372549019606,1610612746,6,7,2023-12-09T03:17:49Z,260000,False,-45.0,105.0,1,right,K. Leonard 11' driving floating Jump Shot (5 PTS) (P. George 1 AST),"[202695, 202331]",1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,11.42,Made,5.0,,,,,,,P. George,202331.0,1.0,,,,,,,,
28,PT09M48.00S,2023-12-09T03:13:09.6Z,1,REGULAR,foul,personal,['1freethrow'],1631323,,,1610612746,6,7,2023-12-09T03:13:16Z,280000,False,,,0,,S. Fontecchio shooting personal FOUL (1 PF) (Leonard 1 FT),"[1631323, 202695]",1610612762.0,UTA,shooting,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202053.0,1.0,0.0,Leonard,202695.0,,,
30,PT09M48.00S,2023-12-09T03:13:31.4Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],202695,,,1610612746,6,8,2023-12-09T03:13:31Z,300000,False,,,0,,K. Leonard Free Throw 1 of 1 (6 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
31,PT09M29.00S,2023-12-09T03:13:51.7Z,1,REGULAR,3pt,Jump Shot,[],203903,25.57490144546649,11.519607843137255,1610612762,6,8,2023-12-09T03:13:56Z,310000,False,192.0,188.0,1,left,MISS J. Clarkson 26' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,26.89,Missed,,,,,,,,,,,,,,,,,,
32,PT09M26.00S,2023-12-09T03:13:54.7Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,6,8,2023-12-09T03:13:56Z,320000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,
33,PT09M04.00S,2023-12-09T03:14:16.5Z,1,REGULAR,3pt,Jump Shot,[],202331,75.90341655716163,85.7843137254902,1610612746,6,8,2023-12-09T03:18:32Z,330000,False,179.0,174.0,1,right,MISS P. George 24' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Right Center,24.96,Missed,,,,,,,,,,,,,,,,,,
34,PT09M03.00S,2023-12-09T03:14:17.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,6,8,2023-12-09T03:14:22Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,33.0,,,,,,,,,,,,,,,,
35,PT09M03.00S,2023-12-09T03:14:22.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,6,8,2023-12-09T03:14:31Z,350000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202041.0,,,,,,,
36,PT08M51.00S,2023-12-09T03:14:44.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641718,25.04927726675427,17.15686274509804,1610612762,6,8,2023-12-09T03:18:59Z,360000,False,164.0,183.0,1,left,MISS K. George 24' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,24.59,Missed,,,,,,,,,,,,,,,,,,
37,PT08M49.00S,2023-12-09T03:14:46.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,6,8,2023-12-09T03:14:48Z,370000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
38,PT08M30.00S,2023-12-09T03:15:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,93.24901445466492,45.34313725490196,1610612746,6,10,2023-12-09T03:15:10Z,380000,False,-23.0,11.0,1,right,T. Mann reverse Layup (2 PTS) (I. Zubac 2 AST),"[1629611, 1627826]",1610612746.0,LAC,reverse,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.58,Made,2.0,,,,,,,I. Zubac,1627826.0,2.0,,,,,,,,
40,PT08M16.00S,2023-12-09T03:15:20.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,6.521024967148489,53.92156862745098,1610612762,6,10,2023-12-09T03:15:34Z,400000,False,-20.0,9.0,1,left,MISS J. Clarkson driving Layup - blocked,"[203903, 1627826]",1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,2.15,Missed,,,,,,Zubac,1627826.0,,,,,,,,,,,
41,PT08M16.00S,2023-12-09T03:15:20.1Z,1,REGULAR,block,,[],1627826,,,1610612762,6,10,2023-12-09T03:15:23Z,410000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M16.00S,2023-12-09T03:15:20.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,6,10,2023-12-09T03:15:34Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,40.0,,,,,,,,,,,,,,,,
44,PT08M05.00S,2023-12-09T03:15:50.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641718,2.3160315374507228,2.450980392156863,1610612762,6,10,2023-12-09T03:15:54Z,440000,False,238.0,-31.0,1,left,MISS K. George 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Right Corner 3,24+ Right,23.97,Missed,,,,,,,,,,,,,,,,,,
45,PT08M02.00S,2023-12-09T03:15:53.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,6,10,2023-12-09T03:15:54Z,450000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Right Corner 3,24+ Right,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,
46,PT07M53.00S,2023-12-09T03:16:02.3Z,1,REGULAR,3pt,Jump Shot,[],202695,67.49342969776609,48.77450980392157,1610612746,6,13,2023-12-09T03:16:06Z,460000,False,-6.0,253.0,1,right,K. Leonard 25' 3PT  (9 PTS) (I. Zubac 3 AST),"[202695, 1627826]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.32,Made,9.0,,,,,,,I. Zubac,1627826.0,3.0,,,,,,,,
48,PT07M38.00S,2023-12-09T03:16:19.0Z,1,REGULAR,turnover,traveling,[],1631323,,,1610612762,6,13,2023-12-09T03:16:24Z,480000,False,,,0,,S. Fontecchio traveling TURNOVER (1 TO),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,202053.0,,,,,1.0,,
49,PT07M25.00S,2023-12-09T03:16:57.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202331,81.68528252299606,56.86274509803921,1610612746,6,15,2023-12-09T03:17:03Z,490000,False,34.0,120.0,1,right,P. George 12' fadeaway Jump Shot (2 PTS),[202331],1610612746.0,LAC,fadeaway,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,12.45,Made,2.0,,,,,,,,,,,,,,,,,
50,PT07M23.00S,2023-12-09T03:17:03.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,6,15,2023-12-09T03:17:03Z,500000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M23.00S,2023-12-09T03:20:09.3Z,1,REGULAR,substitution,in,[],203482,,,1610612762,6,15,2023-12-09T03:20:12Z,520000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M23.00S,2023-12-09T03:20:09.3Z,1,REGULAR,substitution,out,[],1631117,,,1610612762,6,15,2023-12-09T03:20:18Z,530000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M09.00S,2023-12-09T03:20:44.5Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612762,6,15,2023-12-09T03:20:48Z,540000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Collins 2 FT),"[1627826, 1628381]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202053.0,1.0,0.0,Collins,1628381.0,,,
56,PT07M09.00S,2023-12-09T03:21:13.4Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612762,7,15,2023-12-09T03:21:13Z,560000,False,,,0,,J. Collins Free Throw 1 of 2 (1 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
57,PT07M09.00S,2023-12-09T03:21:28.3Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612762,8,15,2023-12-09T03:21:28Z,570000,False,,,0,,J. Collins Free Throw 2 of 2 (2 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
58,PT06M50.00S,2023-12-09T03:21:51.4Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,8,15,2023-12-09T03:21:55Z,580000,False,,,0,,P. George bad pass TURNOVER (1 TO),"[202331, 203482]",1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Olynyk,203482.0
59,PT06M50.00S,2023-12-09T03:21:51.4Z,1,REGULAR,steal,,[],203482,,,1610612762,8,15,2023-12-09T03:21:53Z,590000,False,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT06M42.00S,2023-12-09T03:21:59.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,28.86005256241787,25.0,1610612762,8,15,2023-12-09T03:22:04Z,600000,False,125.0,219.0,1,left,MISS J. Collins 25' 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
61,PT06M40.00S,2023-12-09T03:22:01.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,8,15,2023-12-09T03:22:04Z,610000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,
62,PT06M35.00S,2023-12-09T03:22:06.7Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612746,8,15,2023-12-09T03:22:10Z,620000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1628381]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Collins,1628381.0
63,PT06M35.00S,2023-12-09T03:22:06.7Z,1,REGULAR,steal,,[],1628381,,,1610612762,8,15,2023-12-09T03:22:08Z,630000,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
64,PT06M28.00S,2023-12-09T03:22:13.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631323,14.668199737187912,94.85294117647058,1610612762,11,15,2023-12-09T03:22:17Z,640000,False,-224.0,85.0,1,left,S. Fontecchio 24' 3PT  (3 PTS) (K. Olynyk 1 AST),"[1631323, 203482]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,24.0,Made,3.0,,,,,,,K. Olynyk,203482.0,1.0,,,,,,,,
66,PT06M12.00S,2023-12-09T03:22:32.4Z,1,REGULAR,violation,kicked ball,[],203482,,,1610612746,11,15,2023-12-09T03:22:51Z,660000,False,,,0,,K. Olynyk kicked ball VIOLATION,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,202041.0,,,,,,,
67,PT06M12.00S,2023-12-09T03:22:35.3Z,1,REGULAR,substitution,out,[],201935,,,1610612746,11,15,2023-12-09T03:22:40Z,670000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M12.00S,2023-12-09T03:22:35.3Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,11,15,2023-12-09T03:22:40Z,680000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M12.00S,2023-12-09T03:22:35.3Z,1,REGULAR,substitution,in,[],201566,,,1610612746,11,15,2023-12-09T03:22:40Z,690000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M12.00S,2023-12-09T03:22:35.3Z,1,REGULAR,substitution,in,[],1641738,,,1610612746,11,15,2023-12-09T03:22:40Z,700000,False,,,0,,SUB in: K. Brown,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M57.00S,2023-12-09T03:23:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,89.70105124835742,54.65686274509803,1610612746,11,15,2023-12-09T03:23:48Z,710000,False,23.0,44.0,1,right,MISS R. Westbrook driving finger roll Layup,[201566],1610612746.0,LAC,driving finger roll,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,,,,,,,,,,,,,,,,,,
72,PT05M55.00S,2023-12-09T03:23:03.2Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612762,11,15,2023-12-09T03:23:03Z,720000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,
73,PT05M53.00S,2023-12-09T03:23:09.0Z,1,REGULAR,turnover,backcourt,[],1641718,,,1610612762,11,15,2023-12-09T03:23:16Z,730000,False,,,0,,K. George backcourt TURNOVER (1 TO),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202053.0,,,,,1.0,,
74,PT05M43.00S,2023-12-09T03:23:31.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201566,94.43166885676742,3.6764705882352944,1610612746,11,18,2023-12-09T03:23:36Z,740000,False,-232.0,0.0,1,right,R. Westbrook 3PT  (3 PTS) (K. Leonard 1 AST),"[201566, 202695]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,23.16,Made,3.0,,,,,,,K. Leonard,202695.0,1.0,,,,,,,,
197,PT05M15.00S,2023-12-09T03:24:07.6Z,1,REGULAR,2pt,Jump Shot,[],203482,17.821944809461236,23.03921568627451,1610612762,11,18,2023-12-09T03:49:29Z,765000,False,135.0,115.0,1,left,MISS K. Olynyk 17' Jump Shot - blocked,"[203482, 202331]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Right Center,17.72,Missed,,,,,,George,202331.0,,,,,,,,,,,
198,PT05M15.00S,2023-12-09T03:24:07.6Z,1,REGULAR,block,,[],202331,,,1610612762,11,18,2023-12-09T03:49:29Z,767500,False,,,0,,P. George BLOCK (1 BLK),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
199,PT05M15.00S,2023-12-09T03:24:07.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,11,18,2023-12-09T03:49:29Z,768750,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Right Center,,,,197.0,,,,,,,,,,,,,,,,
77,PT05M15.00S,2023-12-09T03:24:23.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612762,11,18,2023-12-09T03:24:30Z,770000,False,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,202041.0,,,,,,,
78,PT05M06.00S,2023-12-09T03:24:46.8Z,1,REGULAR,foul,personal,['2freethrow'],203482,,,1610612746,11,18,2023-12-09T03:24:52Z,780000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Brown 2 FT),"[203482, 1641738]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,203054.0,1.0,0.0,Brown,1641738.0,,,
80,PT05M06.00S,2023-12-09T03:25:15.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641738,,,1610612746,11,18,2023-12-09T03:25:15Z,800000,False,,,0,,MISS K. Brown Free Throw 1 of 2,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
81,PT05M06.00S,2023-12-09T03:25:15.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,11,18,2023-12-09T03:25:15Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,
82,PT05M06.00S,2023-12-09T03:25:20.2Z,1,REGULAR,substitution,out,[],1641718,,,1610612746,11,18,2023-12-09T03:25:23Z,820000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M06.00S,2023-12-09T03:25:20.2Z,1,REGULAR,substitution,in,[],1629659,,,1610612746,11,18,2023-12-09T03:25:23Z,830000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
