actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
83,PT05M54.00S,2023-11-26T02:52:40.3Z,1,REGULAR,3pt,Jump Shot,[],1641722,91.14651773981603,3.6764705882352944,1610612740,15,8,2023-11-26T02:52:45Z,820000,False,-232.0,31.0,1,right,MISS J. Hawkins 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,23.36,Missed,,,,,,,,,,,,,,,,,,
84,PT05M51.00S,2023-11-26T02:52:43.3Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612762,15,8,2023-11-26T02:52:45Z,830000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
85,PT05M43.00S,2023-11-26T02:52:52.3Z,1,REGULAR,3pt,Jump Shot,[],1641718,32.670827858081466,48.77450980392157,1610612762,15,8,2023-11-26T02:52:57Z,840000,False,6.0,255.0,1,left,MISS K. George 25' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
86,PT05M40.00S,2023-11-26T02:52:55.3Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,15,8,2023-11-26T02:52:57Z,850000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT05M31.00S,2023-11-26T02:53:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,85.23324572930355,47.794117647058826,1610612740,15,8,2023-11-26T02:57:09Z,860000,False,-11.0,86.0,1,right,MISS N. Marshall 8' floating Shot,[1630230],1610612740.0,NOP,floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,8.7,Missed,,,,,,,,,,,,,,,,,,
88,PT05M29.00S,2023-11-26T02:53:08.5Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,15,8,2023-11-26T02:57:09Z,870000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,87.0,3.0,0.0,3.0,,,,,,,,,,,,,,
89,PT05M29.00S,2023-11-26T02:53:08.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,92.06636005256242,45.09803921568628,1610612740,15,8,2023-11-26T02:57:30Z,880000,False,-25.0,22.0,1,right,MISS J. Valanciunas putback Layup,[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
90,PT05M28.00S,2023-11-26T02:53:09.8Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,15,8,2023-11-26T02:57:30Z,890000,False,,,0,,J. Valanciunas REBOUND (Off:4 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,89.0,4.0,0.0,4.0,,,,,,,,,,,,,,
91,PT05M27.00S,2023-11-26T02:53:12.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612740,15,10,2023-11-26T02:57:37Z,900000,False,0.0,0.0,1,right,J. Valanciunas tip Layup (2 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,,,,2.0,,,
92,PT05M09.00S,2023-11-26T02:53:25.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630209,4.944152431011826,53.67647058823529,1610612762,17,10,2023-11-26T02:53:29Z,910000,False,-18.0,-6.0,1,left,O. Yurtseven cutting DUNK (2 PTS) (K. Dunn 1 AST),"[1630209, 1627739]",1610612762.0,UTA,cutting,,,Yurtseven,O. Yurtseven,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,,,,,,,,,,2.0,K. Dunn,1627739.0,1.0
94,PT04M51.00S,2023-11-26T02:53:44.1Z,1,REGULAR,turnover,bad pass,[],1641722,,,1610612740,17,10,2023-11-26T02:53:47Z,930000,False,,,0,,J. Hawkins bad pass TURNOVER (2 TO),"[1641722, 1630209]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,,,Yurtseven,1630209.0,,,,,,,,
95,PT04M51.00S,2023-11-26T02:53:44.1Z,1,REGULAR,steal,,[],1630209,,,1610612762,17,10,2023-11-26T02:53:45Z,940000,False,,,0,,O. Yurtseven STEAL (1 STL),[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
96,PT04M46.00S,2023-11-26T02:53:49.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631323,3.3672798948751645,95.58823529411765,1610612762,17,10,2023-11-26T02:53:56Z,950000,False,-228.0,-21.0,1,left,MISS S. Fontecchio 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,22.88,Missed,,,,,,,,,,,,,,,,,,
97,PT04M43.00S,2023-11-26T02:53:52.2Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,17,10,2023-11-26T02:53:56Z,960000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,96.0,2.0,2.0,0.0,,,,,,,,,,,,,,
98,PT04M39.00S,2023-11-26T02:53:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,90.09526938239159,50.245098039215684,1610612740,17,12,2023-11-26T02:59:12Z,970000,False,1.0,41.0,1,right,B. Ingram cutting finger roll Layup (4 PTS) (N. Marshall 1 AST),"[1627742, 1630230]",1610612740.0,NOP,cutting finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,4.06,Made,,,,,,,,,,,,,,,4.0,N. Marshall,1630230.0,1.0
100,PT04M39.00S,2023-11-26T02:54:00.2Z,1,REGULAR,foul,personal,['1freethrow'],1627739,,,1610612740,17,12,2023-11-26T02:54:10Z,990000,False,,,0,,K. Dunn shooting personal FOUL (1 PF) (Ingram 1 FT),"[1627739, 1627742]",1610612762.0,UTA,shooting,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,203177.0,,,,,,1.0,0.0,Ingram,1627742.0,,,,
102,PT04M39.00S,2023-11-26T02:54:22.1Z,1,REGULAR,foul,technical,['1freethrow'],1631323,,,1610612740,17,12,2023-11-26T02:54:28Z,1010000,False,,,0,,S. Fontecchio technical FOUL (1 Tech),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,1204.0,,,,,,0.0,1.0,,,,,,
103,PT04M39.00S,2023-11-26T02:54:30.7Z,1,REGULAR,freethrow,1 of 1,[],1641722,,,1610612740,17,13,2023-11-26T02:54:30Z,1020000,False,,,0,,J. Hawkins technical Free Throw 1 of 1 (5 PTS),[1641722],1610612740.0,NOP,technical,,,Hawkins,J. Hawkins,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
104,PT04M39.00S,2023-11-26T02:54:37.0Z,1,REGULAR,substitution,out,[],1641718,,,1610612740,17,13,2023-11-26T02:54:49Z,1030000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M39.00S,2023-11-26T02:54:37.0Z,1,REGULAR,substitution,out,[],1630209,,,1610612740,17,13,2023-11-26T02:54:49Z,1040000,False,,,0,,SUB out: O. Yurtseven,[1630209],1610612762.0,UTA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M39.00S,2023-11-26T02:54:37.0Z,1,REGULAR,substitution,out,[],1630700,,,1610612740,17,13,2023-11-26T02:54:49Z,1050000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M39.00S,2023-11-26T02:54:37.0Z,1,REGULAR,substitution,in,[],1631117,,,1610612740,17,13,2023-11-26T02:54:49Z,1060000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M39.00S,2023-11-26T02:54:37.0Z,1,REGULAR,substitution,in,[],1629012,,,1610612740,17,13,2023-11-26T02:54:49Z,1070000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M39.00S,2023-11-26T02:54:37.0Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,17,13,2023-11-26T02:54:49Z,1080000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M39.00S,2023-11-26T02:55:02.3Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,17,14,2023-11-26T02:55:02Z,1090000,False,,,0,,B. Ingram Free Throw 1 of 1 (5 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
111,PT04M28.00S,2023-11-26T02:55:15.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,14.536793692509855,45.83333333333333,1610612762,17,14,2023-11-26T02:55:20Z,1100000,False,21.0,84.0,1,left,MISS K. Dunn 8' floating Shot,[1627739],1610612762.0,UTA,floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,8.66,Missed,,,,,,,,,,,,,,,,,,
112,PT04M25.00S,2023-11-26T02:55:18.2Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,17,14,2023-11-26T02:55:18Z,1110000,False,,,0,,W. Kessler REBOUND (Off:1 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,111.0,1.0,0.0,1.0,,,,,,,,,,,,,,
114,PT04M25.00S,2023-11-26T02:55:23.2Z,1,REGULAR,substitution,out,[],1627739,,,1610612762,17,14,2023-11-26T02:55:36Z,1130000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M25.00S,2023-11-26T02:55:23.2Z,1,REGULAR,substitution,out,[],1631323,,,1610612762,17,14,2023-11-26T02:55:36Z,1140000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M25.00S,2023-11-26T02:55:23.2Z,1,REGULAR,substitution,out,[],1628381,,,1610612762,17,14,2023-11-26T02:55:36Z,1150000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M25.00S,2023-11-26T02:55:23.2Z,1,REGULAR,substitution,out,[],1627742,,,1610612762,17,14,2023-11-26T02:55:36Z,1160000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M25.00S,2023-11-26T02:55:23.2Z,1,REGULAR,substitution,out,[],202685,,,1610612762,17,14,2023-11-26T02:55:36Z,1170000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M25.00S,2023-11-26T02:55:23.2Z,1,REGULAR,substitution,in,[],1630534,,,1610612762,17,14,2023-11-26T02:55:36Z,1180000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M25.00S,2023-11-26T02:55:23.2Z,1,REGULAR,substitution,in,[],1629659,,,1610612762,17,14,2023-11-26T02:55:36Z,1190000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M25.00S,2023-11-26T02:55:23.2Z,1,REGULAR,substitution,in,[],203482,,,1610612762,17,14,2023-11-26T02:55:36Z,1200000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M25.00S,2023-11-26T02:55:23.2Z,1,REGULAR,substitution,in,[],1626204,,,1610612762,17,14,2023-11-26T02:55:36Z,1210000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M25.00S,2023-11-26T02:55:23.2Z,1,REGULAR,substitution,in,[],203469,,,1610612762,17,14,2023-11-26T02:55:36Z,1220000,False,,,0,,SUB in: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M18.00S,2023-11-26T02:55:53.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630534,3.7614980289093296,95.83333333333334,1610612762,17,14,2023-11-26T02:55:59Z,1230000,False,-229.0,-17.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,22.98,Missed,,,,,,,,,,,,,,,,,,
125,PT04M15.00S,2023-11-26T02:55:56.8Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,17,14,2023-11-26T02:55:59Z,1240000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,,,
126,PT04M00.00S,2023-11-26T02:56:11.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,86.67871222076215,43.627450980392155,1610612740,17,14,2023-11-26T02:56:15Z,1250000,False,-32.0,73.0,1,right,MISS N. Marshall 7' driving floating Shot,[1630230],1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,7.94,Missed,,,,,,,,,,,,,,,,,,
127,PT03M59.00S,2023-11-26T02:56:12.7Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,17,14,2023-11-26T02:56:15Z,1260000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,
128,PT03M57.00S,2023-11-26T02:56:14.4Z,1,REGULAR,turnover,lost ball,[],203482,,,1610612762,17,14,2023-11-26T02:56:19Z,1270000,False,,,0,,K. Olynyk lost ball TURNOVER (1 TO),"[203482, 1630631]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,Alvarado,1630631.0,,,,,,,,
129,PT03M57.00S,2023-11-26T02:56:14.4Z,1,REGULAR,steal,,[],1630631,,,1610612740,17,14,2023-11-26T02:56:16Z,1280000,False,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT03M53.00S,2023-11-26T02:56:18.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203469,92.9862023653088,45.83333333333333,1610612740,17,16,2023-11-26T02:56:22Z,1290000,False,-21.0,13.0,1,right,C. Zeller Layup (2 PTS) (N. Marshall 2 AST),"[203469, 1630230]",1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,2.47,Made,,,,,,,,,,,,,,,2.0,N. Marshall,1630230.0,2.0
132,PT03M36.00S,2023-11-26T02:56:36.3Z,1,REGULAR,turnover,bad pass,[],1629012,,,1610612762,17,16,2023-11-26T02:56:40Z,1310000,False,,,0,,C. Sexton bad pass TURNOVER (1 TO),"[1629012, 1630631]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,Alvarado,1630631.0,,,,,,,,
133,PT03M36.00S,2023-11-26T02:56:36.3Z,1,REGULAR,steal,,[],1630631,,,1610612740,17,16,2023-11-26T02:56:37Z,1320000,False,,,0,,J. Alvarado STEAL (2 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT03M28.00S,2023-11-26T02:56:44.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630631,84.1819973718791,45.09803921568628,1610612740,17,16,2023-11-26T02:56:48Z,1330000,False,-25.0,96.0,1,right,MISS J. Alvarado 9' floating Shot,[1630631],1610612740.0,NOP,floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,9.93,Missed,,,,,,,,,,,,,,,,,,
135,PT03M25.00S,2023-11-26T02:56:46.3Z,1,REGULAR,rebound,offensive,[],203469,,,1610612740,17,16,2023-11-26T02:56:46Z,1340000,False,,,0,,C. Zeller REBOUND (Off:1 Def:0),[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),8-16 Center,,,134.0,1.0,0.0,1.0,,,,,,,,,,,,,,
136,PT03M21.00S,2023-11-26T02:56:50.8Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1641722,79.31997371879106,72.30392156862744,1610612740,17,18,2023-11-26T02:56:55Z,1350000,False,112.0,142.0,1,right,J. Hawkins 18' pullup Jump Shot (7 PTS) (C. Zeller 1 AST),"[1641722, 203469]",1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Right Center,18.05,Made,,,,,,,,,,,,,,,7.0,C. Zeller,203469.0,1.0
138,PT03M19.00S,2023-11-26T02:56:55.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,17,18,2023-11-26T02:56:55Z,1370000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M02.00S,2023-11-26T03:00:06.0Z,1,REGULAR,3pt,Jump Shot,[],1630534,31.61957950065703,61.76470588235294,1610612762,17,18,2023-11-26T03:00:12Z,1380000,False,-59.0,245.0,1,left,MISS O. Agbaji 25' 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Center,25.17,Missed,,,,,,,,,,,,,,,,,,
140,PT02M58.00S,2023-11-26T03:00:10.0Z,1,REGULAR,rebound,offensive,[],203482,,,1610612762,17,18,2023-11-26T03:00:12Z,1390000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,139.0,2.0,1.0,1.0,,,,,,,,,,,,,,
141,PT02M58.00S,2023-11-26T03:00:11.6Z,1,REGULAR,foul,personal,['2freethrow'],1630631,,,1610612762,17,18,2023-11-26T03:00:17Z,1400000,False,,,0,,J. Alvarado shooting personal FOUL (1 PF) (Olynyk 2 FT),"[1630631, 203482]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,,,,203177.0,,,,,,1.0,0.0,Olynyk,203482.0,,,,
143,PT02M58.00S,2023-11-26T03:00:32.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203482,,,1610612762,18,18,2023-11-26T03:00:32Z,1420000,False,,,0,,K. Olynyk Free Throw 1 of 2 (1 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
144,PT02M58.00S,2023-11-26T03:00:45.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203482,,,1610612762,19,18,2023-11-26T03:00:45Z,1430000,False,,,0,,K. Olynyk Free Throw 2 of 2 (2 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
145,PT02M43.00S,2023-11-26T03:01:01.9Z,1,REGULAR,3pt,Jump Shot,[],1641722,67.62483574244416,56.127450980392155,1610612740,19,21,2023-11-26T03:01:07Z,1440000,False,31.0,252.0,1,right,J. Hawkins 25' 3PT  (10 PTS) (J. Alvarado 1 AST),"[1641722, 1630631]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,25.37,Made,,,,,,,,,,,,,,,10.0,J. Alvarado,1630631.0,1.0
147,PT02M32.00S,2023-11-26T03:01:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,7.966491458607096,54.166666666666664,1610612762,19,21,2023-11-26T03:04:06Z,1460000,False,-21.0,22.0,1,left,MISS W. Kessler Layup,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
148,PT02M31.00S,2023-11-26T03:01:16.2Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,19,21,2023-11-26T03:04:06Z,1470000,False,,,0,,W. Kessler REBOUND (Off:2 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,147.0,2.0,0.0,2.0,,,,,,,,,,,,,,
158,PT02M31.00S,2023-11-26T03:01:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,7.227332457293036,47.81709558823529,1610612762,19,21,2023-11-26T03:04:55Z,1475000,False,11.0,15.0,1,left,MISS W. Kessler putback Layup,[1631117],1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,,,
159,PT02M29.00S,2023-11-26T03:01:21.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,19,21,2023-11-26T03:04:55Z,1477500,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,158.0,,,,,,,,,,,,,,,,,
149,PT02M29.00S,2023-11-26T03:01:23.5Z,1,REGULAR,turnover,offensive goaltending,[],1631117,,,1610612762,19,21,2023-11-26T03:02:05Z,1480000,False,,,0,,W. Kessler offensive goaltending TURNOVER (1 TO),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,1204.0,1.0,,,,,,,,,,,,
150,PT02M29.00S,2023-11-26T03:01:35.6Z,1,REGULAR,substitution,out,[],1630230,,,1610612740,19,21,2023-11-26T03:01:38Z,1490000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M29.00S,2023-11-26T03:01:35.6Z,1,REGULAR,substitution,in,[],1627742,,,1610612740,19,21,2023-11-26T03:01:38Z,1500000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M17.00S,2023-11-26T03:01:53.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641722,69.07030223390277,25.98039215686275,1610612740,19,24,2023-11-26T03:02:00Z,1510000,False,-120.0,238.0,1,right,J. Hawkins 26' 3PT  (13 PTS) (C. Zeller 2 AST),"[1641722, 203469]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,26.68,Made,,,,,,,,,,,,,,,13.0,C. Zeller,203469.0,2.0
154,PT02M00.00S,2023-11-26T03:02:10.0Z,1,REGULAR,3pt,Jump Shot,[],1630534,8.886333771353483,2.696078431372549,1610612762,19,24,2023-11-26T03:02:14Z,1530000,False,237.0,31.0,1,left,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,23.85,Missed,,,,,,,,,,,,,,,,,,
155,PT01M57.00S,2023-11-26T03:02:13.0Z,1,REGULAR,rebound,defensive,[],203469,,,1610612740,19,24,2023-11-26T03:02:14Z,1540000,False,,,0,,C. Zeller REBOUND (Off:1 Def:1),[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,Right Corner 3,24+ Right,,,154.0,2.0,1.0,1.0,,,,,,,,,,,,,,
156,PT01M49.00S,2023-11-26T03:02:24.5Z,1,REGULAR,foul,personal,['2freethrow'],1630534,,,1610612740,19,24,2023-11-26T03:02:31Z,1550000,False,,,0,,O. Agbaji shooting personal FOUL (1 PF) (Ingram 2 FT),"[1630534, 1627742]",1610612762.0,UTA,shooting,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203177.0,,,,,,1.0,0.0,Ingram,1627742.0,,,,
160,PT01M49.00S,2023-11-26T03:02:54.1Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,19,25,2023-11-26T03:02:54Z,1570000,False,,,0,,B. Ingram Free Throw 1 of 2 (6 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
161,PT01M49.00S,2023-11-26T03:02:54.7Z,1,REGULAR,substitution,out,[],1641722,,,1610612740,19,25,2023-11-26T03:02:58Z,1580000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M49.00S,2023-11-26T03:02:54.7Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,19,25,2023-11-26T03:02:58Z,1590000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M49.00S,2023-11-26T03:03:16.8Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,19,26,2023-11-26T03:03:16Z,1600000,False,,,0,,B. Ingram Free Throw 2 of 2 (7 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
