actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M35.00S,2023-10-28T01:43:22.8Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612746,5,2,2023-10-28T01:43:28Z,180000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1629659]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Horton-Tucker,1629659.0,,,,,,,,,,,
19,PT10M35.00S,2023-10-28T01:43:22.8Z,1,REGULAR,steal,,[],1629659,,,1610612762,5,2,2023-10-28T01:43:55Z,190000,False,,,0,,T. Horton-Tucker STEAL (2 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
20,PT10M24.00S,2023-10-28T01:43:33.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203903,15.588042049934298,17.647058823529413,1610612762,5,2,2023-10-28T01:43:39Z,200000,False,162.0,94.0,1,left,MISS J. Clarkson 18' Jump Shot,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Right,18.71,Missed,,,,,,,,,,,,,,,,,,
21,PT10M20.00S,2023-10-28T01:43:37.6Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,5,2,2023-10-28T01:43:39Z,210000,False,,,0,,W. Kessler REBOUND (Off:1 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Right,,,,,,,,,,,20.0,1.0,0.0,1.0,,,,,,
22,PT10M20.00S,2023-10-28T01:43:37.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631117,5.590000152587891,50.0,1610612762,7,2,2023-10-28T01:43:37Z,220000,False,0.0,0.0,1,left,W. Kessler tip Layup (5 PTS),[1631117],1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,0.0,Made,5.0,,,,,,,,,,,,,,,,,
23,PT10M20.00S,2023-10-28T01:43:39.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,7,2,2023-10-28T01:43:39Z,230000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M05.00S,2023-10-28T01:46:49.2Z,1,REGULAR,3pt,Jump Shot,[],201566,91.40932982917214,4.411764705882353,1610612746,7,2,2023-10-28T01:46:55Z,240000,False,-228.0,28.0,1,right,MISS R. Westbrook 3PT,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,22.97,Missed,,,,,,,,,,,,,,,,,,
25,PT10M02.00S,2023-10-28T01:46:52.2Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,7,2,2023-10-28T01:46:55Z,250000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Left Corner 3,24+ Left,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,
26,PT09M56.00S,2023-10-28T01:46:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,9.411957950065702,60.78431372549019,1610612762,7,2,2023-10-28T01:47:06Z,260000,False,-54.0,36.0,1,left,MISS T. Horton-Tucker 6' running Layup,[1629659],1610612762.0,UTA,running,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
27,PT09M56.00S,2023-10-28T01:46:58.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,7,2,2023-10-28T01:47:06Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,26.0,,,,,,,,,
28,PT09M56.00S,2023-10-28T01:47:03.9Z,1,REGULAR,foul,personal,[],203496,,,1610612762,7,2,2023-10-28T01:47:35Z,280000,False,,,0,,R. Covington loose ball personal FOUL (1 PF),"[203496, 1628381]",1610612746.0,LAC,loose ball,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,,,,,,,201246.0,,,,,1.0,0.0,Collins,1628381.0,,
30,PT09M45.00S,2023-10-28T01:47:31.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629659,31.882391590013142,70.09803921568627,1610612762,7,2,2023-10-28T01:47:39Z,300000,False,-100.0,247.0,1,left,MISS T. Horton-Tucker 26' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
31,PT09M40.00S,2023-10-28T01:47:36.7Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,7,2,2023-10-28T01:47:39Z,310000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,
32,PT09M33.00S,2023-10-28T01:47:45.5Z,1,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612746,7,2,2023-10-28T01:47:53Z,320000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (George 2 FT),"[1628381, 202331]",1610612762.0,UTA,shooting,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201246.0,,,,,1.0,0.0,George,202331.0,,
34,PT09M33.00S,2023-10-28T01:48:09.0Z,1,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,7,3,2023-10-28T01:48:09Z,340000,False,,,0,,P. George Free Throw 1 of 2 (1 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
35,PT09M33.00S,2023-10-28T01:48:28.4Z,1,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,7,4,2023-10-28T01:48:28Z,350000,False,,,0,,P. George Free Throw 2 of 2 (2 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
36,PT09M13.00S,2023-10-28T01:48:50.3Z,1,REGULAR,3pt,Jump Shot,[],1628381,32.013797634691194,59.55882352941176,1610612762,7,4,2023-10-28T01:49:07Z,360000,False,-48.0,248.0,1,left,MISS J. Collins 25' 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,25.3,Missed,,,,,,,,,,,,,,,,,,
37,PT09M11.00S,2023-10-28T01:48:52.3Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,7,4,2023-10-28T01:49:07Z,370000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:0),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,36.0,1.0,0.0,1.0,,,,,,
38,PT09M01.00S,2023-10-28T01:49:02.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,2.578843626806833,1.4705882352941175,1610612762,10,4,2023-10-28T01:49:10Z,380000,False,243.0,-28.0,1,left,J. Clarkson 24' 3PT  (3 PTS) (T. Horton-Tucker 3 AST),"[203903, 1629659]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,24.42,Made,3.0,T. Horton-Tucker,1629659.0,3.0,,,,,,,,,,,,,,
40,PT08M44.00S,2023-10-28T01:49:19.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202695,93.11760840998686,56.61764705882353,1610612746,10,6,2023-10-28T01:49:24Z,400000,False,33.0,12.0,1,right,K. Leonard driving Layup (2 PTS),[202695],1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,3.53,Made,2.0,,,,,,,,,,,,,,,,,
41,PT08M37.00S,2023-10-28T01:49:26.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,7.440867279894875,57.107843137254896,1610612762,12,6,2023-10-28T01:49:30Z,410000,False,-36.0,17.0,1,left,J. Collins driving Layup (2 PTS) (T. Horton-Tucker 4 AST),"[1628381, 1629659]",1610612762.0,UTA,driving,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,3.95,Made,2.0,T. Horton-Tucker,1629659.0,4.0,,,,,,,,,,,,,,
43,PT08M21.00S,2023-10-28T01:49:41.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,89.70105124835742,40.931372549019606,1610612746,12,6,2023-10-28T01:49:45Z,430000,False,-45.0,44.0,1,right,MISS I. Zubac 6' Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,,,,,,,,,,,,,,,,,,
44,PT08M20.00S,2023-10-28T01:49:42.8Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,12,6,2023-10-28T01:49:45Z,440000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,43.0,2.0,1.0,1.0,,,,,,
45,PT08M08.00S,2023-10-28T01:49:55.3Z,1,REGULAR,3pt,Jump Shot,[],1628374,14.4053876478318,2.2058823529411766,1610612762,12,6,2023-10-28T01:49:59Z,450000,False,239.0,83.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,25.3,Missed,,,,,,,,,,,,,,,,,,
46,PT08M05.00S,2023-10-28T01:49:58.3Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,12,6,2023-10-28T01:49:59Z,460000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,
47,PT07M58.00S,2023-10-28T01:50:05.3Z,1,REGULAR,3pt,Jump Shot,[],203496,94.56307490144546,2.450980392156863,1610612746,12,9,2023-10-28T01:50:10Z,470000,False,-238.0,-1.0,1,right,R. Covington 3PT  (3 PTS) (R. Westbrook 2 AST),"[203496, 201566]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,Left Corner 3,24+ Left,23.77,Made,3.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,
49,PT07M36.00S,2023-10-28T01:50:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,7.5722733245729295,56.86274509803921,1610612762,14,9,2023-10-28T01:50:33Z,490000,False,-34.0,19.0,1,left,L. Markkanen floating Jump Shot (4 PTS) (T. Horton-Tucker 5 AST),"[1628374, 1629659]",1610612762.0,UTA,floating,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.91,Made,4.0,T. Horton-Tucker,1629659.0,5.0,,,,,,,,,,,,,,
51,PT07M21.00S,2023-10-28T01:50:41.5Z,1,REGULAR,3pt,Jump Shot,[],202695,69.20170827858082,69.85294117647058,1610612746,14,12,2023-10-28T01:50:46Z,510000,False,99.0,237.0,1,right,K. Leonard 25' 3PT  (5 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.7,Made,5.0,,,,,,,,,,,,,,,,,
52,PT07M12.00S,2023-10-28T01:50:51.5Z,1,REGULAR,3pt,Jump Shot,[],1628374,34.90473061760841,54.166666666666664,1610612762,14,12,2023-10-28T01:50:57Z,520000,False,-21.0,276.0,1,left,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,27.64,Missed,,,,,,,,,,,,,,,,,,
53,PT07M08.00S,2023-10-28T01:50:55.5Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,14,12,2023-10-28T01:50:57Z,530000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,,,,,,52.0,3.0,3.0,0.0,,,,,,
54,PT07M04.00S,2023-10-28T01:50:58.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",202331,92.06636005256242,63.48039215686274,1610612746,14,12,2023-10-28T01:51:10Z,540000,False,67.0,22.0,1,right,MISS P. George 7' floating Shot,[202331],1610612746.0,LAC,floating,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,7.09,Missed,,,,,,,,,,,,,,,,,,
55,PT07M01.00S,2023-10-28T01:51:01.6Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,14,12,2023-10-28T01:51:05Z,550000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,54.0,2.0,2.0,0.0,,,,,,
56,PT06M58.00S,2023-10-28T01:51:05.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,24.26084099868594,83.08823529411765,1610612762,17,12,2023-10-28T01:51:10Z,560000,False,-165.0,176.0,1,left,L. Markkanen 24' 3PT  (7 PTS) (J. Clarkson 1 AST),"[1628374, 203903]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,24.12,Made,7.0,J. Clarkson,203903.0,1.0,,,,,,,,,,,,,,
58,PT06M44.00S,2023-10-28T01:51:18.2Z,1,REGULAR,3pt,Jump Shot,[],203496,80.89684625492772,4.166666666666666,1610612746,17,12,2023-10-28T01:51:24Z,580000,False,-229.0,127.0,1,right,MISS R. Covington 26' 3PT,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
59,PT06M42.00S,2023-10-28T01:51:20.2Z,1,REGULAR,rebound,offensive,[],202331,,,1610612746,17,12,2023-10-28T01:51:24Z,590000,False,,,0,,P. George REBOUND (Off:1 Def:0),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,58.0,1.0,0.0,1.0,,,,,,
60,PT06M42.00S,2023-10-28T01:51:21.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202331,94.40999984741211,50.0,1610612746,17,14,2023-10-28T01:51:21Z,600000,False,0.0,0.0,1,right,P. George putback Layup (4 PTS),[202331],1610612746.0,LAC,putback,,,George,P. George,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
61,PT06M26.00S,2023-10-28T01:51:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,7.30946123521682,45.83333333333333,1610612762,17,14,2023-10-28T01:51:43Z,610000,False,21.0,16.0,1,left,MISS T. Horton-Tucker driving Layup - blocked,"[1629659, 1627826]",1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,Zubac,1627826.0
62,PT06M26.00S,2023-10-28T01:51:38.2Z,1,REGULAR,block,,[],1627826,,,1610612762,17,14,2023-10-28T01:51:40Z,620000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M26.00S,2023-10-28T01:51:38.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,17,14,2023-10-28T01:51:43Z,630000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,61.0,,,,,,,,,
65,PT06M26.00S,2023-10-28T01:51:43.2Z,1,REGULAR,substitution,out,[],1629659,,,1610612762,17,14,2023-10-28T01:51:52Z,650000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M26.00S,2023-10-28T01:51:43.2Z,1,REGULAR,substitution,out,[],1631117,,,1610612762,17,14,2023-10-28T01:51:52Z,660000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M26.00S,2023-10-28T01:51:43.2Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,17,14,2023-10-28T01:51:52Z,670000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M26.00S,2023-10-28T01:51:43.2Z,1,REGULAR,substitution,in,[],1629012,,,1610612762,17,14,2023-10-28T01:51:52Z,680000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M26.00S,2023-10-28T01:51:43.2Z,1,REGULAR,substitution,in,[],203482,,,1610612762,17,14,2023-10-28T01:51:52Z,690000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M26.00S,2023-10-28T01:51:43.2Z,1,REGULAR,substitution,in,[],1630534,,,1610612762,17,14,2023-10-28T01:51:52Z,700000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M15.00S,2023-10-28T01:52:15.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,37.00722733245729,58.333333333333336,1610612762,20,14,2023-10-28T01:52:20Z,710000,False,-42.0,295.0,1,left,J. Clarkson 29' 3PT  (6 PTS) (O. Agbaji 1 AST),"[203903, 1630534]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,29.83,Made,6.0,O. Agbaji,1630534.0,1.0,,,,,,,,,,,,,,
73,PT05M59.00S,2023-10-28T01:52:30.5Z,1,REGULAR,3pt,Jump Shot,[],202331,81.94809461235218,4.6568627450980395,1610612746,20,14,2023-10-28T01:52:36Z,730000,False,-227.0,117.0,1,right,MISS P. George 25' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
74,PT05M57.00S,2023-10-28T01:52:32.5Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612762,20,14,2023-10-28T01:52:36Z,740000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,
75,PT05M51.00S,2023-10-28T01:52:39.3Z,1,REGULAR,turnover,lost ball,[],203903,,,1610612762,20,14,2023-10-28T01:52:44Z,750000,False,,,0,,J. Clarkson lost ball TURNOVER (1 TO),"[203903, 203496]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Covington,203496.0,,,,,,,,,,,
76,PT05M51.00S,2023-10-28T01:52:39.3Z,1,REGULAR,steal,,[],203496,,,1610612746,20,14,2023-10-28T01:52:41Z,760000,False,,,0,,R. Covington STEAL (2 STL),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
77,PT05M48.00S,2023-10-28T01:52:45.5Z,1,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612746,20,14,2023-10-28T01:52:57Z,770000,False,,,0,,C. Sexton shooting personal FOUL (1 PF) (Covington 2 FT),"[1629012, 203496]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1626301.0,,,,,1.0,0.0,Covington,203496.0,,
79,PT05M48.00S,2023-10-28T01:53:10.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203496,,,1610612746,20,15,2023-10-28T01:53:49Z,790000,False,,,0,,R. Covington Free Throw 1 of 2 (4 PTS),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
80,PT05M48.00S,2023-10-28T01:53:11.0Z,1,REGULAR,substitution,out,[],201566,,,1610612746,20,15,2023-10-28T01:53:23Z,800000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M48.00S,2023-10-28T01:53:11.0Z,1,REGULAR,substitution,in,[],1630538,,,1610612746,20,15,2023-10-28T01:53:23Z,810000,False,,,0,,SUB in: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M48.00S,2023-10-28T01:53:10.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203496,,,1610612746,20,15,2023-10-28T01:53:49Z,820000,False,,,0,,MISS R. Covington Free Throw 2 of 2,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
83,PT05M47.00S,2023-10-28T01:53:11.2Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,20,15,2023-10-28T01:53:49Z,830000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,82.0,1.0,1.0,0.0,,,,,,
