actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-30T02:43:00.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-30T02:43:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2026-01-30T02:43:05.3Z,1,REGULAR,jumpball,recovered,[],1631119,,,1610612760,0,0,2026-01-30T02:43:05Z,40000,False,,,0,,Jump Ball C. Holmgren vs. R. Gobert: Tip to J. Williams,"[1631119, 1631096, 203497]",1610612760.0,OKC,startperiod,J. Williams,1631119.0,Williams,J. Williams,Holmgren,1631096.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-01-30T02:43:15.2Z,1,REGULAR,turnover,lost ball,[],1630598,,,1610612760,0,0,2026-01-30T02:43:19Z,70000,False,,,0,,A. Wiggins lost ball TURNOVER (1 TO),"[1630598, 1628978]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left Center,1.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2026-01-30T02:43:15.2Z,1,REGULAR,steal,,[],1628978,,,1610612750,0,0,2026-01-30T02:43:17Z,80000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M39.00S,2026-01-30T02:43:21.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630162,68.80749014454665,32.84313725490196,1610612750,3,0,2026-01-30T02:43:30Z,90000,False,-86.0,241.0,1,right,A. Edwards 25' 3PT running pullup (3 PTS) (J. McDaniels 1 AST),"[1630162, 1630183]",1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,25.55,Made,3.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,,
11,PT11M20.00S,2026-01-30T02:43:39.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,19.66162943495401,45.588235294117645,1610612760,3,0,2026-01-30T02:43:44Z,110000,False,22.0,132.0,1,left,MISS L. Dort 13' pullup Shot,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,13.41,Missed,,,,,,,,,,,,,,,
12,PT11M18.00S,2026-01-30T02:43:41.9Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,3,0,2026-01-30T02:43:44Z,120000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,
13,PT11M10.00S,2026-01-30T02:43:50.3Z,1,REGULAR,3pt,Jump Shot,[],203944,66.3107752956636,47.30392156862745,1610612750,3,0,2026-01-30T02:43:55Z,130000,False,-13.0,264.0,1,right,MISS J. Randle 26' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,26.45,Missed,,,,,,,,,,,,,,,
14,PT11M06.00S,2026-01-30T02:43:54.3Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,3,0,2026-01-30T02:43:55Z,140000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M45.00S,2026-01-30T02:44:15.0Z,1,REGULAR,2pt,Jump Shot,[],1630598,6.701708278580814,21.346507352941178,1610612760,3,0,2026-01-30T02:44:21Z,150000,False,143.0,10.0,1,left,MISS A. Wiggins 14' turnaround fadeaway Shot,[1630598],1610612760.0,OKC,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,,,,14.37,Missed,,,,,,,,,,,,,,,
