actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-18T01:10:47.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-18T01:10:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-12-18T01:10:48.7Z,1,REGULAR,jumpball,recovered,[],1630583,,,1610612763,0,0,2025-12-18T01:10:48Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. R. Gobert: Tip to S. Aldama,"[1630583, 1628991, 203497]",1610612763.0,MEM,startperiod,S. Aldama,1630583.0,Aldama,S. Aldama,Jackson Jr.,1628991.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-12-18T01:11:07.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629634,89.30683311432325,47.549019607843135,1610612763,0,0,2025-12-18T01:11:54Z,70000,False,-12.0,48.0,1,right,MISS B. Clarke turnaround Hook,[1629634],1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-12-18T01:11:08.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2025-12-18T01:11:59Z,80000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M33.00S,2025-12-18T01:11:14.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203944,20.97568988173456,9.558823529411764,1610612750,0,0,2025-12-18T01:11:44Z,90000,False,202.0,145.0,1,left,MISS J. Randle 24' running 3PT,[203944],1610612750.0,MIN,running,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,24.86,Missed,,,,,,,,,,,,,,,,,,
10,PT11M31.00S,2025-12-18T01:11:16.8Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,0,0,2025-12-18T01:11:41Z,100000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M27.00S,2025-12-18T01:11:20.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630583,93.51182654402102,52.450980392156865,1610612763,0,2,2025-12-18T01:11:45Z,110000,False,12.0,8.0,1,right,S. Aldama running DUNK (2 PTS) (J. Wells 1 AST),"[1630583, 1642377]",1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,2.0,J. Wells,1642377.0,1.0,,,,,,,,,,
13,PT11M07.00S,2025-12-18T01:11:38.9Z,1,REGULAR,3pt,Jump Shot,[],1630538,22.28975032851511,87.99019607843137,1610612750,3,2,2025-12-18T01:11:47Z,130000,False,-190.0,157.0,1,left,B. Hyland 24' 3PT  (3 PTS) (J. McDaniels 1 AST),"[1630538, 1630183]",1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,24.65,Made,,,,,3.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,
15,PT10M49.00S,2025-12-18T01:11:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642377,87.99277266754271,46.568627450980394,1610612763,3,2,2025-12-18T01:12:01Z,150000,False,-17.0,60.0,1,right,MISS J. Wells 6' pullup Shot,[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
16,PT10M46.00S,2025-12-18T01:11:59.5Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,3,2,2025-12-18T01:12:01Z,160000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
