actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
22,PT10M34.00S,2025-11-08T01:12:39.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,7,2,2025-11-08T01:12:41Z,220000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
23,PT10M28.00S,2025-11-08T01:12:44.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,73.40670170827858,80.88235294117648,1610612750,10,2,2025-11-08T01:12:48Z,230000,False,154.0,197.0,1,right,A. Edwards 25' 3PT  (8 PTS) (J. Randle 2 AST),"[1630162, 203944]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,25.07,Made,8.0,,,,,J. Randle,203944.0,2.0,,,,,,,
25,PT10M27.00S,2025-11-08T01:12:50.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,10,2,2025-11-08T01:12:50Z,250000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M13.00S,2025-11-08T01:16:00.6Z,1,REGULAR,2pt,Jump Shot,[],1628374,16.113666228646515,30.88235294117647,1610612762,10,2,2025-11-08T01:16:05Z,260000,False,96.0,99.0,1,left,MISS L. Markkanen 13' turnaround Shot - blocked,"[1628374, 203497]",1610612762.0,UTA,turnaround,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,,,,13.76,Missed,,,,,,,,,,,,,,Gobert,203497.0
27,PT10M13.00S,2025-11-08T01:16:00.6Z,1,REGULAR,block,,[],203497,,,1610612762,10,2,2025-11-08T01:16:02Z,270000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
28,PT10M11.00S,2025-11-08T01:16:02.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,10,2,2025-11-08T01:16:05Z,280000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,
29,PT10M08.00S,2025-11-08T01:16:06.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630162,73.14388961892247,49.01960784313725,1610612750,10,2,2025-11-08T01:16:52Z,290000,False,-5.0,200.0,1,right,MISS A. Edwards 20' running pullup Shot,[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,,20.0,Missed,,,,,,,,,,,,,,,
30,PT10M06.00S,2025-11-08T01:16:16.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,10,2,2025-11-08T01:16:16Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,29.0,,,,,,,,,,,,,
31,PT10M06.00S,2025-11-08T01:16:17.9Z,1,REGULAR,foul,personal,[],1628374,,,1610612750,10,2,2025-11-08T01:16:26Z,310000,False,,,0,,L. Markkanen loose ball personal FOUL (1 PF),"[1628374, 203497]",1610612762.0,UTA,loose ball,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202035.0,1.0,0.0,Gobert,203497.0,,
33,PT10M00.00S,2025-11-08T01:16:34.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,92.46057818659659,95.58823529411765,1610612750,13,2,2025-11-08T01:16:38Z,330000,False,228.0,18.0,1,right,J. Randle 3PT  (3 PTS) (D. DiVincenzo 1 AST),"[203944, 1628978]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,,22.86,Made,3.0,,,,,D. DiVincenzo,1628978.0,1.0,,,,,,,
36,PT09M36.00S,2025-11-08T01:17:12.9Z,1,REGULAR,3pt,Jump Shot,[],203994,37.13863337713535,45.588235294117645,1610612762,13,2,2025-11-08T01:17:23Z,360000,False,22.0,297.0,1,left,MISS J. Nurkić 29' 3PT,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,,29.74,Missed,,,,,,,,,,,,,,,
37,PT09M32.00S,2025-11-08T01:17:16.9Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,13,2,2025-11-08T01:17:23Z,370000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,
38,PT09M21.00S,2025-11-08T01:17:27.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,91.01511169513797,44.36274509803921,1610612750,15,2,2025-11-08T01:19:02Z,380000,False,-28.0,32.0,1,right,J. Randle driving finger roll Layup (5 PTS),[203944],1610612750.0,MIN,driving finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,4.27,Made,5.0,,,,,,,,,,,,,,
40,PT09M00.00S,2025-11-08T01:17:55.8Z,1,REGULAR,foul,technical,['1freethrow'],1630183,,,1610612762,15,2,2025-11-08T01:18:03Z,400000,False,,,0,,J. McDaniels defensive-3-second technical FOUL (1 Tech),[1630183],1610612750.0,MIN,defensive-3-second,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,202035.0,0.0,1.0,,,,
41,PT09M00.00S,2025-11-08T01:18:10.6Z,1,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,15,3,2025-11-08T01:18:10Z,410000,False,,,0,,L. Markkanen technical Free Throw 1 of 1 (1 PTS),[1628374],1610612762.0,UTA,technical,,,Markkanen,L. Markkanen,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
42,PT08M53.00S,2025-11-08T01:18:35.0Z,1,REGULAR,3pt,Jump Shot,[],1628374,30.042706964520367,66.17647058823529,1610612762,15,3,2025-11-08T01:18:45Z,420000,False,-81.0,230.0,1,left,MISS L. Markkanen 24' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,24.37,Missed,,,,,,,,,,,,,,,
43,PT08M51.00S,2025-11-08T01:18:37.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,15,3,2025-11-08T01:18:45Z,430000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,42.0,,,,,,,,,,,,,
45,PT08M38.00S,2025-11-08T01:18:59.6Z,1,REGULAR,3pt,Jump Shot,[],203944,67.49342969776609,47.30392156862745,1610612750,15,3,2025-11-08T01:19:03Z,450000,False,-13.0,253.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,25.35,Missed,,,,,,,,,,,,,,,
46,PT08M35.00S,2025-11-08T01:19:02.6Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,15,3,2025-11-08T01:19:03Z,460000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,
47,PT08M31.00S,2025-11-08T01:19:06.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629004,6.1268068331143235,4.166666666666666,1610612762,15,6,2025-11-08T01:19:47Z,470000,False,229.0,5.0,1,left,S. Mykhailiuk 3PT running pullup (3 PTS) (I. Collier 1 AST),"[1629004, 1642268]",1610612762.0,UTA,running pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Right Corner 3,24+ Right,,,,22.93,Made,3.0,,,,,I. Collier,1642268.0,1.0,,,,,,,
49,PT08M14.00S,2025-11-08T01:19:22.8Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,15,6,2025-11-08T01:19:28Z,490000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1628374]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,1.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,,
50,PT08M14.00S,2025-11-08T01:19:22.8Z,1,REGULAR,steal,,[],1628374,,,1610612762,15,6,2025-11-08T01:19:25Z,500000,False,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
52,PT08M05.00S,2025-11-08T01:19:52.4Z,1,REGULAR,turnover,out-of-bounds,[],1642268,,,1610612762,15,6,2025-11-08T01:20:01Z,520000,False,,,0,,I. Collier step out-of-bounds TURNOVER (1 TO),[1642268],1610612762.0,UTA,step,,,Collier,I. Collier,,,,,Right Corner 3,24+ Right,1.0,,,,,,,,,,,,,1627962.0,,,,,,
53,PT07M56.00S,2025-11-08T01:20:09.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630183,92.32917214191852,43.872549019607845,1610612750,17,6,2025-11-08T01:20:14Z,530000,False,-31.0,20.0,1,right,J. McDaniels driving finger roll Layup (4 PTS) (R. Gobert 1 AST),"[1630183, 203497]",1610612750.0,MIN,driving finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,3.63,Made,4.0,,,,,R. Gobert,203497.0,1.0,,,,,,,
55,PT07M46.00S,2025-11-08T01:20:19.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,18.74178712220762,41.17647058823529,1610612762,17,6,2025-11-08T01:20:47Z,550000,False,44.0,124.0,1,left,MISS K. George 13' pullup Shot - blocked,"[1641718, 203497]",1610612762.0,UTA,pullup,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,13.13,Missed,,,,,,,,,,,,,,Gobert,203497.0
56,PT07M46.00S,2025-11-08T01:20:19.3Z,1,REGULAR,block,,[],203497,,,1610612762,17,6,2025-11-08T01:20:21Z,560000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M45.00S,2025-11-08T01:20:20.3Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,17,6,2025-11-08T01:21:33Z,570000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,
58,PT07M36.00S,2025-11-08T01:20:29.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,93.77463863337714,46.07843137254902,1610612750,19,6,2025-11-08T01:20:34Z,580000,False,-20.0,6.0,1,right,R. Gobert alley-oop Layup (2 PTS) (J. Randle 3 AST),"[203497, 203944]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,2.05,Made,2.0,,,,,J. Randle,203944.0,3.0,,,,,,,
60,PT07M15.00S,2025-11-08T01:20:50.0Z,1,REGULAR,3pt,Jump Shot,[],1641718,21.50131406044678,86.76470588235294,1610612762,19,6,2025-11-08T01:21:04Z,600000,False,-184.0,150.0,1,left,MISS K. George 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,23.7,Missed,,,,,,,,,,,,,,,
61,PT07M14.00S,2025-11-08T01:20:51.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,19,6,2025-11-08T01:21:04Z,610000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,60.0,,,,,,,,,,,,,
62,PT07M14.00S,2025-11-08T01:20:56.8Z,1,REGULAR,foul,personal,[],203994,,,1610612750,19,6,2025-11-08T01:21:01Z,620000,False,,,0,,J. Nurkić loose ball personal FOUL (1 PF),"[203994, 203497]",1610612762.0,UTA,loose ball,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202035.0,1.0,0.0,Gobert,203497.0,,
64,PT07M14.00S,2025-11-08T01:21:03.2Z,1,REGULAR,substitution,out,[],1641718,,,1610612750,19,6,2025-11-08T01:21:16Z,640000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M14.00S,2025-11-08T01:21:03.2Z,1,REGULAR,substitution,out,[],1628374,,,1610612750,19,6,2025-11-08T01:21:16Z,650000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M14.00S,2025-11-08T01:21:03.2Z,1,REGULAR,substitution,in,[],1642846,,,1610612750,19,6,2025-11-08T01:21:16Z,660000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M14.00S,2025-11-08T01:21:03.2Z,1,REGULAR,substitution,in,[],1642271,,,1610612750,19,6,2025-11-08T01:21:16Z,670000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M59.00S,2025-11-08T01:21:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,94.03745072273325,43.627450980392155,1610612750,21,6,2025-11-08T01:22:52Z,680000,False,-32.0,4.0,1,right,J. McDaniels cutting Layup (6 PTS) (R. Gobert 2 AST),"[1630183, 203497]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,3.21,Made,6.0,,,,,R. Gobert,203497.0,2.0,,,,,,,
70,PT06M35.00S,2025-11-08T01:21:55.7Z,1,REGULAR,3pt,Jump Shot,[],1642846,31.488173455978973,38.23529411764706,1610612762,21,6,2025-11-08T01:22:01Z,700000,False,59.0,243.0,1,left,MISS A. Bailey 25' 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Center,,,,25.05,Missed,,,,,,,,,,,,,,,
71,PT06M33.00S,2025-11-08T01:21:57.7Z,1,REGULAR,rebound,offensive,[],1629004,,,1610612762,21,6,2025-11-08T01:22:01Z,710000,False,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:0),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,,,,,,,70.0,1.0,0.0,1.0,,,,,,,,,,
72,PT06M31.00S,2025-11-08T01:22:00.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642846,31.488173455978973,45.588235294117645,1610612762,21,6,2025-11-08T01:22:03Z,720000,False,22.0,243.0,1,left,MISS A. Bailey 24' 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Center,,,,24.45,Missed,,,,,,,,,,,,,,,
73,PT06M29.00S,2025-11-08T01:22:02.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,21,6,2025-11-08T01:22:03Z,730000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,
74,PT06M20.00S,2025-11-08T01:22:11.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,75.50919842312747,85.7843137254902,1610612750,24,6,2025-11-08T01:22:15Z,740000,False,179.0,178.0,1,right,A. Edwards 25' 3PT  (11 PTS) (J. Randle 4 AST),"[1630162, 203944]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,25.22,Made,11.0,,,,,J. Randle,203944.0,4.0,,,,,,,
76,PT06M02.00S,2025-11-08T01:22:30.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629004,10.726018396846255,40.44117647058824,1610612762,24,6,2025-11-08T01:22:34Z,760000,False,48.0,48.0,1,left,MISS S. Mykhailiuk 6' Jump Shot,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),0-8 Center,,,,6.8,Missed,,,,,,,,,,,,,,,
77,PT05M58.00S,2025-11-08T01:22:34.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,24,6,2025-11-08T01:25:00Z,770000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,76.0,2.0,2.0,0.0,,,,,,,,,,
78,PT05M54.00S,2025-11-08T01:22:38.2Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612750,24,6,2025-11-08T01:22:43Z,780000,False,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 1642846]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,1.0,Bailey,1642846.0,,,,,,,,,,,,,,,,,
79,PT05M54.00S,2025-11-08T01:22:38.2Z,1,REGULAR,steal,,[],1642846,,,1610612762,24,6,2025-11-08T01:27:36Z,790000,False,,,0,,A. Bailey STEAL (1 STL),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
80,PT05M49.00S,2025-11-08T01:22:42.3Z,1,REGULAR,turnover,bad pass,[],1642846,,,1610612762,24,6,2025-11-08T01:26:56Z,800000,False,,,0,,A. Bailey bad pass TURNOVER (1 TO),"[1642846, 1630162]",1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Center,1.0,Edwards,1630162.0,,,,,,,,,,,,,,,,,
81,PT05M49.00S,2025-11-08T01:22:42.3Z,1,REGULAR,steal,,[],1630162,,,1610612750,24,6,2025-11-08T01:22:44Z,810000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
82,PT05M46.00S,2025-11-08T01:22:45.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628978,73.01248357424441,17.892156862745097,1610612750,24,6,2025-11-08T01:27:18Z,820000,False,-161.0,201.0,1,right,MISS D. DiVincenzo 25' running 3PT,[1628978],1610612750.0,MIN,running,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,25.74,Missed,,,,,,,,,,,,,,,
83,PT05M43.00S,2025-11-08T01:22:48.9Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,24,6,2025-11-08T01:22:48Z,830000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,82.0,3.0,2.0,1.0,,,,,,,,,,
84,PT05M42.00S,2025-11-08T01:22:49.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203497,93.24901445466492,49.01960784313725,1610612750,26,6,2025-11-08T01:22:55Z,840000,False,-5.0,11.0,1,right,R. Gobert putback DUNK (4 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,1.2,Made,4.0,,,,,,,,,,,,,,
85,PT05M42.00S,2025-11-08T01:22:56.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,26,6,2025-11-08T01:22:56Z,850000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M42.00S,2025-11-08T01:22:58.0Z,1,REGULAR,foul,technical,['1freethrow'],1628181,,,1610612762,26,6,2025-11-08T01:26:25Z,860000,False,,,0,,TEAM foul technical,[1628181],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,1627962.0,,,,,,
87,PT05M42.00S,2025-11-08T01:25:07.9Z,1,REGULAR,substitution,out,[],1630183,,,1610612762,26,6,2025-11-08T01:26:23Z,870000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M42.00S,2025-11-08T01:25:07.9Z,1,REGULAR,substitution,out,[],203944,,,1610612762,26,6,2025-11-08T01:26:23Z,880000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
