actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-09T01:11:46.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-09T01:11:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-01-09T01:11:48.4Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2026-01-09T01:11:48Z,40000,False,,,0,,Jump Ball J. Allen vs. R. Gobert: Tip to E. Mobley,"[1630596, 1628386, 203497]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2026-01-09T01:12:05.9Z,1,REGULAR,3pt,Jump Shot,[],1629636,27.94021024967148,17.15686274509804,1610612739,0,0,2026-01-09T01:12:10Z,70000,False,164.0,210.0,1,left,MISS D. Garland 26' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Right Center,26.67,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2026-01-09T01:12:09.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2026-01-09T01:12:10Z,80000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2026-01-09T01:12:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.24704336399473,53.821997549019606,1610612750,2,0,2026-01-09T01:12:33Z,90000,False,19.0,20.0,1,right,A. Edwards alley-oop Layup (2 PTS) (J. Randle 1 AST),"[1630162, 203944]",1610612750.0,MIN,alley-oop,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,2.0,J. Randle,203944.0,1.0,,,,,,,,,,
11,PT11M09.00S,2026-01-09T01:12:35.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641854,15.193823915900131,48.77450980392157,1610612739,2,0,2026-01-09T01:12:43Z,110000,False,6.0,90.0,1,left,MISS C. Porter Jr. 9' pullup Shot,[1641854],1610612739.0,CLE,pullup,,,Porter Jr.,C. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.05,Missed,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2026-01-09T01:12:38.5Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,2,0,2026-01-09T01:12:43Z,120000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M00.00S,2026-01-09T01:12:45.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203944,72.09264126149803,21.568627450980394,1610612750,5,0,2026-01-09T02:17:54Z,130000,False,-142.0,210.0,1,right,J. Randle 25' 3PT running (3 PTS) (D. DiVincenzo 1 AST),"[203944, 1628978]",1610612750.0,MIN,running,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.34,Made,,,,,3.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,
15,PT10M46.00S,2026-01-09T01:12:59.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,12.302890932982917,41.911764705882355,1610612739,5,2,2026-01-09T01:13:59Z,150000,False,40.0,63.0,1,left,D. Mitchell 7' driving floating Jump Shot (2 PTS) (J. Allen 1 AST),"[1628378, 1628386]",1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,7.49,Made,,,,,2.0,J. Allen,1628386.0,1.0,,,,,,,,,,
16,PT10M38.00S,2026-01-09T01:13:07.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,92.85479632063075,51.470588235294116,1610612750,7,2,2026-01-09T01:14:26Z,160000,False,7.0,15.0,1,right,J. McDaniels driving Layup (2 PTS) (J. Randle 2 AST),"[1630183, 203944]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,2.0,J. Randle,203944.0,2.0,,,,,,,,,,
18,PT10M27.00S,2026-01-09T01:13:17.6Z,1,REGULAR,3pt,Jump Shot,[],1641854,21.632720105124836,11.519607843137255,1610612739,7,2,2026-01-09T01:13:25Z,180000,False,192.0,151.0,1,left,MISS C. Porter Jr. 24' 3PT,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Right Center,24.45,Missed,,,,,,,,,,,,,,,,,,
19,PT10M23.00S,2026-01-09T01:13:21.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,7,2,2026-01-09T01:13:25Z,190000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M21.00S,2026-01-09T01:13:24.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630183,93.9060446780552,50.0,1610612750,9,2,2026-01-09T01:13:28Z,200000,False,0.0,5.0,1,right,J. McDaniels running DUNK (4 PTS) (J. Randle 3 AST),"[1630183, 203944]",1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.48,Made,,,,,4.0,J. Randle,203944.0,3.0,,,,,,,,,,
22,PT10M03.00S,2026-01-09T01:13:41.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,12.434296977660972,41.66666666666667,1610612739,9,2,2026-01-09T01:13:46Z,220000,False,42.0,64.0,1,left,MISS D. Garland 7' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,7.67,Missed,,,,,,,,,,,,,,,,,,
23,PT10M01.00S,2026-01-09T01:13:43.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,9,2,2026-01-09T01:13:46Z,230000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT09M54.00S,2026-01-09T01:13:51.9Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612750,9,2,2026-01-09T01:13:57Z,240000,False,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 1629636]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Garland,1629636.0,,,,,,,
26,PT09M54.00S,2026-01-09T01:13:51.9Z,1,REGULAR,steal,,[],1629636,,,1610612739,9,2,2026-01-09T01:23:24Z,250000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M49.00S,2026-01-09T01:13:58.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630596,7.703679369250986,51.9607843137255,1610612739,9,4,2026-01-09T01:14:17Z,260000,False,-10.0,20.0,1,left,E. Mobley driving floating Jump Shot (2 PTS),[1630596],1610612739.0,CLE,driving floating,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,2.0,,,,,,,,,,,,,
29,PT09M49.00S,2026-01-09T01:14:02.7Z,1,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612739,9,4,2026-01-09T01:14:10Z,280000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Mobley 1 FT),"[1630183, 1630596]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2003.0,1.0,0.0,Mobley,1630596.0,,
31,PT09M49.00S,2026-01-09T01:14:26.7Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630596,,,1610612739,9,4,2026-01-09T01:14:28Z,300000,False,,,0,,MISS E. Mobley Free Throw 1 of 1,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
32,PT09M47.00S,2026-01-09T01:14:28.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,9,4,2026-01-09T01:14:28Z,310000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,31.0,3.0,3.0,0.0,,,,,,,,,,,,,,
33,PT09M30.00S,2026-01-09T01:14:44.1Z,1,REGULAR,3pt,Jump Shot,[],203944,67.88764783180025,62.254901960784316,1610612750,12,4,2026-01-09T01:17:00Z,320000,False,61.0,249.0,1,right,J. Randle 25' 3PT step back (6 PTS),[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.68,Made,,,,,6.0,,,,,,,,,,,,,
34,PT09M20.00S,2026-01-09T01:14:57.1Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612739,12,4,2026-01-09T01:15:08Z,330000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Allen 2 FT),"[1628978, 1628386]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2002.0,1.0,0.0,Allen,1628386.0,,
36,PT09M20.00S,2026-01-09T01:15:26.0Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,12,5,2026-01-09T01:15:26Z,350000,False,,,0,,J. Allen Free Throw 1 of 2 (1 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
37,PT09M20.00S,2026-01-09T01:15:26.0Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,12,5,2026-01-09T01:15:43Z,360000,False,,,0,,MISS J. Allen Free Throw 2 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
38,PT09M18.00S,2026-01-09T01:15:28.0Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,12,5,2026-01-09T01:15:43Z,370000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT09M02.00S,2026-01-09T01:15:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.72339027595268,47.05882352941176,1610612750,14,5,2026-01-09T01:16:03Z,380000,False,-15.0,16.0,1,right,R. Gobert driving finger roll Layup (2 PTS),[203497],1610612750.0,MIN,driving finger roll,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,2.0,,,,,,,,,,,,,
40,PT08M51.00S,2026-01-09T01:16:08.3Z,1,REGULAR,3pt,Jump Shot,[],1628378,24.0473061760841,14.483762254901961,1610612739,14,5,2026-01-09T01:16:16Z,390000,False,178.0,174.0,1,left,MISS D. Mitchell 24' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,24.83,Missed,,,,,,,,,,,,,,,,,,
41,PT08M48.00S,2026-01-09T01:16:11.3Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,14,5,2026-01-09T01:16:16Z,400000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT08M30.00S,2026-01-09T01:16:46.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,70.51576872536137,77.20588235294117,1610612750,17,5,2026-01-09T01:16:51Z,420000,False,136.0,225.0,1,right,D. DiVincenzo 26' 3PT  (3 PTS) (J. McDaniels 1 AST),"[1628978, 1630183]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.27,Made,,,,,3.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,
45,PT08M28.00S,2026-01-09T01:16:51.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,17,5,2026-01-09T01:16:51Z,440000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M22.00S,2026-01-09T01:20:01.8Z,1,REGULAR,foul,personal,['2freethrow'],203944,,,1610612739,17,5,2026-01-09T01:20:35Z,450000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Garland 2 FT),"[203944, 1629636]",1610612750.0,MIN,shooting,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,202026.0,1.0,0.0,Garland,1629636.0,,
48,PT08M22.00S,2026-01-09T01:20:52.8Z,1,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,17,5,2026-01-09T01:20:52Z,470000,False,,,0,,MISS D. Garland Free Throw 1 of 2,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT08M22.00S,2026-01-09T01:20:52.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,17,5,2026-01-09T01:20:52Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,
50,PT08M22.00S,2026-01-09T01:21:07.9Z,1,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,17,6,2026-01-09T01:21:07Z,490000,False,,,0,,D. Garland Free Throw 2 of 2 (1 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
51,PT08M02.00S,2026-01-09T01:21:29.7Z,1,REGULAR,3pt,Jump Shot,[],203944,73.14388961892247,83.82352941176471,1610612750,17,6,2026-01-09T01:21:36Z,500000,False,169.0,200.0,1,right,MISS J. Randle 26' pullup 3PT,[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
52,PT07M58.00S,2026-01-09T01:21:33.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,17,6,2026-01-09T01:21:36Z,510000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
