actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M39.00S,2026-01-25T22:43:18.1Z,1,REGULAR,turnover,lost ball,[],1630183,,,1610612750,2,2,2026-01-25T22:44:18Z,160000,False,,,0,,J. McDaniels lost ball TURNOVER (1 TO),"[1630183, 201939]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Curry,201939.0,,,,,,,
17,PT10M39.00S,2026-01-25T22:43:18.1Z,1,REGULAR,steal,,[],201939,,,1610612744,2,2,2026-01-25T22:43:20Z,170000,False,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M33.00S,2026-01-25T22:43:25.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630541,7.046649145860711,3.9215686274509802,1610612744,2,5,2026-01-25T22:44:10Z,180000,False,230.0,14.0,1,left,M. Moody 3PT running (5 PTS) (B. Podziemski 1 AST),"[1630541, 1641764]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,23.08,Made,5.0,,,,,B. Podziemski,1641764.0,1.0,,,,,,,,,,
20,PT10M12.00S,2026-01-25T22:43:46.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,88.78120893561103,42.8921568627451,1610612750,2,5,2026-01-25T22:43:51Z,200000,False,-36.0,53.0,1,right,MISS J. McDaniels 6' turnaround Shot,[1630183],1610612750.0,MIN,turnaround,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,6.38,Missed,,,,,,,,,,,,,,,,,,
21,PT10M10.00S,2026-01-25T22:43:48.0Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,2,5,2026-01-25T22:43:48Z,210000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,
22,PT10M09.00S,2026-01-25T22:43:48.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,92.9862023653088,49.754901960784316,1610612750,2,5,2026-01-25T22:45:34Z,220000,False,-1.0,13.0,1,right,MISS R. Gobert putback Layup - blocked,"[203497, 201143]",1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,Horford,201143.0,,,,,
23,PT10M09.00S,2026-01-25T22:43:48.7Z,1,REGULAR,block,,[],201143,,,1610612750,2,5,2026-01-25T22:43:51Z,230000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M09.00S,2026-01-25T22:43:48.7Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,2,5,2026-01-25T22:43:53Z,240000,False,,,0,,M. Moody REBOUND (Off:0 Def:2),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,
25,PT09M49.00S,2026-01-25T22:44:09.3Z,1,REGULAR,3pt,Jump Shot,[],201143,31.61957950065703,46.81372549019608,1610612744,2,8,2026-01-25T22:44:13Z,250000,False,16.0,245.0,1,left,A. Horford 24' 3PT  (3 PTS) (M. Moody 1 AST),"[201143, 1630541]",1610612744.0,GSW,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,24.52,Made,3.0,,,,,M. Moody,1630541.0,1.0,,,,,,,,,,
28,PT09M33.00S,2026-01-25T22:44:35.0Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,2,8,2026-01-25T22:44:38Z,280000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1641764]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,Podziemski,1641764.0,,,,,,,
29,PT09M33.00S,2026-01-25T22:44:35.0Z,1,REGULAR,steal,,[],1641764,,,1610612744,2,8,2026-01-25T22:44:37Z,290000,False,,,0,,B. Podziemski STEAL (1 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
30,PT09M33.00S,2026-01-25T22:44:37.8Z,1,REGULAR,foul,personal,[],203497,,,1610612744,2,8,2026-01-25T22:44:45Z,300000,False,,,0,,R. Gobert personal FOUL (1 PF),"[203497, 1641764]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Podziemski,1641764.0
32,PT09M23.00S,2026-01-25T22:44:57.3Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612744,2,8,2026-01-25T22:45:03Z,320000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Curry 2 FT),"[1630183, 201939]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Curry,201939.0
34,PT09M23.00S,2026-01-25T22:45:18.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201939,,,1610612744,2,9,2026-01-25T22:45:18Z,340000,False,,,0,,S. Curry Free Throw 1 of 2 (1 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
35,PT09M23.00S,2026-01-25T22:45:33.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201939,,,1610612744,2,10,2026-01-25T22:45:33Z,350000,False,,,0,,S. Curry Free Throw 2 of 2 (2 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
36,PT09M14.00S,2026-01-25T22:45:52.9Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,2,10,2026-01-25T22:45:57Z,360000,False,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 1641764]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,Podziemski,1641764.0,,,,,,,
37,PT09M14.00S,2026-01-25T22:45:52.9Z,1,REGULAR,steal,,[],1641764,,,1610612744,2,10,2026-01-25T22:45:54Z,370000,False,,,0,,B. Podziemski STEAL (2 STL),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
38,PT09M12.00S,2026-01-25T22:45:57.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1641764,5.206964520367937,46.32352941176471,1610612744,2,12,2026-01-25T22:46:35Z,380000,False,18.0,-4.0,1,left,B. Podziemski running Layup (2 PTS),[1641764],1610612744.0,GSW,running,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,1.87,Made,2.0,,,,,,,,,,,,,,,,,
39,PT09M12.00S,2026-01-25T22:46:04.0Z,1,REGULAR,violation,defensive goaltending,[],1630183,,,1610612744,2,12,2026-01-25T22:46:14Z,390000,False,,,0,,J. McDaniels defensive goaltending VIOLATION,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,200834.0,,,,
40,PT09M12.00S,2026-01-25T22:46:11.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,2,12,2026-01-25T22:46:11Z,400000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M51.00S,2026-01-25T22:49:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,82.21090670170827,37.5,1610612750,2,12,2026-01-25T22:49:22Z,410000,False,-62.0,115.0,1,right,MISS J. McDaniels 13' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,13.06,Missed,,,,,,,,,,,,,,,,,,
42,PT08M48.00S,2026-01-25T22:49:20.5Z,1,REGULAR,rebound,defensive,[],201143,,,1610612744,2,12,2026-01-25T22:49:22Z,420000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,
43,PT08M44.00S,2026-01-25T22:49:24.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641764,7.440867279894875,48.77450980392157,1610612744,2,14,2026-01-25T22:49:28Z,430000,False,6.0,17.0,1,left,B. Podziemski running Layup (4 PTS) (S. Curry 2 AST),"[1641764, 201939]",1610612744.0,GSW,running,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,1.84,Made,4.0,,,,,S. Curry,201939.0,2.0,,,,,,,,,,
45,PT08M34.00S,2026-01-25T22:49:33.9Z,1,REGULAR,2pt,Jump Shot,[],1630162,86.81011826544021,75.0,1610612750,4,14,2026-01-25T22:49:37Z,450000,False,125.0,71.0,1,right,A. Edwards 14' turnaround Jump Shot (2 PTS),[1630162],1610612750.0,MIN,turnaround,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,14.4,Made,2.0,,,,,,,,,,,,,,,,,
46,PT08M18.00S,2026-01-25T22:49:50.4Z,1,REGULAR,3pt,Jump Shot,[],1630541,7.835085413929041,96.56862745098039,1610612744,4,14,2026-01-25T22:49:54Z,460000,False,-233.0,21.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,23.38,Missed,,,,,,,,,,,,,,,,,,
47,PT08M16.00S,2026-01-25T22:49:52.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,4,14,2026-01-25T22:49:54Z,470000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,
48,PT08M10.00S,2026-01-25T22:49:58.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,92.72339027595268,49.26470588235294,1610612750,6,14,2026-01-25T22:50:01Z,480000,False,-4.0,16.0,1,right,R. Gobert alley-oop DUNK (2 PTS) (A. Edwards 1 AST),"[203497, 1630162]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.63,Made,2.0,,,,,A. Edwards,1630162.0,1.0,,,,,,,,,,
50,PT07M50.00S,2026-01-25T22:50:17.8Z,1,REGULAR,2pt,Jump Shot,[],201939,22.946780551905388,23.03921568627451,1610612744,6,14,2026-01-25T22:50:22Z,500000,False,135.0,163.0,1,left,MISS S. Curry 21' step back Shot,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right Center,21.17,Missed,,,,,,,,,,,,,,,,,,
51,PT07M47.00S,2026-01-25T22:50:20.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,6,14,2026-01-25T22:50:22Z,510000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right Center,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,
52,PT07M38.00S,2026-01-25T22:50:30.8Z,1,REGULAR,2pt,Jump Shot,[],1630162,70.90382720105126,33.38694852941176,1610612750,8,14,2026-01-25T22:55:58Z,520000,False,-83.0,221.0,1,right,A. Edwards 23' pullup Jump Shot (4 PTS) (J. Randle 1 AST),"[1630162, 203944]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,23.61,Made,4.0,,,,,J. Randle,203944.0,1.0,,,,,,,,,,
54,PT07M28.00S,2026-01-25T22:50:40.2Z,1,REGULAR,3pt,Jump Shot,[],1641764,31.35676741130092,48.03921568627451,1610612744,8,14,2026-01-25T22:50:45Z,540000,False,10.0,242.0,1,left,MISS B. Podziemski 24' pullup 3PT,[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,24.25,Missed,,,,,,,,,,,,,,,,,,
55,PT07M25.00S,2026-01-25T22:50:43.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,8,14,2026-01-25T22:50:45Z,550000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,,
56,PT07M19.00S,2026-01-25T22:50:52.5Z,1,REGULAR,turnover,backcourt,[],1630162,,,1610612750,8,14,2026-01-25T22:50:58Z,560000,False,,,0,,A. Edwards backcourt TURNOVER (3 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,3.0,,,,,200834.0,,,,
57,PT07M19.00S,2026-01-25T22:50:55.6Z,1,REGULAR,substitution,out,[],203944,,,1610612744,8,14,2026-01-25T22:51:05Z,570000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M19.00S,2026-01-25T22:50:55.6Z,1,REGULAR,substitution,out,[],201143,,,1610612744,8,14,2026-01-25T22:51:05Z,580000,False,,,0,,SUB out: A. Horford,[201143],1610612744.0,GSW,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M19.00S,2026-01-25T22:50:55.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612744,8,14,2026-01-25T22:51:05Z,590000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M19.00S,2026-01-25T22:50:55.6Z,1,REGULAR,substitution,in,[],1642366,,,1610612744,8,14,2026-01-25T22:51:05Z,600000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M08.00S,2026-01-25T22:51:21.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201939,14.931011826544022,32.1078431372549,1610612744,8,14,2026-01-25T22:52:46Z,610000,False,89.0,88.0,1,left,MISS S. Curry 12' driving floating Shot,[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,12.54,Missed,,,,,,,,,,,,,,,,,,
62,PT07M06.00S,2026-01-25T22:51:23.0Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,8,14,2026-01-25T22:51:26Z,620000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Right,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,
63,PT06M58.00S,2026-01-25T22:51:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,93.24901445466492,50.73529411764706,1610612750,8,14,2026-01-25T22:51:37Z,630000,False,4.0,11.0,1,right,MISS J. McDaniels driving Layup,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.16,Missed,,,,,,,,,,,,,,,,,,
64,PT06M54.00S,2026-01-25T22:51:35.3Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,8,14,2026-01-25T22:51:37Z,640000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,
65,PT06M46.00S,2026-01-25T22:51:42.7Z,1,REGULAR,3pt,Jump Shot,[],1642366,7.703679369250986,96.32352941176471,1610612744,8,14,2026-01-25T22:51:47Z,650000,False,-232.0,20.0,1,left,MISS Q. Post 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Left Corner 3,24+ Left,23.25,Missed,,,,,,,,,,,,,,,,,,
66,PT06M45.00S,2026-01-25T22:51:43.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,8,14,2026-01-25T22:51:47Z,660000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Left Corner 3,24+ Left,,,,65.0,,,,,,,,,,,,,,,,
67,PT06M45.00S,2026-01-25T22:51:46.5Z,1,REGULAR,foul,personal,[],1641764,,,1610612750,8,14,2026-01-25T22:51:59Z,670000,False,,,0,,B. Podziemski loose ball personal FOUL (1 PF),"[1641764, 1630183]",1610612744.0,GSW,loose ball,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200834.0,1.0,0.0,McDaniels,1630183.0
69,PT06M45.00S,2026-01-25T22:51:54.9Z,1,REGULAR,substitution,out,[],1641764,,,1610612750,8,14,2026-01-25T22:51:57Z,690000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M45.00S,2026-01-25T22:51:54.9Z,1,REGULAR,substitution,in,[],1642954,,,1610612750,8,14,2026-01-25T22:51:57Z,700000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M31.00S,2026-01-25T22:52:19.5Z,1,REGULAR,turnover,bad pass,[],1629675,,,1610612750,8,14,2026-01-25T23:00:49Z,710000,False,,,0,,N. Reid bad pass TURNOVER (1 TO),"[1629675, 203110]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Green,203110.0,,,,,,,
72,PT06M31.00S,2026-01-25T22:52:19.5Z,1,REGULAR,steal,,[],203110,,,1610612744,8,14,2026-01-25T22:52:22Z,720000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT06M24.00S,2026-01-25T22:52:27.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630541,7.703679369250986,3.6764705882352944,1610612744,8,14,2026-01-25T22:52:30Z,730000,False,232.0,20.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
74,PT06M22.00S,2026-01-25T22:52:29.2Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,8,14,2026-01-25T22:52:30Z,740000,False,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Right Corner 3,24+ Right,,,,73.0,4.0,3.0,1.0,,,,,,,,,,,,,
75,PT06M17.00S,2026-01-25T22:52:34.3Z,1,REGULAR,turnover,lost ball,[],1630183,,,1610612750,8,14,2026-01-25T23:04:27Z,750000,False,,,0,,J. McDaniels lost ball TURNOVER (2 TO),"[1630183, 201939]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,Curry,201939.0,,,,,,,
76,PT06M17.00S,2026-01-25T22:52:34.3Z,1,REGULAR,steal,,[],201939,,,1610612744,8,14,2026-01-25T22:52:36Z,760000,False,,,0,,S. Curry STEAL (2 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
77,PT06M13.00S,2026-01-25T22:52:37.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630541,6.652431011826544,49.50980392156863,1610612744,8,16,2026-01-25T22:52:41Z,770000,False,2.0,10.0,1,left,M. Moody running Layup (7 PTS) (S. Curry 3 AST),"[1630541, 201939]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,1.03,Made,7.0,,,,,S. Curry,201939.0,3.0,,,,,,,,,,
79,PT05M53.00S,2026-01-25T22:52:59.6Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,8,16,2026-01-25T22:53:04Z,790000,False,,,0,,A. Edwards bad pass out-of-bounds TURNOVER (4 TO),[1630162],1610612750.0,MIN,bad pass,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,4.0,,,,,1627529.0,,,,
80,PT05M53.00S,2026-01-25T22:53:02.6Z,1,REGULAR,substitution,out,[],203110,,,1610612744,8,16,2026-01-25T22:53:10Z,800000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M53.00S,2026-01-25T22:53:02.6Z,1,REGULAR,substitution,in,[],1630611,,,1610612744,8,16,2026-01-25T22:53:10Z,810000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M41.00S,2026-01-25T22:53:31.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,29.25427069645204,18.872549019607842,1610612744,8,16,2026-01-25T22:53:34Z,820000,False,156.0,222.0,1,left,MISS S. Curry 27' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,27.15,Missed,,,,,,,,,,,,,,,,,,
83,PT05M39.00S,2026-01-25T22:53:33.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,8,16,2026-01-25T22:53:34Z,830000,False,,,0,,R. Gobert REBOUND (Off:1 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,82.0,5.0,4.0,1.0,,,,,,,,,,,,,
