actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
22,PT09M54.00S,2025-10-30T01:45:26.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629060,72.61826544021025,79.16666666666666,1610612747,5,8,2025-10-30T01:45:30Z,220000,False,146.0,205.0,1,right,R. Hachimura 25' 3PT  (3 PTS) (J. Vanderbilt 1 AST),"[1629060, 1629020]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,25.15,Made,,,,,3.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,
24,PT09M41.00S,2025-10-30T01:45:39.1Z,1,REGULAR,3pt,Jump Shot,[],201144,22.158344283837057,88.72549019607843,1610612750,8,8,2025-10-30T01:45:43Z,240000,False,-194.0,156.0,1,left,M. Conley 24' 3PT  (3 PTS) (J. Randle 1 AST),"[201144, 203944]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,24.85,Made,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,,
26,PT09M28.00S,2025-10-30T01:45:51.5Z,1,REGULAR,2pt,Jump Shot,[],1630559,75.64060446780552,69.6078431372549,1610612747,8,8,2025-10-30T01:48:11Z,260000,False,98.0,176.0,1,right,MISS A. Reaves 20' step back Shot,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Right Center,,,20.19,Missed,,,,,,,,,,,,,,,,
27,PT09M25.00S,2025-10-30T01:45:54.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,8,8,2025-10-30T01:45:56Z,270000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right Center,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,
28,PT09M16.00S,2025-10-30T01:46:02.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,12.040078843626807,53.92156862745098,1610612750,10,8,2025-10-30T01:49:00Z,280000,False,-20.0,61.0,1,left,J. Randle 6' driving floating Jump Shot (5 PTS),[203944],1610612750.0,MIN,driving floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,6.38,Made,,,,,5.0,,,,,,,,,,,
29,PT08M50.00S,2025-10-30T01:46:28.4Z,1,REGULAR,2pt,Jump Shot,[],1631222,78.40013140604468,19.852941176470587,1610612747,10,10,2025-10-30T01:46:33Z,290000,False,-151.0,151.0,1,right,J. LaRavia 21' turnaround fadeaway Jump Shot (5 PTS),[1631222],1610612747.0,LAL,turnaround fadeaway,,,LaRavia,J. LaRavia,,,,,Mid-Range,16-24 Left Center,,,21.3,Made,,,,,5.0,,,,,,,,,,,
30,PT08M40.00S,2025-10-30T01:46:39.1Z,1,REGULAR,3pt,Jump Shot,[],203944,5.732588699080158,95.58823529411765,1610612750,13,10,2025-10-30T01:46:43Z,300000,False,-228.0,1.0,1,left,J. Randle 3PT  (8 PTS) (J. McDaniels 1 AST),"[203944, 1630183]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,22.79,Made,,,,,8.0,J. McDaniels,1630183.0,1.0,,,,,,,,
32,PT08M28.00S,2025-10-30T01:46:53.3Z,1,REGULAR,turnover,out-of-bounds,[],1629020,,,1610612747,13,10,2025-10-30T01:46:57Z,320000,False,,,0,,J. Vanderbilt bad pass out-of-bounds TURNOVER (1 TO),[1629020],1610612747.0,LAL,bad pass,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Right,2002.0,1.0,,,,,,,,,,,,,,,,,,
33,PT08M14.00S,2025-10-30T01:47:12.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,21.369908015768726,89.70588235294117,1610612750,16,10,2025-10-30T01:47:18Z,330000,False,-199.0,148.0,1,left,D. DiVincenzo 24' 3PT step back (3 PTS) (R. Gobert 1 AST),"[1628978, 203497]",1610612750.0,MIN,step back,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,24.78,Made,,,,,3.0,R. Gobert,203497.0,1.0,,,,,,,,
34,PT07M54.00S,2025-10-30T01:47:33.7Z,1,REGULAR,turnover,lost ball,[],1631222,,,1610612747,16,10,2025-10-30T01:47:37Z,340000,False,,,0,,J. LaRavia lost ball TURNOVER (1 TO),"[1631222, 203944]",1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,Randle,203944.0,,,,,,
35,PT07M54.00S,2025-10-30T01:47:33.7Z,1,REGULAR,steal,,[],203944,,,1610612750,16,10,2025-10-30T01:47:35Z,350000,False,,,0,,J. Randle STEAL (1 STL),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
36,PT07M51.00S,2025-10-30T01:47:37.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,5.863994743758213,51.71568627450981,1610612750,18,10,2025-10-30T01:47:45Z,360000,False,-9.0,3.0,1,left,J. McDaniels running Layup (4 PTS) (D. DiVincenzo 1 AST),"[1630183, 1628978]",1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,0.9,Made,,,,,4.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,
39,PT07M51.00S,2025-10-30T01:47:41.1Z,1,REGULAR,foul,personal,['1freethrow'],1631222,,,1610612750,18,10,2025-10-30T01:47:50Z,380000,False,,,0,,J. LaRavia shooting personal FOUL (1 PF) (McDaniels 1 FT),"[1631222, 1630183]",1610612747.0,LAL,shooting,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,1627963.0,,,,,,,,,,,,,,1.0,0.0,McDaniels,1630183.0,,
41,PT07M51.00S,2025-10-30T01:47:51.8Z,1,REGULAR,substitution,out,[],1629020,,,1610612750,18,10,2025-10-30T01:48:11Z,400000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT07M51.00S,2025-10-30T01:47:51.8Z,1,REGULAR,substitution,in,[],1642261,,,1610612750,18,10,2025-10-30T01:48:11Z,410000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M51.00S,2025-10-30T01:48:09.9Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630183,,,1610612750,19,10,2025-10-30T01:48:10Z,420000,False,,,0,,J. McDaniels Free Throw 1 of 1 (5 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
44,PT07M41.00S,2025-10-30T01:48:22.0Z,1,REGULAR,3pt,Jump Shot,[],1630559,73.14388961892247,80.3921568627451,1610612747,19,10,2025-10-30T01:48:26Z,430000,False,152.0,200.0,1,right,MISS A. Reaves 25' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,25.11,Missed,,,,,,,,,,,,,,,,
45,PT07M38.00S,2025-10-30T01:48:25.0Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,19,10,2025-10-30T01:48:26Z,440000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,
46,PT07M34.00S,2025-10-30T01:48:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,9.411957950065702,42.40196078431372,1610612750,19,10,2025-10-30T01:53:15Z,450000,False,38.0,36.0,1,left,MISS J. McDaniels driving Layup - blocked,"[1630183, 1629028]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,5.23,Missed,,,,,,,,,,,,,,,Ayton,1629028.0
47,PT07M34.00S,2025-10-30T01:48:31.0Z,1,REGULAR,block,,[],1629028,,,1610612750,19,10,2025-10-30T01:48:33Z,460000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M33.00S,2025-10-30T01:48:32.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,19,10,2025-10-30T01:48:42Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,46.0,,,,,,,,,,,,,,,
50,PT07M25.00S,2025-10-30T01:48:56.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628978,9.149145860709593,60.5392156862745,1610612750,19,10,2025-10-30T01:49:01Z,490000,False,-53.0,34.0,1,left,MISS D. DiVincenzo 6' driving floating bank Shot,[1628978],1610612750.0,MIN,driving floating bank,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,6.24,Missed,,,,,,,,,,,,,,,,
51,PT07M21.00S,2025-10-30T01:49:00.1Z,1,REGULAR,rebound,defensive,[],1631222,,,1610612747,19,10,2025-10-30T01:49:44Z,500000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:1),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,
52,PT07M09.00S,2025-10-30T01:49:15.3Z,1,REGULAR,foul,personal,[],203497,,,1610612747,19,10,2025-10-30T01:49:23Z,510000,False,,,0,,R. Gobert personal FOUL (1 PF),"[203497, 1629028]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,1627963.0,,,,,,,,,,,,,,1.0,0.0,Ayton,1629028.0,,
54,PT07M02.00S,2025-10-30T01:49:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642261,92.46057818659659,48.77450980392157,1610612747,19,10,2025-10-30T01:55:19Z,530000,False,-6.0,18.0,1,right,MISS D. Knecht driving finger roll Layup,[1642261],1610612747.0,LAL,driving finger roll,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,,,1.94,Missed,,,,,,,,,,,,,,,,
55,PT07M02.00S,2025-10-30T01:49:40.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,19,10,2025-10-30T01:50:14Z,540000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,54.0,,,,,,,,,,,,,,,
56,PT07M01.00S,2025-10-30T01:49:46.9Z,1,REGULAR,foul,personal,[],1629028,,,1610612750,19,10,2025-10-30T01:49:50Z,550000,False,,,0,,D. Ayton loose ball personal FOUL (1 PF),"[1629028, 203497]",1610612747.0,LAL,loose ball,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,,,,,,,,,,1.0,0.0,Gobert,203497.0,,
58,PT07M01.00S,2025-10-30T01:49:59.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,19,10,2025-10-30T01:49:59Z,570000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M42.00S,2025-10-30T01:53:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,18.74178712220762,46.81372549019608,1610612750,19,10,2025-10-30T01:53:56Z,580000,False,16.0,124.0,1,left,MISS J. McDaniels 12' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,12.47,Missed,,,,,,,,,,,,,,,,
60,PT06M41.00S,2025-10-30T01:53:47.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612747,19,10,2025-10-30T01:53:56Z,590000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,
61,PT06M23.00S,2025-10-30T01:54:07.9Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612747,19,10,2025-10-30T01:54:16Z,600000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Hachimura 2 FT),"[1628978, 1629060]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,204059.0,,,,,,,,,,,,,,1.0,0.0,Hachimura,1629060.0,,
63,PT06M23.00S,2025-10-30T01:54:32.0Z,1,REGULAR,freethrow,1 of 2,[],1629060,,,1610612747,19,11,2025-10-30T01:54:32Z,620000,False,,,0,,R. Hachimura Free Throw 1 of 2 (4 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
64,PT06M23.00S,2025-10-30T01:54:46.4Z,1,REGULAR,freethrow,2 of 2,[],1629060,,,1610612747,19,12,2025-10-30T01:54:46Z,630000,False,,,0,,R. Hachimura Free Throw 2 of 2 (5 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
65,PT06M10.00S,2025-10-30T01:55:02.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,11.826544021024969,50.95741421568627,1610612750,19,12,2025-10-30T02:02:39Z,640000,False,-5.0,59.0,1,left,MISS J. Randle turnaround fadeaway Shot,[203944],1610612750.0,MIN,turnaround fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,5.89,Missed,,,,,,,,,,,,,,,,
66,PT06M08.00S,2025-10-30T01:55:04.0Z,1,REGULAR,rebound,offensive,[],1628978,,,1610612750,19,12,2025-10-30T02:02:39Z,650000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,65.0,2.0,1.0,1.0,,,,,,,,,,,,
129,PT06M06.00S,2025-10-30T01:55:06.9Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612750,19,12,2025-10-30T02:03:12Z,655000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1630559]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,Reaves,1630559.0,,,,,,
130,PT06M06.00S,2025-10-30T01:55:06.9Z,1,REGULAR,steal,,[],1630559,,,1610612747,19,12,2025-10-30T02:03:12Z,657500,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
67,PT05M59.00S,2025-10-30T01:55:11.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1642261,92.19776609724047,51.470588235294116,1610612747,19,14,2025-10-30T02:03:12Z,660000,False,7.0,21.0,1,right,D. Knecht running DUNK (2 PTS) (A. Reaves 3 AST),"[1642261, 1630559]",1610612747.0,LAL,running,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,,,2.21,Made,,,,,2.0,A. Reaves,1630559.0,3.0,,,,,,,,
69,PT05M46.00S,2025-10-30T01:55:24.1Z,1,REGULAR,3pt,Jump Shot,[],1628978,20.97568988173456,89.70588235294117,1610612750,22,14,2025-10-30T02:01:09Z,680000,False,-199.0,145.0,1,left,D. DiVincenzo 24' 3PT  (6 PTS) (J. Randle 2 AST),"[1628978, 203944]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,24.56,Made,,,,,6.0,J. Randle,203944.0,2.0,,,,,,,,
70,PT05M30.00S,2025-10-30T01:55:41.9Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612747,22,14,2025-10-30T01:55:49Z,690000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Reaves 2 FT),"[1630183, 1630559]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Center,204059.0,,,,,,,,,,,,,,1.0,0.0,Reaves,1630559.0,,
72,PT05M30.00S,2025-10-30T01:56:12.0Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,22,15,2025-10-30T01:56:12Z,710000,False,,,0,,A. Reaves Free Throw 1 of 2 (1 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
73,PT05M30.00S,2025-10-30T01:56:12.6Z,1,REGULAR,substitution,out,[],201144,,,1610612747,22,15,2025-10-30T01:56:23Z,720000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M30.00S,2025-10-30T01:56:12.6Z,1,REGULAR,substitution,out,[],203944,,,1610612747,22,15,2025-10-30T01:56:23Z,730000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M30.00S,2025-10-30T01:56:12.6Z,1,REGULAR,substitution,in,[],1642265,,,1610612747,22,15,2025-10-30T01:56:23Z,740000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M30.00S,2025-10-30T01:56:12.6Z,1,REGULAR,substitution,in,[],1629675,,,1610612747,22,15,2025-10-30T01:56:23Z,750000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M30.00S,2025-10-30T01:56:34.0Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,22,16,2025-10-30T01:56:34Z,760000,False,,,0,,A. Reaves Free Throw 2 of 2 (2 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
78,PT05M10.00S,2025-10-30T01:56:56.0Z,1,REGULAR,3pt,Jump Shot,[],1630183,6.258212877792378,96.07843137254902,1610612750,25,16,2025-10-30T01:57:02Z,770000,False,-230.0,6.0,1,left,J. McDaniels 3PT  (8 PTS) (R. Dillingham 1 AST),"[1630183, 1642265]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,23.05,Made,,,,,8.0,R. Dillingham,1642265.0,1.0,,,,,,,,
80,PT04M59.00S,2025-10-30T01:57:09.7Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612747,25,16,2025-10-30T01:57:27Z,790000,False,,,0,,D. DiVincenzo shooting personal FOUL (2 PF) (Reaves 2 FT),"[1628978, 1630559]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Right,1627963.0,,,,,,,,,,,,,,2.0,0.0,Reaves,1630559.0,,
82,PT04M59.00S,2025-10-30T01:57:30.6Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,25,17,2025-10-30T01:57:30Z,810000,False,,,0,,A. Reaves Free Throw 1 of 2 (3 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
83,PT04M59.00S,2025-10-30T01:57:31.3Z,1,REGULAR,substitution,out,[],1628978,,,1610612747,25,17,2025-10-30T01:57:45Z,820000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M59.00S,2025-10-30T01:57:31.3Z,1,REGULAR,substitution,out,[],1631222,,,1610612747,25,17,2025-10-30T01:57:45Z,830000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
